symbol,period,quarter_end_date,promoter_pct,fii_pct,dii_pct,public_pct,promoter_delta,fii_delta,dii_delta,conviction_signal,as_of_date,source,submission_date
HOMEFIRST,Q3FY26,31-DEC-2025,12.35,40.82,27.61,87.64999999999999,-0.04,0.83,-1.22,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,19-JAN-2026
HOMEFIRST,Q4FY26,31-MAR-2026,6.99,45.72,27.53,93.01,-5.36,4.9,-0.08,FII_ACCUMULATION,2026-07-08,nse_xbrl,13-APR-2026
HONASA,Q1FY25,30-JUN-2024,35.07,13.95,17.37,64.93,,,,STABLE,2026-07-08,nse_xbrl,09-JUL-2024
HONASA,Q2FY25,30-SEP-2024,34.98,19.32,17.49,65.02,-0.09,5.37,0.12,FII_ACCUMULATION,2026-07-08,nse_xbrl,11-OCT-2024
HONASA,Q3FY25,31-DEC-2024,35.03,15.44,18.46,64.97,0.05,-3.88,0.97,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,13-JAN-2025
HONASA,Q4FY25,31-MAR-2025,34.99,15.55,18.49,65.01,-0.04,0.11,0.03,STABLE,2026-07-08,nse_xbrl,09-APR-2025
HONASA,Q1FY26,30-JUN-2025,34.99,16.09,18.9,65.01,0.0,0.54,0.41,FII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
HONASA,Q2FY26,30-SEP-2025,34.97,15.5,19.16,65.03,-0.02,-0.59,0.26,STABLE,2026-07-08,nse_xbrl,16-OCT-2025
HONASA,Q3FY26,31-DEC-2025,35.54,14.63,18.64,64.46,0.57,-0.87,-0.52,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
HONASA,Q4FY26,31-MAR-2026,35.54,13.74,19.24,64.46,0.0,-0.89,0.6,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-APR-2026
HONAUT,Q1FY25,30-JUN-2024,75.0,2.72,12.59,25.0,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
HONAUT,Q2FY25,30-SEP-2024,75.0,2.68,12.72,25.0,0.0,-0.04,0.13,STABLE,2026-07-08,nse_xbrl,16-OCT-2024
HONAUT,Q3FY25,31-DEC-2024,75.0,2.51,12.51,25.0,0.0,-0.17,-0.21,STABLE,2026-07-08,nse_xbrl,19-JAN-2025
HONAUT,Q4FY25,31-MAR-2025,75.0,2.59,12.36,25.0,0.0,0.08,-0.15,STABLE,2026-07-08,nse_xbrl,18-APR-2025
HONAUT,Q1FY26,30-JUN-2025,75.0,2.77,12.16,25.0,0.0,0.18,-0.2,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
HONAUT,Q2FY26,30-SEP-2025,75.0,3.01,11.99,25.0,0.0,0.24,-0.17,STABLE,2026-07-08,nse_xbrl,15-OCT-2025
HONAUT,Q3FY26,31-DEC-2025,75.0,3.46,11.54,25.0,0.0,0.45,-0.45,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
HONAUT,Q4FY26,31-MAR-2026,75.0,3.74,11.29,25.0,0.0,0.28,-0.25,STABLE,2026-07-08,nse_xbrl,21-APR-2026
HONDAPOWER,Q1FY25,30-JUN-2024,66.67,1.42,16.92,33.33,,,,STABLE,2026-07-08,nse_xbrl,10-JUL-2024
HONDAPOWER,Q2FY25,30-SEP-2024,66.67,1.41,17.95,33.33,0.0,-0.01,1.03,DII_ACCUMULATION,2026-07-08,nse_xbrl,10-OCT-2024
HONDAPOWER,Q3FY25,31-DEC-2024,66.67,1.36,18.18,33.33,0.0,-0.05,0.23,STABLE,2026-07-08,nse_xbrl,09-JAN-2025
HONDAPOWER,Q4FY25,31-MAR-2025,66.67,1.37,18.18,33.33,0.0,0.01,0.0,STABLE,2026-07-08,nse_xbrl,15-APR-2025
HONDAPOWER,Q1FY26,30-JUN-2025,66.67,1.17,18.23,33.33,0.0,-0.2,0.05,STABLE,2026-07-08,nse_xbrl,16-JUL-2025
HONDAPOWER,Q2FY26,30-SEP-2025,66.67,1.1,18.23,33.33,0.0,-0.07,0.0,STABLE,2026-07-08,nse_xbrl,09-OCT-2025
HONDAPOWER,Q3FY26,31-DEC-2025,66.67,1.09,18.23,33.33,0.0,-0.01,0.0,STABLE,2026-07-08,nse_xbrl,08-JAN-2026
HONDAPOWER,Q4FY26,31-MAR-2026,66.67,1.05,18.27,33.33,0.0,-0.04,0.04,STABLE,2026-07-08,nse_xbrl,07-APR-2026
HPAL,Q1FY25,30-JUN-2024,71.35,0.08,3.72,28.65,,,,STABLE,2026-07-08,nse_xbrl,09-JUL-2024
HPAL,Q2FY25,30-SEP-2024,71.35,0.1,3.28,28.65,0.0,0.02,-0.44,STABLE,2026-07-08,nse_xbrl,09-OCT-2024
HPAL,Q3FY25,31-DEC-2024,71.35,0.03,2.86,28.65,0.0,-0.07,-0.42,STABLE,2026-07-08,nse_xbrl,16-JAN-2025
HPAL,Q4FY25,31-MAR-2025,71.35,0.16,2.82,28.65,0.0,0.13,-0.04,STABLE,2026-07-08,nse_xbrl,16-APR-2025
HPAL,Q1FY26,30-JUN-2025,71.35,0.04,1.34,28.65,0.0,-0.12,-1.48,STABLE,2026-07-08,nse_xbrl,10-JUL-2025
HPAL,Q2FY26,30-SEP-2025,71.35000000000001,0.02,,28.65,0.0,-0.02,,STABLE,2026-07-08,nse_xbrl,15-OCT-2025
HPAL,Q3FY26,31-DEC-2025,71.35000000000001,0.01,0.0,28.65,0.0,-0.01,,STABLE,2026-07-08,nse_xbrl,13-JAN-2026
HPAL,Q4FY26,31-MAR-2026,71.35000000000001,0.02,,28.65,0.0,0.01,,STABLE,2026-07-08,nse_xbrl,15-APR-2026
HPIL,Q2FY23,30-SEP-2022,74.85,0.0,0.0,25.15,,,,STABLE,2026-07-08,nse_xbrl,17-OCT-2022
HPIL,Q1FY25,30-JUN-2024,74.95,0.0,0.0,25.05,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
HPIL,Q2FY25,30-SEP-2024,74.95,0.0,0.0,25.05,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,20-OCT-2024
HPIL,Q3FY25,31-DEC-2024,74.85,0.0,0.0,25.15,-0.1,0.0,0.0,STABLE,2026-07-08,nse_xbrl,17-JAN-2025
HPIL,Q4FY25,31-MAR-2025,74.85,0.0,0.0,25.15,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,12-APR-2025
HPL,Q1FY25,30-JUN-2024,72.66,0.74,0.23,27.34,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
HPL,Q2FY25,30-SEP-2024,72.66,0.51,0.23,27.34,0.0,-0.23,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
HPL,Q3FY25,31-DEC-2024,72.66,0.58,0.23,27.34,0.0,0.07,0.0,STABLE,2026-07-08,nse_xbrl,16-JAN-2025
HPL,Q4FY25,31-MAR-2025,72.66,0.31,0.26,27.34,0.0,-0.27,0.03,STABLE,2026-07-08,nse_xbrl,17-APR-2025
HPL,Q1FY26,30-JUN-2025,72.66,0.7,0.3,27.34,0.0,0.39,0.04,STABLE,2026-07-08,nse_xbrl,11-JUL-2025
HPL,Q2FY26,30-SEP-2025,72.66,0.3399999999999999,0.19,27.34,0.0,-0.36,-0.11,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
HPL,Q3FY26,31-DEC-2025,72.66,0.27,0.1,27.34,0.0,-0.07,-0.09,STABLE,2026-07-08,nse_xbrl,08-JAN-2026
HPL,Q4FY26,31-MAR-2026,72.66,0.51,0.1,27.34,0.0,0.24,0.0,STABLE,2026-07-08,nse_xbrl,10-APR-2026
HSCL,Q1FY25,30-JUN-2024,50.2,5.16,2.28,49.8,,,,STABLE,2026-07-08,nse_xbrl,08-JUL-2024
HSCL,Q2FY25,30-SEP-2024,50.78,5.24,3.6,49.22,0.58,0.08,1.32,DII_ACCUMULATION,2026-07-08,nse_xbrl,07-OCT-2024
HSCL,Q3FY25,31-DEC-2024,51.56,5.15,4.25,48.44,0.78,-0.09,0.65,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-JAN-2025
HSCL,Q4FY25,31-MAR-2025,51.61,5.38,4.63,48.39,0.05,0.23,0.38,STABLE,2026-07-08,nse_xbrl,08-APR-2025
HSCL,Q1FY26,30-JUN-2025,51.61,5.19,4.83,48.39,0.0,-0.19,0.2,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
HSCL,Q2FY26,30-SEP-2025,51.57000000000001,5.74,3.22,48.43,-0.04,0.55,-1.61,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-OCT-2025
HSCL,Q3FY26,07-NOV-2025,52.5,5.63,3.15,47.5,0.93,-0.11,-0.07,STABLE,2026-07-08,nse_xbrl,10-NOV-2025
HSCL,Q4FY26,31-MAR-2026,52.5,5.98,3.2099999999999995,47.5,0.0,0.35,0.06,STABLE,2026-07-08,nse_xbrl,10-APR-2026
HTMEDIA,Q1FY25,30-JUN-2024,69.51,0.07,0.53,29.87,,,,STABLE,2026-07-08,nse_xbrl,11-JUL-2024
HTMEDIA,Q2FY25,30-SEP-2024,69.51,0.0,0.53,29.87,0.0,-0.07,0.0,STABLE,2026-07-08,nse_xbrl,11-OCT-2024
HTMEDIA,Q3FY25,31-DEC-2024,69.51,0.01,0.53,29.87,0.0,0.01,0.0,STABLE,2026-07-08,nse_xbrl,10-JAN-2025
HTMEDIA,Q4FY25,31-MAR-2025,69.5,0.02,0.53,29.88,-0.01,0.01,0.0,STABLE,2026-07-08,nse_xbrl,14-APR-2025
HTMEDIA,Q1FY26,30-JUN-2025,69.5,0.02,0.05,29.88,0.0,0.0,-0.48,STABLE,2026-07-08,nse_xbrl,18-JUL-2025
HTMEDIA,Q2FY26,30-SEP-2025,69.5,0.09,0.05,29.880000000000003,0.0,0.07,0.0,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
HTMEDIA,Q3FY26,31-DEC-2025,69.5,0.0699999999999999,0.05,29.880000000000003,0.0,-0.02,0.0,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
HTMEDIA,Q4FY26,31-MAR-2026,69.5,0.01,0.05,29.880000000000003,0.0,-0.06,0.0,STABLE,2026-07-08,nse_xbrl,20-APR-2026
HUBTOWN,Q1FY25,30-JUN-2024,46.6,3.57,0.0,53.4,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
HUBTOWN,Q2FY25,21-SEP-2024,37.73,3.0,0.01,62.27,-8.87,-0.57,0.01,PROMOTER_SELLING,2026-07-08,nse_xbrl,28-SEP-2024
HUBTOWN,Q3FY25,31-DEC-2024,28.81,5.0,0.17,71.19,-8.92,2.0,0.16,FII_ACCUMULATION,2026-07-08,nse_xbrl,13-JAN-2025
HUBTOWN,Q4FY25,24-FEB-2025,29.33,4.97,0.17,70.67,0.52,-0.03,0.0,STABLE,2026-07-08,nse_xbrl,26-FEB-2025
HUBTOWN,Q1FY26,30-JUN-2025,32.09,3.69,0.1,67.91,2.76,-1.28,-0.07,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,09-JUL-2025
HUBTOWN,Q2FY26,02-JUL-2025,32.57,3.66,0.09,67.43,0.48,-0.03,-0.01,STABLE,2026-07-08,nse_xbrl,08-JUL-2025
HUBTOWN,Q3FY26,31-DEC-2025,35.02,1.76,0.22,64.98,2.45,-1.9,0.13,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,12-JAN-2026
HUBTOWN,Q4FY26,31-MAR-2026,32.84,1.4,0.21,67.16,-2.18,-0.36,-0.01,PROMOTER_SELLING,2026-07-08,nse_xbrl,09-APR-2026
HUDCO,Q1FY25,30-JUN-2024,75.0,2.7,11.65,25.0,,,,STABLE,2026-07-08,nse_xbrl,11-JUL-2024
HUDCO,Q2FY25,30-SEP-2024,75.0,2.32,9.05,25.0,0.0,-0.38,-2.6,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
HUDCO,Q3FY25,31-DEC-2024,75.0,2.08,9.75,25.0,0.0,-0.24,0.7,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-JAN-2025
HUDCO,Q4FY25,31-MAR-2025,75.0,2.46,9.69,25.0,0.0,0.38,-0.06,STABLE,2026-07-08,nse_xbrl,17-APR-2025
HUDCO,Q1FY26,30-JUN-2025,75.0,1.96,10.26,25.0,0.0,-0.5,0.57,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,15-JUL-2025
HUDCO,Q2FY26,30-SEP-2025,75.0,1.94,10.92,25.0,0.0,-0.02,0.66,DII_ACCUMULATION,2026-07-08,nse_xbrl,16-OCT-2025
HUDCO,Q3FY26,31-DEC-2025,75.0,1.97,11.46,25.0,0.0,0.03,0.54,DII_ACCUMULATION,2026-07-08,nse_xbrl,16-JAN-2026
HUDCO,Q4FY26,31-MAR-2026,75.0,2.22,11.03,25.0,0.0,0.25,-0.43,STABLE,2026-07-08,nse_xbrl,10-APR-2026
HUHTAMAKI,Q1FY25,30-JUN-2024,67.73,1.39,1.08,32.27,,,,STABLE,2026-07-08,nse_xbrl,13-JUL-2024
HUHTAMAKI,Q2FY25,30-SEP-2024,67.73,1.4,1.4,32.27,0.0,0.01,0.32,STABLE,2026-07-08,nse_xbrl,16-OCT-2024
HUHTAMAKI,Q3FY25,31-DEC-2024,67.73,1.19,1.27,32.27,0.0,-0.21,-0.13,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
HUHTAMAKI,Q4FY25,31-MAR-2025,67.73,1.17,1.07,32.27,0.0,-0.02,-0.2,STABLE,2026-07-08,nse_xbrl,16-APR-2025
HUHTAMAKI,Q1FY26,30-JUN-2025,67.73,1.11,0.63,32.27,0.0,-0.06,-0.44,STABLE,2026-07-08,nse_xbrl,17-JUL-2025
HUHTAMAKI,Q2FY26,30-SEP-2025,67.73,0.8999999999999999,0.38,32.27,0.0,-0.21,-0.25,STABLE,2026-07-08,nse_xbrl,20-OCT-2025
HUHTAMAKI,Q3FY26,31-DEC-2025,67.73,1.12,1.11,32.27,0.0,0.22,0.73,DII_ACCUMULATION,2026-07-08,nse_xbrl,20-JAN-2026
HUHTAMAKI,Q4FY26,31-MAR-2026,67.73,1.35,1.14,32.27,0.0,0.23,0.03,STABLE,2026-07-08,nse_xbrl,20-APR-2026
HYUNDAI,Q3FY25,19-OCT-2024,82.5,7.36,5.78,17.5,,,,STABLE,2026-07-08,nse_xbrl,22-OCT-2024
HYUNDAI,Q4FY25,31-MAR-2025,82.5,7.17,7.01,17.5,0.0,-0.19,1.23,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-APR-2025
HYUNDAI,Q1FY26,30-JUN-2025,82.5,7.08,7.76,17.5,0.0,-0.09,0.75,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
HYUNDAI,Q2FY26,30-SEP-2025,82.5,7.35,7.739999999999999,17.5,0.0,0.27,-0.02,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
HYUNDAI,Q3FY26,31-DEC-2025,82.5,6.43,8.59,17.5,0.0,-0.92,0.85,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-JAN-2026
HYUNDAI,Q4FY26,31-MAR-2026,82.5,5.42,9.7,17.5,0.0,-1.01,1.11,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-APR-2026
ICDSLTD,Q2FY23,30-SEP-2022,47.33,0.0,4.78,52.67,,,,STABLE,2026-07-08,nse_xbrl,20-OCT-2022
ICDSLTD,Q1FY25,30-JUN-2024,51.39,0.0,4.87,48.61,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
ICDSLTD,Q2FY25,30-SEP-2024,51.39,0.0,4.87,48.61,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,16-OCT-2024
ICDSLTD,Q3FY25,31-DEC-2024,51.39,0.0,4.87,48.61,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,13-JAN-2025
ICEMAKE,Q1FY25,30-JUN-2024,74.49,0.02,0.0,25.51,,,,STABLE,2026-07-08,nse_xbrl,18-JUL-2024
ICEMAKE,Q2FY25,30-SEP-2024,74.49,0.0,0.0,25.51,0.0,-0.02,0.0,STABLE,2026-07-08,nse_xbrl,16-OCT-2024
ICEMAKE,Q3FY25,31-DEC-2024,74.49,0.0,0.58,25.51,0.0,0.0,0.58,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-JAN-2025
ICEMAKE,Q4FY25,31-MAR-2025,74.41,0.33,0.87,25.59,-0.08,0.33,0.29,STABLE,2026-07-08,nse_xbrl,18-APR-2025
ICEMAKE,Q1FY26,30-JUN-2025,74.4,0.01,1.21,25.6,-0.01,-0.32,0.34,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
ICEMAKE,Q2FY26,30-SEP-2025,74.36,0.01,1.31,25.64,-0.04,0.0,0.1,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
ICEMAKE,Q3FY26,31-DEC-2025,74.26,0.11,1.99,25.74,-0.1,0.1,0.68,DII_ACCUMULATION,2026-07-08,nse_xbrl,19-JAN-2026
ICEMAKE,Q4FY26,31-MAR-2026,74.2,0.22,1.64,25.8,-0.06,0.11,-0.35,STABLE,2026-07-08,nse_xbrl,15-APR-2026
ICICIAMC,Q3FY26,18-DEC-2025,87.59,2.12,3.82,12.41,,,,STABLE,2026-07-08,nse_xbrl,19-DEC-2025
ICICIAMC,Q4FY26,31-MAR-2026,87.59,2.4,7.19,12.41,0.0,0.28,3.37,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-APR-2026
ICICIBANK,Q1FY25,30-JUN-2024,0.0,45.47,44.7,100.0,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
ICICIBANK,Q2FY25,30-SEP-2024,0.0,46.21,44.17,100.0,0.0,0.74,-0.53,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,19-OCT-2024
ICICIBANK,Q3FY25,31-DEC-2024,0.0,45.69,44.95,100.0,0.0,-0.52,0.78,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-JAN-2025
ICICIBANK,Q4FY25,31-MAR-2025,0.0,45.82,44.78,100.0,0.0,0.13,-0.17,STABLE,2026-07-08,nse_xbrl,21-APR-2025
ICICIBANK,Q1FY26,30-JUN-2025,0.0,46.76,43.9,100.0,0.0,0.94,-0.88,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-JUL-2025
ICICIBANK,Q2FY26,30-SEP-2025,0.0,45.56,45.06,100.0,0.0,-1.2,1.16,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-OCT-2025
ICICIBANK,Q3FY26,31-DEC-2025,0.0,43.87,46.73,100.0,0.0,-1.69,1.67,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-JAN-2026
ICICIBANK,Q4FY26,31-MAR-2026,0.0,34.489999999999995,39.95,100.0,0.0,-9.38,-6.78,STABLE,2026-07-08,nse_xbrl,20-APR-2026
ICICIGI,Q1FY25,30-JUN-2024,51.81,23.93,17.29,48.19,,,,STABLE,2026-07-08,nse_xbrl,17-JUL-2024
ICICIGI,Q2FY25,30-SEP-2024,51.66,24.75,16.73,48.34,-0.15,0.82,-0.56,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,18-OCT-2024
ICICIGI,Q3FY25,31-DEC-2024,51.6,24.36,17.29,48.4,-0.06,-0.39,0.56,DII_ACCUMULATION,2026-07-08,nse_xbrl,20-JAN-2025
ICICIGI,Q4FY25,31-MAR-2025,51.55,23.68,17.84,48.45,-0.05,-0.68,0.55,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-APR-2025
ICICIGI,Q1FY26,30-JUN-2025,51.46,23.93,17.61,48.54,-0.09,0.25,-0.23,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ICICIGI,Q2FY26,30-SEP-2025,51.370000000000005,24.04,17.51,48.63,-0.09,0.11,-0.1,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
ICICIGI,Q3FY26,31-DEC-2025,51.31,23.35,18.360000000000003,48.69,-0.06,-0.69,0.85,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-JAN-2026
ICICIGI,Q4FY26,31-MAR-2026,51.29,22.29,19.52,48.71,-0.02,-1.06,1.16,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,20-APR-2026
ICICIPRULI,Q1FY25,30-JUN-2024,73.18,13.23,8.83,26.82,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
ICICIPRULI,Q2FY25,30-SEP-2024,73.05,12.98,9.29,26.95,-0.13,-0.25,0.46,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
ICICIPRULI,Q3FY25,31-DEC-2024,73.01,12.78,9.45,26.99,-0.04,-0.2,0.16,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
ICICIPRULI,Q4FY25,31-MAR-2025,73.0,13.25,8.8,27.0,-0.01,0.47,-0.65,STABLE,2026-07-08,nse_xbrl,18-APR-2025
ICICIPRULI,Q1FY26,30-JUN-2025,72.96,13.12,8.85,27.04,-0.04,-0.13,0.05,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ICICIPRULI,Q2FY26,30-SEP-2025,72.92999999999999,13.16,8.649999999999999,27.07,-0.03,0.04,-0.2,STABLE,2026-07-08,nse_xbrl,20-OCT-2025
ICICIPRULI,Q3FY26,31-DEC-2025,72.88,11.48,10.41,27.12,-0.05,-1.68,1.76,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-JAN-2026
ICICIPRULI,Q4FY26,31-MAR-2026,72.8,10.9,11.05,27.200000000000003,-0.08,-0.58,0.64,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-APR-2026
ICIL,Q1FY25,30-JUN-2024,58.74,10.69,2.16,41.26,,,,STABLE,2026-07-08,nse_xbrl,20-JUL-2024
ICIL,Q2FY25,30-SEP-2024,58.74,10.69,3.67,41.26,0.0,0.0,1.51,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-OCT-2024
ICIL,Q3FY25,31-DEC-2024,58.74,10.35,4.57,41.26,0.0,-0.34,0.9,DII_ACCUMULATION,2026-07-08,nse_xbrl,20-JAN-2025
ICIL,Q4FY25,31-MAR-2025,58.74,10.11,4.96,41.26,0.0,-0.24,0.39,STABLE,2026-07-08,nse_xbrl,15-APR-2025
ICIL,Q1FY26,30-JUN-2025,58.74,9.89,5.15,41.26,0.0,-0.22,0.19,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ICIL,Q2FY26,30-SEP-2025,58.74,9.99,5.3100000000000005,41.260000000000005,0.0,0.1,0.16,STABLE,2026-07-08,nse_xbrl,14-OCT-2025
ICIL,Q3FY26,31-DEC-2025,58.74,9.86,6.03,41.260000000000005,0.0,-0.13,0.72,DII_ACCUMULATION,2026-07-08,nse_xbrl,19-JAN-2026
ICIL,Q4FY26,31-MAR-2026,58.74,9.85,5.72,41.260000000000005,0.0,-0.01,-0.31,STABLE,2026-07-08,nse_xbrl,18-APR-2026
ICRA,Q2FY25,30-SEP-2024,51.87,8.77,24.13,47.81,,,,STABLE,2026-07-08,nse_xbrl,10-OCT-2024
ICRA,Q3FY25,31-DEC-2024,51.87,9.06,23.92,47.82,0.0,0.29,-0.21,STABLE,2026-07-08,nse_xbrl,06-JAN-2025
ICRA,Q4FY25,31-MAR-2025,51.87,8.78,24.17,47.82,0.0,-0.28,0.25,STABLE,2026-07-08,nse_xbrl,08-APR-2025
ICRA,Q1FY26,30-JUN-2025,51.87,8.66,24.38,47.82,0.0,-0.12,0.21,STABLE,2026-07-08,nse_xbrl,15-JUL-2025
ICRA,Q2FY26,30-SEP-2025,51.870000000000005,6.87,26.16,47.85,0.0,-1.79,1.78,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,14-OCT-2025
ICRA,Q3FY26,31-DEC-2025,51.870000000000005,7.249999999999999,25.540000000000003,47.85,0.0,0.38,-0.62,STABLE,2026-07-08,nse_xbrl,07-JAN-2026
ICRA,Q4FY26,31-MAR-2026,51.870000000000005,7.920000000000001,24.52,47.85,0.0,0.67,-1.02,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,07-APR-2026
ICRA,Q1FY27,30-JUN-2026,51.870000000000005,6.9,24.27,47.86,0.0,-1.02,-0.25,STABLE,2026-07-08,nse_xbrl,08-JUL-2026
IDBI,Q1FY25,30-JUN-2024,94.71,0.47,0.15,5.29,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
IDBI,Q2FY25,30-SEP-2024,94.71,0.46,0.17,5.29,0.0,-0.01,0.02,STABLE,2026-07-08,nse_xbrl,11-OCT-2024
IDBI,Q3FY25,31-DEC-2024,94.71,0.42,0.17,5.29,0.0,-0.04,0.0,STABLE,2026-07-08,nse_xbrl,07-JAN-2025
IDBI,Q4FY25,31-MAR-2025,94.71,0.46,0.18,5.29,0.0,0.04,0.01,STABLE,2026-07-08,nse_xbrl,08-APR-2025
IDBI,Q1FY26,30-JUN-2025,94.71,0.54,0.15,5.29,0.0,0.08,-0.03,STABLE,2026-07-08,nse_xbrl,19-JUL-2025
IDBI,Q2FY26,30-SEP-2025,94.71,0.47,0.12,5.29,0.0,-0.07,-0.03,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
IDBI,Q3FY26,31-DEC-2025,94.71,0.51,0.12,5.29,0.0,0.04,0.0,STABLE,2026-07-08,nse_xbrl,13-JAN-2026
IDBI,Q4FY26,31-MAR-2026,94.71,0.5599999999999999,0.09,5.29,0.0,0.05,-0.03,STABLE,2026-07-08,nse_xbrl,18-APR-2026
IDEA,Q1FY25,23-APR-2024,36.87,11.39,3.22,63.13,,,,STABLE,2026-07-08,nse_xbrl,30-APR-2024
IDEA,Q2FY25,19-JUL-2024,37.17,12.77,6.99,62.83,0.3,1.38,3.77,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,24-JUL-2024
IDEA,Q3FY25,31-DEC-2024,37.32,10.17,4.31,62.68,0.15,-2.6,-2.68,STABLE,2026-07-08,nse_xbrl,20-JAN-2025
IDEA,Q4FY25,09-JAN-2025,38.8,9.89,4.2,61.2,1.48,-0.28,-0.11,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,14-JAN-2025
IDEA,Q1FY26,08-APR-2025,25.57,6.56,3.43,74.43,-13.23,-3.33,-0.77,PROMOTER_SELLING,2026-07-08,nse_xbrl,09-APR-2025
IDEA,Q2FY26,30-SEP-2025,25.57,5.99,4.75,74.42999999999999,0.0,-0.57,1.32,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-OCT-2025
IDEA,Q3FY26,31-DEC-2025,25.57,6.0,5.609999999999999,74.42999999999999,0.0,0.01,0.86,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JAN-2026
IDEA,Q4FY26,31-MAR-2026,25.64,5.56,6.21,74.36,0.07,-0.44,0.6,DII_ACCUMULATION,2026-07-08,nse_xbrl,10-APR-2026
IDFCFIRSTB,Q1FY25,30-JUN-2024,37.37,21.02,7.93,62.63,,,,STABLE,2026-07-08,nse_xbrl,05-JUL-2024
IDFCFIRSTB,Q2FY25,04-JUL-2024,35.39,19.91,12.82,64.61,-1.98,-1.11,4.89,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,05-JUL-2024
IDFCFIRSTB,Q3FY25,11-OCT-2024,0.0,27.3,16.2,100.0,-35.39,7.39,3.38,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,17-OCT-2024
IDFCFIRSTB,Q4FY25,31-MAR-2025,0.0,25.68,19.3,100.0,0.0,-1.62,3.1,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-APR-2025
IDFCFIRSTB,Q1FY26,30-JUN-2025,0.0,23.8,23.4,100.0,0.0,-1.88,4.1,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-JUL-2025
