ISIN,COMPANY_NAME_NSE,COMPANY_NAME_BSE,NSE_SYMBOL,NSE_SERIES,BSE_CODE,BSE_SYMBOL,MATCH_METHOD,MATCH_CONFIDENCE,LISTED_NSE,LISTED_BSE,LAST_UPDATED
INE0MB501011,J.G.Chemicals Limited,J.G.Chemicals Limited,JGCHEM,EQ,544138,JGCHEM,SYMBOL,100,True,True,2026-06-08
INE544H01014,JHS Svendgaard Laboratories Limited,JHS SVENDGAARD LABORATORIES LT,JHS,EQ,532771,JHS,SYMBOL,100,True,True,2026-06-08
INE796G01012,Jindal Photo Limited,JINDAL PHOTO LTD.,JINDALPHOT,EQ,532624,JINDALPHOT,SYMBOL,100,True,True,2026-06-08
INE197D01010,Jindal Poly Films Limited,JINDAL POLY FILMS LTD.,JINDALPOLY,EQ,500227,JINDALPOLY,SYMBOL,100,True,True,2026-06-08
INE324A01032,Jindal Saw Limited,JINDAL SAW LTD.,JINDALSAW,EQ,500378,JINDALSAW,SYMBOL,100,True,True,2026-06-08
INE749A01030,JINDAL STEEL LIMITED,JINDAL STEEL LIMITED,JINDALSTEL,EQ,532286,JINDALSTEL,SYMBOL,100,True,True,2026-06-08
INE742C01031,Jindal Drilling And Industries Limited,JINDAL DRILLING & INDUSTRIES L,JINDRILL,EQ,511034,JINDRILL,SYMBOL,100,True,True,2026-06-08
INE247D01039,Jindal Worldwide Limited,JINDAL WORLDWIDE LTD.,JINDWORLD,EQ,531543,JINDWORLD,SYMBOL,100,True,True,2026-06-08
INE758E01017,Jio Financial Services Limited,Jio Financial Services Limited,JIOFIN,EQ,543940,JIOFIN,SYMBOL,100,True,True,2026-06-08
IN9175A01010,Jain Irrigation Systems Limited,JAIN IRRIGATION SYSTEMS LTD.,JISLDVREQS,EQ,570004,JISLDVREQS,SYMBOL,100,True,True,2026-06-08
INE175A01038,Jain Irrigation Systems Limited,JAIN IRRIGATION SYSTEMS LTD.,JISLJALEQS,EQ,500219,JISLJALEQS,SYMBOL,100,True,True,2026-06-08
INE863T01013,JITF Infralogistics Limited,JITF INFRALOGISTICS LIMITED,JITFINFRA,EQ,540311,JITFINFRA,SYMBOL,100,True,True,2026-06-08
INE823G01014,JK Cement Limited,J.K.CEMENT LTD.,JKCEMENT,EQ,532644,JKCEMENT,SYMBOL,100,True,True,2026-06-08
INE576I01022,J.Kumar Infraprojects Limited,J.KUMAR INFRAPROJECTS LTD.,JKIL,EQ,532940,JKIL,SYMBOL,100,True,True,2026-06-08
INE1FF001016,Jinkushal Industries Limited,Jinkushal Industries Limited,JKIPL,BE,544547,JKIPL,SYMBOL,100,True,True,2026-06-08
INE786A01032,JK Lakshmi Cement Limited,JK LAKSHMI CEMENT LTD.,JKLAKSHMI,EQ,500380,JKLAKSHMI,SYMBOL,100,True,True,2026-06-08
INE789E01012,JK Paper Limited,JK PAPER LTD.,JKPAPER,EQ,532162,JKPAPER,SYMBOL,100,True,True,2026-06-08
INE573A01042,JK Tyre & Industries Limited,JK TYRE & INDUSTRIES LTD.,JKTYRE,EQ,530007,JKTYRE,SYMBOL,100,True,True,2026-06-08
INE682M01012,Jupiter Life Line Hospitals Limited,Jupiter Life Line Hospitals Li,JLHL,EQ,543980,JLHL,SYMBOL,100,True,True,2026-06-08
,Jullundur Motor Agency (Delhi) Limited,,JMA,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE780C01023,JM Financial Limited,JM FINANCIAL LTD.,JMFINANCIL,EQ,523405,JMFINANCIL,SYMBOL,100,True,True,2026-06-08
INE0OAF01028,JNK India Limited,JNK India Limited,JNKINDIA,EQ,544167,JNKINDIA,SYMBOL,100,True,True,2026-06-08
,Jocil Limited,,JOCIL,BE,,,UNMATCHED,0,True,False,2026-06-08
INE147P01019,Jindal Poly Investment and Finance Company Limited,JINDAL POLY INVESTMENT AND FIN,JPOLYINVST,EQ,536773,JPOLYINVST,SYMBOL,100,True,True,2026-06-08
INE351F01018,Jaiprakash Power Ventures Limited,JAIPRAKASH POWER VENTURES LIMI,JPPOWER,EQ,532627,JPPOWER,SYMBOL,100,True,True,2026-06-08
INE953L01027,Jana Small Finance Bank Limited,JANA SMALL FINANCE BANK LIMITE,JSFB,EQ,544118,JSFB,SYMBOL,100,True,True,2026-06-08
INE220G01021,Jindal Stainless Limited,JINDAL STAINLESS LTD.,JSL,EQ,532508,JSL,SYMBOL,100,True,True,2026-06-08
INE0J5801029,Jeena Sikho Lifecare Limited,Jeena Sikho Lifecare Limited,JSLL,EQ,544476,JSLL,SYMBOL,100,True,True,2026-06-08
INE718I01012,JSW Cement Limited,JSW CEMENT LIMITED,JSWCEMENT,EQ,544480,JSWCEMENT,SYMBOL,100,True,True,2026-06-08
INE133A01011,JSW Dulux Limited,JSW Dulux Limited,JSWDULUX,EQ,500710,JSWDULUX,SYMBOL,100,True,True,2026-06-08
INE121E01018,JSW Energy Limited,JSW ENERGY LTD,JSWENERGY,EQ,533148,JSWENERGY,SYMBOL,100,True,True,2026-06-08
INE824G01012,JSW Holdings Limited,JSW HOLDINGS LIMITED,JSWHL,EQ,532642,JSWHL,SYMBOL,100,True,True,2026-06-08
INE880J01026,JSW Infrastructure Limited,JSW Infrastructure Limited,JSWINFRA,EQ,543994,JSWINFRA,SYMBOL,100,True,True,2026-06-08
INE019A01038,JSW Steel Limited,JSW STEEL LTD.,JSWSTEEL,EQ,500228,JSWSTEEL,SYMBOL,100,True,True,2026-06-08
INE643A01035,Jtekt India Limited,JTEKT India Ltd,JTEKTINDIA,EQ,520057,JTEKTINDIA,SYMBOL,100,True,True,2026-06-08
INE391J01032,JTL INDUSTRIES LIMITED,JTL INDUSTRIES LIMITED,JTLIND,EQ,534600,JTLIND,SYMBOL,100,True,True,2026-06-08
INE03CC01015,Jubilant Agri and Consumer Products Limited,Jubilant Agri and Consumer Pro,JUBLCPL,EQ,544355,JUBLCPL,SYMBOL,100,True,True,2026-06-08
INE797F01020,Jubilant Foodworks Limited,JUBILANT FOODWORKS LTD,JUBLFOOD,EQ,533155,JUBLFOOD,SYMBOL,100,True,True,2026-06-08
INE0BY001018,Jubilant Ingrevia Limited,Jubilant Ingrevia Limited,JUBLINGREA,EQ,543271,JUBLINGREA,SYMBOL,100,True,True,2026-06-08
INE700A01033,Jubilant Pharmova Limited,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,EQ,530019,JUBLPHARMA,SYMBOL,100,True,True,2026-06-08
INE696F01016,Juniper Hotels Limited,Juniper Hotels Limited,JUNIPER,EQ,544129,JUNIPER,SYMBOL,100,True,True,2026-06-08
INE599M01018,Just Dial Limited,JUST DIAL LTD.,JUSTDIAL,EQ,535648,JUSTDIAL,SYMBOL,100,True,True,2026-06-08
INE209L01016,Jupiter Wagons Limited,JUPITER WAGONS LIMITED,JWL,EQ,533272,JWL,SYMBOL,100,True,True,2026-06-08
INE668F01031,Jyothy Labs Limited,JYOTHY LABS LIMITED,JYOTHYLAB,EQ,532926,JYOTHYLAB,SYMBOL,100,True,True,2026-06-08
INE980O01024,Jyoti CNC Automation Limited,Jyoti CNC Automation Limited,JYOTICNC,EQ,544081,JYOTICNC,SYMBOL,100,True,True,2026-06-08
INE197A01024,Jyoti Structures Limited,JYOTI STRUCTURES LTD.,JYOTISTRUC,EQ,513250,JYOTISTRUC,SYMBOL,100,True,True,2026-06-08
INE900B01029,Kabra Extrusion Technik Limited,KABRA EXTRUSIONTECHNIK LTD.,KABRAEXTRU,EQ,524109,KABRAEXTRU,SYMBOL,100,True,True,2026-06-08
INE217B01036,Kajaria Ceramics Limited,KAJARIA CERAMICS LTD.,KAJARIACER,EQ,500233,KAJARIACER,SYMBOL,100,True,True,2026-06-08
INE437B01014,Kakatiya Cement Sugar & Industries Limited,KAKATIYA CEMENT SUGAR & INDUST,KAKATCEM,BE,500234,KAKATCEM,SYMBOL,100,True,True,2026-06-08
INE438K01021,Sai Silks (Kalamandir) Limited,Sai Silks (Kalamandir) Limited,KALAMANDIR,EQ,543989,KALAMANDIR,SYMBOL,100,True,True,2026-06-08
INE227J01012,Kalpataru Limited,Kalpataru Limited,KALPATARU,EQ,544423,KALPATARU,SYMBOL,100,True,True,2026-06-08
INE0N6U01018,Kalyani Commercials Limited,Kalyani Cast-Tech Limited,KALYANI,BE,544023,KALYANI,SYMBOL,100,True,True,2026-06-08
INE314G01014,Kalyani Forge Limited,KALYANI FORGE LTD.,KALYANIFRG,EQ,513509,KALYANIFRG,SYMBOL,100,True,True,2026-06-08
INE303R01014,Kalyan Jewellers India Limited,Kalyan Jewellers India Limited,KALYANKJIL,EQ,543278,KALYANKJIL,SYMBOL,100,True,True,2026-06-08
INE411F01010,Kama Holdings Limited,KAMA HOLDINGS LIMITED,KAMAHOLD,EQ,532468,KAMAHOLD,SYMBOL,100,True,True,2026-06-08
INE967C01018,Kamat Hotels (I) Limited,KAMAT HOTELS (INDIA) LTD.,KAMATHOTEL,EQ,526668,KAMATHOTEL,SYMBOL,100,True,True,2026-06-08
INE390H01020,Kamdhenu Limited,Kamdhenu Limited,KAMDHENU,EQ,532741,KAMDHENU,SYMBOL,100,True,True,2026-06-08
INE0BTI01037,Kamdhenu Ventures Limited,Kamdhenu Ventures Limited,KAMOPAINTS,EQ,543747,KAMOPAINTS,SYMBOL,100,True,True,2026-06-08
INE879E01037,Kanani Industries Limited,KANANI INDUSTRIES LTD.,KANANIIND,EQ,506184,KANANIIND,SYMBOL,100,True,True,2026-06-08
INE081G01019,Kanchi Karpooram Limited,Kanchi Karpooram Ltd.,KANCHI,BE,538896,KANCHI,SYMBOL,100,True,True,2026-06-08
INE138C01024,Kanoria Chemicals & Industries Limited,KANORIA CHEMICALS & INDUSTRIES,KANORICHEM,BE,506525,KANORICHEM,SYMBOL,100,True,True,2026-06-08
INE694E01014,Kanpur Plastipack Limited,KANPUR PLASTIPACK LTD.,KANPRPLA,EQ,507779,KANPRPLA,SYMBOL,100,True,True,2026-06-08
INE531A01024,Kansai Nerolac Paints Limited,KANSAI NEROLAC PAINTS LTD.,KANSAINER,EQ,500165,KANSAINER,SYMBOL,100,True,True,2026-06-08
,Kapston Services Limited,,KAPSTON,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE725L01011,Karma Energy Limited,KARMA ENERGY LTD.,KARMAENG,EQ,533451,KARMAENG,SYMBOL,100,True,True,2026-06-08
INE036D01028,Karur Vysya Bank Limited,KARUR VYSYA BANK LTD.,KARURVYSYA,EQ,590003,KARURVYSYA,SYMBOL,100,True,True,2026-06-08
INE234I01028,Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA INFRASTRUCTURE DEVEL,KAUSHALYA,EQ,532925,KAUSHALYA,SYMBOL,100,True,True,2026-06-08
INE641C01019,Kavveri Defence & Wireless Technologies Limited,Kavveri Defence &amp; Wireless,KAVDEFENCE,EQ,590041,KAVDEFENCE,SYMBOL,100,True,True,2026-06-08
INE587G01015,Kaya Limited,Kaya Limited,KAYA,EQ,539276,KAYA,SYMBOL,100,True,True,2026-06-08
INE918Z01012,Kaynes Technology India Limited,KAYNES TECHNOLOGY INDIA LIMITE,KAYNES,EQ,543664,KAYNES,SYMBOL,100,True,True,2026-06-08
INE805C01028,KCP Limited,K.C.P.LTD.,KCP,EQ,590066,KCP,SYMBOL,100,True,True,2026-06-08
INE790B01024,KCP Sugar and Industries Corporation Limited,KCP SUGAR & INDUSTRIES CORPORA,KCPSUGIND,EQ,533192,KCPSUGIND,SYMBOL,100,True,True,2026-06-08
INE291D01011,KDDL Limited,KDDL LTD.,KDDL,EQ,532054,KDDL,SYMBOL,100,True,True,2026-06-08
INE389H01022,KEC International Limited,KEC INTERNATIONAL LTD.,KEC,EQ,532714,KEC,SYMBOL,100,True,True,2026-06-08
INE134B01017,Kirloskar Electric Company Limited,KIRLOSKAR ELECTRIC COMPANY LTD,KECL,BE,533193,KECL,SYMBOL,100,True,True,2026-06-08
INE055C01020,DSJ Keep Learning Limited,DSJ KEEP LEARNING LIMITED,KEEPLEARN,EQ,526677,KEEPLEARN,SYMBOL,100,True,True,2026-06-08
INE878B01027,KEI Industries Limited,KEI INDUSTRIES LTD.,KEI,EQ,517569,KEI,SYMBOL,100,True,True,2026-06-08
INE164B01030,Kellton Tech Solutions Limited,KELLTON TECH SOLUTIONS LTD.,KELLTONTEC,EQ,519602,KELLTONTEC,SYMBOL,100,True,True,2026-06-08
INE717A01029,Kennametal India Limited,KENNAMETAL INDIA LTD.,KENNAMET,EQ,505890,KENNAMET,SYMBOL,100,True,True,2026-06-08
INE202H01019,Kernex Microsystems (India) Limited,KERNEX MICROSYSTEMS (INDIA) LT,KERNEX,EQ,532686,KERNEX,SYMBOL,100,True,True,2026-06-08
INE087A01019,Kesoram Industries Limited,KESORAM INDUSTRIES LTD.,KESORAMIND,BE,502937,KESORAMIND,SYMBOL,100,True,True,2026-06-08
INE681C01015,Keynote Financial Services Limited,KEYNOTE FINANCIAL SERVICES LIM,KEYFINSERV,EQ,512597,KEYFINSERV,SYMBOL,100,True,True,2026-06-08
INE138Y01010,Kfin Technologies Limited,KFin Technologies Limited,KFINTECH,EQ,543720,KFINTECH,SYMBOL,100,True,True,2026-06-08
INE834I01025,Khadim India Limited,Khadim India Limited,KHADIM,EQ,540775,KHADIM,SYMBOL,100,True,True,2026-06-08
INE745B01028,Khaitan Chemicals & Fertilizers Limited,KHAITAN CHEMICALS & FERTILIZER,KHAICHEM,BE,507794,KHAICHEM,SYMBOL,100,True,True,2026-06-08
INE731C01018,Khaitan (India) Limited,KHAITAN (INDIA) LTD.,KHAITANLTD,BE,590068,KHAITANLTD,SYMBOL,100,True,True,2026-06-08
INE060B01014,Khandwala Securities Limited,KHANDWALA SECURITIES LTD.,KHANDSE,EQ,531892,KHANDSE,SYMBOL,100,True,True,2026-06-08
INE029L01018,Kalyani Investment Company Limited,KALYANI INVESTMENT COMPANY LTD,KICL,EQ,533302,KICL,SYMBOL,100,True,True,2026-06-08
INE729D01010,Kilitch Drugs (India) Limited,KILITCH DRUGS (INDIA) LTD.,KILITCH,EQ,524500,KILITCH,SYMBOL,100,True,True,2026-06-08
INE967H01025,Krishna Institute of Medical Sciences Limited,Krishna Institute of Medical S,KIMS,EQ,543308,KIMS,SYMBOL,100,True,True,2026-06-08
INE473D01015,Kingfa Science & Technology (India) Limited,Kingfa Science & Technology (I,KINGFA,EQ,524019,KINGFA,SYMBOL,100,True,True,2026-06-08
INE880L01014,KIOCL Limited,KIOCL Limited,KIOCL,EQ,540680,KIOCL,SYMBOL,100,True,True,2026-06-08
INE555P01013,Kiran Vyapar Limited,KIRAN VYAPAR LTD,KIRANVYPAR,EQ,537750,KIRANVYPAR,SYMBOL,100,True,True,2026-06-08
INE415I01015,Kiri Industries Limited,KIRI INDUSTRIES LTD.,KIRIINDUS,EQ,532967,KIRIINDUS,SYMBOL,100,True,True,2026-06-08
INE884B01025,Kirloskar Ferrous Industries Limited,KIRLOSKAR FERROUS INDUSTRIES L,KIRLFER,EQ,500245,KIRLFER,SYMBOL,100,True,True,2026-06-08
INE732A01036,Kirloskar Brothers Limited,KIRLOSKAR BROTHERS LTD.,KIRLOSBROS,EQ,500241,KIRLOSBROS,SYMBOL,100,True,True,2026-06-08
INE146L01010,Kirloskar Oil Engines Limited,KIRLOSKAR OIL ENGINES LTD.,KIRLOSENG,EQ,533293,KIRLOSENG,SYMBOL,100,True,True,2026-06-08
INE250A01039,Kirloskar Industries Limited,KIRLOSKAR INDUSTRIES LTD,KIRLOSIND,EQ,500243,KIRLOSIND,SYMBOL,100,True,True,2026-06-08
INE811A01020,Kirloskar Pneumatic Company Limited,KIRLOSKAR PNEUMATIC CO.LTD.,KIRLPNU,EQ,505283,KIRLPNU,SYMBOL,100,True,True,2026-06-08
INE12F801023,OnEMI Technology Solutions Limited,OnEMI Technology Solutions Lim,KISSHT,EQ,544754,KISSHT,SYMBOL,100,True,True,2026-06-08
INE602G01020,Kitex Garments Limited,KITEX GARMENTS LTD.,KITEX,EQ,521248,KITEX,SYMBOL,100,True,True,2026-06-08
INE401H01017,Kewal Kiran Clothing Limited,KEWAL KIRAN CLOTHING LTD.,KKCL,EQ,532732,KKCL,SYMBOL,100,True,True,2026-06-08
INE338F01015,Kilburn Engineering Limited,KILBURN ENGINEERING LTD.,KLBRENG-B,EQ,522101,KLBRENG-B,SYMBOL,100,True,True,2026-06-08
INE0CJD01029,Knowledge Marine & Engineering Works Limited,Knowledge Marine & Engineering,KMEW,EQ,543273,KMEW,SYMBOL,100,True,True,2026-06-08
INE157H01023,K.M.Sugar Mills Limited,K.M.SUGAR MILLS LTD.,KMSUGAR,EQ,532673,KMSUGAR,SYMBOL,100,True,True,2026-06-08
,KN Agri Resources Limited,,KNAGRI,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE634I01029,KNR Constructions Limited,KNR CONSTRUCTIONS LTD.,KNRCON,EQ,532942,KNRCON,SYMBOL,100,True,True,2026-06-08
INE080B01012,Kohinoor Foods Limited,KOHINOOR FOODS LTD.,KOHINOOR,EQ,512559,KOHINOOR,SYMBOL,100,True,True,2026-06-08
INE760A01029,Kokuyo Camlin Limited,KOKUYO CAMLIN LTD.,KOKUYOCMLN,EQ,523207,KOKUYOCMLN,SYMBOL,100,True,True,2026-06-08
INE094I01018,Kolte - Patil Developers Limited,KOLTE-PATIL DEVELOPERS LTD.,KOLTEPATIL,EQ,532924,KOLTEPATIL,SYMBOL,100,True,True,2026-06-08
INE082A01010,Kopran Limited,KOPRAN LTD.,KOPRAN,BE,524280,KOPRAN,SYMBOL,100,True,True,2026-06-08
INE237A01036,Kotak Mahindra Bank Limited,KOTAK MAHINDRA BANK LTD.,KOTAKBANK,EQ,500247,KOTAKBANK,SYMBOL,100,True,True,2026-06-08
,Kothari Sugars And Chemicals Limited,,KOTARISUG,EQ,,,UNMATCHED,0,True,False,2026-06-08
,Kothari Petrochemicals Limited,,KOTHARIPET,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE823A01017,Kothari Products Limited,KOTHARI PRODUCTS LTD.,KOTHARIPRO,EQ,530299,KOTHARIPRO,SYMBOL,100,True,True,2026-06-08
INE972A01020,Kothari Industrial Corporation Limited,KOTHARI INDUSTRIAL CORPORATION,KOTIC,EQ,509732,KOTIC,SYMBOL,100,True,True,2026-06-08
INE0J0B01017,Kotyark Industries Limited,Kotyark Industries Limited,KOTYARK,EQ,544726,KOTYARK,SYMBOL,100,True,True,2026-06-08
INE177F01017,Kovai Medical Center & Hospital Limited,KOVAI MEDICAL CENTER & HOSPITA,KOVAI,EQ,523323,KOVAI,SYMBOL,100,True,True,2026-06-08
INE127T01021,K.P. Energy Limited,K.P. Energy Limited,KPEL,EQ,539686,KPEL,SYMBOL,100,True,True,2026-06-08
INE542W01025,KPI Green Energy Limited,KPI Green Energy Limited,KPIGREEN,EQ,542323,KPIGREEN,SYMBOL,100,True,True,2026-06-08
INE220B01022,Kalpataru Projects International Limited,KALPATARU PROJECTS INTERNATION,KPIL,EQ,522287,KPIL,SYMBOL,100,True,True,2026-06-08
INE04I401011,KPIT Technologies Limited,KPIT Technologies Ltd,KPITTECH,EQ,542651,KPITTECH,SYMBOL,100,True,True,2026-06-08
INE552U01010,Kwality Pharmaceuticals Limited,Kwality Pharmaceuticals Limite,KPL,EQ,539997,KPL,SYMBOL,100,True,True,2026-06-08
INE930H01031,K.P.R. Mill Limited,K.P.R.MILL LIMITED,KPRMILL,EQ,532889,KPRMILL,SYMBOL,100,True,True,2026-06-08
INE001B01026,KRBL Limited,KRBL LTD.,KRBL,EQ,530813,KRBL,SYMBOL,100,True,True,2026-06-08
INE268B01013,Krebs Biochemicals and Industries Limited,KREBS BIOCHEMICALS & INDUSTRIE,KREBSBIO,EQ,524518,KREBSBIO,SYMBOL,100,True,True,2026-06-08
INE524L01026,Kridhan Infra Limited,KRIDHAN INFRA LIMITED,KRIDHANINF,BE,533482,KRIDHANINF,SYMBOL,100,True,True,2026-06-08
,Krishana Phoschem Limited,,KRISHANA,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE0GGO01015,Krishival Foods Limited,KRISHIVAL FOODS LIMITED,KRISHIVAL,EQ,544416,KRISHIVAL,SYMBOL,100,True,True,2026-06-08
,Krishna Defence And Allied Industries Limited,,KRISHNADEF,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE479D01038,Kriti Industries (India) Limited,KRITI INDUSTRIES (INDIA) LTD.,KRITI,BE,526423,KRITI,SYMBOL,100,True,True,2026-06-08
,Kritika Wires Limited,,KRITIKA,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE798K01010,Kriti Nutrients Limited,KRITI NUTRIENTS LTD,KRITINUT,BE,533210,KRITINUT,SYMBOL,100,True,True,2026-06-08
INE0Q3J01015,KRN Heat Exchanger and Refrigeration Limited,KRN HEAT EXCHANGER AND REFRIGE,KRN,BE,544263,KRN,SYMBOL,100,True,True,2026-06-08
INE0ATZ01017,Kronox Lab Sciences Limited,KRONOX LAB SCIENCES LIMITED,KRONOX,EQ,544187,KRONOX,SYMBOL,100,True,True,2026-06-08
INE0O6601022,Kross Limited,Kross Limited,KROSS,EQ,544253,KROSS,SYMBOL,100,True,True,2026-06-08
INE08LI01020,Krsnaa Diagnostics Limited,Krsnaa Diagnostics Limited,KRSNAA,EQ,543328,KRSNAA,SYMBOL,100,True,True,2026-06-08
INE0QN801017,Krystal Integrated Services Limited,KRYSTAL INTEGRATED SERVICES LI,KRYSTAL,EQ,544149,KRYSTAL,SYMBOL,100,True,True,2026-06-08
INE999A01023,Ksb Limited,KSB LIMITED,KSB,EQ,500249,KSB,SYMBOL,100,True,True,2026-06-08
INE455I01029,Kaveri Seed Company Limited,KAVERI SEED COMPANY LTD.,KSCL,EQ,532899,KSCL,SYMBOL,100,True,True,2026-06-08
INE987S01020,KSH International Limited,KSH INTERNATIONAL LIMITED,KSHINTL,EQ,544664,KSHINTL,SYMBOL,100,True,True,2026-06-08
,Kshitij Polyline Limited,,KSHITIJPOL,BE,,,UNMATCHED,0,True,False,2026-06-08
INE907A01026,Kalyani Steels Limited,KALYANI STEELS LTD.,KSL,EQ,500235,KSL,SYMBOL,100,True,True,2026-06-08
INE0D6I01023,Ksolves India Limited,Ksolves India Limited,KSOLVES,EQ,543599,KSOLVES,SYMBOL,100,True,True,2026-06-08
INE1SPP01016,KSR Footwear Limited,KSR Footwear Limited,KSR,BE,544615,KSR,SYMBOL,100,True,True,2026-06-08
INE614B01018,The Karnataka Bank Limited,KARNATAKA BANK LTD.,KTKBANK,EQ,532652,KTKBANK,SYMBOL,100,True,True,2026-06-08
INE529I01021,Kuantum Papers Limited,KUANTUM PAPERS LTD.,KUANTUM,EQ,532937,KUANTUM,SYMBOL,100,True,True,2026-06-08
INE2KCE01013,Kwality Wall's (India) Limited,Kwality Walls (India) Limited,KWIL,EQ,544622,KWIL,SYMBOL,100,True,True,2026-06-08
,Lagnam Spintex Limited,,LAGNAM,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE515C01023,Lahoti Overseas Limited,LAHOTI OVERSEAS LTD.,LAHOTIOV,EQ,531842,LAHOTIOV,SYMBOL,100,True,True,2026-06-08
INE651C01018,Lakshmi Precision Screws Limited,LAKSHMI PRECISION SCREWS LTD.,LAKPRE,BZ,506079,LAKPRE,SYMBOL,100,True,True,2026-06-08
INE740X01023,Lorenzini Apparels Limited,LORENZINI APPARELS LIMITED,LAL,EQ,540952,LAL,SYMBOL,100,True,True,2026-06-08
INE600L01024,Dr. Lal Path Labs Ltd.,Dr. Lal Pathlabs Limited,LALPATHLAB,EQ,539524,LALPATHLAB,SYMBOL,100,True,True,2026-06-08
INE112F01022,Lambodhara Textiles Limited,LAMBODHARA TEXTILES LTD.,LAMBODHARA,EQ,590075,LAMBODHARA,SYMBOL,100,True,True,2026-06-08
INE572G01025,Lancor Holdings Limited,LANCOR HOLDINGS LTD.,LANCORHOL,EQ,509048,LANCORHOL,SYMBOL,100,True,True,2026-06-08
INE559R01029,Landmark Cars Limited,LANDMARK CARS LIMITED,LANDMARK,EQ,543714,LANDMARK,SYMBOL,100,True,True,2026-06-08
INE688J01023,Landsmill Green Limited,Landsmill Green Limited,LANDSMILL,EQ,533090,LANDSMILL,SYMBOL,100,True,True,2026-06-08
INE059D01020,La Opala RG Limited,LA OPALA RG LTD.,LAOPALA,EQ,526947,LAOPALA,SYMBOL,100,True,True,2026-06-08
INE670X01014,Lasa Supergenerics Limited,Lasa Supergenerics Limited,LASA,EQ,540702,LASA,SYMBOL,100,True,True,2026-06-08
INE0I7C01011,Latent View Analytics Limited,Latent View Analytics Limited,LATENTVIEW,EQ,543398,LATENTVIEW,SYMBOL,100,True,True,2026-06-08
,Latteys Industries Limited,,LATTEYS,BE,,,UNMATCHED,0,True,False,2026-06-08
INE947Q01028,Laurus Labs Limited,Laurus Labs Limited,LAURUSLABS,EQ,540222,LAURUSLABS,SYMBOL,100,True,True,2026-06-08
,Laxmi Cotspin Limited,,LAXMICOT,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE0WO601020,Laxmi Dental Limited,Laxmi Dental Limited,LAXMIDENTL,EQ,544339,LAXMIDENTL,SYMBOL,100,True,True,2026-06-08
INE06WU01026,Laxmi India Finance Limited,LAXMI INDIA FINANCE LIMITED,LAXMIINDIA,BE,544465,LAXMIINDIA,SYMBOL,100,True,True,2026-06-08
,LCC Infotech Limited,,LCCINFOTEC,BE,,,UNMATCHED,0,True,False,2026-06-08
,Le Merite Exports Limited,,LEMERITE,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE970X01018,Lemon Tree Hotels Limited,Lemon Tree Hotels Limited,LEMONTREE,EQ,541233,LEMONTREE,SYMBOL,100,True,True,2026-06-08
INE956O01016,Lenskart Solutions Limited,Lenskart Solutions Limited,LENSKART,EQ,544600,LENSKART,SYMBOL,100,True,True,2026-06-08
,Lexus Granito (India) Limited,,LEXUS,EQ,,,UNMATCHED,0,True,False,2026-06-08
,Lakshmi Finance & Industrial Corporation Limited,,LFIC,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE337A01034,LG Balakrishnan & Bros Limited,L.G.BALAKRISHNAN & BROS.LTD.,LGBBROSLTD,EQ,500250,LGBBROSLTD,SYMBOL,100,True,True,2026-06-08
INE324D01010,LG Electronics India Limited,LG Electronics India Limited,LGEINDIA,EQ,544576,LGEINDIA,SYMBOL,100,True,True,2026-06-08
,Laxmi Goldorna House Limited,,LGHL,EQ,,,UNMATCHED,0,True,False,2026-06-08
,Libas Consumer Products Limited,,LIBAS,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE557B01019,Liberty Shoes Limited,LIBERTY SHOES LTD.,LIBERTSHOE,EQ,526596,LIBERTSHOE,SYMBOL,100,True,True,2026-06-08
INE115A01026,LIC Housing Finance Limited,LIC HOUSING FINANCE LTD.,LICHSGFIN,EQ,500253,LICHSGFIN,SYMBOL,100,True,True,2026-06-08
INE0J1Y01017,Life Insurance Corporation Of India,LIFE INSURANCE CORPORATION OF,LICI,EQ,543526,LICI,SYMBOL,100,True,True,2026-06-08
INE060901027,Likhitha Infrastructure Limited,Likhitha Infrastructure Limite,LIKHITHA,BE,543240,LIKHITHA,SYMBOL,100,True,True,2026-06-08
INE802B01027,Linc Limited,LINC LIMITED,LINC,EQ,531241,LINC,SYMBOL,100,True,True,2026-06-08
INE405C01035,Lincoln Pharmaceuticals Limited,LINCOLN PHARMACEUTICALS LTD.,LINCOLN,EQ,531633,LINCOLN,SYMBOL,100,True,True,2026-06-08
INE473A01011,Linde India Limited,Linde India Limited,LINDEINDIA,EQ,523457,LINDEINDIA,SYMBOL,100,True,True,2026-06-08
