ISIN,COMPANY_NAME_NSE,COMPANY_NAME_BSE,NSE_SYMBOL,NSE_SERIES,BSE_CODE,BSE_SYMBOL,LISTED_NSE,LISTED_BSE,SYMBOL_MATCH_FLAG,NAME_MATCH_FLAG,LAST_UPDATED
,Madhya Bharat Agro Products Limited,,MBAPL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE08N601015,M & B Engineering Limited,M & B ENGINEERING LIMITED,MBEL,EQ,544470,MBEL,True,True,EXACT,EXACT,2026-06-07
INE912H01013,MBL Infrastructure Limited,MBL Infrastructure Ltd,MBLINFRA,EQ,533152,MBLINFRA,True,True,EXACT,EXACT,2026-06-07
INE435D01014,Mac Charles India Limited,MAC CHARLES (INDIA) LTD.,MCCHRLS-B,EQ,507836,MCCHRLS-B,True,True,EXACT,EXACT,2026-06-07
,Madhav Copper Limited,,MCL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE942G01012,Mcleod Russel India Limited,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,BE,532654,MCLEODRUSS,True,True,EXACT,EXACT,2026-06-07
INE613C01026,Magellanic Cloud Limited,MAGELLANIC CLOUD LIMITED,MCLOUD,EQ,538891,MCLOUD,True,True,EXACT,EXACT,2026-06-07
INE745G01043,Multi Commodity Exchange of India Limited,MULTI COMMODITY EXCHANGE OF IN,MCX,EQ,534091,MCX,True,True,EXACT,HIGH,2026-06-07
INE474Q01031,Global Health Limited,Global Health Limited,MEDANTA,EQ,543654,MEDANTA,True,True,EXACT,EXACT,2026-06-07
INE456Z01021,Medi Assist Healthcare Services Limited,Medi Assist Healthcare Service,MEDIASSIST,EQ,544088,MEDIASSIST,True,True,EXACT,EXACT,2026-06-07
INE646B01010,Medicamen Biotech Limited,MEDICAMEN BIOTECH LTD.,MEDICAMEQ,EQ,531146,MEDICAMEQ,True,True,EXACT,EXACT,2026-06-07
INE630Y01024,Medico Remedies Limited,MEDICO REMEDIES LIMITED,MEDICO,EQ,540937,MEDICO,True,True,EXACT,EXACT,2026-06-07
INE804L01022,Medplus Health Services Limited,Medplus Health Services Limite,MEDPLUS,EQ,543427,MEDPLUS,True,True,EXACT,HIGH,2026-06-07
INE0VDM01015,Meesho Limited,Meesho Limited,MEESHO,EQ,544632,MEESHO,True,True,EXACT,EXACT,2026-06-07
INE00EM01016,Megastar Foods Limited,Megastar Foods Limited,MEGASTAR,EQ,541352,MEGASTAR,True,True,EXACT,EXACT,2026-06-07
INE0PKD01011,Mangal Electrical Industries Limited,MANGAL ELECTRICAL INDUSTRIES L,MEIL,BE,544492,MEIL,True,True,EXACT,HIGH,2026-06-07
INE650G01029,Menon Pistons Limited,MENON PISTONS LTD.,MENNPIS,EQ,531727,MENNPIS,True,True,EXACT,EXACT,2026-06-07
INE071D01033,Menon Bearings Limited,MENON BEARINGS LTD.,MENONBE,EQ,523828,MENONBE,True,True,EXACT,EXACT,2026-06-07
INE776I01010,MEP Infrastructure Developers Limited,MEP Infrastructure Developers,MEP,BZ,539126,MEP,True,True,EXACT,EXACT,2026-06-07
INE689O01013,Mercantile Ventures Limited,Mercantile Ventures Limited,MERCANTILE,EQ,538942,MERCANTILE,True,True,EXACT,EXACT,2026-06-07
INE763M01028,Mercury Ev-Tech Limited,MERCURY EV-TECH LIMITED,MERCURYEV,BE,531357,MERCURYEV,True,True,EXACT,EXACT,2026-06-07
INE317I01021,Metro Brands Limited,Metro Brands Limited,METROBRAND,EQ,543426,METROBRAND,True,True,EXACT,EXACT,2026-06-07
INE085D01033,Metroglobal Limited,METROGLOBAL LIMITED,METROGLOBL,EQ,500159,METROGLOBL,True,True,EXACT,EXACT,2026-06-07
INE112L01020,Metropolis Healthcare Limited,Metropolis Healthcare Limited,METROPOLIS,EQ,542650,METROPOLIS,True,True,EXACT,EXACT,2026-06-07
INE0US801024,Mahalaxmi Fabric Mills Limited,Mahalaxmi Fabric Mills Limited,MFML,EQ,544233,MFML,True,True,EXACT,EXACT,2026-06-07
INE180A01020,Max Financial Services Limited,Max Financial Services Limited,MFSL,EQ,500271,MFSL,True,True,EXACT,EXACT,2026-06-07
INE0APB01032,Mangalam Global Enterprise Limited,MANGALAM GLOBAL ENTERPRISE LIM,MGEL,BE,544273,MGEL,True,True,EXACT,HIGH,2026-06-07
INE002S01010,Mahanagar Gas Limited,Mahanagar Gas Limited,MGL,EQ,539957,MGL,True,True,EXACT,EXACT,2026-06-07
INE112D01035,Mahalaxmi Rubtech Limited,MAHALAXMI RUBTECH LTD.,MHLXMIRU,EQ,514450,MHLXMIRU,True,True,EXACT,EXACT,2026-06-07
INE998I01010,Mahindra Holidays & Resorts India Limited,MAHINDRA HOLIDAYS & RESORTS IN,MHRIL,EQ,533088,MHRIL,True,True,EXACT,HIGH,2026-06-07
INE287C01037,MIC Electronics Limited,MIC ELECTRONICS LTD.,MICEL,EQ,532850,MICEL,True,True,EXACT,EXACT,2026-06-07
INE099Z01011,Mishra Dhatu Nigam Limited,Mishra Dhatu Nigam Limited,MIDHANI,EQ,541195,MIDHANI,True,True,EXACT,EXACT,2026-06-07
INE0XAD01024,Midwest Limited,Midwest Limited,MIDWESTLTD,EQ,544587,MIDWESTLTD,True,True,EXACT,EXACT,2026-06-07
INE842C01021,Minda Corporation Limited,Minda Corporation Limited,MINDACORP,EQ,538962,MINDACORP,True,True,EXACT,EXACT,2026-06-07
INE110B01017,Mindteck (India) Limited,MINDTECK (INDIA) LTD.,MINDTECK,EQ,517344,MINDTECK,True,True,EXACT,EXACT,2026-06-07
INE831A01028,MIRC Electronics Limited,MIRC ELECTRONICS LTD.,MIRCELECTR,BE,500279,MIRCELECTR,True,True,EXACT,EXACT,2026-06-07
INE771A01026,Mirza International Limited,MIRZA INTERNATIONAL LTD.,MIRZAINT,EQ,526642,MIRZAINT,True,True,EXACT,EXACT,2026-06-07
,MITCON Consultancy & Engineering Services Limited,,MITCON,BE,,,True,False,MISSING,MISSING,2026-06-07
,Mittal Life Style Limited,,MITTAL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE964W01021,M K Proteins Limited,M.K.Proteins Limited,MKPL,EQ,543919,MKPL,True,True,EXACT,EXACT,2026-06-07
INE227C01017,MM Forgings Limited,M.M.FORGINGS LTD.,MMFL,EQ,522241,MMFL,True,True,EXACT,EXACT,2026-06-07
,MMP Industries Limited,,MMP,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE123F01029,MMTC Limited,MMTC LTD.,MMTC,EQ,513377,MMTC,True,True,EXACT,EXACT,2026-06-07
INE200D01020,Media Matrix Worldwide Limited,MEDIA MATRIX WORLDWIDE LTD.,MMWL,BE,512267,MMWL,True,True,EXACT,EXACT,2026-06-07
INE0HLU01028,One Mobikwik Systems Limited,One Mobikwik Systems Limited,MOBIKWIK,EQ,544305,MOBIKWIK,True,True,EXACT,EXACT,2026-06-07
INE537F01012,Modi Naturals Limited,MODI NATURALS LIMITED,MODINATUR,BE,519003,MODINATUR,True,True,EXACT,EXACT,2026-06-07
,Modi Rubber Limited,,MODIRUBBER,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE0L0L01012,Modis Navnirman Limited,MODI'S NAVNIRMAN LIMITED,MODIS,EQ,543539,MODIS,True,True,EXACT,EXACT,2026-06-07
INE737D01021,MODISON LIMITED,MODISON LIMITED,MODISONLTD,BE,506261,MODISONLTD,True,True,EXACT,EXACT,2026-06-07
,Modern Threads (India) Limited,,MODTHREAD,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE954E01012,Mohit Industries Limited,MOHIT INDUSTRIES LTD.,MOHITIND,EQ,531453,MOHITIND,True,True,EXACT,EXACT,2026-06-07
INE490G01020,MOIL Limited,MOIL LTD.,MOIL,EQ,533286,MOIL,True,True,EXACT,EXACT,2026-06-07
,Moksh Ornaments Limited,,MOKSH,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE0CT101020,Meghmani Organics Limited,Meghmani Organics Limited,MOL,EQ,543331,MOL,True,True,EXACT,EXACT,2026-06-07
INE835B01035,Mold-Tek Technologies Limited,MOLD-TEK TECHNOLOGIES LTD.,MOLDTECH,EQ,526263,MOLDTECH,True,True,EXACT,EXACT,2026-06-07
INE893J01029,Mold-Tek Packaging Limited,MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,EQ,533080,MOLDTKPAC,True,True,EXACT,EXACT,2026-06-07
INE903D01011,Monarch Networth Capital Limited,Monarch Networth Capital Limit,MONARCH,EQ,511551,MONARCH,True,True,EXACT,HIGH,2026-06-07
INE296Q01012,Moneyboxx Finance Limited,MONEYBOXX FINANCE LIMITED,MONEYBOXX,EQ,538446,MONEYBOXX,True,True,EXACT,EXACT,2026-06-07
INE950M01013,Monte Carlo Fashions Limited,Monte Carlo Fashions Limited,MONTECARLO,EQ,538836,MONTECARLO,True,True,EXACT,EXACT,2026-06-07
INE161G01027,Morarjee Textiles Limited,MORARJEE TEXTILES LTD.,MORARJEE,BZ,532621,MORARJEE,True,True,EXACT,EXACT,2026-06-07
INE083A01026,Morepen Laboratories Limited,MOREPEN LABORATORIES LTD.,MOREPENLAB,EQ,500288,MOREPENLAB,True,True,EXACT,EXACT,2026-06-07
INE935B01025,Moschip Technologies Limited,MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP,EQ,532407,MOSCHIP,True,True,EXACT,EXACT,2026-06-07
INE775A01035,Samvardhana Motherson International Limited,Samvardhana Motherson Internat,MOTHERSON,EQ,517334,MOTHERSON,True,True,EXACT,HIGH,2026-06-07
INE338I01027,Motilal Oswal Financial Services Limited,MOTILAL OSWAL FINANCIAL SERVIC,MOTILALOFS,EQ,532892,MOTILALOFS,True,True,EXACT,HIGH,2026-06-07
INE0FRK01020,Motisons Jewellers Limited,Motisons Jewellers Limited,MOTISONS,EQ,544053,MOTISONS,True,True,EXACT,EXACT,2026-06-07
INE861B01023,The Motor & General Finance Limited,MOTOR & GENERAL FINANCE LTD.,MOTOGENFIN,BE,501343,MOTOGENFIN,True,True,EXACT,HIGH,2026-06-07
INE356A01018,MphasiS Limited,MPHASIS LTD.,MPHASIS,EQ,526299,MPHASIS,True,True,EXACT,EXACT,2026-06-07
INE943D01017,MPS Limited,MPS LTD.,MPSLTD,EQ,532440,MPSLTD,True,True,EXACT,EXACT,2026-06-07
INE883A01011,MRF Limited,MRF LTD.,MRF,EQ,500290,MRF,True,True,EXACT,EXACT,2026-06-07
INE103A01014,Mangalore Refinery and Petrochemicals Limited,MANGALORE REFINERY & PETROCHEM,MRPL,EQ,500109,MRPL,True,True,EXACT,HIGH,2026-06-07
INE752G01015,MSP Steel & Power Limited,MSP STEEL & POWER LTD.,MSPL,EQ,532650,MSPL,True,True,EXACT,EXACT,2026-06-07
INE255X01014,Mstc Limited,MSTC Limited,MSTCLTD,EQ,542597,MSTCLTD,True,True,EXACT,EXACT,2026-06-07
INE0FS801015,Motherson Sumi Wiring India Limited,Motherson Sumi Wiring India Li,MSUMI,EQ,543498,MSUMI,True,True,EXACT,HIGH,2026-06-07
INE864I01014,Mtar Technologies Limited,MTAR Technologies Limited,MTARTECH,EQ,543270,MTARTECH,True,True,EXACT,EXACT,2026-06-07
INE472M01018,MT Educare Limited,MT EDUCARE LTD.,MTEDUCARE,BE,534312,MTEDUCARE,True,True,EXACT,EXACT,2026-06-07
INE153A01019,Mahanagar Telephone Nigam Limited,MAHANAGAR TELEPHONE NIGAM LTD.,MTNL,EQ,500108,MTNL,True,True,EXACT,EXACT,2026-06-07
INE08KJ01020,Mufin Green Finance Limited,MUFIN GREEN FINANCE LIMITED,MUFIN,EQ,542774,MUFIN,True,True,EXACT,EXACT,2026-06-07
INE220Q01020,Credo Brands Marketing Limited,Credo Brands Marketing Limited,MUFTI,EQ,544058,MUFTI,True,True,EXACT,EXACT,2026-06-07
INE304A01026,Mukand Limited,MUKAND LTD.,MUKANDLTD,EQ,500460,MUKANDLTD,True,True,EXACT,EXACT,2026-06-07
INE0CG401037,Mukka Proteins Limited,Mukka Proteins Limited,MUKKA,EQ,544135,MUKKA,True,True,EXACT,EXACT,2026-06-07
,Mukta Arts Limited,,MUKTAARTS,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE672B01032,Munjal Auto Industries Limited,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,EQ,520059,MUNJALAU,True,True,EXACT,EXACT,2026-06-07
INE577A01027,Munjal Showa Limited,MUNJAL SHOWA LTD.,MUNJALSHOW,EQ,520043,MUNJALSHOW,True,True,EXACT,EXACT,2026-06-07
INE692B01014,Murudeshwar Ceramics Limited,MURUDESHWAR CERAMICS LTD.,MURUDCERA,EQ,515037,MURUDCERA,True,True,EXACT,EXACT,2026-06-07
INE296G01013,Muthoot Capital Services Limited,MUTHOOT CAPITAL SERVICES LTD.,MUTHOOTCAP,EQ,511766,MUTHOOTCAP,True,True,EXACT,EXACT,2026-06-07
INE414G01012,Muthoot Finance Limited,MUTHOOT FINANCE LTD.,MUTHOOTFIN,EQ,533398,MUTHOOTFIN,True,True,EXACT,EXACT,2026-06-07
INE046W01019,Muthoot Microfin Limited,Muthoot Microfin Limited,MUTHOOTMF,EQ,544055,MUTHOOTMF,True,True,EXACT,EXACT,2026-06-07
INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited,MANOJ VAIBHAV GEMS 'N' JEWELLE,MVGJL,EQ,543995,MVGJL,True,True,EXACT,HIGH,2026-06-07
INE0JYY01011,Mangalam Worldwide Limited,Mangalam Worldwide Limited,MWL,EQ,544764,MWL,True,True,EXACT,EXACT,2026-06-07
INE295D01020,NACL Industries Limited,NACL Industries Limited,NACLIND,EQ,524709,NACLIND,True,True,EXACT,EXACT,2026-06-07
INE245I01016,Nagreeka Capital & Infrastructure Limited,NAGREEKA CAPITAL & INFRASTRUCT,NAGREEKCAP,BE,532895,NAGREEKCAP,True,True,EXACT,HIGH,2026-06-07
INE123B01028,Nagreeka Exports Limited,NAGREEKA EXPORTS LTD.,NAGREEKEXP,EQ,521109,NAGREEKEXP,True,True,EXACT,EXACT,2026-06-07
INE049I01012,Nahar Capital and Financial Services Limited,NAHAR CAPITAL & FINANCIAL SERV,NAHARCAP,EQ,532952,NAHARCAP,True,True,EXACT,HIGH,2026-06-07
INE289A01011,Nahar Industrial Enterprises Limited,NAHAR INDUSTRIAL ENTERPRISES L,NAHARINDUS,EQ,519136,NAHARINDUS,True,True,EXACT,HIGH,2026-06-07
INE308A01027,Nahar Poly Films Limited,NAHAR POLYFILMS LTD.,NAHARPOLY,EQ,523391,NAHARPOLY,True,True,EXACT,REVIEW,2026-06-07
INE290A01027,Nahar Spinning Mills Limited,NAHAR SPINNING MILLS LTD.,NAHARSPING,BE,500296,NAHARSPING,True,True,EXACT,EXACT,2026-06-07
INE298J01013,Nippon Life India Asset Management Limited,NIPPON LIFE INDIA ASSET MANAGE,NAM-INDIA,EQ,540767,NAM-INDIA,True,True,EXACT,HIGH,2026-06-07
INE117Z01011,Narmada Agrobase Limited,Narmada Agrobase Limited,NARMADA,EQ,543643,NARMADA,True,True,EXACT,EXACT,2026-06-07
INE936B01015,Natural Capsules Limited,NATURAL CAPSULES LTD.,NATCAPSUQ,EQ,524654,NATCAPSUQ,True,True,EXACT,EXACT,2026-06-07
INE987B01026,Natco Pharma Limited,NATCO PHARMA LTD.,NATCOPHARM,EQ,524816,NATCOPHARM,True,True,EXACT,EXACT,2026-06-07
INE448G01010,Nath Bio-Genes (India) Limited,NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,EQ,537291,NATHBIOGEN,True,True,EXACT,EXACT,2026-06-07
INE139A01034,National Aluminium Company Limited,NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,EQ,532234,NATIONALUM,True,True,EXACT,HIGH,2026-06-07
INE166R01015,National Standard (India) Limited,NATIONAL STANDARD (INDIA) LTD.,NATIONSTD,EQ,504882,NATIONSTD,True,True,EXACT,EXACT,2026-06-07
INE663F01032,Info Edge (India) Limited,INFO EDGE (INDIA) LTD.,NAUKRI,EQ,532777,NAUKRI,True,True,EXACT,EXACT,2026-06-07
INE725A01030,NAVA LIMITED,NAVA LIMITED,NAVA,EQ,513023,NAVA,True,True,EXACT,EXACT,2026-06-07
INE048G01026,Navin Fluorine International Limited,NAVIN FLUORINE INTERNATIONAL L,NAVINFLUOR,EQ,532504,NAVINFLUOR,True,True,EXACT,EXACT,2026-06-07
INE278M01019,Navkar Corporation Limited,Navkar Corporation Limited,NAVKARCORP,EQ,539332,NAVKARCORP,True,True,EXACT,EXACT,2026-06-07
INE268H01044,Navkar Urbanstructure Limited,NAVKAR URBANSTRUCTURE LIMITED,NAVKARURB,EQ,531494,NAVKARURB,True,True,EXACT,EXACT,2026-06-07
INE060A01024,Navneet Education Limited,NAVNEET EDUCATION LIMITED,NAVNETEDUL,EQ,508989,NAVNETEDUL,True,True,EXACT,EXACT,2026-06-07
INE418L01047,Nazara Technologies Limited,Nazara Technologies Limited,NAZARA,EQ,543280,NAZARA,True,True,EXACT,EXACT,2026-06-07
INE095N01031,NBCC (India) Limited,NBCC (India) Limited,NBCC,EQ,534309,NBCC,True,True,EXACT,EXACT,2026-06-07
,N. B. I. Industrial Finance Company Limited,,NBIFIN,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE868B01028,NCC Limited,NCC LIMITED,NCC,EQ,500294,NCC,True,True,EXACT,EXACT,2026-06-07
INE732C01016,NCL Industries Limited,NCL INDUSTRIES LTD.,NCLIND,EQ,502168,NCLIND,True,True,EXACT,EXACT,2026-06-07
,Naga Dhunseri Group Limited,,NDGL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE875G01048,Nandan Denim Limited,NANDAN DENIM LIMITED,NDL,EQ,532641,NDL,True,True,EXACT,EXACT,2026-06-07
INE353A01023,NDL Ventures Limited,NDL Ventures Limited,NDLVENTURE,EQ,500189,NDLVENTURE,True,True,EXACT,EXACT,2026-06-07
INE07OG01012,Ndr Auto Components Limited,NDR Auto Components Limited,NDRAUTO,EQ,543214,NDRAUTO,True,True,EXACT,EXACT,2026-06-07
INE155G01029,New Delhi Television Limited,NEW DELHI TELEVISION LTD.,NDTV,EQ,532529,NDTV,True,True,EXACT,EXACT,2026-06-07
INE605D01012,Neelamalai Agro Industries Limited,NEELAMALAI AGRO INDUSTRIES LTD,NEAGI,EQ,508670,NEAGI,True,True,EXACT,EXACT,2026-06-07
INE553C01016,North Eastern Carrying Corporation Limited,NORTH EASTERN CARRYING CORPORA,NECCLTD,EQ,534615,NECCLTD,True,True,EXACT,HIGH,2026-06-07
INE023H01027,Nectar Lifesciences Limited,NECTAR LIFESCIENCES LTD.,NECLIFE,BE,532649,NECLIFE,True,True,EXACT,EXACT,2026-06-07
INE189I01024,Nelcast Limited,NELCAST LTD.,NELCAST,EQ,532864,NELCAST,True,True,EXACT,EXACT,2026-06-07
INE045B01015,NELCO Limited,NELCO LTD.,NELCO,EQ,504112,NELCO,True,True,EXACT,EXACT,2026-06-07
INE136S01016,Neogen Chemicals Limited,Neogen Chemicals Limited,NEOGEN,EQ,542665,NEOGEN,True,True,EXACT,EXACT,2026-06-07
INE428V01029,Nephrocare Health Services Limited,Nephrocare Health Services Lim,NEPHROPLUS,EQ,544647,NEPHROPLUS,True,True,EXACT,HIGH,2026-06-07
INE317F01035,Nesco Limited,NESCO LTD.,NESCO,EQ,505355,NESCO,True,True,EXACT,EXACT,2026-06-07
INE239A01024,Nestle India Limited,NESTLE INDIA LTD.,NESTLEIND,EQ,500790,NESTLEIND,True,True,EXACT,EXACT,2026-06-07
INE0NT901020,Netweb Technologies India Limited,NETWEB TECHNOLOGIES INDIA LIMI,NETWEB,EQ,543945,NETWEB,True,True,EXACT,PARTIAL,2026-06-07
INE870H01013,Network18 Media & Investments Limited,NETWORK18 MEDIA & INVESTMENTS,NETWORK18,EQ,532798,NETWORK18,True,True,EXACT,EXACT,2026-06-07
INE794A01010,Neuland Laboratories Limited,NEULAND LABORATORIES LTD.,NEULANDLAB,EQ,524558,NEULANDLAB,True,True,EXACT,EXACT,2026-06-07
INE619B01017,Newgen Software Technologies Limited,Newgen Software Technologies L,NEWGEN,EQ,540900,NEWGEN,True,True,EXACT,HIGH,2026-06-07
INE747B01016,Next Mediaworks Limited,NEXT MEDIAWORKS LTD.,NEXTMEDIA,EQ,532416,NEXTMEDIA,True,True,EXACT,EXACT,2026-06-07
INE870D01012,National Fertilizers Limited,NATIONAL FERTILIZERS LTD.,NFL,EQ,523630,NFL,True,True,EXACT,EXACT,2026-06-07
INE236Y01012,Nakoda Group of Industries Limited,NAKODA GROUP OF INDUSTRIES LIM,NGIL,BE,541418,NGIL,True,True,EXACT,HIGH,2026-06-07
INE887E01022,NGL Fine-Chem Limited,NGL FINE-CHEM LTD.,NGLFINE,EQ,524774,NGLFINE,True,True,EXACT,EXACT,2026-06-07
INE410P01011,Narayana Hrudayalaya Ltd.,Narayana Hrudayalaya Limited,NH,EQ,539551,NH,True,True,EXACT,EXACT,2026-06-07
INE848E01016,NHPC Limited,NHPC LTD.,NHPC,EQ,533098,NHPC,True,True,EXACT,EXACT,2026-06-07
INE470Y01017,The New India Assurance Company Limited,The New India Assurance Compan,NIACL,EQ,540769,NIACL,True,True,EXACT,HIGH,2026-06-07
INE149O01018,NIBE Limited,NIBE LIMITED,NIBE,EQ,535136,NIBE,True,True,EXACT,EXACT,2026-06-07
INE047O01014,NRB Industrial Bearings Limited,NRB INDUSTRIAL BEARINGS LTD.,NIBL,EQ,535458,NIBL,True,True,EXACT,EXACT,2026-06-07
INE161A01038,NIIT Limited,NIIT LTD.,NIITLTD,EQ,500304,NIITLTD,True,True,EXACT,EXACT,2026-06-07
INE342G01023,NIIT Learning Systems Limited,NIIT Learning Systems Limited,NIITMTS,EQ,543952,NIITMTS,True,True,EXACT,EXACT,2026-06-07
INE937C01029,Nila Infrastructures Limited,NILA INFRASTRUCTURES LTD.,NILAINFRA,EQ,530377,NILAINFRA,True,True,EXACT,EXACT,2026-06-07
INE00S901012,Nila Spaces Limited,Nila Spaces Ltd,NILASPACES,EQ,542231,NILASPACES,True,True,EXACT,EXACT,2026-06-07
INE445D01013,Nile Limited,NILE LTD.,NILE,EQ,530129,NILE,True,True,EXACT,EXACT,2026-06-07
INE310A01015,Nilkamal Limited,NILKAMAL LTD.,NILKAMAL,EQ,523385,NILKAMAL,True,True,EXACT,EXACT,2026-06-07
,Nimbus Projects Limited,,NIMBSPROJ,BE,,,True,False,MISSING,MISSING,2026-06-07
INE395U01014,NINtec Systems Limited,NINtec Systems Limited,NINSYS,BE,539843,NINSYS,True,True,EXACT,EXACT,2026-06-07
INE567A01028,Indo-National Limited,INDO-NATIONAL LTD.,NIPPOBATRY,EQ,504058,NIPPOBATRY,True,True,EXACT,EXACT,2026-06-07
INE368I01016,Niraj Cement Structurals Limited,NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ,BE,532986,NIRAJ,True,True,EXACT,EXACT,2026-06-07
,Niraj Ispat Industries Limited,,NIRAJISPAT,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE910A01012,Nirlon Limited,NIRLON LTD.,NIRLON,EQ,500307,NIRLON,True,True,EXACT,EXACT,2026-06-07
INE858F01012,Nitco Limited,NITCO LTD.,NITCO,EQ,532722,NITCO,True,True,EXACT,EXACT,2026-06-07
INE229H01012,Nitin Spinners Limited,NITIN SPINNERS LTD.,NITINSPIN,EQ,532698,NITINSPIN,True,True,EXACT,EXACT,2026-06-07
,Nitiraj Engineers Limited,,NITIRAJ,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE265B01019,Nitta Gelatin India Limited,NITTA GELATIN INDIA LTD.,NITTAGELA,EQ,506532,NITTAGELA,True,True,EXACT,EXACT,2026-06-07
INE995S01015,Niva Bupa Health Insurance Company Limited,NIVA BUPA HEALTH INSURANCE COM,NIVABUPA,EQ,544286,NIVABUPA,True,True,EXACT,HIGH,2026-06-07
,NK Industries Limited,,NKIND,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE589A01014,NLC India Limited,NLC India Limited,NLCINDIA,EQ,513683,NLCINDIA,True,True,EXACT,EXACT,2026-06-07
INE584A01023,NMDC Limited,NMDC LTD.,NMDC,EQ,526371,NMDC,True,True,EXACT,EXACT,2026-06-07
INE163A01018,NOCIL Limited,NOCIL LTD.,NOCIL,EQ,500730,NOCIL,True,True,EXACT,EXACT,2026-06-07
INE781B01015,Noida Toll Bridge Company Limited,NOIDA TOLL BRIDGE COMPANY LTD.,NOIDATOLL,BE,532481,NOIDATOLL,True,True,EXACT,EXACT,2026-06-07
INE369C01017,Norben Tea & Exports Limited,NORBEN TEA & EXPORTS LTD.,NORBTEAEXP,EQ,519528,NORBTEAEXP,True,True,EXACT,EXACT,2026-06-07
INE850M01015,Northern Arc Capital Limited,Northern Arc Capital Ltd.,NORTHARC,EQ,544260,NORTHARC,True,True,EXACT,EXACT,2026-06-07
INE02H701025,Nova Agritech Limited,Nova Agritech Limited,NOVAAGRI,EQ,544100,NOVAAGRI,True,True,EXACT,EXACT,2026-06-07
INE234A01025,Novartis India Limited,NOVARTIS INDIA LTD.,NOVARTIND,EQ,500672,NOVARTIND,True,True,EXACT,EXACT,2026-06-07
INE0FFK01017,Network People Services Technologies Limited,Network People Services Techno,NPST,EQ,544396,NPST,True,True,EXACT,HIGH,2026-06-07
INE740D01017,N R Agarwal Industries Limited,N.R.AGARWAL INDUSTRIES LTD.,NRAIL,EQ,516082,NRAIL,True,True,EXACT,EXACT,2026-06-07
INE349A01021,NRB Bearing Limited,NRB BEARINGS LTD.,NRBBEARING,EQ,530367,NRBBEARING,True,True,EXACT,EXACT,2026-06-07
,Nupur Recyclers Limited,,NRL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE023A01030,Nalwa Sons Investments Limited,NALWA SONS INVESTMENTS LTD.,NSIL,EQ,532256,NSIL,True,True,EXACT,EXACT,2026-06-07
INE0NNS01018,NMDC Steel Limited,NMDC Steel Limited,NSLNISP,EQ,543768,NSLNISP,True,True,EXACT,EXACT,2026-06-07
INE733E01010,NTPC Limited,NTPC LTD.,NTPC,EQ,532555,NTPC,True,True,EXACT,EXACT,2026-06-07
INE0ONG01011,NTPC Green Energy Limited,NTPC GREEN ENERGY LIMITED,NTPCGREEN,EQ,544289,NTPCGREEN,True,True,EXACT,EXACT,2026-06-07
INE096B01018,Nucleus Software Exports Limited,NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,EQ,531209,NUCLEUS,True,True,EXACT,EXACT,2026-06-07
INE0DSF01015,Nureca Limited,Nureca Limited,NURECA,EQ,543264,NURECA,True,True,EXACT,EXACT,2026-06-07
INE531F01023,Nuvama Wealth Management Limited,Nuvama Wealth Management Limit,NUVAMA,EQ,543988,NUVAMA,True,True,EXACT,HIGH,2026-06-07
INE118D01016,Nuvoco Vistas Corporation Limited,Nuvoco Vistas Corporation Limi,NUVOCO,EQ,543334,NUVOCO,True,True,EXACT,HIGH,2026-06-07
INE388Y01029,FSN E-Commerce Ventures Limited,FSN E-Commerce Ventures Limite,NYKAA,EQ,543384,NYKAA,True,True,EXACT,HIGH,2026-06-07
INE959C01023,Oriental Aromatics Limited,ORIENTAL AROMATICS LIMITED,OAL,EQ,500078,OAL,True,True,EXACT,EXACT,2026-06-07
INE426Z01016,Orissa Bengal Carrier Limited,Orissa Bengal Carrier Limited,OBCL,EQ,541206,OBCL,True,True,EXACT,EXACT,2026-06-07
INE093I01010,Oberoi Realty Limited,OBEROI REALTY LTD.,OBEROIRLTY,EQ,533273,OBEROIRLTY,True,True,EXACT,EXACT,2026-06-07
INE0PK601023,OCCL Limited,OCCL Limited,OCCLLTD,EQ,544278,OCCLLTD,True,True,EXACT,EXACT,2026-06-07
