"ISIN","COMPANY_NAME","FACE_VALUE","NSE_SYMBOL","NSE_SERIES","NSE_LISTING_DATE","NSE_DATA_SOURCE","BSE_SYMBOL","BSE_CODE","SctySrs","BSE_LISTING_DATE","BSE_DATA_SOURCE","LISTED_NSE","LISTED_BSE","LAST_UPDATED"
"INE546I01025","LADDU GOPAL ONLINE SERVICES LI","","","","","","LADDU","537707","XT","","","False","True","09-06-2026"
"INE919B01011","LAFFANS PETROCHEMICALS LTD.","","","","","","LAFFANSQ","524522","X","","","False","True","09-06-2026"
"INE515C01023","LAHOTI OVERSEAS LTD.","2","LAHOTIOV","EQ","20-04-2026","","LAHOTIOV","531842","B","","","True","True","09-06-2026"
"INE734D01010","LAKE SHORE REALTY LIMITED","","","","","","LAKESHORE","519612","X","","","False","True","09-06-2026"
"INE191O01010","LAKHOTIA POLYESTERS (INDIA) LT","","","","","","LAKHOTIA","535387","X","","","False","True","09-06-2026"
"INE284C01018","LAKSHMI ELECTRICAL CONTROL SYS","","","","","","LAKSELEC","504258","X","","","False","True","09-06-2026"
"INE718M01022","LAKSHMI ENGINEERING AND WAREHO","","","","","","LAKSHMIEW","505302","X","","","False","True","09-06-2026"
"INE938C01019","LAKSHMI MILLS COMPANY LTD.","","","","","","LAKSHMIMIL","502958","X","","","False","True","09-06-2026"
"INE651C01018","LAKSHMI PRECISION SCREWS LTD.","10","LAKPRE","BZ","26-09-2006","","LAKPRE","506079","Z","","","True","True","09-06-2026"
"INE112F01022","LAMBODHARA TEXTILES LTD.","5","LAMBODHARA","EQ","04-02-2015","","LAMBODHARA","590075","B","","","True","True","09-06-2026"
"INE359U01028","Lancer Container Lines Limited","","","","","","LANCER","539841","X","","","False","True","09-06-2026"
"INE572G01025","LANCOR HOLDINGS LTD.","2","LANCORHOL","EQ","12-03-2024","","LANCORHOL","509048","B","","","True","True","09-06-2026"
"INE394C01023","LANDMARC LEISURE CORPORATION L","","","","","","LANDMARC","532275","X","","","False","True","09-06-2026"
"INE559R01029","LANDMARK CARS LIMITED","5","LANDMARK","EQ","23-12-2022","","LANDMARK","543714","B","","","True","True","09-06-2026"
"INE12QA01010","LANDMARK GLOBAL LEARNING LIMIT","","","","","","LGLL","544341","M","","","False","True","09-06-2026"
"INE197J01017","LANDMARK PROPERTY DEVELOPMENT","1","LPDC","EQ","12-08-2008","","LPDC","533012","B","","","True","True","09-06-2026"
"INE688J01023","Landsmill Green Limited","1","LANDSMILL","EQ","03-08-2009","","LANDSMILL","533090","B","","","True","True","09-06-2026"
"INE018A01030","LARSEN & TOUBRO LTD.","2","LT","EQ","23-06-2004","","LT","500510","A","","","True","True","09-06-2026"
"INE670X01014","Lasa Supergenerics Limited","10","LASA","EQ","21-09-2017","","LASA","540702","B","","","True","True","09-06-2026"
"INE404B01022","LAST MILE ENTERPRISES LIMITED","","","","","","LASTMILE","526961","XT","","","False","True","09-06-2026"
"INE0I7C01011","Latent View Analytics Limited","1","LATENTVIEW","EQ","23-11-2021","","LATENTVIEW","543398","A","","","True","True","09-06-2026"
"INE947Q01028","Laurus Labs Limited","2","LAURUSLABS","EQ","19-12-2016","","LAURUSLABS","540222","A","","","True","True","09-06-2026"
"INE0WO601020","Laxmi Dental Limited","2","LAXMIDENTL","EQ","20-01-2025","","LAXMIDENTL","544339","B","","","True","True","09-06-2026"
"INE06WU01026","LAXMI INDIA FINANCE LIMITED","5","LAXMIINDIA","BE","05-08-2025","","LAXMIINDIA","544465","T","","","True","True","09-06-2026"
"INE576O01020","Laxmi Organic Industries Limit","2","LXCHEM","EQ","25-03-2021","","LXCHEM","543277","A","","","True","True","09-06-2026"
"INE204S01012","LE LAVOIR LIMITED","","","","","","LELAVOIR","539814","X","","","False","True","09-06-2026"
"INE0HV901016","Le Travenues Technology Limite","1","IXIGO","EQ","18-06-2024","","IXIGO","544192","A","","","True","True","09-06-2026"
"INE531D01010","LEAD FINANCIAL SERVICES LTD.","","","","","","LEADFIN","531288","X","","","False","True","09-06-2026"
"INE715Q01029","LEADING LEASING FINANCE AND IN","","","","","","LLFICL","540360","B","","","False","True","09-06-2026"
"INE791B01014","LEE & NEE SOFTWARES (EXPORTS)","","","","","","LEENEE","517415","X","","","False","True","09-06-2026"
"INE0AQ201015","Leela Palaces Hotels & Resorts","10","THELEELA","EQ","02-06-2025","","THELEELA","544408","B","","","True","True","09-06-2026"
"INE976H01018","LEHAR FOOTWEARS LIMITED","","","","","","LEHAR","532829","X","","","False","True","09-06-2026"
"INE970X01018","Lemon Tree Hotels Limited","10","LEMONTREE","EQ","09-04-2018","","LEMONTREE","541233","A","","","True","True","09-06-2026"
"INE956O01016","Lenskart Solutions Limited","2","LENSKART","EQ","10-11-2025","","LENSKART","544600","B","","","True","True","09-06-2026"
"INE0RH001011","LEO DRYFRUITS & SPICES TRADING","","","","","","VANDU","544329","M","","","False","True","09-06-2026"
"INE347D01011","LERTHAI FINANCE LIMITED","","","","","","LERTHAI","502250","XT","","","False","True","09-06-2026"
"INE050L01048","LESHA INDUSTRIES LTD.","","","","","","LESHAIND","533602","X","","","False","True","09-06-2026"
"INE745A01012","LEXORA GLOBAL LIMITED","","","","","","LEXGLOBAL","512345","XT","","","False","True","09-06-2026"
"INE185D01015","LEXORAA INDUSTRIES LIMITED","","","","","","LEXORAA","531944","X","","","False","True","09-06-2026"
"INE324D01010","LG Electronics India Limited","10","LGEINDIA","EQ","14-10-2025","","LGEINDIA","544576","B","","","True","True","09-06-2026"
"INE201J01017","LGB FORGE LTD.","","","","","","LGBFORGE","533007","XT","","","False","True","09-06-2026"
"INE191201016","LGT Business Connextions Limit","","","","","","LGT","544489","M","","","False","True","09-06-2026"
"INE557B01019","LIBERTY SHOES LTD.","10","LIBERTSHOE","EQ","27-09-1995","","LIBERTSHOE","526596","B","","","True","True","09-06-2026"
"INE212B01011","LIBORD FINANCE LTD","","","","","","LIBORDFIN","511593","X","","","False","True","09-06-2026"
"INE115A01026","LIC HOUSING FINANCE LTD.","2","LICHSGFIN","EQ","29-07-1998","","LICHSGFIN","500253","A","","","True","True","09-06-2026"
"INE0J1Y01017","LIFE INSURANCE CORPORATION OF","10","LICI","EQ","17-05-2022","","LICI","543526","A","","","True","True","09-06-2026"
"INE060901027","Likhitha Infrastructure Limite","5","LIKHITHA","BE","15-10-2020","","LIKHITHA","543240","T","","","True","True","09-06-2026"
"INE891G01011","LIME CHEMICALS LTD.","","","","","","LIMECHM","507759","X","","","False","True","09-06-2026"
"INE802B01027","LINC LIMITED","5","LINC","EQ","09-03-2015","","LINC","531241","B","","","True","True","09-06-2026"
"INE405C01035","LINCOLN PHARMACEUTICALS LTD.","10","LINCOLN","EQ","17-12-2015","","LINCOLN","531633","B","","","True","True","09-06-2026"
"INE473A01011","Linde India Limited","10","LINDEINDIA","EQ","16-06-1999","","LINDEINDIA","523457","A","","","True","True","09-06-2026"
"INE302F01011","LINK PHARMA CHEM LTD.","","","","","","LINKPH","524748","X","","","False","True","09-06-2026"
"INE845B01018","LIPPI SYSTEMS LTD.","","","","","","LIPPISYS","526604","XT","","","False","True","09-06-2026"
"INE341H01023","LKP Securities Limited","","","","","","LKPSEC","540192","XT","","","False","True","09-06-2026"
"INE093R01011","LLOYDS ENGINEERING WORKS LIMIT","1","LLOYDSENGG","EQ","18-07-2016","","LLOYDSENGG","539992","A","","","True","True","09-06-2026"
"INE080I01025","LLOYDS ENTERPRISES LIMITED","1","LLOYDSENT","EQ","17-10-2024","","LLOYDSENT","512463","A","","","True","True","09-06-2026"
"INE281B01032","LLOYDS METALS AND ENERGY LTD.","1","LLOYDSME","EQ","17-07-2023","","LLOYDSME","512455","A","","","True","True","09-06-2026"
"INE269B01029","LMW Limited","10","LMW","EQ","29-03-1995","","LMW","500252","A","","","True","True","09-06-2026"
"INE670K01029","Lodha Developers Limited","10","LODHA","EQ","19-04-2021","","LODHA","543287","A","","","True","True","09-06-2026"
"INE1BA901016","Logiciel Solutions Limited","","","","","","LOGICIEL","544625","MT","","","False","True","09-06-2026"
"INE397H01017","LOKESH MACHINES LTD.","10","LOKESHMACH","BE","05-05-2006","","LOKESHMACH","532740","T","","","True","True","09-06-2026"
"INE180M01033","Longspur International Venture","","","","","","LONGSPUR","504340","X","","","False","True","09-06-2026"
"INE204N01013","LOOKS HEALTH SERVICES LIMITED","","","","","","LOOKS","534422","X","","","False","True","09-06-2026"
"INE846D01012","LORDS CHLORO ALKALI LTD.","10","LORDSCHLO","EQ","28-08-2023","","LORDSCHLO","500284","B","","","True","True","09-06-2026"
"INE689J01013","LORDS ISHWAR HOTELS LIMITED","","","","","","LORDSHOTL","530065","X","","","False","True","09-06-2026"
"INE740X01023","LORENZINI APPARELS LIMITED","1","LAL","EQ","10-04-2023","","LAL","540952","B","","","True","True","09-06-2026"
"INE026D01011","LOTUS CHOCOLATE CO.LTD.","","","","","","LOTUSCHO","523475","B","","","False","True","09-06-2026"
"INE947I01017","Lotus Eye Hospital And Institu","10","LOTUSEYE","EQ","11-07-2008","","LOTUSEYE","532998","B","","","True","True","09-06-2026"
"INE597L01014","LOVABLE LINGERIE LTD.","10","LOVABLE","EQ","24-03-2011","","LOVABLE","533343","B","","","True","True","09-06-2026"
"INE876S01017","Loyal Equipments Limited","","","","","","LOYAL","539227","X","","","False","True","09-06-2026"
"INE970D01010","LOYAL TEXTILE MILLS LTD.","10","LOYALTEX","BE","11-08-2022","","LOYALTEX","514036","T","","","True","True","09-06-2026"
"INE818H01020","LT FOODS LTD.","1","LTFOODS","EQ","18-12-2006","","LTFOODS","532783","A","","","True","True","09-06-2026"
"INE214T01019","LTM LIMITED","1","LTM","EQ","21-07-2016","","LTM","540005","A","","","True","True","09-06-2026"
"INE983C01015","LUDLOW JUTE & SPECIALITIES LTD","","","","","","LUDLOWJUT","526179","XT","","","False","True","09-06-2026"
"INE872H01027","LUMAX AUTO TECHNOLOGIES LTD.","2","LUMAXTECH","EQ","16-01-2007","","LUMAXTECH","532796","A","","","True","True","09-06-2026"
"INE162B01018","LUMAX INDUSTRIES LTD.","10","LUMAXIND","EQ","06-09-1995","","LUMAXIND","517206","B","","","True","True","09-06-2026"
"INE326A01037","LUPIN LTD.","2","LUPIN","EQ","10-09-2001","","LUPIN","500257","A","","","True","True","09-06-2026"
"INE150G01020","LUX Industries Limited","2","LUXIND","EQ","30-11-2015","","LUXIND","539542","B","","","True","True","09-06-2026"
"INE1CJB01013","Luxury Time Limited","","","","","","LUXURY","544635","MT","","","False","True","09-06-2026"
"INE933A01014","LYKA LABS LTD.","10","LYKALABS","EQ","08-02-1995","","LYKALABS","500259","B","","","True","True","09-06-2026"
"INE624M01014","LYKIS LIMITED","","","","","","LYKISLTD","530689","X","","","False","True","09-06-2026"
"INE100F01019","LYONS CORPORATE MARKET LTD.","","","","","","LYONSCO","531441","X","","","False","True","09-06-2026"
"INE142K01011","LYPSA GEMS & JEWELLERY LTD","10","LYPSAGEMS","EQ","05-11-2013","","LYPSAGEMS","534532","B","","","True","True","09-06-2026"
"INE08N601015","M & B ENGINEERING LIMITED","10","MBEL","EQ","06-08-2025","","MBEL","544470","B","","","True","True","09-06-2026"
"INE1PJP01015","M P K STEELS (I) LIMITED","","","","","","MPKSTEELS","544553","M","","","False","True","09-06-2026"
"INE227F01010","M. K. Exim (India) Ltd.","","","","","","MKEXIM","538890","X","","","False","True","09-06-2026"
"INE964W01021","M.K.Proteins Limited","1","MKPL","EQ","13-06-2023","","MKPL","543919","B","","","True","True","09-06-2026"
"INE227C01017","M.M.FORGINGS LTD.","10","MMFL","EQ","20-12-2006","","MMFL","522241","B","","","True","True","09-06-2026"
"INE468C01017","M.P.AGRO INDUSTRIES LTD.","","","","","","MPAGI","506543","X","","","False","True","09-06-2026"
"INE0YD301010","M.R.MANIVENI FOODS LIMITED","","","","","","MANIVENI","544768","MT","","","False","True","09-06-2026"
"INE215I01027","MAAN ALUMINIUM LTD.","5","MAANALU","EQ","22-10-2007","","MAANALU","532906","B","","","True","True","09-06-2026"
"INE435D01014","MAC CHARLES (INDIA) LTD.","10","MCCHRLS-B","EQ","20-04-2026","","MCCHRLS-B","507836","B","","","True","True","09-06-2026"
"INE0OLH01013","Macfos Limited","","","","","","ROBU","543787","M","","","False","True","09-06-2026"
"INE0UYT01018","MACH TRAVEL SOLUTIONS LIMITED","","","","","","MACHLTD","544248","M","","","False","True","09-06-2026"
"INE01BT01015","Machhar Industries Limited","","","","","","MACIND","543934","X","","","False","True","09-06-2026"
"INE082B01018","MACHINO PLASTICS LTD.","","","","","","MACPLASQ","523248","X","","","False","True","09-06-2026"
"INE002B01016","MADALA HOLDINGS LIMITED","","","","","","MADALA","532344","X","","","False","True","09-06-2026"
"INE631R01026","Madhav Infra Projects Limited","1","MADHAVIPL","EQ","20-04-2026","","MADHAVIPL","539894","B","","","True","True","09-06-2026"
"INE925C01016","MADHAV MARBLES & GRANITES LTD.","10","MADHAV","EQ","20-12-2007","","MADHAV","515093","B","","","True","True","09-06-2026"
"INE378D01032","MADHUCON PROJECTS LTD.","1","MADHUCON","EQ","05-10-2006","","MADHUCON","531497","B","","","True","True","09-06-2026"
"INE469C01023","MADHUSUDAN INDUSTRIES LTD.","","","","","","MADHUDIN","515059","X","","","False","True","09-06-2026"
"INE856D01011","MADHUSUDAN SECURITIES LTD.","","","","","","MADHUSE","511000","X","","","False","True","09-06-2026"
"INE414A01015","Madras Fertilizer Limited","10","MADRASFERT","EQ","25-07-1997","","MADRASFERT","590134","B","","","True","True","09-06-2026"
"INE318N01011","MAESTROS ELECTRONICS & TELECOM","","","","","","METSL","538401","X","","","False","True","09-06-2026"
"INE270B01035","MAFATLAL INDUSTRIES LTD.","2","MAFATIND","EQ","20-04-2026","","MAFATIND","500264","B","","","True","True","09-06-2026"
"INE0KQQ01011","MAFIA TRENDS LIMITED","","","","","","MAFIA","543613","M","","","False","True","09-06-2026"
"INE347W01011","Magadh Sugar & Energy Limited","10","MAGADSUGAR","EQ","28-07-2017","","MAGADSUGAR","540650","B","","","True","True","09-06-2026"
"INE613C01026","MAGELLANIC CLOUD LIMITED","2","MCLOUD","EQ","07-02-2025","","MCLOUD","538891","B","","","True","True","09-06-2026"
"INE437D01010","MAGNA ELECTRO CASTINGS LTD.","","","","","","MAGNAELQ","517449","XT","","","False","True","09-06-2026"
"INE387I01016","MAGNUM VENTURES LTD.","10","MAGNUM","EQ","20-09-2007","","MAGNUM","532896","B","","","True","True","09-06-2026"
"INE898E01011","MAGNUS STEEL AND INFRA LIMITED","","","","","","MAGNUS","517320","XT","","","False","True","09-06-2026"
"INE843B01013","MAHA RASHTRA APEX CORPORATION","10","MAHAPEXLTD","EQ","21-01-1998","","MAHAPEXLTD","523384","B","","","True","True","09-06-2026"
"INE0US801024","Mahalaxmi Fabric Mills Limited","10","MFML","EQ","27-08-2024","","MFML","544233","B","","","True","True","09-06-2026"
"INE112D01035","MAHALAXMI RUBTECH LTD.","10","MHLXMIRU","EQ","27-01-2022","","MHLXMIRU","514450","B","","","True","True","09-06-2026"
"INE257F01017","MAHALAXMI SEAMLESS LTD.","","","","","","MAHALXSE","513460","Z","","","False","True","09-06-2026"
"INE0U9D01019","MAHAMAYA LIFESCIENCES LIMITED","","","","","","MAHALIFE","544611","M","","","False","True","09-06-2026"
"INE451L01014","MAHAMAYA STEEL INDUSTRIES LTD.","10","MAHASTEEL","BE","01-07-2016","","MAHASTEEL","513554","T","","","True","True","09-06-2026"
"INE002S01010","Mahanagar Gas Limited","10","MGL","EQ","01-07-2016","","MGL","539957","A","","","True","True","09-06-2026"
"INE153A01019","MAHANAGAR TELEPHONE NIGAM LTD.","10","MTNL","EQ","17-02-1999","","MTNL","500108","B","","","True","True","09-06-2026"
"INE272E01027","MAHARASHTRA CORPORATION LTD.","","","","","","MAHACORP","505523","X","","","False","True","09-06-2026"
"INE288A01013","MAHARASHTRA SCOOTERS LTD.","10","MAHSCOOTER","EQ","08-02-1995","","MAHSCOOTER","500266","A","","","True","True","09-06-2026"
"INE271B01025","MAHARASHTRA SEAMLESS LTD.","5","MAHSEAMLES","EQ","25-08-2004","","MAHSEAMLES","500265","A","","","True","True","09-06-2026"
"INE774D01024","MAHINDRA & MAHINDRA FINANCIAL","2","M&MFIN","EQ","17-03-2006","","M&MFIN","532720","A","","","True","True","09-06-2026"
"INE101A01026","MAHINDRA & MAHINDRA LTD.","5","M&M","EQ","03-01-1996","","M&M","500520","A","","","True","True","09-06-2026"
"INE215D01010","MAHINDRA EPC IRRIGATION LIMITE","10","MAHEPC","EQ","14-02-2020","","MAHEPC","523754","B","","","True","True","09-06-2026"
"INE998I01010","MAHINDRA HOLIDAYS & RESORTS IN","10","MHRIL","EQ","16-07-2009","","MHRIL","533088","B","","","True","True","09-06-2026"
"INE813A01018","MAHINDRA LIFESPACE DEVELOPERS","10","MAHLIFE","EQ","10-05-2000","","MAHLIFE","532313","A","","","True","True","09-06-2026"
"INE766P01016","Mahindra Logistics Limited","10","MAHLOG","EQ","10-11-2017","","MAHLOG","540768","B","","","True","True","09-06-2026"
"INE0O1T01010","Maiden Forgings Limited","","","","","","MAIDEN","543874","M","","","False","True","09-06-2026"
"INE683C01011","MAITHAN ALLOYS LTD.","10","MAITHANALL","EQ","05-07-2011","","MAITHANALL","590078","B","","","True","True","09-06-2026"
"INE201B01022","MAJESTIC AUTO LTD.","10","MAJESAUT","EQ","20-04-2026","","MAJESAUT","500267","B","","","True","True","09-06-2026"
"INE987A01010","MAKERS LABORATORIES LTD.","","","","","","MAKERSL","506919","X","","","False","True","09-06-2026"
"INE389C01015","MALLCOM (INDIA) LTD.","10","MALLCOM","EQ","02-02-2022","","MALLCOM","539400","B","","","True","True","09-06-2026"
"INE0YON01014","MALPANI PIPES AND FITTINGS LIM","","","","","","MALPANI","544351","M","","","False","True","09-06-2026"
"INE0TO701015","MAMATA MACHINERY LIMITED","10","MAMATA","EQ","27-12-2024","","MAMATA","544318","B","","","True","True","09-06-2026"
"INE993A01026","MAN INDUSTRIES (INDIA) LTD.","5","MANINDS","EQ","24-06-2005","","MANINDS","513269","B","","","True","True","09-06-2026"
"INE949H01023","MAN INFRACONSTRUCTION LTD.","2","MANINFRA","EQ","11-03-2010","","MANINFRA","533169","A","","","True","True","09-06-2026"
"INE859Q01017","Manaksia Aluminium Company Ltd","1","MANAKALUCO","EQ","30-03-2015","","MANAKALUCO","539045","B","","","True","True","09-06-2026"
"INE830Q01018","Manaksia Coated Metals & Indus","1","MANAKCOAT","EQ","30-03-2015","","MANAKCOAT","539046","B","","","True","True","09-06-2026"
"INE015D01022","MANAKSIA LTD.","2","MANAKSIA","EQ","08-01-2008","","MANAKSIA","532932","B","","","True","True","09-06-2026"
"INE824Q01011","Manaksia Steels Limited","1","MANAKSTEEL","BE","30-03-2015","","MANAKSTEEL","539044","T","","","True","True","09-06-2026"
"INE201A01024","MANALI PETROCHEMICAL LTD.","5","MANALIPETC","EQ","06-12-2006","","MANALIPETC","500268","B","","","True","True","09-06-2026"
"INE522D01027","Manappuram Finance Ltd","2","MANAPPURAM","EQ","01-12-2014","","MANAPPURAM","531213","A","","","True","True","09-06-2026"
"INE939X01013","Manba Finance Limited","10","MANBA","EQ","30-09-2024","","MANBA","544262","B","","","True","True","09-06-2026"
"INE348N01042","Manbro Industries Limited","","","","","","MANBRO","512595","X","","","False","True","09-06-2026"
"INE0RU901015","Mangal Compusolution Limited","","","","","","MANGALCOMP","544287","M","","","False","True","09-06-2026"
"INE545L01039","MANGAL CREDIT AND FINCORP LTD.","10","MANCREDIT","EQ","16-08-2024","","MANCREDIT","505850","B","","","True","True","09-06-2026"
"INE0PKD01011","MANGAL ELECTRICAL INDUSTRIES L","10","MEIL","BE","28-08-2025","","MEIL","544492","T","","","True","True","09-06-2026"
"INE347A01017","MANGALAM CEMENT LTD.","10","MANGLMCEM","EQ","03-01-1996","","MANGLMCEM","502157","B","","","True","True","09-06-2026"
"INE584F01014","MANGALAM DRUGS & ORGANICS LTD.","10","MANGALAM","BE","23-05-2005","","MANGALAM","532637","T","","","True","True","09-06-2026"
"INE0APB01032","MANGALAM GLOBAL ENTERPRISE LIM","1","MGEL","BE","23-12-2020","","MGEL","544273","T","","","True","True","09-06-2026"
"INE717C01025","MANGALAM INDUSTRIAL FINANCE LT","","","","","","MANGIND","537800","X","","","False","True","09-06-2026"
"INE370D01013","MANGALAM ORGANICS LIMITED","10","MANORG","BE","02-11-2021","","MANORG","514418","T","","","True","True","09-06-2026"
"INE829S01016","Mangalam Seeds Limited","","","","","","MSL","539275","X","","","False","True","09-06-2026"
"INE0JYY01011","Mangalam Worldwide Limited","10","MWL","EQ","18-09-2025","","MWL","544764","B","","","True","True","09-06-2026"
"INE103A01014","MANGALORE REFINERY & PETROCHEM","10","MRPL","EQ","07-01-2005","","MRPL","500109","A","","","True","True","09-06-2026"
"INE634S01028","Mankind Pharma Limited","1","MANKIND","EQ","09-05-2023","","MANKIND","543904","A","","","True","True","09-06-2026"
"INE0A6N01026","Manoj Ceramic Limited","","","","","","MCPL","544073","MT","","","False","True","09-06-2026"
"INE0MV001018","Manoj Jewellers Limited","","","","","","MANOJJEWEL","544400","M","","","False","True","09-06-2026"
"INE0KNT01012","MANOJ VAIBHAV GEMS 'N' JEWELLE","10","MVGJL","EQ","03-10-2023","","MVGJL","543995","B","","","True","True","09-06-2026"
"INE784W01015","Manomay Tex India Limited","10","MANOMAY","EQ","18-01-2023","","MANOMAY","540396","B","","","True","True","09-06-2026"
"INE00VM01036","Manorama Industries Limited","2","MANORAMA","EQ","01-07-2022","","MANORAMA","541974","A","","","True","True","09-06-2026"
"INE094E01017","MANSI FINANCE (CHENNAI) LTD.","","","","","","MANSIFIN","511758","X","","","False","True","09-06-2026"
"INE304E01010","Mantra Capital Limited","","","","","","MANTRA","511577","X","","","False","True","09-06-2026"
"INE867A01022","MANUGRAPH INDIA LTD.","2","MANUGRAPH","EQ","14-09-2006","","MANUGRAPH","505324","B","","","True","True","09-06-2026"
"INE848M01019","MAPRO INDUSTRIES LTD.","","","","","","MAPROIN","509762","X","","","False","True","09-06-2026"
"INE182D01020","MARATHON NEXTGEN REALTY LTD.","5","MARATHON","EQ","29-09-2016","","MARATHON","503101","B","","","True","True","09-06-2026"
"INE807H01023","MARBLE CITY INDIA LIMITED","","","","","","MARBLE","531281","X","","","False","True","09-06-2026"
"INE0TBQ01014","MARC LOIRE FASHIONS LIMITED","","","","","","MARCLOIRE","544437","M","","","False","True","09-06-2026"
"INE277E01026","MARDIA SAMYOUNG CAPILLARY TUBE","","","","","","MSCTC","513544","X","","","False","True","09-06-2026"
"INE245H01018","MARG TECHNO PROJECTS LIMITED","","","","","","MTPL","540254","XT","","","False","True","09-06-2026"
"INE680B01019","MARGO FINANCE LIMITED","","","","","","MARGOFIN","500206","X","","","False","True","09-06-2026"
"INE196A01026","MARICO LTD.","1","MARICO","EQ","01-05-1996","","MARICO","531642","A","","","True","True","09-06-2026"
"INE866D01010","MARIS SPINNERS LTD.","","","","","","MARIS","531503","X","","","False","True","09-06-2026"
"INE944C01017","MARKET CREATORS LTD.","","","","","","MKTCREAT","526891","X","","","False","True","09-06-2026"
"INE0FW001016","Markolines Pavement Technologi","10","MARKOLINES","EQ","14-10-2025","","MARKOLINES","543364","B","","","True","True","09-06-2026"
"INE750C01026","MARKSANS PHARMA LTD.","1","MARKSANS","EQ","21-01-2002","","MARKSANS","524404","A","","","True","True","09-06-2026"
"INE415B01044","MARSONS LIMITED","1","MARSONS","EQ","13-03-2026","","MARSONS","517467","B","","","True","True","09-06-2026"
"INE199D01016","MARTIN BURN LTD.","","","","","","MARBU","523566","X","","","False","True","09-06-2026"
"INE368C01019","MARUTI GLOBAL INDUSTRIES LIMIT","","","","","","MGIL","531319","XT","","","False","True","09-06-2026"
"INE392G01028","MARUTI INFRASTRUCTURE LTD.","","","","","","MAINFRA","531540","XT","","","False","True","09-06-2026"
"INE0JSJ01014","Maruti Interior Products Limit","","","","","","SPITZE","543464","MT","","","False","True","09-06-2026"
"INE585B01010","MARUTI SUZUKI INDIA LTD.","5","MARUTI","EQ","09-07-2003","","MARUTI","532500","A","","","True","True","09-06-2026"
"INE348L01012","MAS Financial Services Limited","10","MASFIN","EQ","18-10-2017","","MASFIN","540749","B","","","True","True","09-06-2026"
"INE759A01021","MASTEK LTD.","5","MASTEK","EQ","10-05-1995","","MASTEK","523704","A","","","True","True","09-06-2026"
"INE677D01037","MASTER TRUST LTD.","1","MASTERTR","EQ","12-11-2024","","MASTERTR","511768","B","","","True","True","09-06-2026"
"INE866R01028","Matrimony.com Limited","5","MATRIMONY","EQ","21-09-2017","","MATRIMONY","540704","B","","","True","True","09-06-2026"
"INE150D01027","MAURIA UDYOG LIMITED","","","","","","MUL","539219","X","","","False","True","09-06-2026"
"INE636A01039","MAWANA SUGARS LTD.","10","MAWANASUG","BE","20-03-2009","","MAWANASUG","523371","T","","","True","True","09-06-2026"
"INE03EI01018","Max Estates Limited","10","MAXESTATES","EQ","30-10-2023","","MAXESTATES","544008","B","","","True","True","09-06-2026"
"INE180A01020","Max Financial Services Limited","2","MFSL","EQ","17-05-2000","","MFSL","500271","A","","","True","True","09-06-2026"
"INE027H01010","Max Healthcare Institute Limit","10","MAXHEALTH","EQ","21-08-2020","","MAXHEALTH","543220","A","","","True","True","09-06-2026"
"INE393F01010","Max heights Infrastucture Ltd","","","","","","MAXHEIGHTS","534338","X","","","False","True","09-06-2026"
"INE0CG601016","Max India Limited","10","MAXIND","EQ","28-08-2020","","MAXIND","543223","B","","","True","True","09-06-2026"
"INE544W01021","Maximus International Limited","","","","","","MAXIMUS","540401","X","","","False","True","09-06-2026"
"INE0R5Z01015","Mayank Cattle Food Limited","","","","","","MCFL","544106","M","","","False","True","09-06-2026"
"INE799E01011","MAYUR LEATHER PRODUCTS LTD.","","","","","","MAYUR","531680","X","","","False","True","09-06-2026"
"INE040D01038","MAYUR UNIQUOTERS LTD.","5","MAYURUNIQ","EQ","25-09-2012","","MAYURUNIQ","522249","B","","","True","True","09-06-2026"
"INE249Z01020","Mazagon Dock Shipbuilders Limi","5","MAZDOCK","EQ","12-10-2020","","MAZDOCK","543237","A","","","True","True","09-06-2026"
"INE885E01042","MAZDA LTD.","2","MAZDA","EQ","01-11-2016","","MAZDA","523792","B","","","True","True","09-06-2026"
"INE912H01013","MBL Infrastructure Ltd","10","MBLINFRA","EQ","11-01-2010","","MBLINFRA","533152","B","","","True","True","09-06-2026"
"INE942G01012","MCLEOD RUSSEL INDIA LTD.","5","MCLEODRUSS","BE","29-07-2005","","MCLEODRUSS","532654","T","","","True","True","09-06-2026"
"INE456Z01021","Medi Assist Healthcare Service","5","MEDIASSIST","EQ","23-01-2024","","MEDIASSIST","544088","A","","","True","True","09-06-2026"
"INE200D01020","MEDIA MATRIX WORLDWIDE LTD.","1","MMWL","BE","20-04-2026","","MMWL","512267","T","","","True","True","09-06-2026"
"INE828I01019","MEDIAONE GLOBAL ENTERTAINMENT","","","","","","MEDIAONE","503685","Z","","","False","True","09-06-2026"
"INE646B01010","MEDICAMEN BIOTECH LTD.","10","MEDICAMEQ","EQ","27-10-2021","","MEDICAMEQ","531146","B","","","True","True","09-06-2026"
"INE442D01010","MEDI-CAPS LTD.","","","","","","MEDICAPQ","523144","X","","","False","True","09-06-2026"
"INE858Q01019","Medico Intercontinental Limite","","","","","","MIL","539938","X","","","False","True","09-06-2026"
"INE630Y01024","MEDICO REMEDIES LIMITED","2","MEDICO","EQ","26-05-2022","","MEDICO","540937","B","","","True","True","09-06-2026"
"INE804L01022","Medplus Health Services Limite","2","MEDPLUS","EQ","23-12-2021","","MEDPLUS","543427","A","","","True","True","09-06-2026"
