ISIN,SYMBOL,COMPANY_NAME_NSE,COMPANY_NAME_SCREENER,MATCH_SCORE,MATCH_STATUS,LAST_UPDATED
,KSHINTL,KSH International Limited,KSH Internationa,96.97,EXACT,2026-06-07
,KSHITIJPOL,Kshitij Polyline Limited,Kshitij Polyline,100.0,EXACT,2026-06-07
,KSL,Kalyani Steels Limited,Kalyani Steels,100.0,EXACT,2026-06-07
,KSOLVES,Ksolves India Limited,Ksolves India,100.0,EXACT,2026-06-07
,KSR,KSR Footwear Limited,KSR Footwear,100.0,EXACT,2026-06-07
,KTKBANK,The Karnataka Bank Limited,Karnataka Bank,87.5,HIGH_CONFIDENCE,2026-06-07
,KUANTUM,Kuantum Papers Limited,Kuantum Papers,100.0,EXACT,2026-06-07
,KWIL,Kwality Wall's (India) Limited,Kwality Wall's,82.35,REVIEW,2026-06-07
,LAGNAM,Lagnam Spintex Limited,Lagnam Spintex,100.0,EXACT,2026-06-07
,LAHOTIOV,Lahoti Overseas Limited,Lahoti Overseas,100.0,EXACT,2026-06-07
,LAKPRE,Lakshmi Precision Screws Limited,Lak. Prec. Screw,73.68,UNMATCHED,2026-06-07
,LAL,Lorenzini Apparels Limited,Lorenzini Appar.,90.91,HIGH_CONFIDENCE,2026-06-07
,LALPATHLAB,Dr. Lal Path Labs Ltd.,Dr Lal Pathlabs,70.97,UNMATCHED,2026-06-07
,LAMBODHARA,Lambodhara Textiles Limited,Lambodhara Text.,88.24,HIGH_CONFIDENCE,2026-06-07
,LANCORHOL,Lancor Holdings Limited,Lancor Holdings,100.0,EXACT,2026-06-07
,LANDMARK,Landmark Cars Limited,Landmark Cars,100.0,EXACT,2026-06-07
,LANDSMILL,Landsmill Green Limited,Landsmill Green,100.0,EXACT,2026-06-07
,LAOPALA,La Opala RG Limited,La Opala RG,100.0,EXACT,2026-06-07
,LASA,Lasa Supergenerics Limited,Lasa Supergeneri,94.12,HIGH_CONFIDENCE,2026-06-07
,LATENTVIEW,Latent View Analytics Limited,P.E. Analytics,70.59,UNMATCHED,2026-06-07
,LATTEYS,Latteys Industries Limited,Latteys Industri,94.12,HIGH_CONFIDENCE,2026-06-07
,LAURUSLABS,Laurus Labs Limited,Laurus Labs,100.0,EXACT,2026-06-07
,LAXMICOT,Laxmi Cotspin Limited,Laxmi Cotspin,100.0,EXACT,2026-06-07
,LAXMIDENTL,Laxmi Dental Limited,Laxmi Dental,100.0,EXACT,2026-06-07
,LAXMIINDIA,Laxmi India Finance Limited,Laxmi India Fin.,88.24,HIGH_CONFIDENCE,2026-06-07
,LCCINFOTEC,LCC Infotech Limited,LCC Infotech,100.0,EXACT,2026-06-07
,LEMERITE,Le Merite Exports Limited,Le Merite Export,96.97,EXACT,2026-06-07
,LEMONTREE,Lemon Tree Hotels Limited,Lemon Tree Hotel,96.97,EXACT,2026-06-07
,LENSKART,Lenskart Solutions Limited,Lenskart Solut.,87.5,HIGH_CONFIDENCE,2026-06-07
,LEXUS,Lexus Granito (India) Limited,Lexus Granito,81.25,REVIEW,2026-06-07
,LFIC,Lakshmi Finance & Industrial Corporation Limited,Laxmi India Fin.,68.29,UNMATCHED,2026-06-07
,LGBBROSLTD,LG Balakrishnan & Bros Limited,L G Balakrishnan,83.33,REVIEW,2026-06-07
,LGEINDIA,LG Electronics India Limited,LG Electronics,82.35,REVIEW,2026-06-07
,LGHL,Laxmi Goldorna House Limited,Laxmi Goldorna,82.35,REVIEW,2026-06-07
,LIBAS,Libas Consumer Products Limited,Libas Consumer,75.68,REVIEW,2026-06-07
,LIBERTSHOE,Liberty Shoes Limited,Liberty Shoes,100.0,EXACT,2026-06-07
,LICHSGFIN,LIC Housing Finance Limited,LIC Housing Fin.,88.24,HIGH_CONFIDENCE,2026-06-07
,LICI,Life Insurance Corporation Of India,Life Insurance,75.68,REVIEW,2026-06-07
,LIKHITHA,Likhitha Infrastructure Limited,Likhitha Infra.,75.68,REVIEW,2026-06-07
,LINC,Linc Limited,Linc,100.0,EXACT,2026-06-07
,LINCOLN,Lincoln Pharmaceuticals Limited,Goldline Pharmaceutical,78.26,REVIEW,2026-06-07
,LINDEINDIA,Linde India Limited,Linde India,100.0,EXACT,2026-06-07
,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Lloyds Engineeri,80.0,REVIEW,2026-06-07
,LLOYDSENT,Lloyds Enterprises Limited,Lloyds Enterpris,94.12,HIGH_CONFIDENCE,2026-06-07
,LLOYDSME,Lloyds Metals And Energy Limited,Lloyds Metals,70.27,UNMATCHED,2026-06-07
,LMW,LMW Limited,LMW,100.0,EXACT,2026-06-07
,LODHA,Lodha Developers Limited,Lodha Developers,100.0,EXACT,2026-06-07
,LOKESHMACH,Lokesh Machines Limited,Lokesh Mach.,84.62,REVIEW,2026-06-07
,LORDSCHLO,Lords Chloro Alkali Limited,Lords Chloro,77.42,REVIEW,2026-06-07
,LOTUSDEV,Sri Lotus Developers and Realty Limited,Lodha Developers,59.57,UNMATCHED,2026-06-07
,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Lotus Eye Hospit,66.67,UNMATCHED,2026-06-07
,LOVABLE,Lovable Lingerie Limited,Lovable Lingerie,100.0,EXACT,2026-06-07
,LOYALTEX,Loyal Textile Mills Limited,Loyal Textile,81.25,REVIEW,2026-06-07
,LPDC,Landmark Property Development Company Limited,Landmark Prop.,61.9,UNMATCHED,2026-06-07
,LT,Larsen & Toubro Limited,Larsen & Toubro,100.0,EXACT,2026-06-07
,LTF,L&T Finance Limited,L&T Finance Ltd,100.0,EXACT,2026-06-07
,LTFOODS,LT Foods Limited,L T Foods,94.12,HIGH_CONFIDENCE,2026-06-07
,LTM,LTM Limited,LTM,100.0,EXACT,2026-06-07
,LTTS,L&T Technology Services Limited,L&T Technology,75.68,REVIEW,2026-06-07
,LUMAXIND,Lumax Industries Limited,Lumax Industries,100.0,EXACT,2026-06-07
,LUMAXTECH,Lumax Auto Technologies Limited,Lumax Auto Tech.,78.95,REVIEW,2026-06-07
,LUPIN,Lupin Limited,Lupin,100.0,EXACT,2026-06-07
,LUXIND,Lux Industries Limited,Lux Industries,100.0,EXACT,2026-06-07
,LXCHEM,Laxmi Organic Industries Limited,Reliance Industries,74.42,UNMATCHED,2026-06-07
,LYKALABS,Lyka Labs Limited,Lyka Labs,100.0,EXACT,2026-06-07
,LYPSAGEMS,Lypsa Gems & Jewellery Limited,Kalyan Jewellers,66.67,UNMATCHED,2026-06-07
,M&M,Mahindra & Mahindra Limited,Mahindra Holiday,78.79,REVIEW,2026-06-07
,M&MFIN,Mahindra & Mahindra Financial Services Limited,Lead Financial S,53.85,UNMATCHED,2026-06-07
,MAANALU,Maan Aluminium Limited,Maan Aluminium,100.0,EXACT,2026-06-07
,MACPOWER,Macpower CNC Machines Limited,Macpower CNC,72.73,UNMATCHED,2026-06-07
,MADHAV,Madhav Marbles and Granites Limited,Madhav Marbles,68.29,UNMATCHED,2026-06-07
,MADHAVIPL,Madhav Infra Projects Limited,Madhav Infra,72.73,UNMATCHED,2026-06-07
,MADHUCON,Madhucon Projects Limited,Madhucon Project,96.97,EXACT,2026-06-07
,MADRASFERT,Madras Fertilizers Limited,Madras Fertilize,94.12,HIGH_CONFIDENCE,2026-06-07
,MAFATIND,Mafatlal Industries Limited,Mafatlal Inds.,81.25,REVIEW,2026-06-07
,MAGADSUGAR,Magadh Sugar & Energy Limited,Magadh Sugar,77.42,REVIEW,2026-06-07
,MAGNUM,Magnum Ventures Limited,Magnum Ventures,100.0,EXACT,2026-06-07
,MAHABANK,Bank of Maharashtra,Bank of Maha,77.42,REVIEW,2026-06-07
,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Maha Rashtra Apx,96.97,EXACT,2026-06-07
,MAHASTEEL,Mahamaya Steel Industries Limited,Texel Industries,73.17,UNMATCHED,2026-06-07
,MAHEPC,Mahindra EPC Irrigation Limited,Jain Irrigation,73.68,UNMATCHED,2026-06-07
,MAHESHWARI,Maheshwari Logistics Limited,Maheshwari Logi.,85.71,HIGH_CONFIDENCE,2026-06-07
,MAHLIFE,Mahindra Lifespace Developers Limited,Lodha Developers,62.22,UNMATCHED,2026-06-07
,MAHLOG,Mahindra Logistics Limited,Mahindra Logis.,87.5,HIGH_CONFIDENCE,2026-06-07
,MAHSCOOTER,Maharashtra Scooters Limited,Mah. Scooters,75.0,REVIEW,2026-06-07
,MAHSEAMLES,Maharashtra Seamless Limited,Mah. Seamless,75.0,REVIEW,2026-06-07
,MAITHANALL,Maithan Alloys Limited,Maithan Alloys,100.0,EXACT,2026-06-07
,MAJESAUT,Majestic Auto Limited,Majestic Auto,100.0,EXACT,2026-06-07
,MALLCOM,Mallcom (India) Limited,Mallcom (India),100.0,EXACT,2026-06-07
,MALUPAPER,Malu Paper Mills Limited,S I Paper Mills,77.42,REVIEW,2026-06-07
,MAMATA,Mamata Machinery Limited,Mamata Machinery,100.0,EXACT,2026-06-07
,MANAKALUCO,Manaksia Aluminium Company Limited,Manaksia Alumi.,87.5,HIGH_CONFIDENCE,2026-06-07
,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Manilam Industries,66.67,UNMATCHED,2026-06-07
,MANAKSIA,Manaksia Limited,Manaksia,100.0,EXACT,2026-06-07
,MANAKSTEEL,Manaksia Steels Limited,Manaksia Steels,100.0,EXACT,2026-06-07
,MANALIPETC,Manali Petrochemicals Limited,Manali Petrochem,86.49,HIGH_CONFIDENCE,2026-06-07
,MANAPPURAM,Manappuram Finance Limited,Manappuram Fin.,87.5,HIGH_CONFIDENCE,2026-06-07
,MANBA,Manba Finance Limited,Manba Finance,100.0,EXACT,2026-06-07
,MANCREDIT,Mangal Credit and Fincorp Limited,Mangal Credit,68.42,UNMATCHED,2026-06-07
,MANGALAM,Mangalam Drugs And Organics Limited,Mangalam Organic,74.42,UNMATCHED,2026-06-07
,MANGLMCEM,Mangalam Cement Limited,Mangalam Cement,100.0,EXACT,2026-06-07
,MANINDS,Man Industries (India) Limited,Man Industries,82.35,REVIEW,2026-06-07
,MANINFRA,Man Infraconstruction Limited,Nila Infrastruct,70.27,UNMATCHED,2026-06-07
,MANKIND,Mankind Pharma Limited,Mankind Pharma,100.0,EXACT,2026-06-07
,MANOMAY,Manomay Tex India Limited,Manomay Tex Indi,96.97,EXACT,2026-06-07
,MANORAMA,Manorama Industries Limited,Manorama Indust.,88.24,HIGH_CONFIDENCE,2026-06-07
,MANORG,Mangalam Organics Limited,Mangalam Organic,96.97,EXACT,2026-06-07
,MANUGRAPH,Manugraph India Limited,Manugraph India,100.0,EXACT,2026-06-07
,MANYAVAR,Vedant Fashions Limited,Vedant Fashions,100.0,EXACT,2026-06-07
,MAPMYINDIA,C.E. Info Systems Limited,C.E. Info System,96.77,EXACT,2026-06-07
,MARALOVER,Maral Overseas Limited,Maral Overseas,100.0,EXACT,2026-06-07
,MARATHON,Marathon Nextgen Realty Limited,Marathon Nextgen,82.05,REVIEW,2026-06-07
,MARICO,Marico Limited,Marico,100.0,EXACT,2026-06-07
,MARINE,Marine Electricals (India) Limited,Marine Electric.,76.92,REVIEW,2026-06-07
,MARKOLINES,Markolines Pavement Technologies Limited,Markolines Pavem,66.67,UNMATCHED,2026-06-07
,MARKSANS,Marksans Pharma Limited,Marksans Pharma,100.0,EXACT,2026-06-07
,MARSONS,Marsons Limited,Marsons,100.0,EXACT,2026-06-07
,MARUTI,Maruti Suzuki India Limited,Maruti Suzuki,81.25,REVIEW,2026-06-07
,MASFIN,MAS Financial Services Limited,MAS FINANC SER,77.78,REVIEW,2026-06-07
,MASKINVEST,Mask Investments Limited,MASK INVESTMENTS,100.0,EXACT,2026-06-07
,MASTEK,Mastek Limited,Mastek,100.0,EXACT,2026-06-07
,MASTERTR,Master Trust Limited,Master Trust,100.0,EXACT,2026-06-07
,MATRIMONY,Matrimony.Com Limited,Matrimony.com,100.0,EXACT,2026-06-07
,MAWANASUG,Mawana Sugars Limited,Mawana Sugars,100.0,EXACT,2026-06-07
,MAXESTATES,Max Estates Limited,Max Estates,100.0,EXACT,2026-06-07
,MAXHEALTH,Max Healthcare Institute Limited,Max Healthcare,73.68,UNMATCHED,2026-06-07
,MAXIND,Max India Limited,Max India Ltd,100.0,EXACT,2026-06-07
,MAYURUNIQ,Mayur Uniquoters Ltd,Mayur Uniquoters,100.0,EXACT,2026-06-07
,MAZDA,Mazda Limited,Mazda,100.0,EXACT,2026-06-07
,MAZDOCK,Mazagon Dock Shipbuilders Limited,Mazagon Dock,64.86,UNMATCHED,2026-06-07
,MBAPL,Madhya Bharat Agro Products Limited,M B Agro Prod.,65.0,UNMATCHED,2026-06-07
,MBEL,M & B Engineering Limited,M & B Engineer.,88.89,HIGH_CONFIDENCE,2026-06-07
,MBLINFRA,MBL Infrastructure Limited,Nila Infrastruct,76.47,REVIEW,2026-06-07
,MCCHRLS-B,Mac Charles India Limited,Mac Charles(I),86.67,HIGH_CONFIDENCE,2026-06-07
,MCL,Madhav Copper Limited,Madhav Copper,100.0,EXACT,2026-06-07
,MCLEODRUSS,Mcleod Russel India Limited,Mcleod Russel,81.25,REVIEW,2026-06-07
,MCLOUD,Magellanic Cloud Limited,Magellanic Cloud,100.0,EXACT,2026-06-07
,MCX,Multi Commodity Exchange of India Limited,Multi Comm. Exc.,59.57,UNMATCHED,2026-06-07
,MEDANTA,Global Health Limited,Global Health,100.0,EXACT,2026-06-07
,MEDIASSIST,Medi Assist Healthcare Services Limited,Nephrocare Health Services,66.67,UNMATCHED,2026-06-07
,MEDICAMEQ,Medicamen Biotech Limited,Medicamen Biotec,96.97,EXACT,2026-06-07
,MEDICO,Medico Remedies Limited,Medico Remedies,100.0,EXACT,2026-06-07
,MEDPLUS,Medplus Health Services Limited,Medplus Health,75.68,REVIEW,2026-06-07
,MEESHO,Meesho Limited,Meesho,100.0,EXACT,2026-06-07
,MEGASTAR,Megastar Foods Limited,Megastar Foods,100.0,EXACT,2026-06-07
,MEIL,Mangal Electrical Industries Limited,Mangal Electrica,72.73,UNMATCHED,2026-06-07
,MENNPIS,Menon Pistons Limited,Menon Pistons,100.0,EXACT,2026-06-07
,MENONBE,Menon Bearings Limited,Menon Bearings,100.0,EXACT,2026-06-07
,MEP,MEP Infrastructure Developers Limited,Tulive Developer,57.78,UNMATCHED,2026-06-07
,MERCANTILE,Mercantile Ventures Limited,Mercantile Vent.,88.24,HIGH_CONFIDENCE,2026-06-07
,MERCURYEV,Mercury Ev-Tech Limited,Mercury EV-Tech,100.0,EXACT,2026-06-07
,METROBRAND,Metro Brands Limited,Metro Brands,100.0,EXACT,2026-06-07
,METROGLOBL,Metroglobal Limited,Metroglobal,100.0,EXACT,2026-06-07
,METROPOLIS,Metropolis Healthcare Limited,Metropolis Healt,86.49,HIGH_CONFIDENCE,2026-06-07
,MFML,Mahalaxmi Fabric Mills Limited,Mahalaxmi Fab.,74.29,UNMATCHED,2026-06-07
,MFSL,Max Financial Services Limited,Max Financial,74.29,UNMATCHED,2026-06-07
,MGEL,Mangalam Global Enterprise Limited,Mangalam Global,73.17,UNMATCHED,2026-06-07
,MGL,Mahanagar Gas Limited,Mahanagar Gas,100.0,EXACT,2026-06-07
,MHLXMIRU,Mahalaxmi Rubtech Limited,Mahalaxmi Rubtec,96.97,EXACT,2026-06-07
,MHRIL,Mahindra Holidays & Resorts India Limited,Mahindra Holiday,68.09,UNMATCHED,2026-06-07
,MICEL,MIC Electronics Limited,MIC Electronics,100.0,EXACT,2026-06-07
,MIDHANI,Mishra Dhatu Nigam Limited,Mishra Dhatu Nig,94.12,HIGH_CONFIDENCE,2026-06-07
,MIDWESTLTD,Midwest Limited,Midwest,100.0,EXACT,2026-06-07
,MINDACORP,Minda Corporation Limited,Minda Corp,100.0,EXACT,2026-06-07
,MINDTECK,Mindteck (India) Limited,Mindteck (India),100.0,EXACT,2026-06-07
,MIRCELECTR,MIRC Electronics Limited,MIRC Electronics,100.0,EXACT,2026-06-07
,MIRZAINT,Mirza International Limited,Mirza Internatio,91.43,HIGH_CONFIDENCE,2026-06-07
,MITCON,MITCON Consultancy & Engineering Services Limited,TIPCO Engineering,53.57,UNMATCHED,2026-06-07
,MITTAL,Mittal Life Style Limited,Mittal Life Styl,96.97,EXACT,2026-06-07
,MKPL,M K Proteins Limited,M K Proteins,100.0,EXACT,2026-06-07
,MMFL,MM Forgings Limited,M M Forgings,95.65,EXACT,2026-06-07
,MMP,MMP Industries Limited,MMP Industries,100.0,EXACT,2026-06-07
,MMTC,MMTC Limited,MMTC,100.0,EXACT,2026-06-07
,MMWL,Media Matrix Worldwide Limited,Media Matrix,70.59,UNMATCHED,2026-06-07
,MOBIKWIK,One Mobikwik Systems Limited,One Mobikwik,75.0,REVIEW,2026-06-07
,MODINATUR,Modi Naturals Limited,Modi Naturals,100.0,EXACT,2026-06-07
,MODIRUBBER,Modi Rubber Limited,Modi Rubber,100.0,EXACT,2026-06-07
,MODIS,Modis Navnirman Limited,Modi's Navnirman,96.77,EXACT,2026-06-07
,MODISONLTD,MODISON LIMITED,Modison,100.0,EXACT,2026-06-07
,MODTHREAD,Modern Threads (India) Limited,Modern Threads,82.35,REVIEW,2026-06-07
,MOHITIND,Mohit Industries Limited,Mohit Industries,100.0,EXACT,2026-06-07
,MOIL,MOIL Limited,MOIL,100.0,EXACT,2026-06-07
,MOKSH,Moksh Ornaments Limited,Moksh Ornaments,100.0,EXACT,2026-06-07
,MOL,Meghmani Organics Limited,Meghmani Organi.,93.75,HIGH_CONFIDENCE,2026-06-07
,MOLDTECH,Mold-Tek Technologies Limited,Mold-Tek Technol,86.49,HIGH_CONFIDENCE,2026-06-07
,MOLDTKPAC,Mold-Tek Packaging Limited,Mold-Tek Pack.,83.87,REVIEW,2026-06-07
,MONARCH,Monarch Networth Capital Limited,Monarch Networth,80.0,REVIEW,2026-06-07
,MONEYBOXX,Moneyboxx Finance Limited,Moneyboxx Fin.,86.67,HIGH_CONFIDENCE,2026-06-07
,MONTECARLO,Monte Carlo Fashions Limited,Monte Carlo Fas.,85.71,HIGH_CONFIDENCE,2026-06-07
,MORARJEE,Morarjee Textiles Limited,Morarjee Text.,86.67,HIGH_CONFIDENCE,2026-06-07
,MOREPENLAB,Morepen Laboratories Limited,Zim Laboratories,77.78,REVIEW,2026-06-07
,MOSCHIP,Moschip Technologies Limited,Emiac Technologies,78.95,REVIEW,2026-06-07
,MOTHERSON,Samvardhana Motherson International Limited,KSH Internationa,58.82,UNMATCHED,2026-06-07
,MOTILALOFS,Motilal Oswal Financial Services Limited,Motil.Oswal.Fin.,63.83,UNMATCHED,2026-06-07
,MOTISONS,Motisons Jewellers Limited,Motisons Jewel,87.5,HIGH_CONFIDENCE,2026-06-07
,MOTOGENFIN,The Motor & General Finance Limited,Motor & Gen Fin,68.42,UNMATCHED,2026-06-07
,MPHASIS,MphasiS Limited,Mphasis,100.0,EXACT,2026-06-07
,MPSLTD,MPS Limited,MPS,100.0,EXACT,2026-06-07
,MRF,MRF Limited,MRF,100.0,EXACT,2026-06-07
,MRPL,Mangalore Refinery and Petrochemicals Limited,Manali Petrochem,56.6,UNMATCHED,2026-06-07
,MSPL,MSP Steel & Power Limited,MSP Steel & Pow.,92.86,HIGH_CONFIDENCE,2026-06-07
,MSTCLTD,Mstc Limited,MSTC,100.0,EXACT,2026-06-07
,MSUMI,Motherson Sumi Wiring India Limited,Motherson Wiring,74.42,UNMATCHED,2026-06-07
,MTARTECH,Mtar Technologies Limited,MTAR Technologie,96.97,EXACT,2026-06-07
,MTEDUCARE,MT Educare Limited,MT Educare,100.0,EXACT,2026-06-07
,MTNL,Mahanagar Telephone Nigam Limited,Mahasagar Travel,58.54,UNMATCHED,2026-06-07
,MUFIN,Mufin Green Finance Limited,Mufin Green,73.33,UNMATCHED,2026-06-07
,MUFTI,Credo Brands Marketing Limited,Credo Brands,70.59,UNMATCHED,2026-06-07
,MUKANDLTD,Mukand Limited,Mukand,100.0,EXACT,2026-06-07
,MUKKA,Mukka Proteins Limited,Mukka Proteins,100.0,EXACT,2026-06-07
,MUKTAARTS,Mukta Arts Limited,Mukta Arts,100.0,EXACT,2026-06-07
,MUNJALAU,Munjal Auto Industries Limited,Munjal Auto Inds,84.21,REVIEW,2026-06-07
,MUNJALSHOW,Munjal Showa Limited,Munjal Showa,100.0,EXACT,2026-06-07
,MURUDCERA,Murudeshwar Ceramics Limited,Murudesh.Ceramic,88.89,HIGH_CONFIDENCE,2026-06-07
,MUTHOOTCAP,Muthoot Capital Services Limited,Muthoot Cap.Serv,80.0,REVIEW,2026-06-07
,MUTHOOTFIN,Muthoot Finance Limited,Muthoot Finance,100.0,EXACT,2026-06-07
,MUTHOOTMF,Muthoot Microfin Limited,Muthoot Microfin,100.0,EXACT,2026-06-07
,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Manoj Jewellers,66.67,UNMATCHED,2026-06-07
,MWL,Mangalam Worldwide Limited,Mangalam World.,87.5,HIGH_CONFIDENCE,2026-06-07
,NACLIND,NACL Industries Limited,NACL Industries,100.0,EXACT,2026-06-07
,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Integra Capital,65.22,UNMATCHED,2026-06-07
,NAGREEKEXP,Nagreeka Exports Limited,Nagreeka Exports,100.0,EXACT,2026-06-07
,NAHARCAP,Nahar Capital and Financial Services Limited,A.K.Capital Serv,57.69,UNMATCHED,2026-06-07
,NAHARINDUS,Nahar Industrial Enterprises Limited,Enterprise Intl.,69.77,UNMATCHED,2026-06-07
,NAHARPOLY,Nahar Poly Films Limited,Nahar Poly,76.92,REVIEW,2026-06-07
,NAHARSPING,Nahar Spinning Mills Limited,Nahar Spinning,82.35,REVIEW,2026-06-07
,NAM-INDIA,Nippon Life India Asset Management Limited,Nippon Life Ind.,61.22,UNMATCHED,2026-06-07
,NARMADA,Narmada Agrobase Limited,Narmada Agrobase,100.0,EXACT,2026-06-07
,NATCAPSUQ,Natural Capsules Limited,Natural Capsules,100.0,EXACT,2026-06-07
,NATCOPHARM,Natco Pharma Limited,Natco Pharma,100.0,EXACT,2026-06-07
,NATHBIOGEN,Nath Bio-Genes (India) Limited,Nath Bio-Genes,82.35,REVIEW,2026-06-07
,NATIONALUM,National Aluminium Company Limited,Natl. Aluminium,87.5,HIGH_CONFIDENCE,2026-06-07
,NATIONSTD,National Standard (India) Limited,National Standar,82.05,REVIEW,2026-06-07
,NAUKRI,Info Edge (India) Limited,Info Edg.(India),96.55,EXACT,2026-06-07
,NAVA,NAVA LIMITED,Nava,100.0,EXACT,2026-06-07
,NAVINFLUOR,Navin Fluorine International Limited,Navin Fluo.Intl.,69.77,UNMATCHED,2026-06-07
,NAVKARCORP,Navkar Corporation Limited,Nava,80.0,REVIEW,2026-06-07
,NAVKARURB,Navkar Urbanstructure Limited,Navkar Urban.,72.73,UNMATCHED,2026-06-07
,NAVNETEDUL,Navneet Education Limited,Navneet Educat.,90.32,HIGH_CONFIDENCE,2026-06-07
,NAZARA,Nazara Technologies Limited,AAA Technologies,91.43,HIGH_CONFIDENCE,2026-06-07
,NBCC,NBCC (India) Limited,NLC India,84.21,REVIEW,2026-06-07
,NBIFIN,N. B. I. Industrial Finance Company Limited,Indus Finance,70.27,UNMATCHED,2026-06-07
,NCC,NCC Limited,NCC,100.0,EXACT,2026-06-07
,NCLIND,NCL Industries Limited,NCL Industries,100.0,EXACT,2026-06-07
,NDGL,Naga Dhunseri Group Limited,Naga Dhunseri,81.25,REVIEW,2026-06-07
,NDL,Nandan Denim Limited,Nandan Denim,100.0,EXACT,2026-06-07
,NDLVENTURE,NDL Ventures Limited,NDL Ventures,100.0,EXACT,2026-06-07
,NDRAUTO,Ndr Auto Components Limited,NDR Auto Compon.,88.24,HIGH_CONFIDENCE,2026-06-07
,NDTV,New Delhi Television Limited,Raj Television,64.71,UNMATCHED,2026-06-07
,NEAGI,Neelamalai Agro Industries Limited,Neelamalai Agro,73.17,UNMATCHED,2026-06-07
,NECCLTD,North Eastern Carrying Corporation Limited,North Eastn.Car.,81.08,REVIEW,2026-06-07
,NECLIFE,Nectar Lifesciences Limited,Nectar Lifesci.,84.85,REVIEW,2026-06-07
,NELCAST,Nelcast Limited,Nelcast,100.0,EXACT,2026-06-07
,NELCO,NELCO Limited,NELCO,100.0,EXACT,2026-06-07
,NEOGEN,Neogen Chemicals Limited,Neogen Chemicals,100.0,EXACT,2026-06-07
,NEPHROPLUS,Nephrocare Health Services Limited,Nephrocare Health Services,100.0,EXACT,2026-06-07
,NESCO,Nesco Limited,NESCO,100.0,EXACT,2026-06-07
,NESTLEIND,Nestle India Limited,Nestle India,100.0,EXACT,2026-06-07
,NETWEB,Netweb Technologies India Limited,N2N Technologies,73.17,UNMATCHED,2026-06-07
,NETWORK18,Network18 Media & Investments Limited,MASK INVESTMENTS,69.77,UNMATCHED,2026-06-07
,NEULANDLAB,Neuland Laboratories Limited,Neuland Labs.,75.0,REVIEW,2026-06-07
,NEWGEN,Newgen Software Technologies Limited,Newgen Software,69.77,UNMATCHED,2026-06-07
,NEXTMEDIA,Next Mediaworks Limited,Next Mediaworks,100.0,EXACT,2026-06-07
,NFL,National Fertilizers Limited,Natl.Fertilizer,85.71,HIGH_CONFIDENCE,2026-06-07
,NGIL,Nakoda Group of Industries Limited,N G Industries,70.0,UNMATCHED,2026-06-07
,NGLFINE,NGL Fine-Chem Limited,NGL Fine Chem,100.0,EXACT,2026-06-07
,NH,Narayana Hrudayalaya Ltd.,Narayana Hrudaya,88.89,HIGH_CONFIDENCE,2026-06-07
,NHPC,NHPC Limited,NHPC Ltd,100.0,EXACT,2026-06-07
,NIACL,The New India Assurance Company Limited,New India Assura,82.05,REVIEW,2026-06-07
,NIBE,NIBE Limited,NIBE,100.0,EXACT,2026-06-07
,NIBL,NRB Industrial Bearings Limited,NRB Indl Bearing,82.05,REVIEW,2026-06-07
,NIITLTD,NIIT Limited,NIIT,100.0,EXACT,2026-06-07
,NIITMTS,NIIT Learning Systems Limited,NIIT Learning,76.47,REVIEW,2026-06-07
,NILAINFRA,Nila Infrastructures Limited,Nila Infrastruct,88.89,HIGH_CONFIDENCE,2026-06-07
,NILASPACES,Nila Spaces Limited,Nila Spaces,100.0,EXACT,2026-06-07
,NILE,Nile Limited,NILE,100.0,EXACT,2026-06-07
,NILKAMAL,Nilkamal Limited,Nilkamal Ltd,100.0,EXACT,2026-06-07
,NIMBSPROJ,Nimbus Projects Limited,Nimbus Projects,100.0,EXACT,2026-06-07
,NINSYS,NINtec Systems Limited,NINtec Systems,100.0,EXACT,2026-06-07
,NIPPOBATRY,Indo-National Limited,Indo National,100.0,EXACT,2026-06-07
,NIRAJ,Niraj Cement Structurals Limited,Niraj Cement,66.67,UNMATCHED,2026-06-07
,NIRAJISPAT,Niraj Ispat Industries Limited,Satia Industries,84.21,REVIEW,2026-06-07
,NIRLON,Nirlon Limited,Nirlon,100.0,EXACT,2026-06-07
,NITCO,Nitco Limited,Nitco,100.0,EXACT,2026-06-07
,NITINSPIN,Nitin Spinners Limited,Nitin Spinners,100.0,EXACT,2026-06-07
,NITIRAJ,Nitiraj Engineers Limited,Nitiraj Engineer,96.97,EXACT,2026-06-07
,NITTAGELA,Nitta Gelatin India Limited,Nitta Gelatin,81.25,REVIEW,2026-06-07
,NIVABUPA,Niva Bupa Health Insurance Company Limited,Niva Bupa Health,76.19,REVIEW,2026-06-07
,NKIND,NK Industries Limited,NCL Industries,88.89,HIGH_CONFIDENCE,2026-06-07
,NLCINDIA,NLC India Limited,NLC India,100.0,EXACT,2026-06-07
,NMDC,NMDC Limited,NMDC,100.0,EXACT,2026-06-07
,NOCIL,NOCIL Limited,NOCIL,100.0,EXACT,2026-06-07
