symbol,sector,pe_ratio,pb_ratio,roe_pct,pe_score,roe_score,growth_score,valuation_score,valuation_label,revenue_ttm_cr,profit_ttm_cr,yoy_revenue_pct,yoy_profit_pct,as_of_date
KIRLOSENG,CAPITAL_GOODS,120.37,,4.67,0.0,18.68,100.0,27.47,EXPENSIVE_OR_WEAK,1453.7,67.89,,,2024-12-31
KIRLOSIND,CAPITAL_GOODS,31.09,,4.39,72.26212249631976,17.56,100.0,55.93,FAIR_VALUE,3301.28,144.98,,,2024-12-31
KIRLPNU,CAPITAL_GOODS,86.11,,10.73,23.17437658919571,42.92,100.0,46.44,MODERATE,342.63,36.78,,,2024-12-31
KITEX,TEXTILES,6.81,,15.69,93.92425391443993,62.75999999999999,100.0,82.67,CHEAP_QUALITY,492.2,77.25,,,2024-12-31
KKCL,TEXTILES,17.33,,16.64,84.53851987331043,66.56,100.0,80.44,CHEAP_QUALITY,563.39,93.74,,,2024-12-31
KMEW,INFRASTRUCTURE,38.79,,27.11,65.3923361734398,100.0,100.0,86.16,CHEAP_QUALITY,57.61,15.62,,,2024-12-31
KMSUGAR,FMCG,4.74,,7.63,95.77106660124014,30.519999999999996,100.0,70.52,FAIR_VALUE,165.76,12.64,,,2024-12-31
KNRCON,INFRASTRUCTURE,3.61,,31.75,96.77923004862382,100.0,100.0,98.71,CHEAP_QUALITY,1627.28,516.59,,,2024-12-31
KOHINOOR,AGRICULTURE,,,-0.38,50.0,0.0,100.0,40.0,MODERATE,23.39,-0.09,,,2024-09-30
KOKUYOCMLN,FMCG,,,-4.44,50.0,0.0,100.0,40.0,MODERATE,333.08,-14.8,,,2024-12-31
KOLTEPATIL,REALTY,39.3,,5.57,64.93732435205425,22.28,100.0,54.89,MODERATE,657.96,36.67,,,2024-12-31
KOPRAN,,,,6.26,50.0,25.040000000000003,100.0,50.02,MODERATE,166.24,10.4,,,2024-12-31
KOTARISUG,FMCG,8.82,,6.32,92.13097203015569,25.28,100.0,66.96,FAIR_VALUE,184.34,11.65,,,2024-12-31
KOTHARIPET,CHEMICALS,12.51,,9.36,88.83882767542491,37.44,100.0,70.51,FAIR_VALUE,311.86,29.18,,,2024-12-31
KOTHARIPRO,FMCG,,,-22.47,50.0,0.0,100.0,40.0,MODERATE,487.39,-109.53,,,2024-12-31
KPEL,POWER,22.56,,12.37,79.87241825400366,49.48,100.0,71.74,FAIR_VALUE,203.47,25.17,,,2024-12-31
KPIGREEN,POWER,15.45,,18.58,86.21581835214347,74.32,100.0,84.21,CHEAP_QUALITY,458.36,85.15,,,2024-12-31
KPIL,INFRASTRUCTURE,41.6,,2.49,62.88531025560958,9.96,100.0,49.14,MODERATE,10662.41,265.15,,,2024-12-31
KPITTECH,CAPITAL_GOODS,33.24,,20.39,70.34393540616497,81.56,100.0,80.76,CHEAP_QUALITY,1345.92,274.44,,,2024-12-31
KPRMILL,TEXTILES,49.72,,13.23,55.640808315117994,52.92,100.0,63.42,FAIR_VALUE,1529.22,202.25,,,2024-12-31
KRBL,AGRICULTURE,18.26,,7.97,83.70879243431324,31.879999999999995,100.0,66.24,FAIR_VALUE,2952.38,235.28,,,2024-12-31
KREBSBIO,PHARMA,,,-55.51,50.0,0.0,100.0,40.0,MODERATE,24.32,-13.5,,,2024-12-31
KRIDHANINF,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,67.13,,,2024-12-31
KRISHANA,CHEMICALS,11.42,,6.16,89.81130392113128,24.64,100.0,65.78,FAIR_VALUE,604.6,37.27,,,2024-12-31
KRITI,,,,-4.42,50.0,0.0,100.0,40.0,MODERATE,327.24,-14.45,,,2024-12-31
KRITIKA,METAL,16.71,,1.35,85.09167149930856,5.4,100.0,56.2,FAIR_VALUE,337.54,4.56,,,2024-12-31
KRITINUT,,13.77,,5.14,87.71468082259,20.56,100.0,63.31,FAIR_VALUE,346.47,17.8,,,2024-12-31
KRN,,136.09,,12.86,0.0,51.44,100.0,40.58,MODERATE,202.56,26.04,,,2024-12-31
KRONOX,CHEMICALS,21.28,,26.6,81.0144087076772,100.0,100.0,92.41,CHEAP_QUALITY,48.87,13.0,,,2024-12-31
KROSS,AUTO,16.56,,8.03,85.22549850559842,32.12,100.0,66.94,FAIR_VALUE,289.06,23.22,,,2024-12-31
KRSNAA,HEALTHCARE,22.51,,10.81,79.91702725610028,43.24,100.0,69.26,FAIR_VALUE,360.85,39.01,,,2024-12-31
KRYSTAL,OTHER,13.85,,5.68,87.6433064192354,22.72,100.0,64.15,FAIR_VALUE,266.16,15.13,,,2024-09-30
KSB,CAPITAL_GOODS,64.68,,9.62,42.29379488780835,38.48,100.0,52.31,MODERATE,1342.9,129.2,,,2024-12-31
KSCL,AGRICULTURE,159.54,,4.48,0.0,17.92,100.0,27.17,EXPENSIVE_OR_WEAK,311.49,13.95,,,2024-12-31
KSHITIJPOL,,,,-14.9,50.0,0.0,100.0,40.0,MODERATE,23.69,-3.53,,,2024-12-31
KSL,METAL,17.01,,11.66,84.82401748672882,46.64,100.0,72.59,FAIR_VALUE,484.0,56.45,,,2024-12-31
KSOLVES,IT,8.7,,26.9,92.23803363518758,100.0,100.0,96.9,CHEAP_QUALITY,72.52,19.51,,,2024-12-31
KUANTUM,CHEMICALS,6.47,,9.27,94.22759512869698,37.08,100.0,72.52,FAIR_VALUE,548.94,50.87,,,2024-12-31
KUNDANMM,,,,4.54,50.0,18.16,100.0,47.26,MODERATE,1297.36,58.95,,,2024-12-31
LAGNAM,TEXTILES,25.79,,0.97,76.99067671856182,3.88,100.0,52.35,MODERATE,282.73,2.73,,,2024-12-31
LAL,TEXTILES,,,30.74,50.0,100.0,100.0,80.0,CHEAP_QUALITY,34.32,10.55,,,2024-12-31
LALPATHLAB,HEALTHCARE,26.52,,19.81,76.33938528795112,79.24,100.0,82.23,CHEAP_QUALITY,660.2,130.8,,,2024-09-30
LAMBODHARA,TEXTILES,12.35,,3.86,88.9815764821341,15.439999999999998,100.0,61.77,FAIR_VALUE,121.73,4.7,,,2024-12-31
LANCORHOL,REALTY,,,1.68,50.0,6.72,100.0,42.69,MODERATE,103.34,1.74,,,2024-12-31
LANDMARK,AUTO,77.41,,0.58,30.936342954008122,2.32,100.0,33.3,EXPENSIVE_OR_WEAK,2102.3,12.14,,,2024-12-31
LAOPALA,FMCG,21.18,,25.96,81.10362671187046,100.0,100.0,92.44,CHEAP_QUALITY,181.91,47.23,,,2024-12-31
LASA,PHARMA,8.31,,3.13,92.58598385154124,12.520000000000001,100.0,62.04,FAIR_VALUE,72.47,2.27,,,2024-12-31
LATENTVIEW,REALTY,34.11,,19.07,69.56773876968371,76.28,100.0,78.34,CHEAP_QUALITY,436.79,83.31,,,2024-12-31
LATTEYS,,53.17,,3.74,52.562787170450996,14.96,100.0,47.01,MODERATE,18.73,0.7,,,2024-09-30
LAURUSLABS,PHARMA,365.28,,4.28,0.0,17.12,100.0,26.85,EXPENSIVE_OR_WEAK,2638.75,112.89,,,2024-12-31
LAXMICOT,TEXTILES,,,-6.68,50.0,0.0,100.0,40.0,MODERATE,56.4,-3.77,,,2024-09-30
LAXMIDENTL,HEALTHCARE,95.35,,7.41,14.930633001739757,29.64,100.0,37.83,MODERATE,43.34,3.21,,,2024-12-31
LCCINFOTEC,OTHER,,,-7700.0,50.0,0.0,100.0,40.0,MODERATE,0.02,-1.54,,,2024-12-31
LEEL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.16,,,2024-12-31
LEMONTREE,HOSPITALITY,51.31,,17.96,54.22224204844538,71.84,100.0,70.42,FAIR_VALUE,639.54,114.88,,,2024-12-31
LEXUS,REALTY,,,-4.9,50.0,0.0,100.0,40.0,MODERATE,36.5,-1.79,,,2024-12-31
LFIC,,,,21.23,50.0,84.92,100.0,73.97,FAIR_VALUE,6.83,1.45,,,2024-12-31
LGBBROSLTD,AUTO,16.41,,11.74,85.3593255118883,46.96,100.0,72.93,FAIR_VALUE,660.93,77.58,,,2024-09-30
LGHL,FMCG,31.06,,17.27,72.28888789757774,69.08,100.0,76.55,CHEAP_QUALITY,44.25,7.64,,,2024-12-31
LIBAS,TEXTILES,,,-6.98,50.0,0.0,100.0,40.0,MODERATE,21.5,-1.5,,,2024-12-31
LIBERTSHOE,FMCG,69.77,,0.99,37.752598474372135,3.9599999999999995,100.0,36.69,MODERATE,331.89,3.29,,,2024-12-31
LICHSGFIN,FINANCIAL_SERVICES,5.62,,19.74,94.98594816433956,78.96,100.0,89.58,CHEAP_QUALITY,13983.14,2760.86,,,2024-12-31
LIKHITHA,,12.58,,13.41,88.77637507248963,53.64,100.0,76.97,CHEAP_QUALITY,259.56,34.8,,,2024-12-31
LINC,FMCG,19.05,,7.07,83.00397020118659,28.28,100.0,64.51,FAIR_VALUE,122.16,8.64,,,2024-12-31
LINCOLN,PHARMA,15.03,,14.17,86.5905339697551,56.68,100.0,77.31,CHEAP_QUALITY,146.55,20.77,,,2024-12-31
LINDEINDIA,CHEMICALS,139.96,,17.96,0.0,71.84,100.0,48.74,MODERATE,1240.27,222.74,,,2024-12-31
LLOYDSENGG,CAPITAL_GOODS,69.78,,13.65,37.743676673952805,54.6,100.0,56.94,FAIR_VALUE,266.21,36.33,,,2024-12-31
LLOYDSENT,CAPITAL_GOODS,55.92,,14.27,50.10929205513672,57.08,100.0,62.88,FAIR_VALUE,290.3,41.42,,,2024-12-31
LLOYDSME,METAL,59.95,,23.24,46.5138064861489,92.96,100.0,75.79,CHEAP_QUALITY,1675.17,389.29,,,2024-12-31
LMW,CAPITAL_GOODS,191.95,,2.85,0.0,11.4,100.0,24.56,EXPENSIVE_OR_WEAK,1535.42,43.76,,,2024-12-31
LODHA,REALTY,56.19,,16.11,49.86840344381497,64.44,100.0,65.72,FAIR_VALUE,2625.7,423.1,,,2024-09-30
LOKESHMACH,,,,-0.49,50.0,0.0,100.0,40.0,MODERATE,127.1,-0.62,,,2024-12-31
LORDSCHLO,CHEMICALS,104.88,,1.29,6.428157202123397,5.16,100.0,24.64,EXPENSIVE_OR_WEAK,125.4,1.62,,,2024-12-31
LOTUSEYE,HEALTHCARE,,,-0.56,50.0,0.0,100.0,40.0,MODERATE,25.16,-0.14,,,2024-12-31
LOVABLE,TEXTILES,,,-21.82,50.0,0.0,100.0,40.0,MODERATE,18.56,-4.05,,,2024-12-31
LOYALTEX,,,,-22.6,50.0,0.0,100.0,40.0,MODERATE,340.35,-76.92,,,2024-12-31
LPDC,REALTY,,,-492.11,50.0,0.0,100.0,40.0,MODERATE,0.76,-3.74,,,2024-12-31
LT,INFRASTRUCTURE,41.95,,6.66,62.57304724093322,26.640000000000004,100.0,55.69,FAIR_VALUE,61554.58,4098.84,,,2024-09-30
LTF,FINANCIAL_SERVICES,27.84,,17.33,75.16170763260025,69.32,100.0,77.79,CHEAP_QUALITY,4019.34,696.68,,,2024-09-30
LTFOODS,AGRICULTURE,21.82,,6.75,80.53263148503368,27.0,100.0,63.01,FAIR_VALUE,4382.6,296.0,,,2024-12-31
LTIM,,26.65,,13.27,76.2234018824999,53.07999999999999,100.0,71.72,FAIR_VALUE,9432.9,1251.6,,,2024-09-30
LTTS,IT,25.74,,12.24,77.03528572065844,48.96,100.0,70.4,FAIR_VALUE,5225.9,639.5,,,2024-12-31
LUMAXIND,AUTO,43.62,,3.48,61.08310657090601,13.919999999999998,100.0,50.0,MODERATE,811.82,28.28,,,2024-09-30
LUMAXTECH,AUTO,60.55,,6.17,45.978498460989435,24.68,100.0,48.26,MODERATE,1747.86,107.84,,,2024-12-31
LUPIN,PHARMA,32.24,,15.02,71.23611544809742,60.08,100.0,72.53,FAIR_VALUE,11440.44,1718.34,,,2024-12-31
LUXIND,TEXTILES,21.79,,6.76,80.55939688629165,27.04,100.0,63.04,FAIR_VALUE,1230.08,83.11,,,2024-12-31
LXCHEM,CHEMICALS,36.55,,3.73,67.39081946736852,14.92,100.0,52.92,MODERATE,786.34,29.31,,,2024-12-31
LYKALABS,PHARMA,27.73,,6.4,75.25984743721284,25.6,100.0,60.34,FAIR_VALUE,74.95,4.8,,,2024-12-31
LYPSAGEMS,FMCG,,,0.36,50.0,1.44,100.0,40.58,MODERATE,2.76,0.01,,,2024-09-30
M&M,HOSPITALITY,27.92,,8.8,75.09033322924566,35.2,100.0,64.12,FAIR_VALUE,79393.79,6985.54,,,2024-12-31
M&MFIN,FINANCIAL_SERVICES,15.35,,15.78,86.3050363563367,63.12,100.0,79.77,CHEAP_QUALITY,8040.48,1268.94,,,2024-12-31
MAANALU,METAL,40.36,,2.11,63.99161350760584,8.44,100.0,48.97,MODERATE,387.53,8.18,,,2024-12-31
MACPOWER,CAPITAL_GOODS,52.74,,9.73,52.94642458848195,38.92,100.0,56.75,FAIR_VALUE,131.21,12.77,,,2024-12-31
MADHAV,REALTY,25.14,,5.05,77.5705937458179,20.2,100.0,59.11,FAIR_VALUE,12.67,0.64,,,2024-12-31
MADHUCON,,,,-400.36,50.0,0.0,100.0,40.0,MODERATE,111.44,-446.16,,,2024-12-31
MADRASFERT,CHEMICALS,7.13,,5.72,93.63875630102154,22.88,100.0,66.61,FAIR_VALUE,1331.94,76.21,,,2024-12-31
MAGADSUGAR,FMCG,12.27,,4.36,89.05295088548868,17.44,100.0,62.6,FAIR_VALUE,607.68,26.52,,,2024-12-31
MAGNUM,CHEMICALS,3.59,,9.18,96.79707364946246,36.72,100.0,73.41,FAIR_VALUE,186.78,17.14,,,2024-12-31
MAHAPEXLTD,FINANCIAL_SERVICES,,,-2786.79,50.0,0.0,100.0,40.0,MODERATE,0.53,-14.77,,,2024-12-31
MAHASTEEL,OTHER,499.9,,0.37,0.0,1.48,100.0,20.59,EXPENSIVE_OR_WEAK,354.56,1.32,,,2024-12-31
MAHEPC,CAPITAL_GOODS,13.29,,7.8,88.14292724271759,31.2,100.0,67.74,FAIR_VALUE,81.45,6.35,,,2024-12-31
MAHESHWARI,,15.03,,1.42,86.5905339697551,5.68,100.0,56.91,FAIR_VALUE,464.09,6.58,,,2024-12-31
MAHLIFE,REALTY,60.23,,28.79,46.26399607440782,100.0,100.0,78.51,CHEAP_QUALITY,163.76,47.14,,,2024-12-31
MAHLOG,LOGISTICS,66.52,,0.79,40.652183610652635,3.16,100.0,37.52,MODERATE,2562.77,20.16,,,2024-12-31
MAHSCOOTER,FINANCIAL_SERVICES,46.05,,91.42,58.91510906901013,100.0,100.0,83.57,CHEAP_QUALITY,168.96,154.46,,,2024-12-31
MAHSEAMLES,METAL,9.86,,15.05,91.20310478654594,60.199999999999996,100.0,80.56,CHEAP_QUALITY,2699.92,406.22,,,2024-12-31
MAITHANALL,METAL,6.41,,23.41,94.28112593121291,93.64,100.0,95.17,CHEAP_QUALITY,995.31,233.02,,,2024-12-31
MALLCOM,CAPITAL_GOODS,16.67,,8.12,85.12735870098585,32.48,100.0,67.04,FAIR_VALUE,238.47,19.36,,,2024-12-31
MALUPAPER,CHEMICALS,,,-5.77,50.0,0.0,100.0,40.0,MODERATE,127.32,-7.34,,,2024-12-31
MAMATA,CAPITAL_GOODS,38.12,,11.55,65.99009680153456,46.2,100.0,64.88,FAIR_VALUE,116.22,13.42,,,2024-12-31
MANAKALUCO,METAL,34.87,,1.15,68.88968193781506,4.6,100.0,49.4,MODERATE,290.36,3.34,,,2024-12-31
MANAKCOAT,METAL,42.14,,2.44,62.40353303296605,9.76,100.0,48.87,MODERATE,205.05,5.01,,,2024-12-31
MANAKSIA,METAL,106.9,,2.22,4.625953517419812,8.88,100.0,25.4,EXPENSIVE_OR_WEAK,73.34,1.63,,,2024-12-31
MANAKSTEEL,,73.51,,1.29,34.41584511754472,5.16,100.0,35.83,MODERATE,264.93,3.41,,,2024-12-31
MANALIPETC,CHEMICALS,1602.5,,0.09,0.0,0.36,100.0,20.14,EXPENSIVE_OR_WEAK,230.22,0.2,,,2024-09-30
MANAPPURAM,FINANCIAL_SERVICES,16.13,,16.38,85.60913592362938,65.52,100.0,80.45,CHEAP_QUALITY,5192.82,850.54,,,2024-12-31
MANBA,FINANCIAL_SERVICES,17.38,,16.32,84.49391087121381,65.28,100.0,79.91,CHEAP_QUALITY,182.48,29.78,,,2024-12-31
MANCREDIT,FINANCIAL_SERVICES,35.41,,27.53,68.40790471517153,100.0,100.0,87.36,CHEAP_QUALITY,24.34,6.7,,,2024-12-31
MANGALAM,OTHER,8.69,,1.45,92.2469554356069,5.8,100.0,59.22,FAIR_VALUE,88.71,1.29,,,2024-12-31
MANGCHEFER,,21.85,,4.8,80.5058660837757,19.2,100.0,59.88,FAIR_VALUE,1744.05,83.77,,,2024-12-31
MANGLMCEM,CEMENT,113.23,,1.39,0.0,5.56,100.0,22.22,EXPENSIVE_OR_WEAK,797.52,11.09,,,2024-12-31
MANINDS,METAL,28.06,,4.29,74.96542802337511,17.16,100.0,56.85,FAIR_VALUE,1538.17,65.98,,,2024-12-31
MANINFRA,REALTY,21.7,,20.51,80.63969309006558,82.04,100.0,85.07,CHEAP_QUALITY,230.32,47.25,,,2024-09-30
MANKIND,PHARMA,49.64,,16.54,55.71218271847259,66.16,100.0,68.75,FAIR_VALUE,6306.51,1043.4,,,2024-12-31
MANOMAY,TEXTILES,15.23,,2.99,86.4120979613686,11.96,100.0,59.35,FAIR_VALUE,362.39,10.82,,,2024-12-31
MANORAMA,FMCG,80.98,,14.57,27.751260204309236,58.28,100.0,54.41,MODERATE,209.2,30.47,,,2024-12-31
MANORG,,41.81,,2.21,62.69795244680376,8.84,100.0,48.62,MODERATE,262.23,5.79,,,2024-12-31
MANUGRAPH,,,,-121.05,50.0,0.0,100.0,40.0,MODERATE,18.81,-22.77,,,2024-12-31
MANYAVAR,RETAIL,37.12,,24.97,66.88227684346701,99.88,100.0,86.7,CHEAP_QUALITY,267.94,66.9,,,2024-09-30
MAPMYINDIA,IT,35.03,,28.72,68.74693313110586,100.0,100.0,87.5,CHEAP_QUALITY,218.22,62.68,,,2024-12-31
MARALOVER,,,,-3.36,50.0,0.0,100.0,40.0,MODERATE,521.41,-17.52,,,2024-12-31
MARATHON,REALTY,10.41,,35.23,90.71240576348308,100.0,100.0,96.28,CHEAP_QUALITY,279.58,98.51,,,2024-12-31
MARICO,FMCG,65.69,,15.37,41.392693045456575,61.480000000000004,100.0,61.15,FAIR_VALUE,5458.0,839.0,,,2024-12-31
MARINE,CAPITAL_GOODS,99.22,,4.64,11.477896239461128,18.56,100.0,32.02,EXPENSIVE_OR_WEAK,377.9,17.55,,,2024-12-31
MARKSANS,PHARMA,30.59,,15.32,72.70821251728599,61.28,100.0,73.6,FAIR_VALUE,1323.77,202.83,,,2024-12-31
MARUTI,AUTO,29.77,,9.61,73.43980015167061,38.44,100.0,64.75,FAIR_VALUE,38764.3,3726.9,,,2024-12-31
MASFIN,FINANCIAL_SERVICES,20.3,,19.9,81.88874514877102,79.6,100.0,84.6,CHEAP_QUALITY,794.0,158.01,,,2024-12-31
MASKINVEST,,499.06,,10.26,0.0,41.04,100.0,36.42,MODERATE,0.39,0.04,,,2024-12-31
MASTEK,IT,11.03,,12.86,90.15925413748495,51.44,100.0,76.64,CHEAP_QUALITY,1736.92,223.36,,,2024-12-31
MASTERTR,FINANCIAL_SERVICES,5.74,,23.89,94.87888655930767,95.56,100.0,96.18,CHEAP_QUALITY,301.6,72.04,,,2024-12-31
MATRIMONY,RETAIL,18.74,,10.19,83.28054601418566,40.76,100.0,69.62,FAIR_VALUE,226.93,23.13,,,2024-12-31
MAWANASUG,,4.28,,7.3,96.18146942052907,29.2,100.0,70.15,FAIR_VALUE,716.94,52.32,,,2024-12-31
MAXESTATES,REALTY,,,-3.43,50.0,0.0,100.0,40.0,MODERATE,40.18,-1.38,,,2024-09-30
MAXHEALTH,HEALTHCARE,105.28,,14.56,6.071285185350406,58.24,100.0,45.72,MODERATE,3575.77,520.61,,,2024-12-31
MAXIND,FINANCIAL_SERVICES,,,-128.38,50.0,0.0,100.0,40.0,MODERATE,34.74,-44.6,,,2024-12-31
MAYURUNIQ,TEXTILES,30.52,,14.67,72.77066512022125,58.68,100.0,72.58,FAIR_VALUE,208.39,30.57,,,2024-12-31
MAZDA,CAPITAL_GOODS,14.24,,15.83,87.29535620288173,63.32,100.0,80.25,CHEAP_QUALITY,103.58,16.4,,,2024-12-31
MAZDOCK,DEFENCE,21.51,,21.22,80.80920729803273,84.88,100.0,86.28,CHEAP_QUALITY,2756.83,585.08,,,2024-09-30
MBAPL,CHEMICALS,15.54,,5.65,86.13552214836955,22.6,100.0,63.49,FAIR_VALUE,562.03,31.74,,,2024-12-31
MBECL,,,,-1025.2,50.0,0.0,100.0,40.0,MODERATE,48.46,-496.81,,,2024-12-31
MBLINFRA,,,,72.26,50.0,100.0,100.0,80.0,CHEAP_QUALITY,32.95,23.81,,,2024-09-30
MCL,METAL,41.01,,3.16,63.41169648034975,12.64,100.0,50.42,MODERATE,58.58,1.85,,,2024-12-31
MCLEODRUSS,,1.55,,18.68,98.61712093500469,74.72,100.0,89.33,CHEAP_QUALITY,452.62,84.54,,,2024-09-30
MCLOUD,IT,15.25,,19.37,86.39425436052996,77.48,100.0,85.55,CHEAP_QUALITY,151.42,29.33,,,2024-12-31
MEDANTA,HEALTHCARE,61.74,,15.14,44.9168042110898,60.56,100.0,62.19,FAIR_VALUE,943.44,142.86,,,2024-12-31
MEDIASSIST,HEALTHCARE,25.64,,13.9,77.12450372485168,55.60000000000001,100.0,73.09,FAIR_VALUE,366.74,50.98,,,2024-12-31
MEDICAMEQ,PHARMA,33.24,,5.7,70.34393540616497,22.8,100.0,57.26,FAIR_VALUE,83.99,4.79,,,2024-12-31
MEDICO,PHARMA,37.9,,5.29,66.18637641075969,21.16,100.0,54.94,MODERATE,78.84,4.17,,,2024-12-31
MEDPLUS,PHARMA,284.44,,5.14,0.0,20.56,100.0,28.22,EXPENSIVE_OR_WEAK,333.02,17.12,,,2024-12-31
MEGASOFT,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-8.4,,,2024-12-31
MEGASTAR,FMCG,99.92,,1.12,10.853370210108404,4.48,100.0,26.13,EXPENSIVE_OR_WEAK,182.7,2.05,,,2024-12-31
MELSTAR,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.28,,,2024-12-31
MENONBE,,37.08,,10.33,66.91796404514432,41.32,100.0,63.3,FAIR_VALUE,117.78,12.17,,,2024-12-31
MEP,,,,-2953.61,50.0,0.0,100.0,40.0,MODERATE,20.48,-604.9,,,2024-03-31
METROBRAND,FMCG,98.12,,12.26,12.45929428558683,49.04,100.0,44.6,MODERATE,585.45,71.77,,,2024-09-30
METROPOLIS,HEALTHCARE,14.87,,13.35,86.73328277646429,53.400000000000006,100.0,76.05,CHEAP_QUALITY,349.79,46.7,,,2024-09-30
MFML,TEXTILES,,,-2.73,50.0,0.0,100.0,40.0,MODERATE,39.16,-1.07,,,2024-12-31
MFSL,FINANCIAL_SERVICES,244.44,,0.78,0.0,3.12,100.0,21.25,EXPENSIVE_OR_WEAK,8923.21,69.81,,,2024-12-31
MGEL,,10.98,,1.18,90.20386313958156,4.72,100.0,57.97,FAIR_VALUE,983.61,11.56,,,2024-12-31
MGL,ENERGY,10.23,,14.44,90.87299817103091,57.76,100.0,79.45,CHEAP_QUALITY,1962.87,283.5,,,2024-09-30
MHLXMIRU,TEXTILES,7.22,,18.32,93.55846009724762,73.28,100.0,86.74,CHEAP_QUALITY,48.64,8.91,,,2024-12-31
MHRIL,HOSPITALITY,51.95,,3.48,53.6512468216086,13.919999999999998,100.0,47.03,MODERATE,1349.17,46.91,,,2024-12-31
MICEL,CAPITAL_GOODS,113.36,,18.61,0.0,74.44,100.0,49.78,MODERATE,22.95,4.27,,,2024-12-31
MIDHANI,DEFENCE,82.37,,9.09,26.511129946023104,36.36,100.0,45.15,MODERATE,262.12,23.82,,,2024-09-30
MINDACORP,AUTO,59.0,,5.47,47.36137752598475,21.88,100.0,47.7,MODERATE,2542.57,139.14,,,2024-12-31
MINDTECK,IT,20.85,,7.3,81.39804612570816,29.2,100.0,64.24,FAIR_VALUE,212.25,15.5,,,2024-12-31
MIRCELECTR,,,,-1.23,50.0,0.0,100.0,40.0,MODERATE,318.18,-3.92,,,2024-12-31
MIRZAINT,TEXTILES,20.36,,2.93,81.83521434625507,11.72,100.0,57.42,FAIR_VALUE,201.39,5.9,,,2024-09-30
MITCON,,32.23,,3.83,71.24503724851677,15.32,100.0,54.63,MODERATE,50.15,1.92,,,2024-12-31
MITTAL,TEXTILES,21.36,,2.08,80.94303430432261,8.32,100.0,55.71,FAIR_VALUE,37.46,0.78,,,2024-12-31
MKPL,FMCG,26.04,,4.26,76.7676317080787,17.04,100.0,57.52,FAIR_VALUE,73.17,3.12,,,2024-12-31
MMFL,AUTO,18.77,,7.57,83.2537806129277,30.28,100.0,65.41,FAIR_VALUE,772.35,58.46,,,2024-12-31
MMP,METAL,21.33,,5.33,80.9697997055806,21.32,100.0,60.92,FAIR_VALUE,313.22,16.68,,,2024-12-31
MMTC,DIVERSIFIED,148.89,,2310.5,0.0,100.0,100.0,60.0,FAIR_VALUE,1.81,41.82,,,2024-12-31
MOBIKWIK,FINANCIAL_SERVICES,,,-10.51,50.0,0.0,100.0,40.0,MODERATE,560.12,-58.88,,,2024-12-31
MODIRUBBER,AUTO,12.81,,97.23,88.57117366284515,100.0,100.0,95.43,CHEAP_QUALITY,6.5,6.32,,,2024-09-30
MODISONLTD,,39.75,,4.79,64.53584333318464,19.16,100.0,53.48,MODERATE,121.21,5.81,,,2024-12-31
MODTHREAD,TEXTILES,,,0.13,50.0,0.52,100.0,40.21,MODERATE,134.58,0.17,,,2024-12-31
MOHITIND,TEXTILES,,,-3.97,50.0,0.0,100.0,40.0,MODERATE,25.71,-1.02,,,2024-09-30
MOIL,METAL,24.89,,17.25,77.79363875630102,69.0,100.0,78.72,CHEAP_QUALITY,658.71,113.64,,,2024-12-31
MOKSH,FMCG,6.75,,1.77,93.97778471695588,7.08,100.0,60.42,FAIR_VALUE,275.74,4.89,,,2024-12-31
MOL,CHEMICALS,,,-0.77,50.0,0.0,100.0,40.0,MODERATE,568.51,-4.39,,,2024-12-31
MOLDTECH,CHEMICALS,177.91,,1.61,0.0,6.4399999999999995,100.0,22.58,EXPENSIVE_OR_WEAK,33.6,0.54,,,2024-12-31
MOLDTKPAC,CHEMICALS,43.0,,7.27,61.63625819690414,29.080000000000002,100.0,56.29,FAIR_VALUE,381.99,27.76,,,2024-12-31
MONARCH,FINANCIAL_SERVICES,15.64,,46.76,86.04630414417629,100.0,100.0,94.42,CHEAP_QUALITY,180.7,84.5,,,2024-12-31
MONTECARLO,TEXTILES,5.47,,13.63,95.11977517062944,54.52,100.0,79.86,CHEAP_QUALITY,768.48,104.78,,,2024-12-31
MORARJEE,,,,-798.71,50.0,0.0,100.0,40.0,MODERATE,13.22,-105.59,,,2024-03-31
MOREPENLAB,PHARMA,29.96,,6.94,73.27028594370344,27.76,100.0,60.41,FAIR_VALUE,786.95,54.61,,,2024-12-31
MOSCHIP,IT,80.66,,11.07,28.036757817727633,44.28,100.0,48.93,MODERATE,109.76,12.15,,,2024-12-31
MOTHERSON,CAPITAL_GOODS,28.7,,3.41,74.39443279653834,13.639999999999999,100.0,55.21,FAIR_VALUE,27811.86,948.81,,,2024-09-30
MOTILALOFS,FINANCIAL_SERVICES,16.91,,34.9,84.91323549092206,100.0,100.0,93.97,CHEAP_QUALITY,4836.46,1687.8,,,2024-12-31
MOTISONS,FMCG,16.73,,10.09,85.07382789846991,40.36,100.0,70.17,FAIR_VALUE,254.65,25.7,,,2024-12-31
MOTOGENFIN,,114.09,,13.75,0.0,55.00000000000001,100.0,42.0,MODERATE,3.49,0.48,,,2024-12-31
