symbol,date_start,date_end,quarter_label,window_label,filing_date,revenue_cr,net_profit_cr,eps,rounding,standalone_or_consolidated,source
MARINE,2020-10-01,2020-12-31,Third quarter,Q3FY21,11-Feb-202,54.8146,1.7672,0.72,Lakhs,Standalone,nselib_xbrl
MARINE,2021-01-01,2021-03-31,Yearly,Q4FY21,09-Jun-202,66.997,4.5458,0.39,Lakhs,Standalone,nselib_xbrl
MARINE,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,65.0834,0.536,-0.03,Lakhs,Consolidated,nselib_xbrl
MARINE,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,107.3943,4.0173,0.31,Lakhs,Consolidated,nselib_xbrl
MARINE,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,109.7889,4.2759,0.34,Lakhs,Consolidated,nselib_xbrl
MARINE,2022-01-01,2022-03-31,Yearly,Q4FY22,28-May-202,94.062,4.449,0.37,Lakhs,Consolidated,nselib_xbrl
MARINE,2022-04-01,2022-06-30,First quarter,Q1FY23,04-Aug-202,65.151,1.7197,0.14,Lakhs,Standalone,nselib_xbrl
MARINE,2022-07-01,2022-09-30,Half yearly,Q2FY23,14-Nov-202,90.3581,2.953,0.24,Lakhs,Consolidated,nselib_xbrl
MARINE,2022-10-01,2022-12-31,Third quarter,Q3FY23,13-Feb-202,126.8022,7.0933,0.6,Lakhs,Consolidated,nselib_xbrl
MARINE,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,143.1211,3.9538,0.34,Lakhs,Consolidated,nselib_xbrl
MARINE,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,101.0672,3.5156,0.28,Lakhs,Consolidated,nselib_xbrl
MARINE,2023-07-01,2023-09-30,Half yearly,Q2FY24,09-Nov-202,137.3242,4.7509,0.37,Lakhs,Consolidated,nselib_xbrl
MARINE,2023-10-01,2023-12-31,Third quarter,Q3FY24,14-Feb-202,124.308,5.1558,0.4,Lakhs,Standalone,nselib_xbrl
MARINE,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,237.0829,12.1799,0.97,Lakhs,Consolidated,nselib_xbrl
MARINE,2024-04-01,2024-06-30,First quarter,Q1FY25,12-Aug-202,138.4558,7.0509,0.54,Lakhs,Consolidated,nselib_xbrl
MARINE,2024-07-01,2024-09-30,Half yearly,Q2FY25,12-Nov-202,184.1034,12.7647,0.95,Lakhs,Consolidated,nselib_xbrl
MARINE,2024-10-01,2024-12-31,Third quarter,Q3FY25,13-Feb-202,193.7955,4.7862,0.39,Lakhs,Consolidated,nselib_xbrl
MARKSANS,2020-07-01,2020-09-30,Half yearly,Q2FY21,06-Nov-202,137.552,23.534,0.57,Millions,Standalone,nselib_xbrl
MARKSANS,2020-10-01,2020-12-31,Third quarter,Q3FY21,08-Feb-202,358.363,58.94,1.42,Millions,Consolidated,nselib_xbrl
MARKSANS,2021-01-01,2021-03-31,Yearly,Q4FY21,31-May-202,330.198,79.498,1.93,Millions,Consolidated,nselib_xbrl
MARKSANS,2021-04-01,2021-06-30,First quarter,Q1FY22,11-Aug-202,348.962,62.6,1.51,Millions,Consolidated,nselib_xbrl
MARKSANS,2021-07-01,2021-09-30,Half yearly,Q2FY22,10-Nov-202,361.201,46.288,1.11,Millions,Consolidated,nselib_xbrl
MARKSANS,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,362.633,48.272,1.2,Millions,Consolidated,nselib_xbrl
MARKSANS,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,418.043,29.653,0.69,Millions,Consolidated,nselib_xbrl
MARKSANS,2022-04-01,2022-06-30,First quarter,Q1FY23,14-Aug-202,433.768,60.184,1.46,Millions,Consolidated,nselib_xbrl
MARKSANS,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,170.259,40.229,1.0,Millions,Standalone,nselib_xbrl
MARKSANS,2022-10-01,2022-12-31,Third quarter,Q3FY23,13-Feb-202,479.829,62.306,1.56,Millions,Consolidated,nselib_xbrl
MARKSANS,2023-01-01,2023-03-31,Yearly,Q4FY23,31-May-202,485.976,82.71,1.97,Millions,Consolidated,nselib_xbrl
MARKSANS,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,500.033,70.438,1.52,Millions,Consolidated,nselib_xbrl
MARKSANS,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,531.236,83.85,1.84,Millions,Consolidated,nselib_xbrl
MARKSANS,2023-10-01,2023-12-31,Third quarter,Q3FY24,13-Feb-202,586.127,82.965,1.84,Millions,Consolidated,nselib_xbrl
MARKSANS,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,560.013,77.643,1.73,Millions,Consolidated,nselib_xbrl
MARKSANS,2024-04-01,2024-06-30,First quarter,Q1FY25,14-Aug-202,590.618,89.067,1.96,Millions,Consolidated,nselib_xbrl
MARKSANS,2024-07-01,2024-09-30,Half yearly,Q2FY25,12-Nov-202,641.923,97.76,2.13,Millions,Consolidated,nselib_xbrl
MARKSANS,2024-10-01,2024-12-31,Third quarter,Q3FY25,11-Feb-202,681.846,105.067,2.31,Millions,Consolidated,nselib_xbrl
MARSHALL,2021-10-01,2021-12-31,Third quarter,Q3FY22,14-Feb-202,9.294,-3.0834,-2.12,Lakhs,Standalone,nselib_xbrl
MARSHALL,2022-01-01,2022-03-31,Yearly,Q4FY22,06-Jul-202,24.3765,2.1648,1.49,Lakhs,Standalone,nselib_xbrl
MARSHALL,2022-04-01,2022-06-30,First quarter,Q1FY23,14-Aug-202,6.7855,-2.521,-1.73,Lakhs,Standalone,nselib_xbrl
MARSHALL,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Dec-202,8.3966,-0.6854,-0.47,Lakhs,Standalone,nselib_xbrl
MARSHALL,2022-10-01,2022-12-31,Third quarter,Q3FY23,04-Mar-202,7.1359,-1.0578,-0.73,Lakhs,Standalone,nselib_xbrl
MARSHALL,2023-01-01,2023-03-31,Yearly,Q4FY23,02-Jun-202,12.1773,-2.6353,-1.81,Lakhs,Standalone,nselib_xbrl
MARSHALL,2023-04-01,2023-06-30,First quarter,Q1FY24,12-Aug-202,10.6598,-1.0293,-0.71,Lakhs,Standalone,nselib_xbrl
MARSHALL,2023-07-01,2023-09-30,Half yearly,Q2FY24,14-Nov-202,1.7934,-2.6288,-1.81,Lakhs,Standalone,nselib_xbrl
MARSHALL,2023-10-01,2023-12-31,Third quarter,Q4FY24,02-Apr-202,9.9937,-0.4338,-0.18,Lakhs,Standalone,nselib_xbrl
MARSHALL,2024-01-01,2024-03-31,Yearly,Q4FY24,14-Jun-202,5.5156,-1.3068,-0.55,Lakhs,Standalone,nselib_xbrl
MARSHALL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Sep-202,9.1373,-1.4623,-0.61,Lakhs,Standalone,nselib_xbrl
MARUTI,2020-07-01,2020-09-30,Half yearly,Q2FY21,30-Oct-202,18744.5,1371.6,45.41,Millions,Standalone,nselib_xbrl
MARUTI,2020-10-01,2020-12-31,Third quarter,Q3FY21,28-Jan-202,23471.3,1996.7,66.1,Millions,Consolidated,nselib_xbrl
MARUTI,2021-01-01,2021-03-31,Yearly,Q4FY21,28-Apr-202,24034.5,1241.1,41.09,Millions,Consolidated,nselib_xbrl
MARUTI,2021-04-01,2021-06-30,First quarter,Q4FY21,28-Jul-202,17776.4,475.0,15.72,Millions,Consolidated,nselib_xbrl
MARUTI,2021-07-01,2021-09-30,Half yearly,Q2FY22,28-Oct-202,20550.9,486.9,16.12,Millions,Consolidated,nselib_xbrl
MARUTI,2021-10-01,2021-12-31,Third quarter,Q3FY22,25-Jan-202,23253.3,1041.8,34.49,Millions,Consolidated,nselib_xbrl
MARUTI,2022-01-01,2022-03-31,Yearly,Q4FY22,30-Apr-202,26749.2,1875.8,62.1,Millions,Consolidated,nselib_xbrl
MARUTI,2022-04-01,2022-06-30,First quarter,Q4FY22,27-Jul-202,26511.7,1036.2,34.3,Millions,Consolidated,nselib_xbrl
MARUTI,2022-07-01,2022-09-30,Half yearly,Q2FY23,29-Oct-202,29942.5,2112.5,69.93,Millions,Consolidated,nselib_xbrl
MARUTI,2022-10-01,2022-12-31,Third quarter,Q3FY23,24-Jan-202,29044.3,2351.3,77.84,Millions,Standalone,nselib_xbrl
MARUTI,2023-01-01,2023-03-31,Yearly,Q4FY23,27-Apr-202,32059.6,2670.8,88.41,Millions,Consolidated,nselib_xbrl
MARUTI,2023-04-01,2023-06-30,First quarter,Q4FY23,31-Jul-202,32338.5,2525.2,83.59,Millions,Consolidated,nselib_xbrl
MARUTI,2023-07-01,2023-09-30,Half yearly,Q2FY24,28-Oct-202,37072.8,3764.3,124.61,Millions,Consolidated,nselib_xbrl
MARUTI,2023-10-01,2023-12-31,Third quarter,Q3FY24,31-Jan-202,33512.8,3206.8,102.0,Millions,Consolidated,nselib_xbrl
MARUTI,2024-01-01,2024-03-31,Yearly,Q4FY24,27-Apr-202,38471.2,3952.3,125.71,Millions,Consolidated,nselib_xbrl
MARUTI,2024-04-01,2024-06-30,First quarter,Q1FY25,01-Aug-202,35779.4,3759.7,119.58,Millions,Consolidated,nselib_xbrl
MARUTI,2024-07-01,2024-09-30,Half yearly,Q2FY25,29-Oct-202,37202.8,3069.2,97.62,Millions,Standalone,nselib_xbrl
MARUTI,2024-10-01,2024-12-31,Third quarter,Q3FY25,29-Jan-202,38764.3,3726.9,118.54,Millions,Consolidated,nselib_xbrl
MASFIN,2020-07-01,2020-09-30,Half yearly,Q2FY21,05-Dec-202,161.8991,,6.38,Lakhs,Consolidated,nselib_xbrl
MASFIN,2020-10-01,2020-12-31,Third quarter,Q3FY21,11-Feb-202,150.0192,,6.59,Lakhs,Consolidated,nselib_xbrl
MASFIN,2021-01-01,2021-03-31,Yearly,Q4FY21,20-May-202,147.0687,36.4127,6.65,Lakhs,Consolidated,nselib_xbrl
MASFIN,2021-04-01,2021-06-30,First quarter,Q1FY22,11-Aug-202,156.4047,36.9404,6.7,Lakhs,Consolidated,nselib_xbrl
MASFIN,2021-07-01,2021-09-30,Half yearly,Q2FY22,28-Oct-202,165.3354,39.7205,7.16,Lakhs,Consolidated,nselib_xbrl
MASFIN,2021-10-01,2021-12-31,Third quarter,Q3FY22,02-Feb-202,180.2157,41.0514,7.43,Lakhs,Consolidated,nselib_xbrl
MASFIN,2022-01-01,2022-03-31,Yearly,Q4FY22,05-May-202,187.9851,43.4365,7.86,Lakhs,Consolidated,nselib_xbrl
MASFIN,2022-07-01,2022-09-30,Half yearly,Q2FY23,03-Nov-202,240.1168,50.6566,9.14,Lakhs,Consolidated,nselib_xbrl
MASFIN,2022-10-01,2022-12-31,Third quarter,Q3FY23,01-Feb-202,251.8156,51.2519,9.38,Lakhs,Standalone,nselib_xbrl
MASFIN,2023-01-01,2023-03-31,Yearly,Q4FY23,11-May-202,269.17,55.55,10.16,Crores,Standalone,nselib_xbrl
MASFIN,2023-04-01,2023-06-30,First quarter,Q1FY24,02-Aug-202,292.0,57.56,10.41,Crores,Consolidated,nselib_xbrl
MASFIN,2023-07-01,2023-09-30,Half yearly,Q2FY24,01-Nov-202,310.37,61.94,11.19,Crores,Consolidated,nselib_xbrl
MASFIN,2023-10-01,2023-12-31,Third quarter,Q3FY24,24-Jan-202,340.0,64.41,11.64,Crores,Consolidated,nselib_xbrl
MASFIN,2024-01-01,2024-03-31,Yearly,Q4FY24,24-Apr-202,345.75,70.1,4.23,Crores,Consolidated,nselib_xbrl
MASFIN,2024-04-01,2024-06-30,First quarter,Q4FY24,24-Jul-202,364.34,72.56,4.32,Crores,Consolidated,nselib_xbrl
MASFIN,2024-07-01,2024-09-30,Half yearly,Q2FY25,23-Oct-202,384.27,77.62,4.73,Crores,Consolidated,nselib_xbrl
MASFIN,2024-10-01,2024-12-31,Third quarter,Q3FY25,29-Jan-202,409.73,80.39,3.88,Crores,Consolidated,nselib_xbrl
MASKINVEST,2020-10-01,2020-12-31,Third quarter,Q3FY21,10-Feb-202,0.0299,0.0156,0.05,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2021-01-01,2021-03-31,Yearly,Q4FY21,24-Jun-202,0.0142,-0.0767,-0.02,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2021-04-01,2021-06-30,First quarter,Q1FY22,14-Aug-202,0.0264,0.0159,0.05,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2021-07-01,2021-09-30,Half yearly,Q2FY22,03-Nov-202,0.0249,0.0145,0.05,Thousands,Standalone,nselib_xbrl
MASKINVEST,2021-10-01,2021-12-31,Third quarter,Q3FY22,05-Feb-202,2.4941,1.9387,0.01,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2022-01-01,2022-03-31,Yearly,Q4FY22,28-May-202,10.6088,-4.743,-0.16,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2022-07-01,2022-09-30,Half yearly,Q2FY23,11-Nov-202,0.0554,0.0266,0.09,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2022-10-01,2022-12-31,Third quarter,Q3FY23,08-Feb-202,0.1659,0.0802,0.26,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2023-01-01,2023-03-31,Yearly,Q4FY23,27-May-202,0.0611,-0.0288,-0.09,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,0.0385,-0.0191,-0.06,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2023-07-01,2023-09-30,Half yearly,Q2FY24,08-Nov-202,0.0389,0.0,0.0,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,0.4897,0.2356,0.77,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2024-01-01,2024-03-31,Yearly,Q4FY24,13-May-202,0.1755,-0.1955,-0.64,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,0.0385,-0.012,-0.04,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2024-07-01,2024-09-30,Half yearly,Q2FY25,15-Nov-202,0.347,0.0291,0.1,Lakhs,Standalone,nselib_xbrl
MASKINVEST,2024-10-01,2024-12-31,Third quarter,Q3FY25,06-Feb-202,0.0421,0.0128,0.04,Lakhs,Standalone,nselib_xbrl
MASTEK,2020-07-01,2020-09-30,Half yearly,Q2FY21,30-Oct-202,42.11,-4.31,-1.76,Lakhs,Standalone,nselib_xbrl
MASTEK,2020-10-01,2020-12-31,Third quarter,Q3FY21,02-Feb-202,442.85,70.31,23.22,Lakhs,Consolidated,nselib_xbrl
MASTEK,2021-01-01,2021-03-31,Yearly,Q4FY21,29-Apr-202,483.21,75.71,24.14,Lakhs,Consolidated,nselib_xbrl
MASTEK,2021-04-01,2021-06-30,First quarter,Q4FY21,20-Jul-202,59.56,5.3,2.1,Lakhs,Standalone,nselib_xbrl
MASTEK,2021-07-01,2021-09-30,Half yearly,Q2FY22,20-Oct-202,533.93,81.53,27.78,Lakhs,Consolidated,nselib_xbrl
MASTEK,2021-10-01,2021-12-31,Third quarter,Q3FY22,20-Jan-202,551.91,83.45,24.81,Lakhs,Consolidated,nselib_xbrl
MASTEK,2022-01-01,2022-03-31,Yearly,Q4FY22,20-Apr-202,68.48,20.06,6.71,Lakhs,Standalone,nselib_xbrl
MASTEK,2022-07-01,2022-09-30,Half yearly,Q2FY23,21-Oct-202,73.04,61.08,20.316,Lakhs,Standalone,nselib_xbrl
MASTEK,2022-10-01,2022-12-31,Third quarter,Q3FY23,17-Jan-202,81.04,19.08,6.34,Lakhs,Standalone,nselib_xbrl
MASTEK,2023-01-01,2023-03-31,Yearly,Q4FY23,19-Apr-202,709.18,72.59,23.89,Lakhs,Consolidated,nselib_xbrl
MASTEK,2023-04-01,2023-06-30,First quarter,Q4FY23,19-Jul-202,82.92,14.15,4.63,Lakhs,Standalone,nselib_xbrl
MASTEK,2023-07-01,2023-09-30,Half yearly,Q2FY24,19-Oct-202,765.54,65.29,20.52,Lakhs,Consolidated,nselib_xbrl
MASTEK,2023-10-01,2023-12-31,Third quarter,Q3FY24,18-Jan-202,784.27,77.74,24.57,Lakhs,Consolidated,nselib_xbrl
MASTEK,2024-01-01,2024-03-31,Yearly,Q4FY24,26-Apr-202,779.73,94.41,29.94,Lakhs,Consolidated,nselib_xbrl
MASTEK,2024-04-01,2024-06-30,First quarter,Q4FY24,18-Jul-202,812.89,71.5,23.18,Lakhs,Consolidated,nselib_xbrl
MASTEK,2024-07-01,2024-09-30,Half yearly,Q2FY25,18-Oct-202,867.39,128.65,41.69,Lakhs,Consolidated,nselib_xbrl
MASTEK,2024-10-01,2024-12-31,Third quarter,Q3FY25,16-Jan-202,869.53,94.71,30.68,Lakhs,Consolidated,nselib_xbrl
MASTERTR,2024-07-01,2024-09-30,Half yearly,Q2FY25,12-Nov-202,153.72,36.89,3.4,Millions,Consolidated,nselib_xbrl
MASTERTR,2024-10-01,2024-12-31,Third quarter,Q3FY25,13-Feb-202,147.88,35.15,3.2,Millions,Consolidated,nselib_xbrl
MATRIMONY,2020-07-01,2020-09-30,Half yearly,Q2FY21,06-Nov-202,93.2664,10.2632,4.51,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2020-10-01,2020-12-31,Third quarter,Q3FY21,04-Feb-202,95.3832,11.0587,4.85,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2021-01-01,2021-03-31,Yearly,Q4FY21,12-May-202,99.8074,10.1758,4.46,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,105.4527,13.8192,6.04,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,109.9672,16.5721,7.24,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2022-01-01,2022-03-31,Yearly,Q4FY22,13-May-202,110.5753,11.7033,5.11,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2022-04-01,2022-06-30,First quarter,Q1FY23,12-Aug-202,114.2863,12.8802,5.62,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,113.0271,12.0668,5.33,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2022-10-01,2022-12-31,Third quarter,Q3FY23,09-Feb-202,110.3787,11.6046,5.21,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2023-01-01,2023-03-31,Yearly,Q4FY23,10-May-202,112.7816,11.471,5.15,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2023-04-01,2023-06-30,First quarter,Q1FY24,10-Aug-202,123.2771,14.1677,6.37,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,121.5965,12.5267,5.63,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,117.2571,11.109,4.99,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2024-01-01,2024-03-31,Yearly,Q4FY24,14-May-202,116.99,11.52,5.18,Lakhs,Standalone,nselib_xbrl
MATRIMONY,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,120.59,13.97,6.28,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2024-07-01,2024-09-30,Half yearly,Q2FY25,07-Nov-202,115.5,13.16,5.91,Lakhs,Consolidated,nselib_xbrl
MATRIMONY,2024-10-01,2024-12-31,Third quarter,Q3FY25,06-Feb-202,111.43,9.97,4.54,Lakhs,Consolidated,nselib_xbrl
MAWANASUG,2020-07-01,2020-09-30,Half yearly,Q2FY21,11-Nov-202,408.964,-28.582,-7.31,Millions,Consolidated,nselib_xbrl
MAWANASUG,2020-10-01,2020-12-31,Third quarter,Q3FY21,09-Feb-202,381.686,-21.392,-5.47,Millions,Consolidated,nselib_xbrl
MAWANASUG,2021-01-01,2021-03-31,Yearly,Q4FY21,25-Jun-202,354.785,126.623,32.82,Millions,Standalone,nselib_xbrl
MAWANASUG,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,360.334,-2.033,-0.52,Millions,Consolidated,nselib_xbrl
MAWANASUG,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,336.124,-18.406,-4.61,Millions,Consolidated,nselib_xbrl
MAWANASUG,2021-10-01,2021-12-31,Third quarter,Q3FY22,14-Feb-202,487.592,15.185,3.88,Millions,Consolidated,nselib_xbrl
MAWANASUG,2022-01-01,2022-03-31,Yearly,Q4FY22,30-May-202,294.084,31.048,7.94,Millions,Consolidated,nselib_xbrl
MAWANASUG,2022-04-01,2022-06-30,First quarter,Q1FY23,10-Aug-202,308.114,-11.891,-3.04,Millions,Consolidated,nselib_xbrl
MAWANASUG,2022-07-01,2022-09-30,Half yearly,Q2FY23,14-Nov-202,341.433,-32.423,-8.29,Millions,Consolidated,nselib_xbrl
MAWANASUG,2022-10-01,2022-12-31,Third quarter,Q3FY23,14-Feb-202,481.836,5.307,1.36,Millions,Consolidated,nselib_xbrl
MAWANASUG,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,350.33,52.14,13.33,Crores,Consolidated,nselib_xbrl
MAWANASUG,2023-04-01,2023-06-30,First quarter,Q1FY24,12-Aug-202,326.14,-15.62,-3.99,Crores,Consolidated,nselib_xbrl
MAWANASUG,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,380.77,-11.42,-2.92,Crores,Consolidated,nselib_xbrl
MAWANASUG,2023-10-01,2023-12-31,Third quarter,Q3FY24,10-Feb-202,325.99,18.92,4.84,Crores,Standalone,nselib_xbrl
MAWANASUG,2024-01-01,2024-03-31,Yearly,Q4FY24,25-May-202,322.19,47.08,12.94,Crores,Consolidated,nselib_xbrl
MAWANASUG,2024-04-01,2024-06-30,First quarter,Q1FY25,10-Aug-202,386.69,-4.57,-1.17,Crores,Consolidated,nselib_xbrl
MAWANASUG,2024-07-01,2024-09-30,Half yearly,Q2FY25,09-Nov-202,382.5,-20.19,-5.16,Crores,Consolidated,nselib_xbrl
MAWANASUG,2024-10-01,2024-12-31,Third quarter,Q3FY25,08-Feb-202,334.44,72.51,18.54,Crores,Consolidated,nselib_xbrl
MAXESTATES,2023-07-01,2023-09-30,Half yearly,Q2FY24,07-Nov-202,20.4865,-4.5168,-0.31,Lakhs,Consolidated,nselib_xbrl
MAXESTATES,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,5.5152,2.1515,0.15,Lakhs,Standalone,nselib_xbrl
MAXESTATES,2024-01-01,2024-03-31,Yearly,Q4FY24,22-May-202,30.007,-4.7301,-0.32,Lakhs,Consolidated,nselib_xbrl
MAXESTATES,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,40.4862,-1.9956,-0.14,Lakhs,Consolidated,nselib_xbrl
MAXESTATES,2024-07-01,2024-09-30,Half yearly,Q2FY25,25-Oct-202,40.1778,-1.3818,-0.09,Lakhs,Consolidated,nselib_xbrl
MAXESTATES,2024-10-01,2024-12-31,Third quarter,Q3FY25,07-Feb-202,7.9855,16.8068,1.17,Lakhs,Standalone,nselib_xbrl
MAXHEALTH,2020-07-01,2020-09-30,Half yearly,Q2FY21,12-Nov-202,650.94,13.11,0.16,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2020-10-01,2020-12-31,Third quarter,Q3FY21,06-Feb-202,795.6,90.36,1.0,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2021-01-01,2021-03-31,Yearly,Q4FY21,04-Jun-202,801.86,69.69,0.76,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2021-04-01,2021-06-30,First quarter,Q1FY22,11-Aug-202,1000.17,146.92,1.52,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,1018.33,144.65,1.5,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2021-10-01,2021-12-31,Third quarter,Q3FY22,12-Feb-202,974.16,189.75,1.96,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2022-01-01,2022-03-31,Yearly,Q4FY22,26-May-202,381.2,66.15,0.68,Lakhs,Standalone,nselib_xbrl
MAXHEALTH,2022-04-01,2022-06-30,First quarter,Q1FY23,10-Aug-202,426.55,85.26,0.0,Lakhs,Standalone,nselib_xbrl
MAXHEALTH,2022-07-01,2022-09-30,Half yearly,Q2FY23,01-Nov-202,1137.12,457.35,4.72,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2022-10-01,2022-12-31,Third quarter,Q3FY23,02-Feb-202,1141.24,222.41,2.29,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2023-01-01,2023-03-31,Yearly,Q4FY23,17-May-202,507.32,126.37,1.3,Lakhs,Standalone,nselib_xbrl
MAXHEALTH,2023-04-01,2023-06-30,First quarter,Q1FY24,07-Aug-202,1284.99,240.08,2.47,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2023-07-01,2023-09-30,Half yearly,Q2FY24,06-Nov-202,1363.16,276.68,2.85,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2023-10-01,2023-12-31,Third quarter,Q3FY24,31-Jan-202,1334.97,289.34,2.98,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2024-01-01,2024-03-31,Yearly,Q4FY24,22-May-202,1422.9,251.54,2.59,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2024-04-01,2024-06-30,First quarter,Q1FY25,01-Aug-202,1542.95,236.27,2.43,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2024-07-01,2024-09-30,Half yearly,Q2FY25,05-Nov-202,1707.46,281.81,2.9,Lakhs,Consolidated,nselib_xbrl
MAXHEALTH,2024-10-01,2024-12-31,Third quarter,Q3FY25,30-Jan-202,1868.31,238.8,2.46,Lakhs,Consolidated,nselib_xbrl
MAXIND,2020-07-01,2020-09-30,Half yearly,Q2FY21,28-Oct-202,28.79,-17.3,-3.21,Crores,Consolidated,nselib_xbrl
MAXIND,2020-10-01,2020-12-31,Third quarter,Q3FY21,10-Feb-202,7.43,-0.02,0.0,Crores,Standalone,nselib_xbrl
MAXIND,2021-01-01,2021-03-31,Yearly,Q4FY21,22-Jun-202,32.68,-12.97,-2.41,Crores,Consolidated,nselib_xbrl
MAXIND,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,55.3,-10.22,-1.9,Crores,Consolidated,nselib_xbrl
MAXIND,2021-07-01,2021-09-30,Half yearly,Q2FY22,10-Nov-202,8.2,2.99,0.56,Crores,Standalone,nselib_xbrl
MAXIND,2021-10-01,2021-12-31,Third quarter,Q3FY22,25-Jan-202,8.07,1.4,0.26,Crores,Standalone,nselib_xbrl
MAXIND,2022-01-01,2022-03-31,Yearly,Q4FY22,25-May-202,8.56,1.9,0.35,Crores,Standalone,nselib_xbrl
MAXIND,2022-04-01,2022-06-30,First quarter,Q1FY23,04-Aug-202,8.07,1.53,0.28,Crores,Standalone,nselib_xbrl
MAXIND,2022-07-01,2022-09-30,Half yearly,Q2FY23,11-Nov-202,58.01,-2.24,-0.46,Crores,Consolidated,nselib_xbrl
MAXIND,2022-10-01,2022-12-31,Third quarter,Q3FY23,02-Feb-202,43.06,-0.76,-0.24,Crores,Consolidated,nselib_xbrl
MAXIND,2023-01-01,2023-03-31,Yearly,Q4FY23,25-May-202,56.35,-4.18,-0.62,Crores,Consolidated,nselib_xbrl
MAXIND,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,8.25,1.31,0.31,Crores,Standalone,nselib_xbrl
