sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
Construction Materials,63291.0,-176.0,2018-01-15,CEMENT,CDSL,"January 15, 2018"
Chemicals & Petrochemicals,37464.0,-152.0,2018-01-15,CHEMICALS,CDSL,"January 15, 2018"
Forest Materials,1964.0,67.0,2018-01-15,COMMODITIES,CDSL,"January 15, 2018"
Diversified,2479.0,14.0,2018-01-15,DIVERSIFIED,CDSL,"January 15, 2018"
Others,620579.0,-1175.0,2018-01-15,DIVERSIFIED,CDSL,"January 15, 2018"
Coal,11014.0,-374.0,2018-01-15,ENERGY,CDSL,"January 15, 2018"
Oil & Gas,209945.0,1209.0,2018-01-15,ENERGY,CDSL,"January 15, 2018"
Total  Financial Services,639129.0,3878.0,2018-01-15,FINANCIAL_SERVICES,CDSL,"January 15, 2018"
"Food, Beverages & Tobacco",108389.0,-292.0,2018-01-15,FMCG,CDSL,"January 15, 2018"
Household & Personal Products,93993.0,-96.0,2018-01-15,FMCG,CDSL,"January 15, 2018"
Healthcare Equipment & Supplies,1.0,0.0,2018-01-15,HEALTHCARE,CDSL,"January 15, 2018"
Healthcare Services,10307.0,83.0,2018-01-15,HEALTHCARE,CDSL,"January 15, 2018"
Utilities,92872.0,572.0,2018-01-15,INFRASTRUCTURE,CDSL,"January 15, 2018"
Hardware Technology & Equipment,47.0,-5.0,2018-01-15,IT,CDSL,"January 15, 2018"
Software & Services,240459.0,-5361.0,2018-01-15,IT,CDSL,"January 15, 2018"
Transportation,35375.0,-437.0,2018-01-15,LOGISTICS,CDSL,"January 15, 2018"
Media,37590.0,-753.0,2018-01-15,MEDIA,CDSL,"January 15, 2018"
Metals & Mining,69276.0,1534.0,2018-01-15,METAL,CDSL,"January 15, 2018"
Pharmaceuticals & Biotechnology,109384.0,688.0,2018-01-15,PHARMA,CDSL,"January 15, 2018"
Realty,27927.0,-548.0,2018-01-15,REALTY,CDSL,"January 15, 2018"
Commercial Services & Supplies,10325.0,68.0,2018-01-15,SERVICES,CDSL,"January 15, 2018"
Diversified Consumer Services,260.0,4.0,2018-01-15,SERVICES,CDSL,"January 15, 2018"
"Hotels, Restaurants & Tourism",10351.0,96.0,2018-01-15,SERVICES,CDSL,"January 15, 2018"
Retailing,9186.0,70.0,2018-01-15,SERVICES,CDSL,"January 15, 2018"
Telecom Services,51977.0,-379.0,2018-01-15,TELECOM,CDSL,"January 15, 2018"
Telecommunications Equipment,594.0,-2.0,2018-01-15,TELECOM,CDSL,"January 15, 2018"
"Textiles, Apparels & Accessories",41139.0,-120.0,2018-01-15,TEXTILES,CDSL,"January 15, 2018"
Automobiles & Auto Components,197567.0,81.0,2018-01-31,AUTO,CDSL,"January 31, 2018"
Capital Goods,134955.0,1020.0,2018-01-31,CAPITAL_GOODS,CDSL,"January 31, 2018"
Consumer Durables,4414.0,43.0,2018-01-31,CAPITAL_GOODS,CDSL,"January 31, 2018"
General Industrials,22349.0,352.0,2018-01-31,CAPITAL_GOODS,CDSL,"January 31, 2018"
Construction Materials,60274.0,385.0,2018-01-31,CEMENT,CDSL,"January 31, 2018"
Chemicals & Petrochemicals,35985.0,283.0,2018-01-31,CHEMICALS,CDSL,"January 31, 2018"
Forest Materials,1790.0,75.0,2018-01-31,COMMODITIES,CDSL,"January 31, 2018"
Diversified,2572.0,65.0,2018-01-31,DIVERSIFIED,CDSL,"January 31, 2018"
Others,622673.0,5159.0,2018-01-31,DIVERSIFIED,CDSL,"January 31, 2018"
Coal,10889.0,-79.0,2018-01-31,ENERGY,CDSL,"January 31, 2018"
Oil & Gas,212510.0,568.0,2018-01-31,ENERGY,CDSL,"January 31, 2018"
Total  Financial Services,661157.0,2859.0,2018-01-31,FINANCIAL_SERVICES,CDSL,"January 31, 2018"
"Food, Beverages & Tobacco",106613.0,-419.0,2018-01-31,FMCG,CDSL,"January 31, 2018"
Household & Personal Products,94235.0,263.0,2018-01-31,FMCG,CDSL,"January 31, 2018"
Healthcare Equipment & Supplies,1.0,0.0,2018-01-31,HEALTHCARE,CDSL,"January 31, 2018"
Healthcare Services,9975.0,-102.0,2018-01-31,HEALTHCARE,CDSL,"January 31, 2018"
Utilities,88351.0,-1028.0,2018-01-31,INFRASTRUCTURE,CDSL,"January 31, 2018"
Hardware Technology & Equipment,45.0,-3.0,2018-01-31,IT,CDSL,"January 31, 2018"
Software & Services,263960.0,2915.0,2018-01-31,IT,CDSL,"January 31, 2018"
Transportation,34671.0,-162.0,2018-01-31,LOGISTICS,CDSL,"January 31, 2018"
Media,36347.0,-441.0,2018-01-31,MEDIA,CDSL,"January 31, 2018"
Metals & Mining,67085.0,1897.0,2018-01-31,METAL,CDSL,"January 31, 2018"
Pharmaceuticals & Biotechnology,107846.0,884.0,2018-01-31,PHARMA,CDSL,"January 31, 2018"
Realty,26283.0,-554.0,2018-01-31,REALTY,CDSL,"January 31, 2018"
Commercial Services & Supplies,10859.0,351.0,2018-01-31,SERVICES,CDSL,"January 31, 2018"
Diversified Consumer Services,251.0,6.0,2018-01-31,SERVICES,CDSL,"January 31, 2018"
"Hotels, Restaurants & Tourism",10653.0,287.0,2018-01-31,SERVICES,CDSL,"January 31, 2018"
Retailing,9416.0,285.0,2018-01-31,SERVICES,CDSL,"January 31, 2018"
Telecom Services,44843.0,-846.0,2018-01-31,TELECOM,CDSL,"January 31, 2018"
Telecommunications Equipment,503.0,-3.0,2018-01-31,TELECOM,CDSL,"January 31, 2018"
"Textiles, Apparels & Accessories",38253.0,-360.0,2018-01-31,TEXTILES,CDSL,"January 31, 2018"
Automobiles & Auto Components,189445.0,384.0,2018-02-15,AUTO,CDSL,"February 15, 2018"
Capital Goods,132075.0,680.0,2018-02-15,CAPITAL_GOODS,CDSL,"February 15, 2018"
Consumer Durables,4288.0,-69.0,2018-02-15,CAPITAL_GOODS,CDSL,"February 15, 2018"
General Industrials,21963.0,156.0,2018-02-15,CAPITAL_GOODS,CDSL,"February 15, 2018"
Construction Materials,57877.0,175.0,2018-02-15,CEMENT,CDSL,"February 15, 2018"
Chemicals & Petrochemicals,34528.0,140.0,2018-02-15,CHEMICALS,CDSL,"February 15, 2018"
Forest Materials,1777.0,68.0,2018-02-15,COMMODITIES,CDSL,"February 15, 2018"
Diversified,2756.0,87.0,2018-02-15,DIVERSIFIED,CDSL,"February 15, 2018"
Others,588358.0,3029.0,2018-02-15,DIVERSIFIED,CDSL,"February 15, 2018"
Coal,10934.0,-101.0,2018-02-15,ENERGY,CDSL,"February 15, 2018"
Oil & Gas,203728.0,-1083.0,2018-02-15,ENERGY,CDSL,"February 15, 2018"
Total  Financial Services,625563.0,2407.0,2018-02-15,FINANCIAL_SERVICES,CDSL,"February 15, 2018"
"Food, Beverages & Tobacco",104963.0,-448.0,2018-02-15,FMCG,CDSL,"February 15, 2018"
Household & Personal Products,92201.0,-169.0,2018-02-15,FMCG,CDSL,"February 15, 2018"
Healthcare Equipment & Supplies,1.0,0.0,2018-02-15,HEALTHCARE,CDSL,"February 15, 2018"
Healthcare Services,10415.0,1.0,2018-02-15,HEALTHCARE,CDSL,"February 15, 2018"
Utilities,84873.0,-2792.0,2018-02-15,INFRASTRUCTURE,CDSL,"February 15, 2018"
Hardware Technology & Equipment,53.0,4.0,2018-02-15,IT,CDSL,"February 15, 2018"
Software & Services,251606.0,1883.0,2018-02-15,IT,CDSL,"February 15, 2018"
Transportation,33200.0,-214.0,2018-02-15,LOGISTICS,CDSL,"February 15, 2018"
Media,34989.0,424.0,2018-02-15,MEDIA,CDSL,"February 15, 2018"
Metals & Mining,65629.0,881.0,2018-02-15,METAL,CDSL,"February 15, 2018"
Pharmaceuticals & Biotechnology,104900.0,-383.0,2018-02-15,PHARMA,CDSL,"February 15, 2018"
Realty,25026.0,-73.0,2018-02-15,REALTY,CDSL,"February 15, 2018"
Commercial Services & Supplies,10708.0,430.0,2018-02-15,SERVICES,CDSL,"February 15, 2018"
Diversified Consumer Services,253.0,3.0,2018-02-15,SERVICES,CDSL,"February 15, 2018"
"Hotels, Restaurants & Tourism",10619.0,419.0,2018-02-15,SERVICES,CDSL,"February 15, 2018"
Retailing,8769.0,184.0,2018-02-15,SERVICES,CDSL,"February 15, 2018"
Telecom Services,43089.0,-745.0,2018-02-15,TELECOM,CDSL,"February 15, 2018"
Telecommunications Equipment,484.0,-6.0,2018-02-15,TELECOM,CDSL,"February 15, 2018"
"Textiles, Apparels & Accessories",37147.0,-344.0,2018-02-15,TEXTILES,CDSL,"February 15, 2018"
Automobiles & Auto Components,184656.0,-2324.0,2018-02-28,AUTO,CDSL,"February 28, 2018"
Capital Goods,128928.0,-1213.0,2018-02-28,CAPITAL_GOODS,CDSL,"February 28, 2018"
Consumer Durables,4292.0,-74.0,2018-02-28,CAPITAL_GOODS,CDSL,"February 28, 2018"
General Industrials,21895.0,33.0,2018-02-28,CAPITAL_GOODS,CDSL,"February 28, 2018"
Construction Materials,56893.0,-456.0,2018-02-28,CEMENT,CDSL,"February 28, 2018"
Chemicals & Petrochemicals,34261.0,-542.0,2018-02-28,CHEMICALS,CDSL,"February 28, 2018"
Forest Materials,1747.0,10.0,2018-02-28,COMMODITIES,CDSL,"February 28, 2018"
Diversified,2815.0,57.0,2018-02-28,DIVERSIFIED,CDSL,"February 28, 2018"
Others,576251.0,-3275.0,2018-02-28,DIVERSIFIED,CDSL,"February 28, 2018"
Coal,11057.0,-197.0,2018-02-28,ENERGY,CDSL,"February 28, 2018"
Oil & Gas,203586.0,-1732.0,2018-02-28,ENERGY,CDSL,"February 28, 2018"
Total  Financial Services,630236.0,4005.0,2018-02-28,FINANCIAL_SERVICES,CDSL,"February 28, 2018"
"Food, Beverages & Tobacco",104634.0,-300.0,2018-02-28,FMCG,CDSL,"February 28, 2018"
Household & Personal Products,90422.0,-1224.0,2018-02-28,FMCG,CDSL,"February 28, 2018"
Healthcare Equipment & Supplies,1.0,0.0,2018-02-28,HEALTHCARE,CDSL,"February 28, 2018"
Healthcare Services,11258.0,652.0,2018-02-28,HEALTHCARE,CDSL,"February 28, 2018"
Utilities,82970.0,-2894.0,2018-02-28,INFRASTRUCTURE,CDSL,"February 28, 2018"
Hardware Technology & Equipment,58.0,8.0,2018-02-28,IT,CDSL,"February 28, 2018"
Software & Services,260773.0,-450.0,2018-02-28,IT,CDSL,"February 28, 2018"
Transportation,32559.0,-347.0,2018-02-28,LOGISTICS,CDSL,"February 28, 2018"
Media,34296.0,-239.0,2018-02-28,MEDIA,CDSL,"February 28, 2018"
Metals & Mining,64610.0,189.0,2018-02-28,METAL,CDSL,"February 28, 2018"
Pharmaceuticals & Biotechnology,102455.0,-1692.0,2018-02-28,PHARMA,CDSL,"February 28, 2018"
Realty,24851.0,-157.0,2018-02-28,REALTY,CDSL,"February 28, 2018"
Commercial Services & Supplies,10284.0,187.0,2018-02-28,SERVICES,CDSL,"February 28, 2018"
Diversified Consumer Services,231.0,1.0,2018-02-28,SERVICES,CDSL,"February 28, 2018"
"Hotels, Restaurants & Tourism",10672.0,123.0,2018-02-28,SERVICES,CDSL,"February 28, 2018"
Retailing,8778.0,-62.0,2018-02-28,SERVICES,CDSL,"February 28, 2018"
Telecom Services,44382.0,1288.0,2018-02-28,TELECOM,CDSL,"February 28, 2018"
Telecommunications Equipment,487.0,-4.0,2018-02-28,TELECOM,CDSL,"February 28, 2018"
"Textiles, Apparels & Accessories",36995.0,-408.0,2018-02-28,TEXTILES,CDSL,"February 28, 2018"
Automobiles & Auto Components,213564.0,-2813.0,2018-03-15,AUTO,CDSL,"March 15, 2018"
Capital Goods,119712.0,-919.0,2018-03-15,CAPITAL_GOODS,CDSL,"March 15, 2018"
Consumer Durables,39148.0,-145.0,2018-03-15,CAPITAL_GOODS,CDSL,"March 15, 2018"
General Industrials,22811.0,-80.0,2018-03-15,CAPITAL_GOODS,CDSL,"March 15, 2018"
Construction Materials,75585.0,-293.0,2018-03-15,CEMENT,CDSL,"March 15, 2018"
Chemicals & Petrochemicals,37491.0,-401.0,2018-03-15,CHEMICALS,CDSL,"March 15, 2018"
Forest Materials,2242.0,4.0,2018-03-15,COMMODITIES,CDSL,"March 15, 2018"
Diversified,2714.0,31.0,2018-03-15,DIVERSIFIED,CDSL,"March 15, 2018"
Others,37826.0,-1972.0,2018-03-15,DIVERSIFIED,CDSL,"March 15, 2018"
Coal,10316.0,-271.0,2018-03-15,ENERGY,CDSL,"March 15, 2018"
Oil & Gas,205681.0,-1764.0,2018-03-15,ENERGY,CDSL,"March 15, 2018"
Total  Financial Services,921017.0,6478.0,2018-03-15,FINANCIAL_SERVICES,CDSL,"March 15, 2018"
Insurance,7819.0,-65.0,2018-03-15,FINANCIAL_SERVICES,CDSL,"March 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-03-15,FMCG,CDSL,"March 15, 2018"
"Food, Beverages & Tobacco",111292.0,870.0,2018-03-15,FMCG,CDSL,"March 15, 2018"
Household & Personal Products,89213.0,-1682.0,2018-03-15,FMCG,CDSL,"March 15, 2018"
Healthcare Equipment & Supplies,121.0,0.0,2018-03-15,HEALTHCARE,CDSL,"March 15, 2018"
Healthcare Services,13861.0,1202.0,2018-03-15,HEALTHCARE,CDSL,"March 15, 2018"
Utilities,81888.0,-1590.0,2018-03-15,INFRASTRUCTURE,CDSL,"March 15, 2018"
Hardware Technology & Equipment,78.0,5.0,2018-03-15,IT,CDSL,"March 15, 2018"
Software & Services,288329.0,3993.0,2018-03-15,IT,CDSL,"March 15, 2018"
Transportation,39957.0,126.0,2018-03-15,LOGISTICS,CDSL,"March 15, 2018"
Media,37120.0,-355.0,2018-03-15,MEDIA,CDSL,"March 15, 2018"
Metals & Mining,74741.0,390.0,2018-03-15,METAL,CDSL,"March 15, 2018"
Pharmaceuticals & Biotechnology,114277.0,-399.0,2018-03-15,PHARMA,CDSL,"March 15, 2018"
Real Estate Investment,0.0,0.0,2018-03-15,REALTY,CDSL,"March 15, 2018"
Realty,27389.0,-287.0,2018-03-15,REALTY,CDSL,"March 15, 2018"
Commercial Services & Supplies,9400.0,201.0,2018-03-15,SERVICES,CDSL,"March 15, 2018"
Diversified Consumer Services,1814.0,171.0,2018-03-15,SERVICES,CDSL,"March 15, 2018"
"Hotels, Restaurants & Tourism",12473.0,38.0,2018-03-15,SERVICES,CDSL,"March 15, 2018"
Retailing,29687.0,136.0,2018-03-15,SERVICES,CDSL,"March 15, 2018"
Telecom Services,72210.0,1586.0,2018-03-15,TELECOM,CDSL,"March 15, 2018"
Telecommunications Equipment,342.0,3.0,2018-03-15,TELECOM,CDSL,"March 15, 2018"
"Textiles, Apparels & Accessories",44594.0,-82.0,2018-03-15,TEXTILES,CDSL,"March 15, 2018"
Automobiles & Auto Components,211034.0,-1136.0,2018-03-31,AUTO,CDSL,"March 31, 2018"
Capital Goods,116051.0,776.0,2018-03-31,CAPITAL_GOODS,CDSL,"March 31, 2018"
Consumer Durables,37905.0,-401.0,2018-03-31,CAPITAL_GOODS,CDSL,"March 31, 2018"
General Industrials,22003.0,-65.0,2018-03-31,CAPITAL_GOODS,CDSL,"March 31, 2018"
Construction Materials,72062.0,-280.0,2018-03-31,CEMENT,CDSL,"March 31, 2018"
Chemicals & Petrochemicals,38008.0,184.0,2018-03-31,CHEMICALS,CDSL,"March 31, 2018"
Forest Materials,2138.0,23.0,2018-03-31,COMMODITIES,CDSL,"March 31, 2018"
Diversified,2591.0,9.0,2018-03-31,DIVERSIFIED,CDSL,"March 31, 2018"
Others,39062.0,2819.0,2018-03-31,DIVERSIFIED,CDSL,"March 31, 2018"
Coal,9832.0,-331.0,2018-03-31,ENERGY,CDSL,"March 31, 2018"
Oil & Gas,202478.0,-1233.0,2018-03-31,ENERGY,CDSL,"March 31, 2018"
Total  Financial Services,908861.0,2813.0,2018-03-31,FINANCIAL_SERVICES,CDSL,"March 31, 2018"
Insurance,7245.0,-29.0,2018-03-31,FINANCIAL_SERVICES,CDSL,"March 31, 2018"
Food & Drugs Retailing,0.0,0.0,2018-03-31,FMCG,CDSL,"March 31, 2018"
"Food, Beverages & Tobacco",107852.0,621.0,2018-03-31,FMCG,CDSL,"March 31, 2018"
Household & Personal Products,91922.0,-771.0,2018-03-31,FMCG,CDSL,"March 31, 2018"
Healthcare Equipment & Supplies,121.0,0.0,2018-03-31,HEALTHCARE,CDSL,"March 31, 2018"
Healthcare Services,12908.0,745.0,2018-03-31,HEALTHCARE,CDSL,"March 31, 2018"
Utilities,77028.0,-588.0,2018-03-31,INFRASTRUCTURE,CDSL,"March 31, 2018"
Hardware Technology & Equipment,73.0,-1.0,2018-03-31,IT,CDSL,"March 31, 2018"
Software & Services,283779.0,5082.0,2018-03-31,IT,CDSL,"March 31, 2018"
Transportation,38804.0,374.0,2018-03-31,LOGISTICS,CDSL,"March 31, 2018"
Media,36861.0,-70.0,2018-03-31,MEDIA,CDSL,"March 31, 2018"
Metals & Mining,70469.0,839.0,2018-03-31,METAL,CDSL,"March 31, 2018"
Pharmaceuticals & Biotechnology,110874.0,463.0,2018-03-31,PHARMA,CDSL,"March 31, 2018"
Real Estate Investment,0.0,0.0,2018-03-31,REALTY,CDSL,"March 31, 2018"
Realty,25437.0,-176.0,2018-03-31,REALTY,CDSL,"March 31, 2018"
Commercial Services & Supplies,8759.0,70.0,2018-03-31,SERVICES,CDSL,"March 31, 2018"
Diversified Consumer Services,2005.0,272.0,2018-03-31,SERVICES,CDSL,"March 31, 2018"
"Hotels, Restaurants & Tourism",12787.0,326.0,2018-03-31,SERVICES,CDSL,"March 31, 2018"
Retailing,28558.0,228.0,2018-03-31,SERVICES,CDSL,"March 31, 2018"
Telecom Services,70223.0,784.0,2018-03-31,TELECOM,CDSL,"March 31, 2018"
Telecommunications Equipment,318.0,5.0,2018-03-31,TELECOM,CDSL,"March 31, 2018"
"Textiles, Apparels & Accessories",45693.0,303.0,2018-03-31,TEXTILES,CDSL,"March 31, 2018"
Automobiles &Auto Components,223070.0,-581.0,2018-04-15,Automobiles &Auto Components,CDSL,"April 15, 2018"
Capital Goods,122458.0,538.0,2018-04-15,CAPITAL_GOODS,CDSL,"April 15, 2018"
Consumer Durables,38983.0,-473.0,2018-04-15,CAPITAL_GOODS,CDSL,"April 15, 2018"
General Industrials,23033.0,-297.0,2018-04-15,CAPITAL_GOODS,CDSL,"April 15, 2018"
Construction Materials,71943.0,-942.0,2018-04-15,CEMENT,CDSL,"April 15, 2018"
Forest Materials,2278.0,11.0,2018-04-15,COMMODITIES,CDSL,"April 15, 2018"
Chemicals &Petrochemicals,39619.0,71.0,2018-04-15,Chemicals &Petrochemicals,CDSL,"April 15, 2018"
Commercial Services &Supplies,8564.0,-118.0,2018-04-15,Commercial Services &Supplies,CDSL,"April 15, 2018"
Diversified,2745.0,-22.0,2018-04-15,DIVERSIFIED,CDSL,"April 15, 2018"
Others,44524.0,4445.0,2018-04-15,DIVERSIFIED,CDSL,"April 15, 2018"
Coal,9923.0,-1.0,2018-04-15,ENERGY,CDSL,"April 15, 2018"
Total  Financial Services,944326.0,-513.0,2018-04-15,FINANCIAL_SERVICES,CDSL,"April 15, 2018"
Insurance,7146.0,32.0,2018-04-15,FINANCIAL_SERVICES,CDSL,"April 15, 2018"
Food &Drugs Retailing,0.0,0.0,2018-04-15,Food &Drugs Retailing,CDSL,"April 15, 2018"
"Food, Beverages &Tobacco",112426.0,-339.0,2018-04-15,"Food, Beverages &Tobacco",CDSL,"April 15, 2018"
Healthcare Services,13901.0,279.0,2018-04-15,HEALTHCARE,CDSL,"April 15, 2018"
Hardware Technology &Equipment,76.0,-6.0,2018-04-15,Hardware Technology &Equipment,CDSL,"April 15, 2018"
Healthcare Equipment &Supplies,132.0,0.0,2018-04-15,Healthcare Equipment &Supplies,CDSL,"April 15, 2018"
"Hotels, Restaurants &Tourism",13559.0,234.0,2018-04-15,"Hotels, Restaurants &Tourism",CDSL,"April 15, 2018"
Household &Personal Products,93850.0,-3.0,2018-04-15,Household &Personal Products,CDSL,"April 15, 2018"
Utilities,81877.0,-365.0,2018-04-15,INFRASTRUCTURE,CDSL,"April 15, 2018"
Transportation,42439.0,687.0,2018-04-15,LOGISTICS,CDSL,"April 15, 2018"
Media,37115.0,-83.0,2018-04-15,MEDIA,CDSL,"April 15, 2018"
Metals &Mining,75284.0,463.0,2018-04-15,Metals &Mining,CDSL,"April 15, 2018"
Oil &Gas,209370.0,-871.0,2018-04-15,Oil &Gas,CDSL,"April 15, 2018"
Pharmaceuticals &Biotechnology,114988.0,68.0,2018-04-15,Pharmaceuticals &Biotechnology,CDSL,"April 15, 2018"
Real Estate Investment,0.0,0.0,2018-04-15,REALTY,CDSL,"April 15, 2018"
Realty,25858.0,-129.0,2018-04-15,REALTY,CDSL,"April 15, 2018"
Diversified Consumer Services,2010.0,108.0,2018-04-15,SERVICES,CDSL,"April 15, 2018"
Retailing,27469.0,135.0,2018-04-15,SERVICES,CDSL,"April 15, 2018"
Software &Services,301058.0,1867.0,2018-04-15,Software &Services,CDSL,"April 15, 2018"
Telecom Services,67916.0,-353.0,2018-04-15,TELECOM,CDSL,"April 15, 2018"
Telecommunications Equipment,339.0,5.0,2018-04-15,TELECOM,CDSL,"April 15, 2018"
"Textiles, Apparels &Accessories",47834.0,150.0,2018-04-15,"Textiles, Apparels &Accessories",CDSL,"April 15, 2018"
Automobiles &Auto Components,224131.0,-1597.0,2018-04-30,Automobiles &Auto Components,CDSL,"April 30, 2018"
Capital Goods,122742.0,-343.0,2018-04-30,CAPITAL_GOODS,CDSL,"April 30, 2018"
Consumer Durables,39512.0,-365.0,2018-04-30,CAPITAL_GOODS,CDSL,"April 30, 2018"
General Industrials,23887.0,-310.0,2018-04-30,CAPITAL_GOODS,CDSL,"April 30, 2018"
Construction Materials,74641.0,-782.0,2018-04-30,CEMENT,CDSL,"April 30, 2018"
Forest Materials,2283.0,82.0,2018-04-30,COMMODITIES,CDSL,"April 30, 2018"
Chemicals &Petrochemicals,39638.0,127.0,2018-04-30,Chemicals &Petrochemicals,CDSL,"April 30, 2018"
Commercial Services &Supplies,8354.0,-177.0,2018-04-30,Commercial Services &Supplies,CDSL,"April 30, 2018"
Diversified,2596.0,-32.0,2018-04-30,DIVERSIFIED,CDSL,"April 30, 2018"
Others,46961.0,1754.0,2018-04-30,DIVERSIFIED,CDSL,"April 30, 2018"
Coal,9851.0,-13.0,2018-04-30,ENERGY,CDSL,"April 30, 2018"
Total  Financial Services,962312.0,-1541.0,2018-04-30,FINANCIAL_SERVICES,CDSL,"April 30, 2018"
Insurance,8354.0,276.0,2018-04-30,FINANCIAL_SERVICES,CDSL,"April 30, 2018"
Food &Drugs Retailing,0.0,0.0,2018-04-30,Food &Drugs Retailing,CDSL,"April 30, 2018"
"Food, Beverages &Tobacco",120240.0,-166.0,2018-04-30,"Food, Beverages &Tobacco",CDSL,"April 30, 2018"
Healthcare Services,14060.0,257.0,2018-04-30,HEALTHCARE,CDSL,"April 30, 2018"
Hardware Technology &Equipment,69.0,-11.0,2018-04-30,Hardware Technology &Equipment,CDSL,"April 30, 2018"
Healthcare Equipment &Supplies,118.0,-8.0,2018-04-30,Healthcare Equipment &Supplies,CDSL,"April 30, 2018"
"Hotels, Restaurants &Tourism",13893.0,-131.0,2018-04-30,"Hotels, Restaurants &Tourism",CDSL,"April 30, 2018"
Household &Personal Products,98473.0,-389.0,2018-04-30,Household &Personal Products,CDSL,"April 30, 2018"
Utilities,82295.0,-510.0,2018-04-30,INFRASTRUCTURE,CDSL,"April 30, 2018"
Transportation,43262.0,559.0,2018-04-30,LOGISTICS,CDSL,"April 30, 2018"
Media,36965.0,-600.0,2018-04-30,MEDIA,CDSL,"April 30, 2018"
Metals &Mining,75797.0,-1325.0,2018-04-30,Metals &Mining,CDSL,"April 30, 2018"
Oil &Gas,210100.0,-820.0,2018-04-30,Oil &Gas,CDSL,"April 30, 2018"
Pharmaceuticals &Biotechnology,118580.0,-688.0,2018-04-30,Pharmaceuticals &Biotechnology,CDSL,"April 30, 2018"
Real Estate Investment,0.0,0.0,2018-04-30,REALTY,CDSL,"April 30, 2018"
Realty,27579.0,-124.0,2018-04-30,REALTY,CDSL,"April 30, 2018"
Diversified Consumer Services,2602.0,168.0,2018-04-30,SERVICES,CDSL,"April 30, 2018"
Retailing,26898.0,321.0,2018-04-30,SERVICES,CDSL,"April 30, 2018"
Software &Services,324241.0,2387.0,2018-04-30,Software &Services,CDSL,"April 30, 2018"
Telecom Services,67250.0,-1120.0,2018-04-30,TELECOM,CDSL,"April 30, 2018"
Telecommunications Equipment,320.0,-1.0,2018-04-30,TELECOM,CDSL,"April 30, 2018"
"Textiles, Apparels &Accessories",45625.0,-431.0,2018-04-30,"Textiles, Apparels &Accessories",CDSL,"April 30, 2018"
Automobiles & Auto Components,216556.0,-3257.0,2018-05-15,AUTO,NSDL,"May 15, 2018"
Capital Goods,116982.0,-562.0,2018-05-15,CAPITAL_GOODS,NSDL,"May 15, 2018"
Consumer Durables,40163.0,-452.0,2018-05-15,CAPITAL_GOODS,NSDL,"May 15, 2018"
General Industrials,22689.0,-65.0,2018-05-15,CAPITAL_GOODS,NSDL,"May 15, 2018"
Construction Materials,71753.0,-404.0,2018-05-15,CEMENT,NSDL,"May 15, 2018"
Chemicals & Petrochemicals,38824.0,422.0,2018-05-15,CHEMICALS,NSDL,"May 15, 2018"
Forest Materials,2139.0,83.0,2018-05-15,COMMODITIES,NSDL,"May 15, 2018"
Diversified,2456.0,-36.0,2018-05-15,DIVERSIFIED,NSDL,"May 15, 2018"
Others,45486.0,-124.0,2018-05-15,DIVERSIFIED,NSDL,"May 15, 2018"
Coal,8913.0,-279.0,2018-05-15,ENERGY,NSDL,"May 15, 2018"
Oil & Gas,214122.0,-8.0,2018-05-15,ENERGY,NSDL,"May 15, 2018"
Total  Financial Services,976764.0,-501.0,2018-05-15,FINANCIAL_SERVICES,NSDL,"May 15, 2018"
Insurance,8708.0,559.0,2018-05-15,FINANCIAL_SERVICES,NSDL,"May 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-05-15,FMCG,NSDL,"May 15, 2018"
"Food, Beverages & Tobacco",117337.0,-25.0,2018-05-15,FMCG,NSDL,"May 15, 2018"
Household & Personal Products,96366.0,-877.0,2018-05-15,FMCG,NSDL,"May 15, 2018"
Healthcare Equipment & Supplies,112.0,-9.0,2018-05-15,HEALTHCARE,NSDL,"May 15, 2018"
Healthcare Services,13840.0,198.0,2018-05-15,HEALTHCARE,NSDL,"May 15, 2018"
Utilities,80470.0,-677.0,2018-05-15,INFRASTRUCTURE,NSDL,"May 15, 2018"
Hardware Technology & Equipment,66.0,-4.0,2018-05-15,IT,NSDL,"May 15, 2018"
Software & Services,316429.0,2443.0,2018-05-15,IT,NSDL,"May 15, 2018"
Transportation,41989.0,24.0,2018-05-15,LOGISTICS,NSDL,"May 15, 2018"
Media,36194.0,-427.0,2018-05-15,MEDIA,NSDL,"May 15, 2018"
Metals & Mining,74390.0,-1685.0,2018-05-15,METAL,NSDL,"May 15, 2018"
Pharmaceuticals & Biotechnology,109906.0,-833.0,2018-05-15,PHARMA,NSDL,"May 15, 2018"
Real Estate Investment,0.0,0.0,2018-05-15,REALTY,NSDL,"May 15, 2018"
Realty,26131.0,-35.0,2018-05-15,REALTY,NSDL,"May 15, 2018"
Commercial Services & Supplies,7631.0,-46.0,2018-05-15,SERVICES,NSDL,"May 15, 2018"
Diversified Consumer Services,2604.0,176.0,2018-05-15,SERVICES,NSDL,"May 15, 2018"
"Hotels, Restaurants & Tourism",12902.0,-296.0,2018-05-15,SERVICES,NSDL,"May 15, 2018"
Retailing,25219.0,259.0,2018-05-15,SERVICES,NSDL,"May 15, 2018"
Telecom Services,62814.0,-405.0,2018-05-15,TELECOM,NSDL,"May 15, 2018"
