date,symbol,company,deal_type,client_name,participant,direction,qty,price,value_cr,seq_id
2026-04-27,VIDYAWIRES,Vidya Wires Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,1245386.0,88.2,10.9843,6889
2026-04-27,VIDYAWIRES,Vidya Wires Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,1245386.0,88.22,10.9868,6890
2026-04-27,VIDYAWIRES,Vidya Wires Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,1214720.0,87.99,10.6883,6891
2026-04-27,VIDYAWIRES,Vidya Wires Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,1216285.0,88.33,10.7434,6892
2026-04-27,VINEETLAB,Vineet Laboratories Ltd,BULK,MANCHURI MANOHAR REDDY,RETAIL,SELL,149573.0,38.38,0.5741,6893
2026-04-28,AGI,AGI Greenpac Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,298694.0,642.74,19.1983,6894
2026-04-28,AGI,AGI Greenpac Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,371832.0,647.38,24.0717,6895
2026-04-28,AGI,AGI Greenpac Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,346101.0,643.54,22.273,6896
2026-04-28,AGI,AGI Greenpac Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,349327.0,643.08,22.4645,6897
2026-04-28,AGI,AGI Greenpac Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,535931.0,647.9,34.723,6898
2026-04-28,AGI,AGI Greenpac Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,535931.0,647.38,34.6951,6899
2026-04-28,AGI,AGI Greenpac Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,903716.0,645.85,58.3665,6900
2026-04-28,AGI,AGI Greenpac Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,903716.0,645.48,58.3331,6901
2026-04-28,AGI,AGI Greenpac Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,628508.0,651.49,40.9467,6902
2026-04-28,AGI,AGI Greenpac Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,637629.0,640.15,40.8178,6903
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,184347.0,125.36,2.311,6904
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,584353.0,124.82,7.2939,6905
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,BUY,106.0,126.72,0.0013,6906
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL,742101.0,124.93,9.2711,6907
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,MC JAIN INFOSERVICES PRIVATE LIMITED,RETAIL,BUY,600000.0,122.68,7.3608,6908
2026-04-28,ARIS,Arisinfra Solutions Ltd,BULK,SWETABEN HARDIK SHAH,RETAIL,SELL,605500.0,124.74,7.553,6909
2026-04-28,ASIANTILES,Asian Granito India Limit,BULK,ASHAPURA COMMODITIES,RETAIL,SELL,2082452.0,71.09,14.8042,6910
2026-04-28,ASIANTILES,Asian Granito India Limit,BULK,ASHAPURA COMMODITIES,RETAIL,BUY,2082452.0,70.92,14.7687,6911
2026-04-28,AUTOIND,Autoline Industries Limit,BULK,SANJAY  AGARWAL,RETAIL,SELL,364969.0,62.25,2.2719,6912
2026-04-28,BIKEWO,Bikewo Green Tech Limited,BULK,AJAY PRATYUSH NEDUNURI,RETAIL,BUY,138000.0,22.14,0.3055,6913
2026-04-28,BIKEWO,Bikewo Green Tech Limited,BULK,PREMLATHA AGARWAL,RETAIL,SELL,120000.0,21.53,0.2584,6914
2026-04-28,BIOPOL,Biopol Chemicals Limited,BULK,ANKIT KUMAR JAIN,RETAIL,SELL,2400.0,101.5,0.0244,6915
2026-04-28,BIOPOL,Biopol Chemicals Limited,BULK,ANKIT KUMAR JAIN,RETAIL,BUY,56400.0,103.36,0.583,6916
2026-04-28,C2C,C2C Advanced Systems Ltd,BULK,SHISHIR RADHAKUMAR TEJPAL,RETAIL,BUY,150.0,486.0,0.0073,6917
2026-04-28,C2C,C2C Advanced Systems Ltd,BULK,SHISHIR RADHAKUMAR TEJPAL,RETAIL,SELL,85500.0,462.29,3.9526,6918
2026-04-28,EPACK,EPACK Durable Limited,BULK,BLITZQUANT RESEARCH LLP,RETAIL,SELL,1049245.0,293.25,30.7691,6919
2026-04-28,EPACK,EPACK Durable Limited,BULK,BLITZQUANT RESEARCH LLP,RETAIL,BUY,1049245.0,293.1,30.7534,6920
2026-04-28,EPACK,EPACK Durable Limited,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,SELL,729536.0,295.86,21.5841,6921
2026-04-28,EPACK,EPACK Durable Limited,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,BUY,741570.0,295.69,21.9275,6922
2026-04-28,EPACK,EPACK Durable Limited,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,BUY,1155754.0,295.38,34.1387,6923
2026-04-28,EPACK,EPACK Durable Limited,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,SELL,1156994.0,295.85,34.2297,6924
2026-04-28,EPACK,EPACK Durable Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,978379.0,294.18,28.782,6925
2026-04-28,EPACK,EPACK Durable Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,991412.0,294.87,29.2338,6926
2026-04-28,EPACK,EPACK Durable Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,1252798.0,294.04,36.8373,6927
2026-04-28,EPACK,EPACK Durable Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,1361615.0,293.5,39.9634,6928
2026-04-28,EPACK,EPACK Durable Limited,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,BUY,563667.0,293.75,16.5577,6929
2026-04-28,EPACK,EPACK Durable Limited,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SELL,563667.0,294.81,16.6175,6930
2026-04-28,EPACK,EPACK Durable Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,1117444.0,294.03,32.8562,6931
2026-04-28,EPACK,EPACK Durable Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,1119319.0,294.13,32.9225,6932
2026-04-28,EPACK,EPACK Durable Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,1993964.0,294.71,58.7641,6933
2026-04-28,EPACK,EPACK Durable Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,1993964.0,294.83,58.788,6934
2026-04-28,EPACK,EPACK Durable Limited,BULK,MUSIGMA SECURITIES,RETAIL,SELL,640936.0,295.05,18.9108,6935
2026-04-28,EPACK,EPACK Durable Limited,BULK,MUSIGMA SECURITIES,RETAIL,BUY,641119.0,294.99,18.9124,6936
2026-04-28,EPACK,EPACK Durable Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,2686699.0,294.18,79.0373,6937
2026-04-28,EPACK,EPACK Durable Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,2686699.0,294.34,79.0803,6938
2026-04-28,EPACK,EPACK Durable Limited,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,SELL,512711.0,294.27,15.0875,6939
2026-04-28,EPACK,EPACK Durable Limited,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,BUY,512711.0,294.14,15.0809,6940
2026-04-28,EPACK,EPACK Durable Limited,BULK,PUMA SECURITIES,RETAIL,SELL,862796.0,294.93,25.4464,6941
2026-04-28,EPACK,EPACK Durable Limited,BULK,PUMA SECURITIES,RETAIL,BUY,862796.0,294.87,25.4413,6942
2026-04-28,EPACK,EPACK Durable Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,1930061.0,294.58,56.8557,6943
2026-04-28,EPACK,EPACK Durable Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,1984022.0,294.47,58.4235,6944
2026-04-28,FABTECH,Fabtech Technologies Ltd,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY,397832.0,177.93,7.0786,6945
2026-04-28,FABTECH,Fabtech Technologies Ltd,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL,397832.0,178.35,7.0953,6946
2026-04-28,FABTECH,Fabtech Technologies Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,298091.0,176.74,5.2685,6947
2026-04-28,FABTECH,Fabtech Technologies Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,298091.0,176.64,5.2655,6948
2026-04-28,GICL,Globe Intl Carriers Ltd,BULK,AUM SECURITIES PVT. LTD.,RETAIL,SELL,557478.0,42.1,2.347,6949
2026-04-28,GICL,Globe Intl Carriers Ltd,BULK,AUM SECURITIES PVT. LTD.,RETAIL,BUY,593242.0,42.07,2.4958,6950
2026-04-28,GICL,Globe Intl Carriers Ltd,BULK,VISTAAR TRADING SERVICE PRIVATE LIMITED,RETAIL,BUY,929270.0,41.97,3.9001,6951
2026-04-28,GICL,Globe Intl Carriers Ltd,BULK,VISTAAR TRADING SERVICE PRIVATE LIMITED,RETAIL,SELL,929270.0,42.0,3.9029,6952
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,ANKITA VISHAL SHAH,RETAIL,SELL,8595993.0,13.42,11.5358,6953
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,ANKITA VISHAL SHAH,RETAIL,BUY,9495993.0,13.39,12.7151,6954
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,D3 STOCK VISION LLP,RETAIL,BUY,6028946.0,13.44,8.1029,6955
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,D3 STOCK VISION LLP,RETAIL,SELL,6720946.0,13.42,9.0195,6956
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,NEO APEX SHARE BROKING SERVICES LLP,RETAIL,SELL,7555515.0,13.45,10.1622,6957
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,NEO APEX SHARE BROKING SERVICES LLP,RETAIL,BUY,7555515.0,13.45,10.1622,6958
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,RETAIL,SELL,12379423.0,13.2,16.3408,6959
2026-04-28,GREENPOWER,Orient Green Power Co Ltd,BULK,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,RETAIL,BUY,12415801.0,13.41,16.6496,6960
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,BLITZQUANT RESEARCH LLP,RETAIL,SELL,938600.0,341.17,32.0222,6961
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,BLITZQUANT RESEARCH LLP,RETAIL,BUY,938600.0,341.01,32.0072,6962
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,SELL,283199.0,337.57,9.5599,6963
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,BUY,283199.0,337.41,9.5554,6964
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,SELL,496241.0,339.19,16.832,6965
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,BUY,497741.0,338.79,16.863,6966
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,SELL,246871.0,336.35,8.3035,6967
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,BUY,246871.0,335.98,8.2944,6968
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,GRT STRATEGIC VENTURES LLP,RETAIL,SELL,483330.0,339.04,16.3868,6969
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,GRT STRATEGIC VENTURES LLP,RETAIL,BUY,483330.0,338.89,16.3796,6970
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,1235470.0,339.25,41.9133,6971
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,1251633.0,338.21,42.3315,6972
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,1201337.0,340.71,40.9308,6973
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,1438655.0,340.69,49.0135,6974
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,J4S FINANCIAL SOLUTIONS LLP,RETAIL,BUY,220618.0,344.07,7.5908,6975
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,J4S FINANCIAL SOLUTIONS LLP,RETAIL,SELL,220618.0,344.25,7.5948,6976
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,BUY,392106.0,337.91,13.2497,6977
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SELL,392106.0,338.91,13.2889,6978
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,736537.0,338.7,24.9465,6979
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,737158.0,338.35,24.9417,6980
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,KIVI CAPITAL,RETAIL,SELL,276703.0,340.33,9.417,6981
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,KIVI CAPITAL,RETAIL,BUY,276703.0,340.79,9.4298,6982
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MARWADI SHARES AND FINANCE LTD.,RETAIL,BUY,207917.0,342.35,7.118,6983
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MARWADI SHARES AND FINANCE LTD.,RETAIL,SELL,245801.0,335.68,8.251,6984
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MATALIA STOCK BROKING PRIVATE LIMITED,RETAIL,BUY,268031.0,340.04,9.1141,6985
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MATALIA STOCK BROKING PRIVATE LIMITED,RETAIL,SELL,268041.0,340.25,9.1201,6986
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MAYUR MUKESHBHAI DOBARIYA,RETAIL,BUY,229993.0,341.36,7.851,6987
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MAYUR MUKESHBHAI DOBARIYA,RETAIL,SELL,229993.0,341.19,7.8471,6988
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,2068817.0,338.84,70.0998,6989
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,2068817.0,339.01,70.135,6990
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MUSIGMA SECURITIES,RETAIL,BUY,1132836.0,340.21,38.5402,6991
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,MUSIGMA SECURITIES,RETAIL,SELL,1132836.0,340.39,38.5606,6992
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,2408531.0,340.36,81.9768,6993
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,2408531.0,340.55,82.0225,6994
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,BUY,361393.0,340.36,12.3004,6995
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,SELL,361393.0,340.62,12.3098,6996
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PATRONUS TRADETECH LLP,RETAIL,BUY,186304.0,342.18,6.375,6997
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PATRONUS TRADETECH LLP,RETAIL,SELL,220043.0,341.75,7.52,6998
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PLUTUS RESEARCH PRIVATE LIMITED,RETAIL,BUY,218159.0,340.71,7.4329,6999
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PLUTUS RESEARCH PRIVATE LIMITED,RETAIL,SELL,218159.0,340.94,7.4379,7000
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PUMA SECURITIES,RETAIL,BUY,625377.0,338.31,21.1571,7001
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,PUMA SECURITIES,RETAIL,SELL,625377.0,338.41,21.1634,7002
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,2422366.0,339.37,82.2078,7003
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,2429326.0,339.74,82.5339,7004
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,RAJESH CHAMANLAL SANGHAVI,RETAIL,BUY,287855.0,337.28,9.7088,7005
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,RAJESH CHAMANLAL SANGHAVI,RETAIL,SELL,292855.0,337.31,9.8783,7006
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,SHREE NAMAN SECURITIES & FINANCE PRIVATE LIMITED,RETAIL,SELL,207898.0,339.41,7.0563,7007
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,SHREE NAMAN SECURITIES & FINANCE PRIVATE LIMITED,RETAIL,BUY,207898.0,338.92,7.0461,7008
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,BUY,245904.0,340.86,8.3819,7009
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SELL,245904.0,341.03,8.3861,7010
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,VINSUL MAKARDI LTD,RETAIL,BUY,212619.0,343.65,7.3067,7011
2026-04-28,IRMENERGY,IRM Energy Limited,BULK,VINSUL MAKARDI LTD,RETAIL,SELL,212619.0,343.92,7.3124,7012
2026-04-28,JALAN,Jalan Transolu. India Ltd,BULK,DHARMISHTHA ABHAYBHAI SHAH,RETAIL,SELL,93000.0,1.91,0.0178,7013
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,507693.0,234.3,11.8952,7014
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,638788.0,235.04,15.0141,7015
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,401184.0,233.07,9.3504,7016
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,666739.0,230.29,15.3543,7017
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,715318.0,234.54,16.7771,7018
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,838929.0,234.18,19.646,7019
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,655117.0,236.03,15.4627,7020
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,655117.0,235.99,15.4601,7021
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,830312.0,235.17,19.5264,7022
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,830312.0,235.27,19.5348,7023
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,QE SECURITIES LLP,RETAIL,BUY,853615.0,234.06,19.9797,7024
2026-04-28,MOBIKWIK,One Mobikwik Systems Ltd,BULK,QE SECURITIES LLP,RETAIL,SELL,911165.0,235.08,21.4197,7025
2026-04-28,PVP,PVP Ventures Limited,BULK,ACHINTYA SECURITIES LIMITED,RETAIL,BUY,1443995.0,33.44,4.8287,7026
2026-04-28,PVP,PVP Ventures Limited,BULK,ACHINTYA SECURITIES LIMITED,RETAIL,SELL,1568649.0,33.55,5.2628,7027
2026-04-28,PVP,PVP Ventures Limited,BULK,CRONY VYAPAR PVT LTD,RETAIL,BUY,2502515.0,33.54,8.3934,7028
2026-04-28,PVP,PVP Ventures Limited,BULK,CRONY VYAPAR PVT LTD,RETAIL,SELL,3292164.0,33.51,11.032,7029
2026-04-28,RICHA,Richa Info Systems Ltd,BULK,DHARMISHTHABEN AKSHAY PAREKH,RETAIL,BUY,85000.0,63.0,0.5355,7030
2026-04-28,RICHA,Richa Info Systems Ltd,BULK,THAKOR NAYANA CHANDUBHAI,RETAIL,SELL,150000.0,63.0,0.945,7031
2026-04-28,SAIFL,Sameera Agro And Infra L,BULK,SATYA MURTHY SIVALENKA,RETAIL,SELL,728000.0,8.59,0.6254,7032
2026-04-28,SAIFL,Sameera Agro And Infra L,BULK,UMANG KAMLESH VORA,RETAIL,BUY,312000.0,8.55,0.2668,7033
2026-04-28,SEPC,SEPC Limited,BULK,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,RETAIL,SELL,13503087.0,8.83,11.9232,7034
2026-04-28,SEPC,SEPC Limited,BULK,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,RETAIL,BUY,15803087.0,8.78,13.8751,7035
2026-04-28,TATACHEM,Tata Chemicals Ltd.,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,1434692.0,798.91,114.619,7036
2026-04-28,TATACHEM,Tata Chemicals Ltd.,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,1434692.0,798.58,114.5716,7037
2026-04-28,URJA,Urja Global Limited,BULK,ANKITA VISHAL SHAH,RETAIL,SELL,3627661.0,12.8,4.6434,7038
2026-04-28,URJA,Urja Global Limited,BULK,ANKITA VISHAL SHAH,RETAIL,BUY,6898112.0,12.81,8.8365,7039
2026-04-28,URJA,Urja Global Limited,BULK,NEO APEX SHARE BROKING SERVICES LLP,RETAIL,SELL,2779894.0,13.05,3.6278,7040
2026-04-28,URJA,Urja Global Limited,BULK,NEO APEX SHARE BROKING SERVICES LLP,RETAIL,BUY,2779894.0,12.66,3.5193,7041
2026-04-28,WHEELS,Wheels India Ltd,BULK,NIPPON INDIA MUTUAL FUND,MF,SELL,195000.0,1060.69,20.6835,7042
2026-04-29,EMCURE,Emcure Pharmaceuticals L,BLOCK,BC INVESTMENTS IV LIMITED,RETAIL,SELL,1800000.0,1608.2,289.476,155
2026-04-29,EMCURE,Emcure Pharmaceuticals L,BLOCK,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,RETAIL,BUY,1800000.0,1608.2,289.476,156
2026-04-29,ACCPL,Accretion Pharma Limited,BULK,UNICORN FUND,RETAIL,BUY,67200.0,102.6,0.6895,7043
2026-04-29,AGIIL,Agi Infra Limited,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL,1606471.0,378.14,60.7471,7044
2026-04-29,AGIIL,Agi Infra Limited,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY,1676260.0,380.23,63.7364,7045
2026-04-29,ASIANTILES,Asian Granito India Limit,BULK,ASHAPURA COMMODITIES,RETAIL,BUY,12194764.0,68.96,84.0951,7046
2026-04-29,ASIANTILES,Asian Granito India Limit,BULK,ASHAPURA COMMODITIES,RETAIL,SELL,12194764.0,70.01,85.3755,7047
2026-04-29,ASIANTILES,Asian Granito India Limit,BULK,THAKKAR NILESHKUMAR FARSHURAM HUF,RETAIL,SELL,13286670.0,69.62,92.5018,7048
2026-04-29,ASIANTILES,Asian Granito India Limit,BULK,THAKKAR NILESHKUMAR FARSHURAM HUF,RETAIL,BUY,13286670.0,68.66,91.2263,7049
2026-04-29,BANDHANBNK,Bandhan Bank Limited,BULK,GRAVITON RESEARCH CAPITAL LLP,RETAIL,SELL,11835129.0,197.65,233.9213,7050
2026-04-29,BANDHANBNK,Bandhan Bank Limited,BULK,GRAVITON RESEARCH CAPITAL LLP,RETAIL,BUY,11835129.0,197.58,233.8385,7051
2026-04-29,EMCURE,Emcure Pharmaceuticals L,BULK,BC INVESTMENTS IV LIMITED,RETAIL,SELL,1800000.0,1608.2,289.476,7052
2026-04-29,EMCURE,Emcure Pharmaceuticals L,BULK,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,RETAIL,BUY,1800000.0,1608.2,289.476,7053
2026-04-29,EPACK,EPACK Durable Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,656224.0,290.02,19.0318,7054
2026-04-29,EPACK,EPACK Durable Limited,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,661092.0,287.63,19.015,7055
2026-04-29,EPACK,EPACK Durable Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,477955.0,288.2,13.7747,7056
2026-04-29,EPACK,EPACK Durable Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,485246.0,288.34,13.9916,7057
2026-04-29,EPACK,EPACK Durable Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,503458.0,288.33,14.5162,7058
2026-04-29,EPACK,EPACK Durable Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,503458.0,288.44,14.5217,7059
2026-04-29,EPACK,EPACK Durable Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,485323.0,289.1,14.0307,7060
2026-04-29,EPACK,EPACK Durable Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,497225.0,288.41,14.3405,7061
2026-04-29,GCSL,Gretex Corporate Services,BULK,MANSUKH SECURITIES & FINANCE LIMITED,RETAIL,SELL,133448.0,352.64,4.7059,7062
2026-04-29,GCSL,Gretex Corporate Services,BULK,MANSUKH SECURITIES & FINANCE LIMITED,RETAIL,BUY,212979.0,356.52,7.5931,7063
2026-04-29,GREENPLY,Greenply Industries Ltd,BULK,BLITZQUANT RESEARCH LLP,RETAIL,SELL,1438074.0,286.74,41.2353,7064
2026-04-29,GREENPLY,Greenply Industries Ltd,BULK,BLITZQUANT RESEARCH LLP,RETAIL,BUY,1438074.0,286.6,41.2152,7065
