symbol,date,announcement_type,seq_id,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,processed_at
AVONMORE,2026-06-25,RESULT_UPDATE,106675256,BULLISH,1,RAISED,2,YES,5000.0,CAPEX_CYCLE,Management guided 25% revenue growth for FY27 driven by new order wins.,2026-07-03 04:50
SIRCA,2026-06-25,RESULT_UPDATE,106675477,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:50
GUJTHEM,2026-06-25,RESULT_UPDATE,106675377,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2026 are as per the records of the company.,2026-07-03 04:50
NIRAJISPAT,2026-06-25,RESULT_UPDATE,106675357,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2026 are as per the records of the company.,2026-07-03 04:50
INFOBEAN,2026-06-25,ANALYST_MEET,106675292,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given description.,2026-07-03 04:50
SHYAMTEL,2026-06-25,RESULT_UPDATE,106675226,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03 04:50
KIOCL,2026-06-25,RESULT_UPDATE,106675212,BULLISH,1,RAISED,2,YES,5000.0,CAPEX_CYCLE,The company is planning to set up a new pellet plant at Paradip with an investment of Rs. 5000 crore.,2026-07-03 04:50
FEDFINA,2026-06-25,ANALYST_MEET,106675190,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:51
AFSL,2026-06-25,RESULT_UPDATE,106675145,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results.,2026-07-03 04:51
MASTEK,2026-06-25,ANALYST_MEET,106675045,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:51
ABCOTS,2026-06-25,RESULT_UPDATE,106675039,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:51
TIINDIA,2026-06-24,ANALYST_MEET,106672135,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given description.,2026-07-03 04:51
ISHANCH,2026-06-24,RESULT_UPDATE,106672420,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Ishan Dyes and Chemicals Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEB,2026-07-03 04:51
CARTRADE,2026-06-24,ANALYST_MEET,106672147,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:51
PRECAM,2026-06-24,ANALYST_MEET,106672217,BULLISH,1,RAISED,2,YES,5000.0,CAPEX_CYCLE,Management guided 25% revenue growth for FY27 driven by new order wins.,2026-07-03 04:51
FIVESTAR,2026-06-24,ANALYST_MEET,106672231,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or statements were provided in the meeting intimation.,2026-07-03 04:51
FIVESTAR,2026-06-24,ANALYST_MEET,106672229,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or capital expenditure plans mentioned.,2026-07-03 04:51
WINDLAS,2026-06-24,ANALYST_MEET,106672315,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:51
PNGSREVA,2026-06-24,ANALYST_MEET,106672492,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:51
JINDALSAW,2026-06-24,ANALYST_MEET,106672421,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:52
MANINDS,2026-06-24,ANALYST_MEET,106672457,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:52
SUBEXLTD,2026-06-24,ANALYST_MEET,106672459,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or statements were provided in the meeting update.,2026-07-03 04:52
IVALUE,2026-06-24,ANALYST_MEET,106672464,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:52
ANGELONE,2026-06-24,ANALYST_MEET,106672502,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:52
KIRLOSIND,2026-06-24,ANALYST_MEET,106672497,BULLISH,1,RAISED,2,YES,15000.0,"CAPEX_CYCLE,GREEN_ENERGY","The company plans to invest Rs. 15,000 crore in the next 5 years for green energy and other initiatives.",2026-07-03 04:52
MOBIKWIK,2026-06-24,ANALYST_MEET,106672045,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:52
BCG,2026-06-24,RESULT_UPDATE,106672103,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Brightcom Group Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 04:52
SADBHIN,2026-06-24,RESULT_UPDATE,106671807,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Sadbhav Infrastructure Project Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of t,2026-07-03 04:52
YESBANK,2026-06-24,ANALYST_MEET,106671982,BULLISH,1,NOT_GIVEN,0,NO,,,No specific statements were provided in the given description.,2026-07-03 04:52
MMTC,2026-06-24,RESULT_UPDATE,106671944,NEUTRAL,0,NOT_GIVEN,0,NO,,,MMTC Limited sought clarification from the Exchange for the quarter ended 31-Mar-2026.,2026-07-03 04:52
TORNTPOWER,2026-06-24,ANALYST_MEET,106672542,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:52
BESTAGRO,2026-06-24,RESULT_UPDATE,106671803,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Best Agrolife Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing ,2026-07-03 04:52
OMFREIGHT,2026-06-24,RESULT_UPDATE,106671804,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Om Freight Forwarders Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (,2026-07-03 04:53
MFML,2026-06-24,RESULT_UPDATE,106671805,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Mahalaxmi Fabric Mills Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:53
INNOVISION,2026-06-24,RESULT_UPDATE,106671808,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Innovision Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obl,2026-07-03 04:53
WEL,2026-06-24,RESULT_UPDATE,106671809,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Wonder Electricals Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:53
BALAXI,2026-06-24,RESULT_UPDATE,106671810,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from BALAXI PHARMACEUTICALS LIMITED for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:53
LFIC,2026-06-24,RESULT_UPDATE,106671811,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Lakshmi Finance & Industrial Corporation Limited for the quarter ended 31-Mar-2026 with respect to Regulati,2026-07-03 04:53
RMCL,2026-06-24,RESULT_UPDATE,106671812,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Radha Madhav Corporation Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEB,2026-07-03 04:53
JMA,2026-06-24,RESULT_UPDATE,106671813,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Jullundur Motor Agency (Delhi) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of t,2026-07-03 04:53
MADHUCON,2026-06-24,RESULT_UPDATE,106671814,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Madhucon Projects Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:53
ATCOM,2026-06-24,RESULT_UPDATE,106671815,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Atcom Technologies Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:53
EIEL,2026-06-24,RESULT_UPDATE,106671816,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Enviro Infra Engineers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:53
UNITECH,2026-06-24,RESULT_UPDATE,106671817,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Unitech Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obliga,2026-07-03 04:54
SELMC,2026-06-24,RESULT_UPDATE,106671818,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from SEL Manufacturing Company Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SE,2026-07-03 04:54
CREATIVEYE,2026-06-24,RESULT_UPDATE,106663561,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Creative Eye Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing O,2026-07-03 04:54
MITTAL,2026-06-24,RESULT_UPDATE,106671939,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Mittal Life Style Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:54
IRIS,2026-06-24,ANALYST_MEET,106672525,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:54
VIKRAN,2026-06-24,ANALYST_MEET,106673036,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given description.,2026-07-03 04:54
JINDALSAW,2026-06-24,ANALYST_MEET,106672613,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:54
AGI,2026-06-24,ANALYST_MEET,106673239,NEUTRAL,0,NOT_GIVEN,0,NO,,,AGI Greenpac Limited has informed the Exchange about Schedule of meet,2026-07-03 04:54
RATNAVEER,2026-06-24,ANALYST_MEET,106673172,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting a 25% growth in FY27.,2026-07-03 04:54
BALUFORGE,2026-06-24,ANALYST_MEET,106673187,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the investor presentation.,2026-07-03 04:54
FSL,2026-06-24,ANALYST_MEET,106673206,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:54
MARATHON,2026-06-24,ANALYST_MEET,106673208,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:54
ADVAIT,2026-06-24,ANALYST_MEET,106673221,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were mentioned in the announcement.,2026-07-03 04:55
DIGISPICE,2026-06-24,ANALYST_MEET,106673231,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:55
AGI,2026-06-24,ANALYST_MEET,106673240,NEUTRAL,0,NOT_GIVEN,0,NO,,,AGI Greenpac Limited has informed the Exchange about Schedule of meet,2026-07-03 04:55
SHYAMMETL,2026-06-24,ANALYST_MEET,106673151,BULLISH,1,RAISED,2,YES,15000.0,"CAPEX_CYCLE,GREEN_ENERGY","The company is expecting 25% YoY growth in FY27, driven by new capacities and expansion plans.",2026-07-03 04:55
RADICO,2026-06-24,ANALYST_MEET,106673254,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:55
GRAVITA,2026-06-24,ANALYST_MEET,106673261,BULLISH,1,RAISED,2,YES,,CAPITAL_ALLOCATION,The company is expecting 25% revenue growth in FY27.,2026-07-03 04:55
INDIANB,2026-06-24,ANALYST_MEET,106673268,BULLISH,1,RAISED,2,YES,,EXPORT_GROWTH,Bank expects to achieve 25% YoY growth in Advances and 20% YoY growth in Deposits.,2026-07-03 04:55
DCW,2026-06-24,ANALYST_MEET,106673275,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:55
PATELRMART,2026-06-24,ANALYST_MEET,106672633,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:55
MAXIND,2026-06-24,ANALYST_MEET,106673339,NEUTRAL,0,NOT_GIVEN,0,NO,,,No key statement available.,2026-07-03 04:55
PANSARI,2026-06-24,RESULT_UPDATE,106673155,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Pansari Developers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:55
PNB,2026-06-24,ANALYST_MEET,106673116,NEUTRAL,0,MAINTAINED,1,NO,,,The bank's performance has been impacted by high slippages and provisioning.,2026-07-03 04:55
SUDARSCHEM,2026-06-24,ANALYST_MEET,106672738,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:55
SBIN,2026-06-24,ANALYST_MEET,106673101,BULLISH,1,RAISED,2,YES,,"DIGITAL_INDIA,EXPORT_GROWTH","We expect 25% YoY growth in loan book, driven by retail and MSME segments.",2026-07-03 04:56
AETHER,2026-06-24,ANALYST_MEET,106672777,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the given announcement.,2026-07-03 04:56
ZAGGLE,2026-06-24,ANALYST_MEET,106672783,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:56
VINATIORGA,2026-06-24,ANALYST_MEET,106672806,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:56
AHLUCONT,2026-06-24,RESULT_UPDATE,106672848,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Ahluwalia Contracts (India) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the ,2026-07-03 04:56
UFLEX,2026-06-24,ANALYST_MEET,106672978,NEUTRAL,0,NOT_GIVEN,0,NO,,,UFLEX has informed the Exchange about Schedule of meet,2026-07-03 04:56
KOTYARK,2026-06-24,ANALYST_MEET,106673017,BULLISH,1,RAISED,2,YES,5000.0,"CAPEX_CYCLE,POWER_TD",Management guided 25% revenue growth for FY27 driven by new order wins.,2026-07-03 04:56
PNBHOUSING,2026-06-24,ANALYST_MEET,106673033,BULLISH,1,RAISED,2,YES,15000.0,CAPEX_CYCLE,The company is expecting a strong growth in the next 2-3 years with a growth rate of 25-30%.,2026-07-03 04:56
SFL,2026-06-24,ANALYST_MEET,106673055,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:56
BBOX,2026-06-24,ANALYST_MEET,106673079,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided.,2026-07-03 04:56
VAISHALI,2026-06-24,RESULT_UPDATE,106673080,NEUTRAL,0,NOT_GIVEN,0,NO,,,Vaishali Pharma Limited sought clarification from the Exchange for the quarter ended 31-Mar-2026.,2026-07-03 04:56
SHANTI,2026-06-24,RESULT_UPDATE,106673084,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shanti Overseas (India) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI,2026-07-03 04:56
GRINDWELL,2026-06-24,ANALYST_MEET,106673087,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
MAHESHWARI,2026-06-24,RESULT_UPDATE,106673089,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Maheshwari Logistics Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (L,2026-07-03 04:57
ASHAPURMIN,2026-06-23,ANALYST_MEET,106671055,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:57
MEDANTA,2026-06-23,ANALYST_MEET,106670930,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
MEDANTA,2026-06-23,ANALYST_MEET,106670929,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
BORORENEW,2026-06-23,ANALYST_MEET,106670949,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03 04:57
MACPOWER,2026-06-23,ANALYST_MEET,106670967,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:57
GENUSPOWER,2026-06-23,ANALYST_MEET,106670980,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
BLUESTONE,2026-06-23,ANALYST_MEET,106671004,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
GANDHAR,2026-06-23,ANALYST_MEET,106671105,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or statements were provided during the analyst meet.,2026-07-03 04:57
ESAFSFB,2026-06-23,ANALYST_MEET,106671174,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:57
MODIS,2026-06-23,ANALYST_MEET,106671138,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:57
DEVIT,2026-06-23,ANALYST_MEET,106671139,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:58
MONEYBOXX,2026-06-23,ANALYST_MEET,106671146,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:58
UNIVASTU,2026-06-23,ANALYST_MEET,106671148,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:58
STYRENIX,2026-06-23,ANALYST_MEET,106671153,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:58
BHARATFORG,2026-06-23,ANALYST_MEET,106670895,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:58
CREDITACC,2026-06-23,ANALYST_MEET,106670919,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:58
ISFT,2026-06-23,RESULT_UPDATE,106670329,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Intrasoft Technologies Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:58
DSKULKARNI,2026-06-23,RESULT_UPDATE,106670848,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from DS Kulkarni Developers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:58
CGPOWER,2026-06-23,ANALYST_MEET,106670540,NEUTRAL,0,NOT_GIVEN,0,NO,,,CG Power has informed the Exchange about Schedule of meet,2026-07-03 04:58
PREMIER,2026-06-23,RESULT_UPDATE,106670330,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Premier Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obliga,2026-07-03 04:58
SHIVALIK,2026-06-23,RESULT_UPDATE,106670355,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shivalik Rasayan Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03 04:58
BFUTILITIE,2026-06-23,RESULT_UPDATE,106670356,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2026.,2026-07-03 04:58
TMCV,2026-06-23,ANALYST_MEET,106670359,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements found in the given description.,2026-07-03 04:58
CREDITACC,2026-06-23,ANALYST_MEET,106670469,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:59
IEX,2026-06-23,ANALYST_MEET,106670523,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:59
PPL,2026-06-23,RESULT_UPDATE,106670844,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Prakash Pipes Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing ,2026-07-03 04:59
TNTELE,2026-06-23,RESULT_UPDATE,106670613,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Tamilnadu Telecommunication Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the ,2026-07-03 04:59
HPL,2026-06-23,ANALYST_MEET,106670706,BULLISH,1,RAISED,2,YES,5000.0,"CAPEX_CYCLE,POWER_TD",Management guided 25% revenue growth for FY27 driven by new order wins.,2026-07-03 04:59
SFL,2026-06-23,ANALYST_MEET,106670735,NEUTRAL,0,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 04:59
ABREL,2026-06-23,ANALYST_MEET,106670741,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:59
TMPV,2026-06-23,ANALYST_MEET,106670785,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is an investor presentation.,2026-07-03 04:59
TIPSMUSIC,2026-06-23,ANALYST_MEET,106670814,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:59
SIMBHALS,2026-06-23,RESULT_UPDATE,106670842,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Simbhaoli Sugars Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03 04:59
JUBLINGREA,2026-06-23,ANALYST_MEET,106671177,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:59
FEDFINA,2026-06-23,ANALYST_MEET,106671419,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:59
PURVA,2026-06-23,ANALYST_MEET,106671209,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements mentioned in the update.,2026-07-03 05:00
UNIECOM,2026-06-23,ANALYST_MEET,106671532,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:00
MMP,2026-06-23,RESULT_UPDATE,106671482,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from MMP Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03 05:00
INA,2026-06-23,ANALYST_MEET,106671507,BULLISH,1,RAISED,2,YES,,GREEN_ENERGY,Management is optimistic about the growth prospects of the company.,2026-07-03 05:00
CGCL,2026-06-23,ANALYST_MEET,106671510,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet announcement.,2026-07-03 05:00
FABTECH,2026-06-23,ANALYST_MEET,106671516,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signal found in the given description.,2026-07-03 05:00
M&M,2026-06-23,ANALYST_MEET,106671517,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 05:00
BILVYAPAR,2026-06-23,RESULT_UPDATE,106671551,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from BIL VYAPAR LIMITED for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obl,2026-07-03 05:00
STEELXIND,2026-06-23,RESULT_UPDATE,106671561,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from STEEL EXCHANGE INDIA LIMITED for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (L,2026-07-03 05:00
FOSECOIND,2026-06-23,ANALYST_MEET,106671563,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available for this analyst meet.,2026-07-03 05:00
AXISBANK,2026-06-23,ANALYST_MEET,106671576,BULLISH,1,RAISED,2,YES,,"EXPORT_GROWTH,INDIA_PLUS_ONE","We expect 15-20% growth in exports, driven by India Plus One strategy.",2026-07-03 05:00
BLUESTARCO,2026-06-23,ANALYST_MEET,106671577,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:00
ABCAPITAL,2026-06-23,ANALYST_MEET,106671628,BULLISH,1,NOT_GIVEN,0,NO,,,No specific management signals were mentioned in the analyst meet update.,2026-07-03 05:01
GOKEX,2026-06-23,ANALYST_MEET,106671669,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:01
REDINGTON,2026-06-23,ANALYST_MEET,106671233,BULLISH,1,RAISED,2,YES,1500.0,"CAPEX_CYCLE,DIGITAL_INDIA",Management expects 25% YoY growth in FY27 driven by new business wins and expansion plans.,2026-07-03 05:01
RBLBANK,2026-06-23,ANALYST_MEET,106671477,BULLISH,1,RAISED,2,NO,,EXPORT_GROWTH,The bank is optimistic about its growth prospects driven by export growth.,2026-07-03 05:01
DHRUV,2026-06-23,ANALYST_MEET,106671240,BULLISH,1,RAISED,2,NO,,,Management is optimistic about the company's growth prospects.,2026-07-03 05:01
GEOJITFSL,2026-06-23,ANALYST_MEET,106671243,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:01
BAJEL,2026-06-23,ANALYST_MEET,106671304,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given description.,2026-07-03 05:01
PAKKA,2026-06-23,RESULT_UPDATE,106671307,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from PAKKA LIMITED for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obligati,2026-07-03 05:01
ASTRON,2026-06-23,RESULT_UPDATE,106671315,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Astron Paper & Board Mill Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SE,2026-07-03 05:01
BAJEL,2026-06-23,ANALYST_MEET,106671319,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific information available in the given announcement.,2026-07-03 05:01
ALIVUS,2026-06-23,ANALYST_MEET,106671265,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 05:01
BANKINDIA,2026-06-23,ANALYST_MEET,106671354,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 05:01
