run_id,stage_id,label,status,started_at,finished_at,duration_s,error
"20260723_234839","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-24 00:02:52 IST","2026-07-24 00:02:55 IST",3.1,""
"20260723_234839","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-07-24 00:02:55 IST","2026-07-24 00:03:20 IST",25.3,""
"20260723_234839","8A_price_momentum","Price Momentum","DONE","2026-07-24 00:03:21 IST","2026-07-24 00:03:24 IST",3.1,""
"20260723_234839","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-24 00:03:24 IST","2026-07-24 00:03:26 IST",2.2,""
"20260723_234839","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-24 00:03:26 IST","2026-07-24 00:03:48 IST",22.2,""
"20260723_234839","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-24 00:03:48 IST","2026-07-24 00:03:50 IST",2.3,""
"20260723_234839","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-24 00:03:50 IST","2026-07-24 00:03:52 IST",1.5,""
"20260723_234839","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-24 00:03:52 IST","2026-07-24 00:03:52 IST",0.3,""
"20260723_234839","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-24 00:03:52 IST","2026-07-24 00:03:52 IST",0.2,""
"20260723_234839","13A_document_builder","RAG Document Builder","DONE","2026-07-24 00:03:52 IST","2026-07-24 00:03:54 IST",1.9,""
"20260723_234839","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-24 00:03:54 IST","2026-07-24 00:05:47 IST",113.1,""
"20260723_234839","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-24 00:05:47 IST","2026-07-24 00:05:48 IST",0.6,""
"20260723_234839","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-24 00:05:48 IST","2026-07-24 00:05:50 IST",1.5,""
"20260723_234839","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-24 00:05:50 IST","2026-07-24 00:05:51 IST",1.2,""
"20260723_234839","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-24 00:05:51 IST","2026-07-24 00:05:52 IST",1.2,""
"20260723_234839","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-24 00:05:52 IST","2026-07-24 00:06:11 IST",18.7,""
"20260723_234839","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-24 00:06:11 IST","2026-07-24 00:06:12 IST",1.2,""
"20260723_234839","R4_tca","TCA (execution slippage)","DONE","2026-07-24 00:06:12 IST","2026-07-24 00:06:14 IST",1.5,""
"20260723_234839","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-24 00:06:14 IST","2026-07-24 00:06:15 IST",1.6,""
"20260723_234839","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-24 00:06:15 IST","2026-07-24 00:06:17 IST",1.8,""
"20260723_234839","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-07-24 00:06:17 IST","2026-07-24 00:06:18 IST",1.3,""
"20260723_234839","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-24 00:06:18 IST","2026-07-24 00:06:22 IST",4.1,""
"20260731_180000","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-07-31 18:00:00 IST","2026-07-31 18:01:07 IST",67.8,""
"20260731_180000","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-31 18:01:07 IST","2026-07-31 18:02:52 IST",104.1,""
"20260731_180000","1C_corp_actions","Corporate Actions Update","DONE","2026-07-31 18:02:52 IST","2026-07-31 18:03:00 IST",8.8,""
"20260731_180000","1D_equity_master","Equity Master Refresh","DONE","2026-07-31 18:03:00 IST","2026-07-31 18:03:03 IST",2.3,""
"20260731_180000","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-31 18:03:03 IST","2026-07-31 18:03:17 IST",14.8,""
"20260731_180000","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-31 18:03:17 IST","2026-07-31 18:04:56 IST",99.0,""
"20260731_180000","17_symbol_change","Symbol Change History","DONE","2026-07-31 18:04:57 IST","2026-07-31 18:04:58 IST",1.7,""
"20260731_180000","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-31 18:04:58 IST","2026-07-31 18:05:24 IST",26.0,""
"20260731_180000","5B_participant_flow","Participant Flow Scores","DONE","2026-07-31 18:05:24 IST","2026-07-31 18:05:26 IST",1.6,""
"20260731_180000","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-31 18:05:26 IST","2026-07-31 18:05:27 IST",1.3,""
"20260731_180000","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-31 18:05:27 IST","2026-07-31 18:05:30 IST",2.9,""
"20260731_180000","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-31 18:05:30 IST","2026-07-31 18:05:36 IST",5.9,""
"20260731_180000","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-31 18:05:36 IST","2026-07-31 18:07:43 IST",127.4,""
"20260731_180000","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-31 18:07:43 IST","2026-07-31 18:07:45 IST",1.4,""
"20260731_180000","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-31 18:07:45 IST","2026-07-31 18:07:48 IST",3.0,""
"20260731_180000","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-31 18:07:48 IST","2026-07-31 18:08:16 IST",28.2,""
"20260731_180000","7B_event_calendar","Event Calendar + Catalysts","DONE","2026-07-31 18:08:16 IST","2026-07-31 18:08:23 IST",7.3,""
"20260731_180000","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-31 18:08:23 IST","2026-07-31 18:09:06 IST",42.5,""
"20260731_180000","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-31 18:09:06 IST","2026-07-31 18:09:50 IST",44.0,""
"20260731_180000","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-31 18:09:50 IST","2026-07-31 18:11:32 IST",102.4,""
"20260731_180000","A1_technical_indicators","Technical Indicators","DONE","2026-07-31 18:11:32 IST","2026-07-31 18:12:10 IST",37.1,""
"20260731_180000","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-31 18:12:10 IST","2026-07-31 18:12:12 IST",2.5,""
"20260731_180000","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-07-31 18:12:12 IST","2026-07-31 18:12:20 IST",8.3,""
"20260731_180000","8A_price_momentum","Price Momentum","DONE","2026-07-31 18:12:20 IST","2026-07-31 18:12:22 IST",2.0,""
"20260731_180000","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-31 18:12:22 IST","2026-07-31 18:12:24 IST",1.7,""
"20260731_180000","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-31 18:12:24 IST","2026-07-31 18:12:42 IST",18.3,""
"20260731_180000","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-31 18:12:42 IST","2026-07-31 18:12:44 IST",1.8,""
"20260731_180000","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-31 18:12:44 IST","2026-07-31 18:12:45 IST",1.3,""
"20260731_180000","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-31 18:12:46 IST","2026-07-31 18:12:46 IST",0.2,""
"20260731_180000","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-31 18:12:46 IST","2026-07-31 18:12:46 IST",0.2,""
"20260731_180000","13A_document_builder","RAG Document Builder","DONE","2026-07-31 18:12:46 IST","2026-07-31 18:12:47 IST",1.5,""
"20260731_180000","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-31 18:12:47 IST","2026-07-31 18:14:22 IST",94.3,""
"20260731_180000","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-31 18:14:22 IST","2026-07-31 18:14:22 IST",0.6,""
"20260731_180000","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-31 18:14:22 IST","2026-07-31 18:14:23 IST",1.2,""
"20260731_180000","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-31 18:14:24 IST","2026-07-31 18:14:25 IST",1.2,""
"20260731_180000","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-31 18:14:25 IST","2026-07-31 18:14:26 IST",1.2,""
"20260731_180000","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-31 18:14:26 IST","2026-07-31 18:14:44 IST",18.3,""
"20260731_180000","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-31 18:14:44 IST","2026-07-31 18:14:45 IST",1.2,""
"20260731_180000","R4_tca","TCA (execution slippage)","DONE","2026-07-31 18:14:45 IST","2026-07-31 18:14:47 IST",1.3,""
"20260731_180000","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-31 18:14:47 IST","2026-07-31 18:14:48 IST",1.4,""
"20260731_180000","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-31 18:14:48 IST","2026-07-31 18:14:50 IST",1.5,""
"20260731_180000","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-07-31 18:14:50 IST","2026-07-31 18:14:51 IST",1.2,""
"20260731_180000","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-31 18:14:51 IST","2026-07-31 18:14:55 IST",4.0,""
"20260803_180000","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-08-03 18:00:00 IST","2026-08-03 18:01:19 IST",79.1,""
"20260803_180000","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-08-03 18:01:19 IST","2026-08-03 18:03:48 IST",149.7,""
"20260803_180000","1C_corp_actions","Corporate Actions Update","DONE","2026-08-03 18:03:48 IST","2026-08-03 18:04:01 IST",12.7,""
"20260803_180000","1D_equity_master","Equity Master Refresh","DONE","2026-08-03 18:04:01 IST","2026-08-03 18:04:04 IST",2.4,""
"20260803_180000","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-08-03 18:04:04 IST","2026-08-03 18:04:19 IST",16.0,""
"20260803_180000","1F_stock_history","Stock History Cache (incremental)","DONE","2026-08-03 18:04:20 IST","2026-08-03 18:06:11 IST",111.1,""
"20260803_180000","17_symbol_change","Symbol Change History","DONE","2026-08-03 18:06:11 IST","2026-08-03 18:06:13 IST",1.9,""
"20260803_180000","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-08-03 18:06:13 IST","2026-08-03 18:06:28 IST",15.0,""
"20260803_180000","5B_participant_flow","Participant Flow Scores","DONE","2026-08-03 18:06:28 IST","2026-08-03 18:06:29 IST",1.7,""
"20260803_180000","5C_participant_intelligence","Participant Intelligence","DONE","2026-08-03 18:06:29 IST","2026-08-03 18:06:31 IST",1.4,""
"20260803_180000","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-08-03 18:06:31 IST","2026-08-03 18:06:34 IST",3.0,""
"20260803_180000","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-08-03 18:06:34 IST","2026-08-03 18:06:40 IST",6.6,""
"20260803_180000","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-08-03 18:06:40 IST","2026-08-03 18:09:24 IST",164.1,""
"20260803_180000","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-08-03 18:09:24 IST","2026-08-03 18:09:26 IST",1.5,""
"20260803_180000","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-08-03 18:09:26 IST","2026-08-03 18:09:29 IST",3.3,""
"20260803_180000","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-08-03 18:09:29 IST","2026-08-03 18:10:02 IST",32.6,""
"20260803_180000","7B_event_calendar","Event Calendar + Catalysts","DONE","2026-08-03 18:10:02 IST","2026-08-03 18:10:10 IST",8.3,""
"20260803_180000","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-08-03 18:10:10 IST","2026-08-03 18:11:01 IST",50.5,""
"20260803_180000","18A_announcements","Corporate Announcements (incremental)","DONE","2026-08-03 18:11:01 IST","2026-08-03 18:11:57 IST",56.4,""
"20260803_180000","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-08-03 18:11:57 IST","2026-08-03 18:13:47 IST",109.7,""
"20260803_180000","A1_technical_indicators","Technical Indicators","DONE","2026-08-03 18:13:47 IST","2026-08-03 18:14:31 IST",44.1,""
"20260803_180000","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-08-03 18:14:31 IST","2026-08-03 18:14:34 IST",2.8,""
"20260803_180000","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-08-03 18:14:34 IST","2026-08-03 18:14:41 IST",7.2,""
"20260803_180000","8A_price_momentum","Price Momentum","DONE","2026-08-03 18:14:41 IST","2026-08-03 18:14:43 IST",2.1,""
"20260803_180000","8B_bull_run_probability","Bull Run Probability","DONE","2026-08-03 18:14:43 IST","2026-08-03 18:14:45 IST",1.8,""
"20260803_180000","12_ml_scorer","ML Scorer (inference)","DONE","2026-08-03 18:14:45 IST","2026-08-03 18:15:04 IST",19.1,""
"20260803_180000","C1_trade_conviction","Trade Conviction Scores","DONE","2026-08-03 18:15:04 IST","2026-08-03 18:15:06 IST",2.0,""
"20260803_180000","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-08-03 18:15:06 IST","2026-08-03 18:15:08 IST",1.3,""
"20260803_180000","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-08-03 18:15:08 IST","2026-08-03 18:15:08 IST",0.2,""
"20260803_180000","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-08-03 18:15:08 IST","2026-08-03 18:15:08 IST",0.2,""
"20260803_180000","13A_document_builder","RAG Document Builder","DONE","2026-08-03 18:15:08 IST","2026-08-03 18:15:10 IST",1.6,""
"20260803_180000","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-08-03 18:15:10 IST","2026-08-03 18:16:42 IST",92.4,""
"20260803_180000","13C_bm25_indexer","BM25 Indexer","DONE","2026-08-03 18:16:42 IST","2026-08-03 18:16:43 IST",0.6,""
"20260803_180000","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-08-03 18:16:43 IST","2026-08-03 18:16:44 IST",1.2,""
"20260803_180000","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-08-03 18:16:44 IST","2026-08-03 18:16:45 IST",1.2,""
"20260803_180000","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-08-03 18:16:45 IST","2026-08-03 18:16:46 IST",1.2,""
"20260803_180000","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-08-03 18:16:46 IST","2026-08-03 18:17:06 IST",20.1,""
"20260803_180000","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-08-03 18:17:06 IST","2026-08-03 18:17:08 IST",1.2,""
"20260803_180000","R4_tca","TCA (execution slippage)","DONE","2026-08-03 18:17:08 IST","2026-08-03 18:17:09 IST",1.4,""
"20260803_180000","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-08-03 18:17:09 IST","2026-08-03 18:17:11 IST",1.6,""
"20260803_180000","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-08-03 18:17:11 IST","2026-08-03 18:17:12 IST",1.6,""
"20260803_180000","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-08-03 18:17:12 IST","2026-08-03 18:17:14 IST",1.3,""
"20260803_180000","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-08-03 18:17:14 IST","2026-08-03 18:17:18 IST",4.2,""
"20260817_130403","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-08-17 13:04:03 IST","2026-08-17 13:05:37 IST",94.1,""
"20260817_130739","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-08-17 13:07:39 IST","2026-08-17 13:08:03 IST",23.6,""
"20260817_150810","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","FAILED","2026-08-17 15:08:10 IST","2026-08-17 15:08:34 IST",24.9,"exit code 1. Last output: ['Registry:  53%|##########################2                       | 765/1455 [00:19<00:21, 32.21it/s]', 'Registry:  53%|##########################4                       | 770/1455 [00:19<00:18, 36.36it/s]', 'Registry:  53%|##########################5                       | 774/1455 [00:19<00:20, 33.17it/s]']"
"20260817_150810","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","FAILED","2026-08-17 15:08:35 IST","2026-08-17 15:09:08 IST",33.7,"exit code 1. Last output: ['  2000:  16%|#####9                               | 42/260 [00:26<02:21,  1.54it/s, D=0, F=18, S=24]', '  2000:  19%|######9                              | 49/260 [00:27<01:25,  2.46it/s, D=0, F=20, S=29]', '  2000:  20%|#######4                             | 52/260 [00:30<01:58,  1.76it/s, D=0, F=22, S=30]']"
"20260817_150810","1C_corp_actions","Corporate Actions Update","DONE","2026-08-17 15:09:08 IST","2026-08-17 15:09:12 IST",4.0,""
"20260817_150810","1D_equity_master","Equity Master Refresh","DONE","2026-08-17 15:09:12 IST","2026-08-17 15:09:16 IST",3.6,""
"20260817_150810","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-08-17 15:09:16 IST","2026-08-17 15:09:19 IST",3.3,""
"20260817_150810","1F_stock_history","Stock History Cache (incremental)","FAILED","2026-08-17 15:09:19 IST","2026-08-17 15:09:35 IST",16.1,"exit code 1. Last output: "
"20260817_150810","17_symbol_change","Symbol Change History","DONE","2026-08-17 15:09:35 IST","2026-08-17 15:09:38 IST",2.9,""
"20260817_150810","5A_participant_acquisition","Participant Acquisition (NSE API)","FAILED","2026-08-17 15:09:38 IST","2026-08-17 15:10:05 IST",27.1,"exit code 1. Last output: ['Cash dates:  17%|########6                                           | 2/12 [00:07<00:38,  3.85s/it]', 'Cash dates:  25%|#############                                       | 3/12 [00:11<00:33,  3.78s/it]', 'Cash dates:  33%|#################3                                  | 4/12 [00:15<00:29,  3.74s/it]']"
"20260817_161457","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","FAILED","2026-08-17 16:14:57 IST","2026-08-17 16:14:58 IST",0.7,"exit code 1. Last output: "
"20260817_161457","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","FAILED","2026-08-17 16:14:58 IST","2026-08-17 16:15:01 IST",2.5,"exit code 1. Last output: "
"20260817_161457","1C_corp_actions","Corporate Actions Update","DONE","2026-08-17 16:15:01 IST","2026-08-17 16:15:04 IST",3.1,""
"20260817_161457","1D_equity_master","Equity Master Refresh","DONE","2026-08-17 16:15:04 IST","2026-08-17 16:15:08 IST",4.1,""
"20260817_161457","1E_price_adjust","Price Adjustment (adjusted OHLCV)","FAILED","2026-08-17 16:15:08 IST","2026-08-17 16:15:08 IST",0.6,"exit code 1. Last output: "
"20260817_161457","1F_stock_history","Stock History Cache (incremental)","FAILED","2026-08-17 16:15:09 IST","2026-08-17 16:15:28 IST",19.7,"exit code 1. Last output: "
"20260817_161457","17_symbol_change","Symbol Change History","DONE","2026-08-17 16:15:28 IST","2026-08-17 16:15:31 IST",2.7,""
"20260817_161457","5A_participant_acquisition","Participant Acquisition (NSE API)","FAILED","2026-08-17 16:15:31 IST","2026-08-17 16:15:58 IST",27.2,"exit code 1. Last output: ['Cash dates:  25%|#############                                       | 3/12 [00:10<00:29,  3.29s/it]', 'Cash dates:  33%|#################3                                  | 4/12 [00:13<00:25,  3.21s/it]', 'Cash dates:  42%|#####################6                              | 5/12 [00:16<00:22,  3.20s/it]']"
"20260817_161738","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","FAILED","2026-08-17 16:17:39 IST","2026-08-17 16:17:39 IST",0.6,"exit code 1. Last output: "
"20260817_161738","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","FAILED","2026-08-17 16:17:39 IST","2026-08-17 16:18:10 IST",30.8,"exit code 1. Last output: ['  2000:  19%|#######1                             | 50/260 [00:27<01:58,  1.78it/s, D=0, F=21, S=29]', '  2000:  20%|#######5                             | 53/260 [00:27<01:36,  2.15it/s, D=0, F=22, S=31]', '  2000:  22%|########2                            | 58/260 [00:27<01:06,  3.02it/s, D=0, F=24, S=34]']"
"20260817_161738","1C_corp_actions","Corporate Actions Update","DONE","2026-08-17 16:18:10 IST","2026-08-17 16:18:13 IST",3.4,""
"20260817_161738","1D_equity_master","Equity Master Refresh","DONE","2026-08-17 16:18:13 IST","2026-08-17 16:18:17 IST",3.8,""
"20260817_161738","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-08-17 16:18:17 IST","2026-08-17 16:18:19 IST",1.9,""
"20260817_161738","1F_stock_history","Stock History Cache (incremental)","FAILED","2026-08-17 16:18:19 IST","2026-08-17 16:18:39 IST",20.3,"exit code 1. Last output: "
"20260817_161738","17_symbol_change","Symbol Change History","DONE","2026-08-17 16:18:39 IST","2026-08-17 16:18:42 IST",2.8,""
"20260817_161738","5A_participant_acquisition","Participant Acquisition (NSE API)","FAILED","2026-08-17 16:18:42 IST","2026-08-17 16:19:09 IST",27.1,"exit code 1. Last output: ['Cash dates:  25%|#############                                       | 3/12 [00:09<00:29,  3.24s/it]', 'Cash dates:  33%|#################3                                  | 4/12 [00:12<00:26,  3.26s/it]', 'Cash dates:  42%|#####################6                              | 5/12 [00:15<00:22,  3.19s/it]']"
"20260817_162937","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","FAILED","2026-08-17 16:29:37 IST","2026-08-17 16:29:44 IST",6.2,"exit code 1. Last output: ['Registry:   4%|#7                                                | 52/1455 [00:00<00:06, 217.35it/s]', 'Registry:   5%|##5                                               | 75/1455 [00:00<00:07, 181.17it/s]', 'Registry:   6%|###2                                              | 94/1455 [00:00<00:08, 167.14it/s]']"
"20260817_162937","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","FAILED","2026-08-17 16:29:44 IST","2026-08-17 16:30:14 IST",30.6,"exit code 1. Last output: ['  2000:  11%|###9                                 | 28/260 [00:16<01:42,  2.27it/s, D=0, F=11, S=17]', '  2000:  12%|####4                                | 31/260 [00:22<02:34,  1.48it/s, D=0, F=14, S=17]', '  2000:  15%|#####4                               | 38/260 [00:22<01:35,  2.33it/s, D=0, F=15, S=23]']"
"20260817_162937","1C_corp_actions","Corporate Actions Update","DONE","2026-08-17 16:30:14 IST","2026-08-17 16:30:18 IST",3.7,""
"20260817_162937","1D_equity_master","Equity Master Refresh","DONE","2026-08-17 16:30:18 IST","2026-08-17 16:30:22 IST",4.5,""
"20260817_162937","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-08-17 16:30:22 IST","2026-08-17 16:30:25 IST",2.6,""
"20260817_162937","1F_stock_history","Stock History Cache (incremental)","FAILED","2026-08-17 16:30:25 IST","2026-08-17 16:30:44 IST",18.5,"exit code 1. Last output: "
"20260817_162937","17_symbol_change","Symbol Change History","DONE","2026-08-17 16:30:44 IST","2026-08-17 16:30:47 IST",3.2,""
"20260817_162937","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-08-17 16:30:47 IST","2026-08-17 16:31:02 IST",15.6,""
"20260817_162937","5B_participant_flow","Participant Flow Scores","DONE","2026-08-17 16:31:02 IST","2026-08-17 16:31:05 IST",2.2,""
"20260817_162937","5C_participant_intelligence","Participant Intelligence","DONE","2026-08-17 16:31:05 IST","2026-08-17 16:31:07 IST",2.3,""
"20260817_162937","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-08-17 16:31:07 IST","2026-08-17 16:31:11 IST",4.0,""
"20260817_162937","6B_sector_flow_scores","Sector Flow Scores","FAILED","2026-08-17 16:31:11 IST","2026-08-17 16:31:14 IST",2.5,"exit code 1. Last output: "
"20260817_162937","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","FAILED","2026-08-17 16:31:14 IST","2026-08-17 16:31:44 IST",30.9,"exit code 1. Last output: "
"20260817_162937","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-08-17 16:31:45 IST","2026-08-17 16:31:47 IST",2.8,""
"20260817_162937","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-08-17 16:31:47 IST","2026-08-17 16:31:51 IST",3.5,""
"20260817_162937","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","FAILED","2026-08-17 16:31:51 IST","2026-08-17 16:32:15 IST",24.1,"exit code 1. Last output: "
"20260817_162937","7B_event_calendar","Event Calendar + Catalysts","FAILED","2026-08-17 16:32:15 IST","2026-08-17 16:32:44 IST",28.5,"exit code 1. Last output: ['', 'Event calendar chunks:   0%|                                                  | 0/3 [00:00<?, ?it/s]', 'Event calendar chunks:  33%|##############                            | 1/3 [00:14<00:28, 14.04s/it]']"
"20260817_162937","7C_corp_action_intel","Corporate Action Intelligence","FAILED","2026-08-17 16:32:44 IST","2026-08-17 16:33:14 IST",30.0,"exit code 1. Last output: ['Loading action files:  41%|################5                       | 12/29 [00:00<00:00, 106.66it/s]', 'Loading action files:  79%|################################5        | 23/29 [00:00<00:00, 70.52it/s]', 'Loading action files: 100%|#########################################| 29/29 [00:00<00:00, 73.46it/s]']"
"20260817_162937","18A_announcements","Corporate Announcements (incremental)","FAILED","2026-08-17 16:33:14 IST","2026-08-17 16:33:44 IST",29.9,"exit code 1. Last output: "
"20260817_162937","16A_management_sentiment","Management Sentiment (Claude AI)","FAILED","2026-08-17 16:33:44 IST","2026-08-17 16:34:14 IST",30.0,"exit code 1. Last output: ['Scoring symbols:  98%|########################################1| 1955/1997 [00:07<00:00, 244.39it/s]', 'Scoring symbols:  99%|########################################6| 1980/1997 [00:07<00:00, 232.51it/s]', 'Scoring symbols: 100%|#########################################| 1997/1997 [00:07<00:00, 257.82it/s]']"
"20260817_162937","A1_technical_indicators","Technical Indicators","FAILED","2026-08-17 16:34:14 IST","2026-08-17 16:34:44 IST",30.0,"exit code 1. Last output: "
"20260817_162937","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-08-17 16:34:44 IST","2026-08-17 16:34:46 IST",2.7,""
"20260817_162937","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","FAILED","2026-08-17 16:34:46 IST","2026-08-17 16:35:14 IST",27.3,"exit code 1. Last output: "
"20260817_162937","8A_price_momentum","Price Momentum","DONE","2026-08-17 16:35:14 IST","2026-08-17 16:35:16 IST",2.1,""
"20260817_162937","8B_bull_run_probability","Bull Run Probability","DONE","2026-08-17 16:35:16 IST","2026-08-17 16:35:18 IST",2.0,""
"20260817_162937","12_ml_scorer","ML Scorer (inference)","DONE","2026-08-17 16:35:18 IST","2026-08-17 16:35:37 IST",19.0,""
"20260817_162937","C1_trade_conviction","Trade Conviction Scores","DONE","2026-08-17 16:35:37 IST","2026-08-17 16:35:39 IST",2.0,""
"20260817_162937","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-08-17 16:35:39 IST","2026-08-17 16:35:40 IST",1.6,""
"20260817_162937","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-08-17 16:35:40 IST","2026-08-17 16:35:41 IST",0.5,""
"20260817_162937","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-08-17 16:35:41 IST","2026-08-17 16:35:41 IST",0.5,""
"20260817_162937","13A_document_builder","RAG Document Builder","DONE","2026-08-17 16:35:41 IST","2026-08-17 16:35:43 IST",1.9,""
"20260817_162937","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-08-17 16:35:43 IST","2026-08-17 16:37:16 IST",92.8,""
