rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
645,PREMIERENE,CAPITAL_GOODS,1015.5,52.3,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,43.0,56.5,-10.4,CONSOLIDATING,94.27,NEUTRAL,2026-08-18
646,OAL,CHEMICALS,349.45,52.3,WATCH,uptrend,thin liquidity -- use TWAP slices,45.1,59.7,-12.6,UPTREND,1.07,NEUTRAL,2026-08-18
647,TVSHLTD,FINANCIAL_SERVICES,14072.0,52.3,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,46.6,59.5,-13.6,DOWNTREND,16.39,NEUTRAL,2026-08-18
648,WINDMACHIN,CAPITAL_GOODS,300.4,52.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.1,58.9,-12.6,CONSOLIDATING,5.85,NEUTRAL,2026-08-18
649,WELENT,METAL,569.4,52.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.2,54.3,-10.3,CONSOLIDATING,17.58,NEUTRAL,2026-08-18
650,INDIAGLYCO,FMCG,1070.9,52.3,WATCH,uptrend,none flagged -- normal market risk applies,44.4,58.2,-12.4,UPTREND,14.26,NEUTRAL,2026-08-18
651,FERMENTA,PHARMA,457.05,52.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.5,59.7,-21.3,INSUFFICIENT_DATA,10.91,NEUTRAL,2026-08-18
652,GOKEX,TEXTILES,804.1,52.3,WATCH,uptrend,none flagged -- normal market risk applies,47.6,59.9,-15.8,UPTREND,21.93,NEUTRAL,2026-08-18
653,VOLTAMP,CAPITAL_GOODS,10001.0,52.3,WATCH,strong uptrend; ML bull score 75,none flagged -- normal market risk applies,46.9,75.3,-22.2,STRONG_UPTREND,63.26,NEUTRAL,2026-08-18
654,TENNIND,AUTO,548.45,52.1,WATCH,institutional buying (deals),none flagged -- normal market risk applies,51.0,45.1,-16.5,INSUFFICIENT_DATA,216.57,NEUTRAL,2026-08-18
655,VTL,TEXTILES,605.25,52.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.9,59.3,-12.0,CONSOLIDATING,20.54,NEUTRAL,2026-08-18
656,INDORAMA,TEXTILES,54.76,52.0,WATCH,uptrend,thin liquidity -- use TWAP slices,47.8,65.2,-27.0,UPTREND,2.52,NEUTRAL,2026-08-18
657,ADANIPORTS,LOGISTICS,1691.0,52.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,58.5,-10.6,CONSOLIDATING,393.65,NEUTRAL,2026-08-18
658,HINDZINC,METAL,567.5,52.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.1,57.7,-22.6,DOWNTREND,271.05,NEUTRAL,2026-08-18
659,RELIANCE,ENERGY,1316.0,52.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,59.0,-18.4,DOWNTREND,1482.83,NEUTRAL,2026-08-18
660,POLYMED,HEALTHCARE,1733.6,51.9,WATCH,strong uptrend,none flagged -- normal market risk applies,45.2,59.9,-19.2,STRONG_UPTREND,31.46,NEUTRAL,2026-08-18
661,GANDHITUBE,METAL,877.25,51.9,WATCH,uptrend,thin liquidity -- use TWAP slices,46.2,59.9,-15.0,UPTREND,1.14,NEUTRAL,2026-08-18
662,IMFA,METAL,1398.7,51.9,WATCH,uptrend,none flagged -- normal market risk applies,47.5,60.0,-16.7,UPTREND,30.72,NEUTRAL,2026-08-18
663,BLUEJET,PHARMA,593.2,51.8,WATCH,strong uptrend,none flagged -- normal market risk applies,44.0,59.8,-21.9,STRONG_UPTREND,67.16,NEUTRAL,2026-08-18
664,JIOFIN,FINANCIAL_SERVICES,249.75,51.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.4,59.2,-22.3,DOWNTREND,491.9,NEUTRAL,2026-08-18
665,SHOPERSTOP,RETAIL,432.05,51.7,WATCH,strong uptrend,thin liquidity -- use TWAP slices,47.9,60.3,-24.5,STRONG_UPTREND,2.77,NEUTRAL,2026-08-18
666,BANKINDIA,BANKING,143.75,51.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.7,59.3,-19.4,DOWNTREND,114.3,NEUTRAL,2026-08-18
667,RAIN,CHEMICALS,205.91,51.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.9,59.9,-18.3,CONSOLIDATING,132.8,NEUTRAL,2026-08-18
668,AIIL,CAPITAL_GOODS,551.5,51.6,WATCH,uptrend,none flagged -- normal market risk applies,47.0,59.7,-19.2,UPTREND,30.13,NEUTRAL,2026-08-18
669,CGCL,FINANCIAL_SERVICES,226.24,51.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.4,55.3,-14.5,CONSOLIDATING,85.06,NEUTRAL,2026-08-18
670,RECLTD,FINANCIAL_SERVICES,340.0,51.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.9,59.0,-12.9,DOWNTREND,192.9,NEUTRAL,2026-08-18
671,SBC,TEXTILES,38.75,51.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.3,58.7,-13.9,CONSOLIDATING,37.82,NEUTRAL,2026-08-18
672,SAPPHIRE,HOSPITALITY,234.68,51.5,WATCH,strong uptrend,none flagged -- normal market risk applies,45.7,60.3,-32.5,STRONG_UPTREND,91.43,NEUTRAL,2026-08-18
673,ALEMBICLTD,REALTY,90.15,51.5,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,45.1,59.0,-16.9,DOWNTREND,2.52,NEUTRAL,2026-08-18
674,AMAGI,IT,581.0,51.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.6,59.4,-20.1,INSUFFICIENT_DATA,73.82,NEUTRAL,2026-08-18
675,GMRAIRPORT,INFRASTRUCTURE,101.31,51.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.4,57.4,-12.4,CONSOLIDATING,111.67,NEUTRAL,2026-08-18
676,CONFIPET,ENERGY,72.55,51.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.9,59.8,-16.0,CONSOLIDATING,25.35,NEUTRAL,2026-08-18
677,KIRLOSIND,CAPITAL_GOODS,3842.9,51.3,WATCH,strong uptrend,none flagged -- normal market risk applies,46.0,59.9,-16.0,STRONG_UPTREND,4.05,NEUTRAL,2026-08-18
678,FEDFINA,FINANCIAL_SERVICES,152.0,51.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.1,58.1,-14.8,CONSOLIDATING,14.29,NEUTRAL,2026-08-18
679,REGAAL,OTHER,90.46,51.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.2,57.9,-24.2,INSUFFICIENT_DATA,6.83,NEUTRAL,2026-08-18
680,APOLLO,DEFENCE,387.05,51.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.2,60.2,-17.0,CONSOLIDATING,209.68,NEUTRAL,2026-08-18
681,VIMTALABS,HEALTHCARE,623.45,51.2,WATCH,strong uptrend; ML bull score 71,none flagged -- normal market risk applies,45.3,71.5,-30.9,STRONG_UPTREND,44.78,NEUTRAL,2026-08-18
682,ABDL,FMCG,610.65,51.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.4,59.6,-14.2,CONSOLIDATING,21.81,NEUTRAL,2026-08-18
683,MFSL,FINANCIAL_SERVICES,1571.7,51.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.1,59.7,-17.0,DOWNTREND,135.42,NEUTRAL,2026-08-18
684,DJML,LOGISTICS,107.44,51.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.5,58.1,-13.9,INSUFFICIENT_DATA,4.08,NEUTRAL,2026-08-18
685,CDSL,REALTY,1356.8,51.2,WATCH,strong uptrend,none flagged -- normal market risk applies,43.6,58.8,-18.9,STRONG_UPTREND,144.92,NEUTRAL,2026-08-18
686,TATAPOWER,POWER,381.5,51.1,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,44.0,58.4,-17.9,DOWNTREND,129.92,NEUTRAL,2026-08-18
687,FIEMIND,AUTO,2281.7,51.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.3,59.8,-14.7,CONSOLIDATING,29.71,NEUTRAL,2026-08-18
688,IRMENERGY,ENERGY,292.1,51.0,WATCH,strong uptrend,none flagged -- normal market risk applies,45.3,64.8,-25.7,STRONG_UPTREND,5.25,NEUTRAL,2026-08-18
689,BLS,INFRASTRUCTURE,272.56,51.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.0,58.9,-27.5,DOWNTREND,48.98,NEUTRAL,2026-08-18
690,APOLLOTYRE,AUTO,436.7,51.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.1,59.2,-19.2,DOWNTREND,28.5,NEUTRAL,2026-08-18
691,BLUSPRING,POWER,109.0,51.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.5,59.9,-17.3,CONSOLIDATING,4.17,NEUTRAL,2026-08-18
692,GODREJAGRO,AGRICULTURE,597.0,51.0,WATCH,strong uptrend,none flagged -- normal market risk applies,44.7,59.9,-21.4,STRONG_UPTREND,11.04,NEUTRAL,2026-08-18
693,FIVESTAR,FINANCIAL_SERVICES,537.75,51.0,WATCH,uptrend,none flagged -- normal market risk applies,43.6,59.8,-19.3,UPTREND,35.36,NEUTRAL,2026-08-18
694,BALAMINES,CHEMICALS,2125.2,51.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.5,58.7,-13.0,CONSOLIDATING,49.37,NEUTRAL,2026-08-18
695,LXCHEM,CHEMICALS,179.66,50.9,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,43.5,60.0,-25.4,UPTREND,42.99,NEUTRAL,2026-08-18
696,SIS,OTHER,416.45,50.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.2,59.3,-13.4,CONSOLIDATING,5.9,NEUTRAL,2026-08-18
697,CENTEXT,METAL,21.93,50.9,WATCH,ML bull score 77,35%+ below its 52w high -- long repair needed,45.3,77.1,-36.9,INSUFFICIENT_DATA,1.12,NEUTRAL,2026-08-18
698,MEDICO,PHARMA,44.27,50.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,47.4,57.0,-22.2,DOWNTREND,2.31,NEUTRAL,2026-08-18
699,IKIO,CHEMICALS,201.74,50.8,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,42.8,59.0,-18.9,UPTREND,6.04,NEUTRAL,2026-08-18
700,LANDMARK,AUTO,511.0,50.8,WATCH,uptrend,none flagged -- normal market risk applies,44.7,59.9,-22.9,UPTREND,17.19,NEUTRAL,2026-08-18
701,PARACABLES,CAPITAL_GOODS,63.55,50.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.1,59.9,-16.0,CONSOLIDATING,10.82,NEUTRAL,2026-08-18
702,BIRLANU,REALTY,1551.8,50.8,WATCH,strong uptrend,none flagged -- normal market risk applies,46.5,60.0,-25.6,STRONG_UPTREND,7.09,NEUTRAL,2026-08-18
703,KRONOX,CHEMICALS,151.52,50.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.6,59.7,-16.1,CONSOLIDATING,3.05,NEUTRAL,2026-08-18
704,LUPIN,PHARMA,2259.0,50.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.1,56.0,-10.7,CONSOLIDATING,269.56,NEUTRAL,2026-08-18
705,WABAG,INFRASTRUCTURE,1897.6,50.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.5,59.8,-15.8,CONSOLIDATING,93.18,NEUTRAL,2026-08-18
706,BCLIND,FMCG,36.36,50.7,WATCH,strong uptrend,thin liquidity -- use TWAP slices,44.5,59.2,-19.0,STRONG_UPTREND,2.9,NEUTRAL,2026-08-18
707,RITES,INFRASTRUCTURE,221.72,50.5,WATCH,strong uptrend,none flagged -- normal market risk applies,45.6,59.8,-21.1,STRONG_UPTREND,16.72,NEUTRAL,2026-08-18
708,VIDHIING,CHEMICALS,319.2,50.4,WATCH,strong uptrend,thin liquidity -- use TWAP slices,46.2,60.0,-22.2,STRONG_UPTREND,2.27,NEUTRAL,2026-08-18
709,SUYOG,TELECOM,813.85,50.4,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,45.8,54.1,-11.6,CONSOLIDATING,1.77,NEUTRAL,2026-08-18
710,SIGMA,IT,45.15,50.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.0,66.4,-31.1,INSUFFICIENT_DATA,3.22,NEUTRAL,2026-08-18
711,MAMATA,CAPITAL_GOODS,405.6,50.4,WATCH,uptrend,none flagged -- normal market risk applies,47.3,59.9,-21.2,UPTREND,3.39,NEUTRAL,2026-08-18
712,MANKIND,PHARMA,2380.9,50.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.2,58.1,-11.0,CONSOLIDATING,104.98,NEUTRAL,2026-08-18
713,EMMVEE,CAPITAL_GOODS,320.75,50.3,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,44.0,55.8,-13.7,INSUFFICIENT_DATA,59.94,NEUTRAL,2026-08-18
714,BAJEL,CAPITAL_GOODS,185.87,50.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.9,59.8,-18.0,CONSOLIDATING,6.84,NEUTRAL,2026-08-18
715,DATAMATICS,IT,852.35,50.3,WATCH,strong uptrend,none flagged -- normal market risk applies,44.6,59.8,-19.1,STRONG_UPTREND,10.11,NEUTRAL,2026-08-18
716,AXISBANK,BANKING,1227.3,50.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.9,56.1,-13.5,DOWNTREND,828.76,NEUTRAL,2026-08-18
717,LINCOLN,PHARMA,623.35,50.1,WATCH,strong uptrend,none flagged -- normal market risk applies,45.0,59.6,-19.0,STRONG_UPTREND,5.21,NEUTRAL,2026-08-18
718,WOCKPHARMA,PHARMA,1898.8,50.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,47.8,63.1,-21.6,CONSOLIDATING,124.66,NEUTRAL,2026-08-18
719,PINELABS,FINANCIAL_SERVICES,162.63,50.1,WATCH,institutional buying (deals),35%+ below its 52w high -- long repair needed,47.2,59.7,-42.7,INSUFFICIENT_DATA,387.81,NEUTRAL,2026-08-18
720,TIMKEN,CAPITAL_GOODS,3290.5,50.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.3,59.5,-16.2,CONSOLIDATING,13.16,NEUTRAL,2026-08-18
721,ECLERX,IT,1848.9,50.0,WATCH,uptrend,none flagged -- normal market risk applies,50.2,59.3,-26.0,UPTREND,50.5,NEUTRAL,2026-08-18
722,ANTELOPUS,ENERGY,800.9,50.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.5,59.2,-14.2,CONSOLIDATING,14.37,NEUTRAL,2026-08-18
723,MGL,ENERGY,1129.1,50.0,WATCH,strong uptrend,none flagged -- normal market risk applies,43.9,59.8,-18.1,STRONG_UPTREND,38.59,NEUTRAL,2026-08-18
724,IGARASHI,AUTO,454.9,49.9,WATCH,uptrend,none flagged -- normal market risk applies,42.2,59.1,-18.5,UPTREND,21.95,NEUTRAL,2026-08-18
725,TATASTEEL,METAL,186.0,49.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.8,51.1,-17.1,DOWNTREND,393.6,NEUTRAL,2026-08-18
726,SBILIFE,FINANCIAL_SERVICES,1790.4,49.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.4,56.3,-16.0,DOWNTREND,158.19,NEUTRAL,2026-08-18
727,ESTER,CHEMICALS,98.96,49.8,WATCH,strong uptrend,none flagged -- normal market risk applies,43.4,59.9,-25.3,STRONG_UPTREND,3.02,NEUTRAL,2026-08-18
728,NIITLTD,HEALTHCARE,95.63,49.7,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,44.4,59.4,-17.8,CONSOLIDATING,4.16,NEUTRAL,2026-08-18
729,HAWKINCOOK,FMCG,8340.0,49.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.6,58.7,-13.1,INSUFFICIENT_DATA,1.7,NEUTRAL,2026-08-18
730,MANBA,FINANCIAL_SERVICES,130.52,49.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.9,57.0,-15.2,CONSOLIDATING,3.82,NEUTRAL,2026-08-18
731,ONWARDTEC,TEXTILES,286.75,49.6,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,48.1,59.3,-19.2,UPTREND,3.07,NEUTRAL,2026-08-18
732,APLLTD,PHARMA,822.45,49.5,WATCH,strong uptrend,none flagged -- normal market risk applies,42.4,58.5,-17.6,STRONG_UPTREND,9.56,NEUTRAL,2026-08-18
733,AADHARHFC,FINANCIAL_SERVICES,487.65,49.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.8,56.0,-13.4,CONSOLIDATING,15.14,NEUTRAL,2026-08-18
734,HONAUT,CAPITAL_GOODS,36400.0,49.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.4,58.6,-12.3,CONSOLIDATING,25.38,NEUTRAL,2026-08-18
735,WENDT,CAPITAL_GOODS,8110.0,49.5,WATCH,strong uptrend,none flagged -- normal market risk applies,46.6,60.1,-21.6,STRONG_UPTREND,7.65,NEUTRAL,2026-08-18
736,UNICHEMLAB,PHARMA,543.3,49.4,WATCH,strong uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,42.0,58.5,-20.9,STRONG_UPTREND,15.64,NEUTRAL,2026-08-18
737,EXCELINDUS,CHEMICALS,990.55,49.4,WATCH,uptrend,thin liquidity -- use TWAP slices,46.1,59.9,-21.4,UPTREND,1.16,NEUTRAL,2026-08-18
738,IOB,TEXTILES,33.66,49.3,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,43.9,59.7,-19.5,DOWNTREND,10.92,NEUTRAL,2026-08-18
739,KRISHIVAL,FMCG,408.3,49.3,WATCH,strong uptrend,thin liquidity -- use TWAP slices,44.1,60.2,-19.6,STRONG_UPTREND,1.4,NEUTRAL,2026-08-18
740,VENUSPIPES,METAL,1596.5,49.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.8,58.5,-14.8,CONSOLIDATING,16.91,NEUTRAL,2026-08-18
741,PREMEXPLN,CHEMICALS,672.65,49.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.8,61.7,-18.9,CONSOLIDATING,22.78,NEUTRAL,2026-08-18
742,IEX,FINANCIAL_SERVICES,125.3,49.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,59.5,-21.8,DOWNTREND,68.64,NEUTRAL,2026-08-18
743,ACUTAAS,PHARMA,3198.2,49.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.5,58.5,-14.5,CONSOLIDATING,122.02,NEUTRAL,2026-08-18
744,ALKEM,PHARMA,5374.0,49.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.1,44.6,-9.4,DOWNTREND,65.97,NEUTRAL,2026-08-18
745,PYRAMID,CHEMICALS,166.69,49.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.8,59.2,-16.1,CONSOLIDATING,5.96,NEUTRAL,2026-08-18
746,INDOSTAR,FINANCIAL_SERVICES,247.15,49.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.6,57.5,-15.4,CONSOLIDATING,4.83,NEUTRAL,2026-08-18
747,SHARDAMOTR,AUTO,909.5,49.0,WATCH,strong uptrend,none flagged -- normal market risk applies,45.0,60.0,-23.6,STRONG_UPTREND,9.17,NEUTRAL,2026-08-18
748,PURVA,REALTY,226.6,49.0,WATCH,strong uptrend,none flagged -- normal market risk applies,44.1,59.7,-25.7,STRONG_UPTREND,29.18,NEUTRAL,2026-08-18
749,DIXON,REALTY,14025.0,48.9,WATCH,uptrend,none flagged -- normal market risk applies,41.9,59.6,-24.1,UPTREND,471.7,NEUTRAL,2026-08-18
750,MMTC,DIVERSIFIED,63.81,48.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.5,57.8,-18.6,CONSOLIDATING,8.77,NEUTRAL,2026-08-18
751,ASHIANA,REALTY,365.0,48.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.5,59.3,-16.3,CONSOLIDATING,16.46,NEUTRAL,2026-08-18
752,IMAGICAA,HOSPITALITY,47.06,48.9,WATCH,uptrend,none flagged -- normal market risk applies,44.3,57.5,-20.5,UPTREND,3.68,NEUTRAL,2026-08-18
753,ADVANCE,CHEMICALS,117.06,48.8,WATCH,uptrend,none flagged -- normal market risk applies,43.8,59.1,-24.0,UPTREND,7.96,NEUTRAL,2026-08-18
754,GODREJIND,REALTY,1223.0,48.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.2,53.7,-15.2,CONSOLIDATING,13.09,NEUTRAL,2026-08-18
755,SUPREMEIND,REALTY,3590.0,48.7,WATCH,strong uptrend,none flagged -- normal market risk applies,44.3,56.2,-22.7,STRONG_UPTREND,69.06,NEUTRAL,2026-08-18
756,JINDRILL,ENERGY,586.2,48.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.1,53.6,-15.5,CONSOLIDATING,13.68,NEUTRAL,2026-08-18
757,AUTOAXLES,AUTO,1787.0,48.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,43.4,55.9,-15.5,DOWNTREND,2.68,NEUTRAL,2026-08-18
758,IIFLCAPS,FINANCIAL_SERVICES,334.55,48.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.1,59.8,-18.7,CONSOLIDATING,11.61,NEUTRAL,2026-08-18
759,RACLGEAR,AUTO,1343.4,48.6,WATCH,uptrend,none flagged -- normal market risk applies,45.6,60.0,-20.6,UPTREND,5.72,NEUTRAL,2026-08-18
760,ESCORTS,AUTO,3133.6,48.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.4,59.6,-25.0,DOWNTREND,39.99,NEUTRAL,2026-08-18
761,20MICRONS,METAL,197.26,48.6,WATCH,strong uptrend,none flagged -- normal market risk applies,43.6,51.6,-17.2,STRONG_UPTREND,3.78,NEUTRAL,2026-08-18
762,OPTIEMUS,TELECOM,554.35,48.6,WATCH,uptrend,none flagged -- normal market risk applies,43.8,59.7,-22.2,UPTREND,13.3,NEUTRAL,2026-08-18
763,TITAGARH,INFRASTRUCTURE,820.95,48.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.5,58.4,-15.4,CONSOLIDATING,29.75,NEUTRAL,2026-08-18
764,OMNI,CAPITAL_GOODS,564.45,48.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.0,59.6,-26.2,INSUFFICIENT_DATA,136.46,NEUTRAL,2026-08-18
765,MRF,AUTO,133015.0,48.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.0,59.2,-18.7,DOWNTREND,56.69,NEUTRAL,2026-08-18
766,CAPITALSFB,BANKING,281.55,48.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.0,57.6,-13.0,CONSOLIDATING,1.15,NEUTRAL,2026-08-18
767,ALICON,AUTO,726.1,48.2,WATCH,strong uptrend,none flagged -- normal market risk applies,46.0,59.9,-29.0,STRONG_UPTREND,3.99,NEUTRAL,2026-08-18
768,LGBBROSLTD,AUTO,1602.8,48.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.1,59.0,-21.7,DOWNTREND,3.68,NEUTRAL,2026-08-18
769,MASFIN,FINANCIAL_SERVICES,305.3,48.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,53.1,-14.9,DOWNTREND,4.46,NEUTRAL,2026-08-18
770,SUNDARMFIN,FINANCIAL_SERVICES,4523.9,48.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.5,59.3,-19.8,DOWNTREND,27.69,NEUTRAL,2026-08-18
771,BFINVEST,FINANCIAL_SERVICES,464.3,47.9,WATCH,strong uptrend,thin liquidity -- use TWAP slices,43.7,59.8,-20.6,STRONG_UPTREND,2.52,NEUTRAL,2026-08-18
772,V2RETAIL,RETAIL,218.85,47.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.0,51.3,-15.6,CONSOLIDATING,20.21,NEUTRAL,2026-08-18
773,DRREDDY,PHARMA,1192.0,47.8,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,40.8,55.7,-15.8,DOWNTREND,273.44,NEUTRAL,2026-08-18
774,SEJALLTD,OTHER,682.2,47.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.8,58.6,-27.5,INSUFFICIENT_DATA,1.81,NEUTRAL,2026-08-18
775,NUVAMA,FINANCIAL_SERVICES,1731.2,47.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,54.5,-16.2,CONSOLIDATING,97.4,NEUTRAL,2026-08-18
776,EMUDHRA,IT,518.75,47.8,WATCH,strong uptrend,none flagged -- normal market risk applies,43.5,58.1,-29.9,STRONG_UPTREND,10.34,NEUTRAL,2026-08-18
777,JKIL,INFRASTRUCTURE,509.65,47.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.3,58.7,-24.2,DOWNTREND,4.72,NEUTRAL,2026-08-18
778,POWERICA,CAPITAL_GOODS,560.35,47.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.8,54.1,-17.2,INSUFFICIENT_DATA,10.53,NEUTRAL,2026-08-18
779,AGI,CHEMICALS,716.5,47.7,WATCH,strong uptrend,none flagged -- normal market risk applies,45.1,59.5,-23.7,STRONG_UPTREND,9.71,NEUTRAL,2026-08-18
780,VIYASH,PHARMA,252.15,47.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.2,53.6,-15.4,INSUFFICIENT_DATA,50.65,NEUTRAL,2026-08-18
781,MSUMI,AUTO,40.33,47.6,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,41.5,58.0,-24.7,DOWNTREND,38.67,NEUTRAL,2026-08-18
782,GPIL,METAL,250.82,47.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.2,54.6,-21.6,DOWNTREND,46.39,NEUTRAL,2026-08-18
783,DMART,RETAIL,3995.0,47.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,59.4,-19.3,DOWNTREND,219.12,NEUTRAL,2026-08-18
784,GICRE,FINANCIAL_SERVICES,355.5,47.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.1,46.0,-14.9,DOWNTREND,16.17,NEUTRAL,2026-08-18
785,CEATLTD,AUTO,3608.5,47.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.5,53.5,-18.7,DOWNTREND,36.26,NEUTRAL,2026-08-18
786,GARUDA,INFRASTRUCTURE,182.48,47.5,WATCH,strong uptrend,none flagged -- normal market risk applies,43.5,59.3,-26.8,STRONG_UPTREND,18.69,NEUTRAL,2026-08-18
787,PRAKASH,CAPITAL_GOODS,134.43,47.4,WATCH,strong uptrend,none flagged -- normal market risk applies,43.1,58.1,-24.0,STRONG_UPTREND,7.54,NEUTRAL,2026-08-18
788,IITL,FINANCIAL_SERVICES,150.35,47.4,WATCH,strong uptrend,thin liquidity -- use TWAP slices,44.2,59.9,-30.4,STRONG_UPTREND,2.07,NEUTRAL,2026-08-18
789,VEEDOL,ENERGY,1521.6,47.4,WATCH,strong uptrend,thin liquidity -- use TWAP slices,45.3,59.9,-25.2,STRONG_UPTREND,2.69,NEUTRAL,2026-08-18
790,TANLA,IT,573.5,47.4,WATCH,uptrend,none flagged -- normal market risk applies,41.2,59.8,-25.1,UPTREND,130.89,NEUTRAL,2026-08-18
791,MARUTI,AUTO,13760.0,47.4,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,41.9,58.7,-20.8,DOWNTREND,539.2,NEUTRAL,2026-08-18
