symbol,close_now,ret_30d,ret_60d,ret_90d,ret_365d,vol_ratio,sector,sector_rel_30d,ret_30d_pct,ret_90d_pct,ret_365d_pct,vol_ratio_pct,sector_rel_pct,price_score,as_of_date
JNKINDIA,498.0,34.49,80.63,106.36,38.2,7.495,CAPITAL_GOODS,37.92,98.83523930537908,99.6888888888889,91.18589743589743,99.13969684555511,98.72935196950444,97.52,2026-06-10
JPOLYINVST,1105.2,0.22,-0.98,-17.56,24.53,0.687,FINANCIAL_SERVICES,5.67,70.58449809402796,3.155555555555556,86.91239316239316,55.817287996722655,76.66243117323168,57.17,2026-06-10
JPPOWER,18.0,-2.33,4.65,31.77,4.59,0.208,POWER,3.78,58.00508259212198,90.57777777777778,73.95833333333334,7.312576812781647,71.24099957645066,68.79,2026-06-10
JSFB,466.8,2.57,21.37,29.52,-5.63,0.112,BANKING,1.1,78.8013553578992,89.15555555555555,57.10470085470085,2.7038099139696845,58.57687420584497,70.21,2026-06-10
JSL,661.9,-10.71,-15.23,-10.14,-1.36,0.62,METAL,-5.58,17.32316814908937,10.044444444444444,64.50320512820514,49.69274887341253,20.288013553578992,27.0,2026-06-10
JSLL,581.85,-24.8,-12.75,-5.62,,0.265,PHARMA,-24.42,0.9741634900465904,19.2,,12.20811142974191,0.5929690808979247,15.84,2026-06-10
JSWCEMENT,126.82,1.41,-0.48,5.15,,0.383,CEMENT,7.46,76.0271071579839,55.24444444444444,,23.986071282261367,80.855569673867,63.75,2026-06-10
JSWDULUX,3175.6,4.28,,,,0.386,CHEMICALS,8.4,82.38034731046167,,,24.33428922572716,82.76154171961034,64.96,2026-06-10
JSWENERGY,560.65,0.72,14.69,14.89,11.23,0.59,POWER,6.84,73.04108428631936,74.95555555555555,79.59401709401709,47.05038918476034,79.39432443879711,74.48,2026-06-10
JSWHL,12177.0,-2.85,-10.43,-24.27,,0.689,FINANCIAL_SERVICES,2.6,52.09656925031766,1.6444444444444446,,56.001638672675135,65.01482422702244,41.2,2026-06-10
JSWINFRA,278.6,-3.05,4.74,7.34,-9.69,2.369,INFRASTRUCTURE,3.24,50.59296908089792,60.68888888888889,51.388888888888886,93.73207701761574,68.48792884371029,58.12,2026-06-10
JSWSTEEL,1269.8,0.57,4.53,7.72,28.74,1.541,METAL,5.7,72.38458280389666,61.73333333333333,88.08760683760684,87.46415403523147,76.83185091063109,74.28,2026-06-10
JTEKTINDIA,123.87,-12.66,-7.48,-8.93,-13.04,1.701,AUTO,-7.85,11.71113934773401,11.911111111111111,47.11538461538461,89.28717738631708,12.727657772130454,22.87,2026-06-10
JTLIND,70.94,-12.7,10.19,30.02,-8.3,1.103,METAL,-7.56,11.4570097416349,89.48888888888888,53.205128205128204,77.93936911102007,13.744176196526894,42.98,2026-06-10
JUBLCPL,1823.3,-0.72,1.98,2.62,11.28,0.683,CHEMICALS,3.4,67.06903854299026,46.88888888888889,79.6474358974359,55.32568619418271,69.50444726810674,64.32,2026-06-10
JUBLFOOD,425.05,-7.7,-4.48,-10.18,-37.63,0.526,HOSPITALITY,-3.24,29.627276577721307,10.0,14.262820512820513,39.840229414174516,29.58492164337145,22.15,2026-06-10
JUBLINGREA,619.6,-16.32,-4.4,8.61,-13.61,0.545,CHEMICALS,-12.2,5.506141465480729,63.48888888888888,46.07371794871795,42.093404342482586,5.54849639983058,29.95,2026-06-10
JUBLPHARMA,964.45,-3.33,8.27,19.41,-14.14,0.443,PHARMA,-2.95,48.792884371029224,80.66666666666666,45.2991452991453,30.92994674313806,31.173231681490893,52.53,2026-06-10
JUNIORBEES,746.62,-1.62,2.35,4.19,4.37,0.598,OTHER,0.67,62.81236764083016,51.733333333333334,73.50427350427351,47.849242113887755,55.717916137229984,60.37,2026-06-10
JUNIPER,198.38,-4.86,-8.84,-0.63,-36.98,1.719,HOSPITALITY,-0.4,42.03727234222787,34.88888888888889,15.064102564102564,89.47152806226956,44.36679373146972,37.58,2026-06-10
JUSTDIAL,535.15,-0.49,-7.97,-0.04,-38.94,1.223,RETAIL,2.18,67.72554002541295,36.71111111111111,12.419871794871796,80.99139696845555,63.27827191867853,48.91,2026-06-10
JWL,270.85,-6.68,1.0,-1.46,-28.58,0.235,INFRASTRUCTURE,-0.38,33.6298178737823,32.044444444444444,24.519230769230766,9.05366653011061,44.55739093604405,31.82,2026-06-10
JYOTHYLAB,198.7,-16.23,-11.79,-16.04,-40.7,1.133,FMCG,-10.33,5.65438373570521,3.9555555555555553,11.324786324786325,78.90208930766079,7.6238881829733165,10.32,2026-06-10
JYOTICNC,639.85,-14.29,-21.89,-17.0,-43.07,0.844,CAPITAL_GOODS,-10.86,8.4286319356205,3.4222222222222225,9.775641025641026,66.42769356820975,6.861499364675986,10.11,2026-06-10
JYOTISTRUC,12.24,-7.13,2.68,7.84,-35.34,1.118,CAPITAL_GOODS,-3.7,32.21092757306226,61.955555555555556,16.346153846153847,78.3900040966817,27.806014400677682,38.12,2026-06-10
KABRAEXTRU,234.36,-1.69,2.78,-1.57,,0.726,CAPITAL_GOODS,1.74,62.09233375688268,31.68888888888889,,58.8897992625973,61.47818720880983,51.82,2026-06-10
KAJARIACER,1067.4,-2.57,-4.76,11.43,4.55,0.579,CAPITAL_GOODS,0.86,55.06141465480729,69.35555555555555,73.87820512820514,46.02621876280213,57.073274036425246,62.25,2026-06-10
KALAMANDIR,104.86,-9.74,9.73,2.17,-24.39,0.911,RETAIL,-7.06,19.949174078780178,45.55555555555556,30.448717948717945,69.50020483408439,14.90893689114782,30.17,2026-06-10
KALPATARU,311.6,-18.58,2.43,3.03,,0.106,REALTY,-12.86,3.515459551037696,48.15555555555556,,2.4580090126997134,4.913172384582804,24.13,2026-06-10
KALYANIFRG,596.55,-6.19,-0.03,0.51,-18.06,0.368,CAPITAL_GOODS,-2.76,36.10758153324862,38.91111111111111,39.18269230769231,22.347398607128227,32.44387971198645,36.19,2026-06-10
KALYANKJIL,338.7,-12.07,-24.59,-13.27,-34.85,0.631,FMCG,-6.17,13.384159254553154,6.133333333333333,16.933760683760685,50.430151577222446,17.93731469716222,14.82,2026-06-10
KAMAHOLD,2592.8,-4.19,,,,1.049,FINANCIAL_SERVICES,1.26,45.23506988564168,,,75.99344530929947,59.381617958492164,51.04,2026-06-10
KAMATHOTEL,163.89,-6.38,-3.13,-16.37,-29.69,0.97,HOSPITALITY,-1.92,35.19695044472681,3.733333333333334,23.26388888888889,72.55223269151986,36.36171113934773,26.99,2026-06-10
KAMDHENU,27.22,2.02,23.33,20.98,-13.23,1.951,METAL,7.15,77.59423972892841,82.53333333333333,46.901709401709404,91.56083572306432,80.283778060144,73.79,2026-06-10
KAMOPAINTS,5.09,,-9.11,10.17,,0.238,CHEMICALS,,,66.66666666666666,,9.34043424825891,,52.13,2026-06-10
KANANIIND,1.55,-3.73,-10.92,12.32,-27.23,0.515,CAPITAL_GOODS,-0.3,46.90808979246082,70.97777777777777,26.549145299145298,39.04137648504712,45.59508682761542,48.26,2026-06-10
KANPRPLA,192.7,-11.87,1.75,5.87,,0.234,CHEMICALS,-7.75,13.828886065226598,56.99999999999999,,9.012699713232282,13.087674714104194,31.5,2026-06-10
KANSAINER,214.4,-1.35,11.95,14.64,-12.08,2.325,CHEMICALS,2.77,64.3159678102499,74.44444444444444,48.4241452991453,93.44530929946743,66.3701821262177,65.43,2026-06-10
KAPSTON,335.75,-0.99,,,40.96,0.559,OTHER,1.3,65.67132570944516,,91.58653846153845,43.71159360917657,59.55103769589157,64.92,2026-06-10
KARMAENG,41.45,-17.4,-0.79,7.08,,0.777,POWER,-11.28,4.616687844133842,60.17777777777778,,62.3310118803769,6.480304955527319,30.75,2026-06-10
KARURVYSYA,272.7,-8.12,-3.19,-10.58,10.2,1.808,BANKING,-9.59,27.34011012282931,9.666666666666666,78.79273504273505,90.2498975829578,9.04277848369335,33.61,2026-06-10
KAUSHALYA,838.1,-8.8,0.48,1.47,-8.85,0.44,HOSPITALITY,-4.34,23.549343498517576,43.333333333333336,52.29700854700855,30.60221220811143,25.285895806861497,34.86,2026-06-10
KAVDEFENCE,59.15,,,,,0.7,TELECOM,,,,,56.78000819336337,,50.34,2026-06-10
KAYA,236.81,-6.23,-13.92,-26.66,,0.435,HEALTHCARE,-3.32,35.87462939432444,1.2444444444444445,,30.090126997132323,29.224904701397712,28.76,2026-06-10
KAYNES,3073.0,-29.59,-21.13,-17.53,-46.28,0.215,CAPITAL_GOODS,-26.16,0.46590427784836935,3.2,7.371794871794872,7.906595657517411,0.4235493434985175,2.9,2026-06-10
KCP,161.49,-4.15,-0.61,8.57,-17.14,0.579,AGRICULTURE,1.91,45.42566709021601,63.288888888888884,40.83867521367522,46.02621876280213,62.07115628970775,51.5,2026-06-10
KCPSUGIND,22.88,-13.23,-7.18,-2.89,-35.13,0.879,FMCG,-7.33,10.673443456162643,26.53333333333333,16.746794871794872,68.14829987709955,14.358322744599747,19.28,2026-06-10
KDDL,2868.8,21.39,21.28,23.2,0.71,0.285,FMCG,27.29,96.2304108428632,84.62222222222222,67.84188034188034,14.072101597705858,96.78102498941126,83.63,2026-06-10
KEC,494.75,-14.99,-13.75,-9.68,-44.69,0.659,INFRASTRUCTURE,-8.7,7.115628970775095,10.711111111111112,8.547008547008547,53.31831216714461,10.864040660736975,11.17,2026-06-10
KEEPLEARN,1.97,-2.48,-1.01,4.79,,1.02,HEALTHCARE,0.43,56.35324015247777,54.355555555555554,,75.01024170421958,53.536637018212616,55.09,2026-06-10
KEI,5166.5,0.91,15.87,19.57,43.89,0.511,CAPITAL_GOODS,4.34,73.95171537484117,80.84444444444443,92.3076923076923,38.75460876689881,73.01990681914444,77.45,2026-06-10
KELLTONTEC,15.23,-3.12,2.01,-11.3,-88.06,0.389,IT,1.46,49.95764506565015,8.844444444444445,0.8547008547008548,24.600573535436297,60.27107157983905,30.14,2026-06-10
KENNAMET,2744.0,-11.72,,,,0.483,CAPITAL_GOODS,-8.29,14.421855146124523,,,35.64113068414584,11.71113934773401,31.09,2026-06-10
KERNEX,1924.9,27.85,64.91,93.13,,0.784,LOGISTICS,32.24,97.81872088098264,99.37777777777778,,62.86358049979517,97.92460821685727,86.91,2026-06-10
KEYFINSERV,251.3,-13.03,-5.28,-5.53,,0.111,FINANCIAL_SERVICES,-7.58,10.885218127911902,19.466666666666665,,2.6218762802130273,13.595933926302415,20.85,2026-06-10
KFINTECH,819.2,-8.04,-10.12,-11.61,-33.01,0.672,METAL,-2.9,27.784836933502753,8.488888888888889,19.17735042735043,54.424416222859485,31.512071156289707,23.13,2026-06-10
KHADIM,97.92,-8.15,3.77,-11.92,,0.714,FMCG,-2.25,27.19186785260483,8.133333333333333,,57.742728390004096,34.73104616687844,29.65,2026-06-10
KHANDSE,18.35,5.28,19.78,1.33,-22.11,0.232,FINANCIAL_SERVICES,10.73,84.22278695468022,42.577777777777776,33.65384615384615,8.828349037279803,86.38288860652266,60.25,2026-06-10
KICL,4983.0,-0.36,6.9,4.67,-2.02,0.752,FINANCIAL_SERVICES,5.09,68.3396865734858,53.71111111111111,63.70192307692307,60.79475624743957,75.18000847098688,64.4,2026-06-10
KILITCH,183.42,16.17,43.23,-42.3,,1.849,PHARMA,16.55,94.23972892842016,0.8,,90.65956575174108,91.82549767047861,61.49,2026-06-10
KIMS,763.15,-1.89,14.89,12.91,14.74,1.103,HEALTHCARE,1.02,61.16052520118593,71.91111111111111,81.83760683760684,77.93936911102007,58.04743752647183,68.36,2026-06-10
KINGFA,5060.0,-4.73,15.74,20.56,62.71,0.614,CAPITAL_GOODS,-1.3,42.94790343074968,82.26666666666667,95.99358974358975,49.26259729619009,38.90300720033884,63.1,2026-06-10
KIOCL,398.2,0.62,11.24,26.65,36.96,0.508,METAL,5.76,72.55400254129606,87.33333333333333,90.75854700854701,38.18107333060221,77.12833545108005,78.86,2026-06-10
KIRANVYPAR,191.83,-3.03,,,,0.929,FINANCIAL_SERVICES,2.42,50.72003388394748,,,70.31954117165097,64.33714527742482,53.42,2026-06-10
KIRIINDUS,396.7,-3.54,-2.17,0.44,-32.19,0.583,CHEMICALS,0.58,47.81872088098263,38.666666666666664,20.352564102564102,46.39492011470709,54.57433290978398,40.98,2026-06-10
KIRLFER,416.8,-5.75,,,,0.832,METAL,-0.62,37.90766624311732,,,65.56739041376485,42.990258365099535,45.49,2026-06-10
KIRLOSBROS,1724.8,3.41,8.59,8.3,-4.27,0.694,CAPITAL_GOODS,6.84,81.04616687844134,62.71111111111111,59.98931623931624,56.349856616140926,79.39432443879711,70.77,2026-06-10
KIRLOSENG,1817.8,9.51,23.39,25.33,112.52,0.311,CAPITAL_GOODS,12.94,89.32655654383736,86.13333333333333,99.09188034188034,16.837361736993035,88.90300720033883,86.79,2026-06-10
KIRLOSIND,3108.1,-7.15,5.43,10.26,-14.75,0.166,CAPITAL_GOODS,-3.72,31.999152901313003,67.06666666666666,44.25747863247863,4.813600983203605,27.636594663278274,41.2,2026-06-10
KIRLPNU,1625.7,6.81,35.01,45.53,21.99,0.929,CAPITAL_GOODS,10.24,86.48877594239728,95.06666666666666,85.60363247863248,70.31954117165097,85.66285472257518,87.52,2026-06-10
KISSHT,269.65,28.1,,,,0.643,IT,32.68,98.00931808555696,,,51.51577222449816,98.05167301990681,74.09,2026-06-10
KITEX,142.79,-14.58,-15.89,-14.9,,3.386,TEXTILES,-11.46,7.793307920372723,4.888888888888889,,96.43588693158542,6.353240152477764,19.72,2026-06-10
KKCL,434.85,-8.26,-9.79,-10.28,-12.38,0.754,TEXTILES,-5.14,26.641253706056755,9.911111111111111,47.91666666666667,61.06104055714871,22.109275730622617,27.75,2026-06-10
KLBRENG-B,463.55,-8.38,,,,0.442,CAPITAL_GOODS,-4.95,25.90004235493435,,,30.80704629250307,22.935196950444727,36.55,2026-06-10
KMEW,1863.2,-15.21,4.99,16.38,11.43,0.473,INFRASTRUCTURE,-8.92,6.649724692926726,77.08888888888889,79.75427350427351,34.78082752970094,10.355781448538755,40.84,2026-06-10
KMSUGAR,26.85,-9.44,-2.61,4.35,-5.99,0.779,FMCG,-3.54,21.304531977975437,52.71111111111111,56.59722222222222,62.576812781646865,28.3142736128759,39.33,2026-06-10
KNAGRI,190.61,0.61,-15.63,5.92,,0.068,FMCG,6.51,72.49047013977128,57.24444444444444,,1.3109381401065137,78.65311308767471,61.55,2026-06-10
KNRCON,122.3,-6.36,3.07,-2.7,-42.37,0.965,INFRASTRUCTURE,-0.07,35.36637018212622,27.755555555555556,10.47008547008547,72.2449815649324,48.75052943667937,32.34,2026-06-10
KOHINOOR,23.52,-8.66,-4.66,-3.84,-33.16,0.321,AGRICULTURE,-2.6,24.20584498094028,24.0,19.070512820512818,17.513314215485458,33.01567132570945,24.11,2026-06-10
KOKUYOCMLN,83.87,-13.09,-1.75,8.94,-35.85,1.001,FMCG,-7.19,10.84286319356205,64.17777777777778,16.025641025641026,74.33428922572716,14.675984752223634,28.96,2026-06-10
KOLTEPATIL,355.9,-4.33,7.46,6.16,-20.93,0.66,REALTY,1.38,44.5150360016942,58.13333333333334,35.202991452991455,53.46169602621876,59.80516730199068,48.8,2026-06-10
KOTAKBANK,388.1,1.85,3.62,1.28,-81.8,1.408,BANKING,0.38,77.29775518847946,42.4,1.282051282051282,85.29291274068005,53.26132994493859,50.16,2026-06-10
KOTARISUG,24.72,-10.04,-0.8,0.77,-33.58,0.723,FMCG,-4.14,19.102075391783142,39.91111111111111,18.64316239316239,58.50061450225318,26.19652689538331,27.25,2026-06-10
KOTHARIPET,116.61,-20.76,-5.36,4.42,-36.08,0.993,CHEMICALS,-16.64,2.2024565861922913,53.022222222222226,15.758547008547009,73.61736993035642,2.075391783142736,21.17,2026-06-10
KOTHARIPRO,70.15,-5.83,3.22,9.8,-18.49,0.964,FMCG,0.07,37.59000423549344,65.68888888888888,38.327991452991455,72.12208111429742,51.05887335874629,48.51,2026-06-10
KOTIC,157.56,-12.4,,,,6.425,CHEMICALS,-8.28,12.240576027107158,,,98.68906185989349,11.795849216433714,33.49,2026-06-10
KOTYARK,407.0,-0.82,7.74,,,0.114,ENERGY,-0.71,66.6878441338416,,,2.806226956165506,42.35493434985176,52.33,2026-06-10
KOVAI,5856.5,4.52,,,,1.388,HEALTHCARE,7.42,82.67683185091063,,,84.92421138877509,80.72850487081745,67.79,2026-06-10
KPEL,340.9,-9.96,13.03,21.27,-32.13,0.424,POWER,-3.85,19.27149512918255,82.84444444444445,20.45940170940171,28.861122490782464,27.10715798390512,37.06,2026-06-10
KPIGREEN,388.45,-14.73,-5.51,6.81,-19.18,0.685,POWER,-8.62,7.433290978398984,59.644444444444446,37.4465811965812,55.55100368701352,11.139347734011013,29.45,2026-06-10
KPIL,1273.3,0.89,7.61,11.57,6.0,0.72,INFRASTRUCTURE,7.18,73.90936044049131,69.68888888888888,75.42735042735043,58.234330192544036,80.41084286319357,73.35,2026-06-10
KPITTECH,732.95,-0.07,2.3,7.35,-48.45,0.398,CAPITAL_GOODS,3.36,69.3985599322321,60.82222222222222,6.463675213675215,25.501843506759524,69.20796272765777,52.44,2026-06-10
KPL,2506.6,46.95,,,,2.583,PHARMA,47.33,99.61880559085134,,,94.30561245391233,99.44938585345193,77.0,2026-06-10
KPRMILL,1045.55,11.51,19.91,28.94,-6.17,1.475,TEXTILES,14.62,90.89368911478188,88.53333333333333,56.223290598290596,86.72675133142155,90.47013977128336,83.1,2026-06-10
KRBL,341.85,-5.34,3.03,10.17,-2.4,0.432,AGRICULTURE,0.72,39.98305802626006,66.66666666666666,63.24786324786324,29.659975419909873,56.056755612028795,53.2,2026-06-10
KREBSBIO,66.01,,6.74,20.21,,0.247,PHARMA,,,81.91111111111111,,9.975419909873002,,55.98,2026-06-10
KRISHANA,665.5,-2.21,16.31,34.21,31.46,0.576,CHEMICALS,1.91,58.9157136806438,91.64444444444445,89.36965811965813,45.61655059401885,62.07115628970775,73.0,2026-06-10
KRISHIVAL,406.95,10.72,27.39,28.99,,2.616,FMCG,16.62,90.2583650995341,88.62222222222222,,94.34657927079067,91.91020753917832,82.25,2026-06-10
KRISHNADEF,1217.3,-4.98,28.14,10.63,,0.943,DEFENCE,-0.95,41.550190597204576,67.93333333333334,,71.1593609176567,40.51249470563321,51.16,2026-06-10
KRITIKA,6.0,-5.06,0.67,1.87,-40.59,0.588,METAL,0.08,41.29606099110546,44.84444444444444,11.378205128205128,46.804588283490375,51.164760694620924,37.96,2026-06-10
KRONOX,132.91,-4.7,-0.4,18.86,-19.06,0.533,CHEMICALS,-0.58,43.03261329944939,80.0,37.60683760683761,40.352314625153625,43.2867429055485,51.09,2026-06-10
KROSS,180.04,-19.89,-3.39,-6.8,-1.52,0.184,AUTO,-15.08,2.7107157983905124,16.88888888888889,64.26282051282051,5.960671855796805,2.7954256670902162,18.74,2026-06-10
KRSNAA,534.8,-9.49,-10.23,-13.66,-22.18,0.542,HEALTHCARE,-6.58,21.00804743752647,5.688888888888889,33.46688034188034,41.70421958213847,16.370182126217706,20.01,2026-06-10
KRYSTAL,575.1,-2.47,5.91,-2.72,,0.262,OTHER,-0.18,56.5438373570521,27.53333333333333,,11.839410077836952,47.31046166878441,44.36,2026-06-10
KSB,819.9,-7.3,-8.21,7.32,-3.54,1.276,CAPITAL_GOODS,-3.87,31.427361287590006,60.62222222222222,61.21794871794872,82.2818517001229,27.02244811520542,46.57,2026-06-10
KSCL,876.1,-10.81,-5.5,9.45,-31.85,0.625,AGRICULTURE,-4.75,16.96315120711563,65.06666666666666,20.860042735042736,50.0,23.676408301567132,32.43,2026-06-10
KSHINTL,826.05,29.45,54.66,99.12,,0.577,CAPITAL_GOODS,32.88,98.26344769165608,99.6,,45.80090126997132,98.13638288860652,86.3,2026-06-10
KSL,784.4,-2.89,19.42,11.78,-11.63,0.98,METAL,2.24,51.8847945785684,70.13333333333334,49.09188034188034,72.92093404342482,63.63828886065227,58.7,2026-06-10
KSOLVES,283.35,-2.36,-8.74,-1.8,-17.88,2.821,IT,2.22,57.66624311732317,30.933333333333334,39.69017094017094,94.96108152396559,63.51122405760271,50.13,2026-06-10
KTKBANK,265.15,5.39,9.13,15.92,30.44,0.567,BANKING,3.92,84.45573909360441,76.46666666666667,88.72863247863248,44.44899631298648,71.72808132147395,79.4,2026-06-10
KUANTUM,73.68,-6.44,-12.0,-10.7,-34.53,0.998,CHEMICALS,-2.32,34.77340110122829,9.444444444444445,17.441239316239315,73.9655878738222,34.39220669207963,26.88,2026-06-10
KWIL,33.01,14.82,32.84,24.14,,0.791,FMCG,20.72,93.56204997882254,85.28888888888889,,63.4166325276526,94.70563320626853,81.45,2026-06-10
LAGNAM,79.19,-5.47,19.97,15.0,-25.01,0.032,TEXTILES,-2.35,39.26302414231258,75.06666666666668,29.38034188034188,0.5120852109791069,34.30749682337992,43.56,2026-06-10
LAHOTIOV,44.91,-3.06,,,,4.387,TEXTILES,0.06,50.508259212198226,,,97.7058582548136,50.95298602287166,52.71,2026-06-10
LAL,7.31,3.84,-6.64,4.43,,0.116,TEXTILES,6.96,81.78737822956374,53.13333333333333,,2.9291274068004918,79.71198644642101,64.01,2026-06-10
LALPATHLAB,1568.7,-5.07,11.68,11.68,-46.12,0.678,HEALTHCARE,-2.16,41.190173655230836,69.82222222222222,7.532051282051282,54.752150757886106,35.36637018212622,41.42,2026-06-10
LAMBODHARA,103.14,-4.86,-1.46,4.31,-25.28,0.549,TEXTILES,-1.74,42.03727234222787,52.400000000000006,29.113247863247864,42.85129045473167,37.01821262177044,41.33,2026-06-10
LANCORHOL,24.91,,,,12.97,0.9,REALTY,,,,81.08974358974359,69.00860303154445,,57.17,2026-06-10
LANDMARK,420.4,8.53,-1.02,15.76,-13.95,0.969,AUTO,13.34,88.47945785684033,76.3111111111111,45.64636752136752,72.51126587464154,89.3689114781872,76.21,2026-06-10
LANDSMILL,0.88,-5.38,-20.72,,,0.506,OTHER,-3.08,39.7712833545108,,,37.87382220401474,30.453197797543414,42.88,2026-06-10
LAOPALA,176.97,-1.75,1.78,-8.75,-33.16,3.24,FMCG,4.15,61.753494282083864,12.355555555555556,19.070512820512818,96.19008603031544,72.2575180008471,44.16,2026-06-10
LASA,7.6,,-0.26,-2.69,,0.295,PHARMA,,,27.866666666666667,,15.075788611224908,,42.72,2026-06-10
LATENTVIEW,293.35,-5.02,-0.73,-1.94,-27.96,0.297,REALTY,0.7,41.507835662854724,30.666666666666664,25.50747863247863,15.32158951249488,55.88733587462939,36.45,2026-06-10
LAURUSLABS,1385.7,9.39,26.16,33.11,108.58,0.684,PHARMA,9.77,89.24184667513765,91.11111111111111,98.77136752136752,55.42810323637853,84.92164337145277,89.28,2026-06-10
LAXMICOT,14.87,,,,-48.12,1.339,TEXTILES,,,,6.623931623931624,83.77714051618189,,43.01,2026-06-10
LAXMIDENTL,218.13,1.53,14.75,18.53,-46.39,0.171,HEALTHCARE,4.44,76.5141889030072,79.33333333333333,7.264957264957266,5.059401884473576,73.35874629394324,59.32,2026-06-10
LCCINFOTEC,4.71,-7.83,,-8.9,,0.966,OTHER,-5.54,28.907242693773828,11.977777777777778,,72.36788201556739,20.41507835662855,29.79,2026-06-10
LEMERITE,25.27,-94.26,-94.3,-94.29,,0.393,TEXTILES,-91.15,0.042354934349851756,0.08888888888888889,,24.928308070462926,0.042354934349851756,11.29,2026-06-10
LEMONTREE,106.83,-7.78,-6.41,0.43,-21.55,0.654,HOSPITALITY,-3.32,29.013130029648455,38.62222222222223,34.455128205128204,52.47849242113888,29.224904701397712,33.71,2026-06-10
LENSKART,500.15,2.1,-8.66,0.21,,0.58,RETAIL,4.78,77.80601440067768,37.888888888888886,,46.128635804997955,74.43879711986446,60.18,2026-06-10
LEXUS,15.06,,,,-56.11,0.594,REALTY,,,,4.006410256410256,47.39860712822614,,40.67,2026-06-10
LFIC,142.93,-5.5,6.22,9.22,-34.56,0.272,FINANCIAL_SERVICES,-0.05,39.05124947056332,64.66666666666666,17.33440170940171,12.67922982384269,49.13172384582804,41.31,2026-06-10
LGBBROSLTD,1458.1,-13.95,-17.83,-23.8,19.27,0.563,AUTO,-9.14,9.191020753917831,1.7777777777777777,84.1880341880342,44.05981155264236,9.953409572215163,24.19,2026-06-10
LGEINDIA,1540.4,3.35,4.24,-3.4,,0.658,FMCG,9.25,80.74968233799238,25.08888888888889,,53.17492830807047,84.05336721728082,59.8,2026-06-10
LGHL,228.55,-6.77,-5.45,-15.88,-67.49,1.063,FMCG,-0.87,33.41804320203304,4.133333333333333,2.4572649572649574,76.4850471118394,41.06310885218128,23.2,2026-06-10
LIBAS,12.3,-0.08,10.51,24.49,-10.87,0.789,TEXTILES,3.04,69.3138500635324,85.46666666666667,50.10683760683761,63.293732077017616,67.5984752223634,68.95,2026-06-10
LIBERTSHOE,233.17,-6.21,-10.92,3.46,,0.693,FMCG,-0.31,36.00169419737399,49.666666666666664,,56.2474395739451,45.38331215586616,44.64,2026-06-10
LICHSGFIN,541.0,-7.62,1.76,7.04,-10.43,0.293,FINANCIAL_SERVICES,-2.17,30.072003388394748,60.044444444444444,50.641025641025635,14.74805407619828,35.26048284625159,41.69,2026-06-10
LICI,395.95,-50.4,-50.4,-50.65,-57.63,0.709,FINANCIAL_SERVICES,-44.95,0.12706480304955528,0.6222222222222222,3.7927350427350426,57.394510446538305,0.12706480304955528,3.85,2026-06-10
LICMFGOLD,132.55,-2.5,-1.23,-8.21,-98.54,0.535,OTHER,-0.21,55.972045743329105,13.777777777777779,0.08012820512820512,40.557148709545274,47.07750952986023,32.14,2026-06-10
LICNETFGSC,28.98,1.15,1.33,-0.17,2.11,0.047,OTHER,3.44,75.30707327403643,36.08888888888889,69.68482905982906,0.8603031544448997,69.8856416772554,59.84,2026-06-10
LICNETFN50,258.69,-3.22,-3.38,-3.03,-5.39,0.404,OTHER,-0.93,49.11054637865311,26.111111111111114,58.06623931623932,26.218762802130275,40.72426937738246,42.75,2026-06-10
LICNETFSEN,834.4,-2.43,-4.42,,-7.78,0.073,OTHER,-0.14,57.052096569250324,,54.32692307692307,1.5362556329373207,47.81872088098263,50.58,2026-06-10
LICNFNHGP,264.83,-2.27,-2.37,-1.41,-3.93,0.173,OTHER,0.02,58.55569673867006,32.22222222222222,60.57692307692307,5.264235968865219,50.465904277848374,48.5,2026-06-10
LICNMID100,60.13,-2.72,3.37,6.09,2.38,1.306,OTHER,-0.43,52.774248199915284,57.82222222222222,70.03205128205127,82.83490372798033,44.070309191020755,57.69,2026-06-10
LINC,99.68,-5.03,0.63,-2.71,-26.22,0.458,FMCG,0.87,41.46548072850487,27.62222222222222,27.831196581196583,32.89635395329783,57.200338839474796,37.21,2026-06-10
LINCOLN,633.3,-9.48,9.55,1.84,10.22,0.298,PHARMA,-9.1,21.07157983905125,44.75555555555555,78.84615384615384,15.505940188447356,9.995764506565015,36.61,2026-06-10
LINDEINDIA,6750.5,-12.8,-6.11,-0.38,-3.78,0.492,CHEMICALS,-8.68,11.139347734011013,35.71111111111111,60.89743589743589,36.60385088078657,10.94875052943668,28.48,2026-06-10
LIQGRWBEES,1042.86,0.38,0.75,1.16,,0.862,OTHER,2.68,71.2833545108005,41.733333333333334,,67.55428103236379,65.52308343922067,58.59,2026-06-10
LIQUID,999.99,0.0,0.0,0.0,0.0,3.076,OTHER,2.3,69.69504447268106,37.111111111111114,66.55982905982906,95.63703400245801,63.89241846675138,61.35,2026-06-10
LIQUID1,1108.19,0.41,0.79,1.23,5.01,2.073,OTHER,2.7,71.70690385429903,42.22222222222222,75.0,92.25727160999591,65.90427784836933,65.15,2026-06-10
LIQUIDADD,1130.37,0.4,0.78,1.21,4.9,1.051,OTHER,2.7,71.47395171537484,41.97777777777778,74.67948717948718,76.0344121261778,65.90427784836933,64.13,2026-06-10
