symbol,sector,label,bull_run_score,consensus_score,consensus_label,signals_used,concall_norm,insider_norm,news_norm,deal_norm,concall_score,insider_score,insider_conviction,sentiment_7d,sentiment_label,news_count_7d,inst_net_value_cr,as_of_date
APLLTD,PHARMA,WATCHLIST,43.16,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HDBFS,FINANCIAL_SERVICES,WATCHLIST,43.27,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TATACAP,FINANCIAL_SERVICES,WATCHLIST,43.52,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GANDHAR,ENERGY,WATCHLIST,43.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FCL,CHEMICALS,WATCHLIST,43.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ADVAIT,CAPITAL_GOODS,WATCHLIST,43.54,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NPST,IT,WATCHLIST,43.6,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FEDFINA,FINANCIAL_SERVICES,WATCHLIST,35.6,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VIRINCHI,IT,WATCHLIST,30.02,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TATASTEEL,METAL,WATCHLIST,30.03,48.06,NEUTRAL,CONCALL|NEWS,44.44444444444445,,50.0,,0.0,,,0.0,NEUTRAL,1.0,,2026-07-03
SEPC,INFRASTRUCTURE,WATCHLIST,30.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BANKINDIA,BANKING,WATCHLIST,30.56,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AFFLE,IT,WATCHLIST,30.57,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SAIPARENT,PHARMA,WATCHLIST,44.92,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ESAFSFB,BANKING,EMERGING,45.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RBZJEWEL,FMCG,EMERGING,45.1,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BASML,TEXTILES,EMERGING,45.2,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JINDALSAW,METAL,WATCHLIST,44.01,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BFINVEST,FINANCIAL_SERVICES,WATCHLIST,44.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHIVAUM,METAL,WATCHLIST,44.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ARCHIES,FMCG,WATCHLIST,34.59,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SUMEETINDS,REALTY,WATCHLIST,34.63,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HINDOILEXP,ENERGY,WATCHLIST,34.81,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ARIHANTSUP,REALTY,WATCHLIST,34.87,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PANSARI,REALTY,WATCHLIST,34.95,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TIINDIA,AUTO,WATCHLIST,35.02,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ACCURACY,LOGISTICS,WATCHLIST,35.02,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TNTELE,RETAIL,WATCHLIST,35.04,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TRANSRAILL,CAPITAL_GOODS,WATCHLIST,35.12,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SSDL,TEXTILES,WATCHLIST,33.74,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GOLDIAM,FMCG,EMERGING,45.42,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
EIEL,CAPITAL_GOODS,WATCHLIST,44.77,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ANUP,CAPITAL_GOODS,WATCHLIST,44.78,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AGI,CHEMICALS,WATCHLIST,44.83,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BLAL,FINANCIAL_SERVICES,WATCHLIST,33.75,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MAXIND,FINANCIAL_SERVICES,WATCHLIST,33.85,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MONEYBOXX,FINANCIAL_SERVICES,WATCHLIST,33.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ORIENTALTL,REALTY,WATCHLIST,33.91,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
DCW,CHEMICALS,WATCHLIST,33.92,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VIKASLIFE,CHEMICALS,WATCHLIST,33.98,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BCG,IT,WATCHLIST,34.04,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HEADSUP,TEXTILES,WATCHLIST,34.2,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ANTGRAPHIC,CHEMICALS,WATCHLIST,34.32,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
LAXMIDENTL,HEALTHCARE,WATCHLIST,34.36,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ARE&M,AUTO,WATCHLIST,32.96,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MANYAVAR,RETAIL,WATCHLIST,33.07,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ONEPOINT,IT,WATCHLIST,33.14,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SELMC,CAPITAL_GOODS,WATCHLIST,33.33,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BESTAGRO,CHEMICALS,WATCHLIST,33.34,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AIRAN,IT,WATCHLIST,33.34,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AFSL,FINANCIAL_SERVICES,WATCHLIST,33.35,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ORCHASP,IT,WATCHLIST,33.61,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MASTEK,IT,WATCHLIST,33.67,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VIVIDHA,TEXTILES,WATCHLIST,33.69,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ESTER,CHEMICALS,WATCHLIST,32.42,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ESSARSHPNG,LOGISTICS,WATCHLIST,32.44,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
STARHEALTH,FINANCIAL_SERVICES,EMERGING,45.87,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RADICO,FMCG,EMERGING,45.9,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
OMFREIGHT,LOGISTICS,EMERGING,45.94,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
KIRLOSIND,CAPITAL_GOODS,EMERGING,46.04,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SFL,REALTY,EMERGING,46.05,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BELRISE,CAPITAL_GOODS,EMERGING,45.33,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MACPOWER,CAPITAL_GOODS,EMERGING,45.4,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GRINDWELL,CAPITAL_GOODS,EMERGING,45.4,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RANASUG,FMCG,WATCHLIST,32.61,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GLENMARK,PHARMA,WATCHLIST,32.62,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HPL,CAPITAL_GOODS,WATCHLIST,32.8,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FIRSTCRY,RETAIL,WATCHLIST,32.89,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ISHANCH,CHEMICALS,WATCHLIST,31.77,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VINATIORGA,CHEMICALS,WATCHLIST,31.77,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
INDIANB,BANKING,WATCHLIST,31.8,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ZAGGLE,IT,WATCHLIST,31.81,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SNOWMAN,LOGISTICS,WATCHLIST,31.84,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
LYPSAGEMS,FMCG,WATCHLIST,31.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CROMPTON,FMCG,WATCHLIST,31.93,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ASKAUTOLTD,AUTO,WATCHLIST,31.96,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PNB,BANKING,WATCHLIST,31.99,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
POLICYBZR,FINANCIAL_SERVICES,WATCHLIST,32.22,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
IEX,FINANCIAL_SERVICES,WATCHLIST,32.34,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TMPV,AUTO,WATCHLIST,30.92,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BAJAJHIND,FMCG,WATCHLIST,30.94,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BALPHARMA,PHARMA,WATCHLIST,31.01,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SIRCA,CHEMICALS,WATCHLIST,31.01,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ANANDRATHI,FINANCIAL_SERVICES,WATCHLIST,31.06,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NUVOCO,CEMENT,WATCHLIST,31.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SANGHVIMOV,CAPITAL_GOODS,EMERGING,47.27,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VARROC,AUTO,EMERGING,46.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GABRIEL,AUTO,EMERGING,46.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
STEELXIND,METAL,EMERGING,46.34,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MMTC,DIVERSIFIED,EMERGING,46.56,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CREDITACC,FINANCIAL_SERVICES,EMERGING,46.6,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MEDANTA,HEALTHCARE,EMERGING,46.64,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
DIACABS,FINANCIAL_SERVICES,EMERGING,46.66,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
UNIPARTS,AUTO,EMERGING,46.69,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CONFIPET,ENERGY,EMERGING,45.77,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ABCAPITAL,FINANCIAL_SERVICES,EMERGING,45.77,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JYOTHYLAB,FMCG,NEUTRAL,26.78,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PAKKA,CHEMICALS,NEUTRAL,26.78,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ATHERENERG,AUTO,EMERGING,50.18,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AMAGI,IT,EMERGING,46.94,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
OLECTRA,AUTO,EMERGING,47.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WEWORK,REALTY,EMERGING,47.14,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GLAND,PHARMA,EMERGING,47.16,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ACEINTEG,DEFENCE,EMERGING,49.1,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PGIL,TEXTILES,EMERGING,49.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SENORES,PHARMA,EMERGING,49.64,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RATEGAIN,IT,EMERGING,49.8,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BORORENEW,CAPITAL_GOODS,EMERGING,47.35,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CLEANMAX,POWER,EMERGING,47.59,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BLUESTARCO,FMCG,WATCHLIST,31.16,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TEAMGTY,FINANCIAL_SERVICES,WATCHLIST,31.23,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
DELPHIFX,FINANCIAL_SERVICES,NEUTRAL,27.47,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SATIA,CHEMICALS,NEUTRAL,27.34,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PARAS,DEFENCE,EMERGING,53.13,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
DIVGIITTS,DEFENCE,EMERGING,50.62,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
CARTRADE,RETAIL,EMERGING,49.81,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
MFML,TEXTILES,WATCHLIST,31.16,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
GENUSPOWER,INFRASTRUCTURE,WATCHLIST,33.15,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
RITES,INFRASTRUCTURE,WATCHLIST,34.32,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
UNIECOM,HEALTHCARE,WATCHLIST,34.97,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
BEL,DEFENCE,WATCHLIST,34.94,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
BALUFORGE,CAPITAL_GOODS,WATCHLIST,30.34,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
MASTERTR,FINANCIAL_SERVICES,NEUTRAL,29.81,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
MODIS,REALTY,WATCHLIST,35.29,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
FABTECH,HEALTHCARE,WATCHLIST,35.77,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
ABCOTS,TEXTILES,WATCHLIST,36.76,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
IRIS,IT,WATCHLIST,37.22,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
PNGSREVA,FMCG,WATCHLIST,38.23,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
LT,INFRASTRUCTURE,WATCHLIST,38.23,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
INFOBEAN,IT,WATCHLIST,38.83,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
PACEDIGITK,TELECOM,WATCHLIST,38.61,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
VISL,OTHER,WATCHLIST,39.25,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
SIGNPOST,MEDIA,WATCHLIST,40.28,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
MCLOUD,IT,WATCHLIST,40.79,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
VIKRAN,CAPITAL_GOODS,WATCHLIST,40.5,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
AVG,LOGISTICS,WATCHLIST,41.83,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
AHCL,PHARMA,WATCHLIST,42.07,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
IVALUE,IT,WATCHLIST,42.34,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
UNIVASTU,INFRASTRUCTURE,WATCHLIST,43.78,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
RATNAVEER,METAL,EMERGING,45.73,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
RPPL,CHEMICALS,WATCHLIST,44.93,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
DPWIRES,METAL,WATCHLIST,44.25,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
TICL,REALTY,NEUTRAL,28.25,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
DAVANGERE,FMCG,NEUTRAL,27.76,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
LEMERITE,TEXTILES,NEUTRAL,27.71,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
PPL,CAPITAL_GOODS,EMERGING,46.0,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
PATELRMART,RETAIL,EMERGING,45.79,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
KRISHNADEF,DEFENCE,EMERGING,46.35,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
SKYGOLD,FMCG,EMERGING,46.18,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
LAL,TEXTILES,EMERGING,47.44,47.51,NEUTRAL,CONCALL||DEALS,44.44444444444445,,,47.27979274611399,0.0,,,,,,0.0,2026-07-03
CHEMPLASTS,CHEMICALS,AVOID,14.54,40.21,SELL,DEALS,,,,1.0362694300518136,,,,,,,-0.0053000000000054,2026-07-03
PRESTIGE,REALTY,WATCHLIST,43.83,40.0,SELL,NEWS,,,0.0,,,,,-1.0,BEARISH,1.0,,2026-07-03
MUTHOOTFIN,FINANCIAL_SERVICES,NEUTRAL,29.18,40.0,SELL,NEWS,,,0.0,,,,,-1.0,BEARISH,1.0,,2026-07-03
IRCTC,CAPITAL_GOODS,NEUTRAL,29.12,40.0,SELL,NEWS,,,0.0,,,,,-1.0,BEARISH,1.0,,2026-07-03
RELIANCE,ENERGY,NEUTRAL,27.76,39.46,SELL,NEWS|DEALS,,,0.0,47.27979274611399,,,,-1.0,BEARISH,1.0,0.0,2026-07-03
ALLCARGO,LOGISTICS,AVOID,14.33,38.21,SELL,CONCALL||DEALS,44.44444444444445,,,0.7772020725388601,0.0,,,,,,-15.0642,2026-07-03
FINPIPE,CHEMICALS,NEUTRAL,18.3,38.16,SELL,CONCALL||DEALS,44.44444444444445,,,0.5181347150259068,0.0,,,,,,-72.4662,2026-07-03
PINELABS,FINANCIAL_SERVICES,NEUTRAL,27.36,38.11,SELL,CONCALL||DEALS,44.44444444444445,,,0.2590673575129534,0.0,,,,,,-115.1109,2026-07-03
