symbol,close,atr_14,mp_pp,mp_r1,mp_r2,mp_r3,mp_s1,mp_s2,mp_s3,wp_pp,wp_r1,wp_r2,wp_s1,wp_s2,fib_786,fib_618,fib_500,fib_382,fib_236,swing_high_1,swing_high_2,swing_low_1,swing_low_2,vol_poc,prev_week_h,prev_week_l,prev_month_h,prev_month_l,round_res,round_sup,stop_1atr,stop_2atr,target_1atr,target_2atr,conf_res_1,conf_res_1_score,conf_res_1_tags,conf_res_2,conf_res_2_score,conf_res_2_tags,conf_sup_1,conf_sup_1_score,conf_sup_1_tags,conf_sup_2,conf_sup_2_score,conf_sup_2_tags,entry_zone_low,entry_zone_high,stop_loss,as_of_date
MALWACOTT,6.7,0.32,7.13,8.12,9.58,10.57,5.67,4.68,3.22,6.85,7.05,7.15,6.75,6.55,10.65,14.19,16.68,19.16,22.23,27.2,25.85,6.15,8.05,19.78,6.95,6.65,8.6,6.15,10.0,5.0,6.38,6.06,7.02,7.34,8.09,5,Swing Lo|M-R1,6.8,4,W-S1|W-Pivot,6.15,5,Swing Lo|52W Low|Prev-Mo Lo,5.67,3,M-S1,6.54,6.8,6.06,2013-10-08
MAM150ETF,14.82,0.45,13.9,14.74,15.25,16.09,13.39,12.55,12.04,14.5,14.81,15.06,14.25,13.94,11.71,12.47,13.0,13.53,14.19,15.0,14.89,10.75,11.22,12.97,14.76,14.2,14.4,13.05,15.0,10.0,14.37,13.92,15.27,15.72,14.99,6,Swing Hi|Swing Hi|Round|W-R2,15.25,4,M-R2|52W High,14.26,5,Fib 23.6%|Prev-Wk Lo|W-S1|Prev-Mo Hi,14.75,4,M-R1|Prev-Wk Hi,14.59,14.96,14.05,2023-08-31
MAMATA,415.3,13.51,413.87,437.23,465.57,488.93,385.53,362.17,333.83,397.58,427.02,444.43,380.17,350.73,349.22,390.21,419.0,447.79,483.42,541.0,515.0,297.0,345.0,415.86,415.0,368.15,442.2,390.5,425.0,400.0,401.79,388.29,428.81,442.31,442.91,7,M-R1|Prev-Mo Hi|W-R2|Fib 38.2%,423.67,5,Fib 50%|Round|W-R1,388.75,7,M-S1|Fib 61.8%|Prev-Mo Lo,411.76,6,200 DMA|M-Pivot,408.55,419.35,388.29,2026-06-30
MAMFGETF,98.39,1.79,95.6,101.34,105.05,110.79,91.89,86.15,82.44,98.24,99.64,102.14,95.74,94.34,74.53,80.18,84.16,88.13,93.04,100.99,100.55,67.32,68.64,93.43,100.75,96.85,99.3,89.85,100.0,90.0,96.6,94.8,100.18,101.98,100.44,14,Prev-Mo Hi|W-R1|Round|Swing Hi|Prev-Wk Hi|Swing Hi|52W High|M-R1,105.05,2,M-R2,92.79,7,M-S1|Fib 23.6%|Vol POC,95.23,6,W-S2|M-Pivot|W-S1,97.49,98.93,94.8,2023-08-31
MAN50ETF,202.96,2.42,209.11,217.17,226.96,235.02,199.32,191.26,181.47,204.93,207.53,212.34,200.12,197.52,184.08,191.52,196.75,201.98,208.45,218.9,212.93,174.6,176.06,204.45,209.75,202.34,218.9,201.05,225.0,200.0,200.54,198.12,205.38,207.8,207.37,12,Vol POC|W-Pivot|W-R1|Fib 23.6%|M-Pivot|Prev-Wk Hi,218.47,8,M-R1|Swing Hi|52W High|Prev-Mo Hi,199.88,13,Fib 50%|W-S2|M-S1|Round|W-S1|Prev-Mo Lo|Fib 38.2%|Prev-Wk Lo,175.09,6,Swing Lo|52W Low|Swing Lo,201.75,203.69,198.12,2023-08-31
MANAKALUCO,35.29,2.83,35.87,39.58,42.86,46.57,32.59,28.88,25.6,38.21,39.85,41.99,36.07,34.43,34.32,40.85,45.44,50.03,55.7,64.88,45.5,17.81,17.86,51.2,40.35,36.57,39.14,32.15,40.0,35.0,32.46,29.63,38.12,40.95,39.64,7,Prev-Mo Hi|M-R1|W-R1|Round,35.97,5,M-Pivot|W-S1,32.37,4,Prev-Mo Lo|M-S1,34.38,2,Fib 78.6%|W-S2,33.88,36.14,31.88,2026-06-30
MANAKCOAT,112.93,5.34,104.24,113.49,122.65,131.9,95.08,85.83,76.67,108.54,114.09,123.54,99.09,93.54,113.16,128.05,138.51,148.97,161.91,182.82,171.95,94.2,94.98,114.52,118.0,103.0,113.39,94.98,125.0,100.0,107.59,102.26,118.27,123.6,113.73,10,Fib 78.6%|Prev-Mo Hi|M-R1|W-R1|Vol POC,123.86,7,M-R2|W-R2|200 DMA|Round,103.62,4,Prev-Wk Lo|M-Pivot,108.26,3,20 DMA|W-Pivot,110.26,114.53,102.26,2026-06-30
MANAKINDST,39.2,3.14,42.73,51.47,56.43,65.17,37.77,29.03,24.07,38.37,40.53,42.22,36.68,34.52,13.29,21.14,26.65,32.16,38.98,50.0,47.9,3.3,3.45,38.34,40.05,36.2,47.7,34.0,40.0,35.0,36.06,32.93,42.34,45.47,40.19,4,Round|Prev-Wk Hi|W-R1,42.47,4,W-R2|M-Pivot,38.36,5,Vol POC|W-Pivot,37.77,3,M-S1,37.63,40.14,37.78,2017-11-22
MANAKSIA,58.08,2.09,62.44,68.22,72.79,78.57,57.87,52.09,47.52,58.71,60.2,61.98,56.93,55.44,51.41,58.72,63.85,68.98,75.33,85.6,73.99,42.1,56.65,68.21,60.5,57.23,67.0,56.65,60.0,50.0,55.99,53.9,60.17,62.26,61.89,7,200 DMA|W-R2|M-Pivot,58.69,6,20 DMA|W-Pivot|Fib 61.8%,56.86,6,Swing Lo|Prev-Mo Lo|W-S1|Prev-Wk Lo,57.87,3,M-S1,57.04,58.71,56.01,2026-06-30
MANAKSTEEL,75.63,6.68,49.7,54.29,62.59,67.18,41.4,36.81,28.51,66.22,78.37,85.95,58.64,46.49,54.1,61.16,66.12,71.08,77.21,77.78,75.68,43.05,44.21,74.31,73.8,54.07,58.0,45.11,80.0,70.0,68.95,62.26,82.31,89.0,77.79,5,Fib 23.6%|Swing Hi|W-R1,86.54,3,W-R2|52W High,74.06,4,Prev-Wk Hi|Vol POC,71.08,2,Fib 38.2%,72.29,77.64,72.95,2026-04-24
MANALIPET,15.05,0.84,14.9,17.2,19.05,21.35,13.05,10.75,8.9,14.3,15.2,16.45,13.05,12.15,14.55,16.94,18.62,20.31,22.39,25.75,25.7,11.5,12.15,14.2,15.55,13.4,16.75,12.6,20.0,15.0,14.21,13.38,15.89,16.72,16.84,4,Prev-Mo Hi|Fib 61.8%,15.2,2,W-R1,14.25,5,Vol POC|W-Pivot,14.95,4,M-Pivot|Round,14.63,15.3,14.04,2006-09-27
MANALIPETC,64.1,3.24,59.73,66.94,73.83,81.04,52.84,45.63,38.74,64.69,66.19,68.84,62.04,60.54,48.11,55.16,60.11,65.07,71.2,81.1,77.6,39.13,51.43,62.42,67.35,63.2,66.62,52.52,70.0,60.0,60.86,57.62,67.34,70.58,66.78,7,W-R1|Prev-Mo Hi|M-R1|Prev-Wk Hi,64.66,5,20 DMA|W-Pivot|Fib 38.2%,59.96,11,50 DMA|M-Pivot|200 DMA|Round|Fib 50%|W-S2,62.23,5,W-S1|Vol POC,62.48,65.07,59.06,2026-06-30
MANALU,42.15,3.35,44.52,52.88,64.67,73.03,32.73,24.37,12.58,40.27,42.63,45.12,37.78,35.42,45.17,52.25,57.22,62.2,68.35,78.3,78.0,36.15,37.9,75.16,42.75,37.9,56.3,36.15,45.0,40.0,38.8,35.44,45.5,48.86,44.95,6,M-Pivot|Round|W-R2|Fib 78.6%,52.56,6,Fib 61.8%|M-R1,37.86,5,W-S1|Swing Lo|Prev-Wk Lo,36.15,5,Swing Lo|52W Low|Prev-Mo Lo,40.47,43.16,37.29,2011-03-15
MANALUMN,7.75,0.76,9.3,10.8,12.95,14.45,7.15,5.65,3.5,8.37,8.73,9.37,7.73,7.37,7.14,8.82,10.0,11.18,12.64,15.0,12.9,5.0,5.05,9.7,9.0,8.0,11.45,7.8,10.0,5.0,6.99,6.23,8.51,9.27,8.78,5,W-R1|Fib 61.8%,8.37,2,W-Pivot,7.14,4,Fib 78.6%|M-S1,7.73,2,W-S1,7.37,7.98,7.03,2000-01-18
MANAPPURAM,324.2,10.8,316.53,342.87,360.33,386.67,299.07,272.73,255.27,319.58,329.82,341.13,308.27,298.03,264.16,279.09,289.57,300.06,313.03,334.0,321.6,245.15,245.8,304.1,330.9,309.35,334.0,290.2,325.0,300.0,313.4,302.59,335.0,345.81,334.0,5,Swing Hi|52W High|Prev-Mo Hi,328.57,4,Round|W-R1|Prev-Wk Hi,307.94,7,Vol POC|W-S1|Prev-Wk Lo|50 DMA,299.29,7,W-S2|M-S1|Round|Fib 38.2%,318.8,327.44,303.32,2026-06-30
MANBA,137.36,5.58,109.6,116.99,127.27,134.66,99.32,91.93,81.65,131.68,135.36,138.32,128.72,125.04,109.34,118.25,124.5,130.75,138.49,151.0,147.7,98.0,102.21,109.15,134.64,128.0,119.88,102.21,150.0,125.0,131.78,126.2,142.94,148.52,150.67,5,Round|Swing Hi|52W High,138.41,2,W-R2|Fib 23.6%,125.05,8,Fib 50%|20 DMA|Round|W-S2|200 DMA,128.0,5,M-R2|Prev-Wk Lo|W-S1,134.57,139.03,126.2,2026-06-30
MANCREDIT,242.73,12.27,190.67,216.85,233.3,259.48,174.22,148.04,131.59,225.34,245.87,259.02,212.19,191.66,172.16,187.95,199.03,210.11,223.83,231.0,221.99,152.06,154.47,187.82,238.48,204.8,207.13,164.5,250.0,225.0,230.46,218.19,255.0,267.27,245.94,4,W-R1|52W High,259.25,2,W-R2|M-R3,224.04,6,Swing Hi|Fib 23.6%|Round|W-Pivot,232.15,4,Swing Hi|M-R2,236.59,246.41,220.68,2026-06-30
MANDHANA,2.35,0.18,3.92,4.53,5.77,6.38,2.68,2.07,0.83,2.75,2.95,3.35,2.35,2.15,6.23,9.36,11.55,13.74,16.46,18.0,14.85,4.3,4.65,5.31,3.15,2.55,5.15,3.3,5.0,0.0,2.17,1.99,2.53,2.71,2.68,3,M-S1,2.75,2,W-Pivot,2.25,2,52W Low,2.07,2,M-S2,2.26,2.4,2.22,2019-02-13
MANDUIND,0.25,1.04,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.94,28.3,36.98,45.65,56.39,73.75,65.1,1.0,38.5,51.55,0.2,0.2,0.2,0.2,5.0,0.0,-0.79,-1.84,1.29,2.34,28.3,3,Fib 61.8%,1.0,2,Swing Lo,0.2,29,M-Pivot|M-R1|M-R2|M-R3|M-S1|M-S2|M-S3|W-Pivot|W-R1|W-R2|W-S1|W-S2|52W Low|Prev-Mo Hi|Prev-Mo Lo|Prev-Wk Hi|Prev-Wk Lo,,0,,-0.27,0.56,0.2,2000-06-22
MANGALAM,28.14,1.42,29.33,32.13,33.52,36.32,27.94,25.14,23.75,29.48,30.36,31.94,27.9,27.02,38.25,50.38,58.9,67.42,77.96,95.0,94.63,22.8,23.55,34.35,31.05,28.59,30.73,26.54,30.0,25.0,26.72,25.29,29.56,30.99,29.41,5,M-Pivot|W-Pivot,30.18,3,Round|W-R1,27.82,6,50 DMA|W-S1|M-S1,25.07,3,Round|M-S2,27.43,28.57,27.4,2026-06-30
MANGCHEFER,308.75,8.9,328.47,355.83,387.27,414.63,297.03,269.67,238.23,314.85,321.5,331.55,304.8,298.15,286.45,304.98,318.0,331.02,347.12,373.15,369.0,125.4,139.0,350.48,324.9,308.2,359.9,301.1,325.0,300.0,299.85,290.96,317.65,326.54,327.94,9,Prev-Wk Hi|Round|50 DMA|M-Pivot|Fib 38.2%|W-R2,318.43,7,W-Pivot|Fib 50%|20 DMA|W-R1,299.07,6,M-S1|W-S2|Round|Prev-Mo Lo,304.89,5,W-S1|Fib 61.8%,304.3,311.42,294.58,2025-10-30
MANGLMCEM,913.25,27.86,852.8,917.3,1007.0,1071.5,763.1,698.6,608.9,911.6,978.15,1034.5,855.25,788.7,741.11,789.6,823.65,857.7,899.84,953.8,942.5,679.35,681.85,838.12,967.95,845.05,942.5,788.3,950.0,900.0,885.39,857.53,941.11,968.97,947.2,6,Swing Hi|Prev-Mo Hi|Round|Swing Hi,971.35,5,52W High|Prev-Wk Hi|W-R1,851.89,12,Vol POC|Prev-Wk Lo|M-Pivot|W-S1|Fib 38.2%|20 DMA,899.92,2,Fib 23.6%|Round,899.32,921.61,857.53,2026-06-30
MANGTIMBER,17.35,1.37,16.47,18.78,20.82,23.13,14.43,12.12,10.08,16.48,17.57,18.38,15.67,14.58,9.0,11.32,12.95,14.58,16.59,19.85,18.95,6.05,7.0,17.48,17.3,15.4,18.5,14.15,20.0,15.0,15.98,14.6,18.73,20.1,17.52,5,Vol POC|W-R1,18.87,5,M-R1|Swing Hi,16.51,6,M-Pivot|W-Pivot|Fib 23.6%,15.67,2,W-S1,16.66,17.76,16.26,2022-01-04
MANINDS,581.65,27.96,534.47,572.43,644.37,682.33,462.53,424.57,352.63,580.98,597.17,625.18,552.97,536.78,370.88,424.92,462.88,500.83,547.79,623.7,606.4,302.05,315.55,421.45,609.0,564.8,606.4,496.5,600.0,550.0,553.69,525.72,609.61,637.58,603.79,7,W-R1|Round|Swing Hi|Prev-Mo Hi|Prev-Wk Hi,624.19,5,Swing Hi|52W High|W-R2,549.85,6,50 DMA|Fib 23.6%|Round|W-S1|20 DMA,568.62,4,Prev-Wk Lo|M-R1,567.67,590.04,541.6,2026-06-30
MANINFRA,104.18,4.48,122.43,131.5,147.77,156.84,106.16,97.09,80.82,105.82,108.81,113.24,101.39,98.4,101.34,120.35,133.7,147.06,163.58,187.09,169.6,77.12,99.0,120.22,110.25,102.83,138.69,113.35,125.0,100.0,99.7,95.22,108.66,113.14,105.99,5,W-Pivot|M-S1,109.58,4,W-R1|20 DMA|Prev-Wk Hi,98.16,5,M-S2|W-S2|Swing Lo,100.91,4,Round|Fib 78.6%|W-S1,101.94,105.52,96.69,2026-06-30
MANJEERA,62.2,6.23,51.95,56.15,60.35,64.55,47.75,43.55,39.35,56.87,63.13,66.27,53.73,47.47,59.25,68.28,74.62,80.97,88.81,101.5,99.85,47.75,49.3,60.0,60.0,50.6,56.15,47.75,70.0,60.0,55.97,49.74,68.43,74.66,68.28,3,Fib 61.8%,63.13,2,W-R1,59.92,8,Fib 78.6%|Vol POC|Prev-Wk Hi|Round|M-R2,56.39,6,M-R1|Prev-Mo Hi|W-Pivot,59.08,64.07,59.02,2015-01-23
MANJUSHREE,446.15,2.8,436.67,468.33,491.67,523.33,413.33,381.67,358.33,444.97,449.38,452.02,442.33,437.92,221.0,279.57,320.7,361.83,412.73,495.0,487.0,152.0,153.0,445.87,447.6,440.55,460.0,405.0,450.0,425.0,443.35,440.54,448.95,451.76,492.17,8,Swing Hi|M-R2|Swing Hi|52W High,449.75,5,Prev-Wk Hi|W-R1|Round|W-R2,440.49,9,M-Pivot|W-S2|Prev-Wk Lo|W-S1|W-Pivot,413.03,4,Fib 23.6%|M-S1,444.75,446.99,439.46,2015-03-16
MANKIND,2545.6,67.14,2410.4,2603.8,2832.0,3025.4,2182.2,1988.8,1760.6,2490.13,2576.17,2690.03,2376.27,2290.23,2082.36,2217.9,2313.1,2408.3,2526.1,2716.5,2674.0,1909.7,1928.0,2559.15,2604.0,2404.1,2638.6,2217.0,2750.0,2500.0,2478.46,2411.31,2612.74,2679.89,2585.78,9,Vol POC|W-R1|M-R1|Prev-Wk Hi,2727.67,5,Swing Hi|52W High|Round,2399.61,10,W-S1|50 DMA|Prev-Wk Lo|Fib 38.2%|20 DMA|M-Pivot,2505.41,4,W-Pivot|Round|Fib 23.6%,2512.03,2565.74,2411.31,2026-06-30
MANOMAY,182.55,11.07,193.92,227.58,278.16,311.82,143.34,109.68,59.1,185.96,193.13,201.08,178.01,170.84,176.74,194.51,206.99,219.47,234.92,259.88,251.81,154.1,159.99,180.31,193.9,178.78,244.49,160.25,200.0,175.0,171.48,160.4,193.62,204.7,193.43,10,50 DMA|W-R1|Prev-Wk Hi|M-Pivot|Fib 61.8%,184.87,3,20 DMA|W-Pivot,177.13,5,Round|Fib 78.6%|W-S1|Prev-Wk Lo,180.31,3,Vol POC,177.01,185.87,174.47,2026-06-30
MANORAMA,1655.3,57.27,1450.6,1613.8,1801.2,1964.4,1263.2,1100.0,912.6,1570.23,1618.27,1663.03,1525.47,1477.43,1210.27,1327.77,1410.3,1492.83,1594.94,1760.0,1638.0,1060.6,1120.3,1425.21,1615.0,1522.2,1638.0,1287.4,1700.0,1600.0,1598.03,1540.76,1712.57,1769.84,1760.0,4,Swing Hi|52W High,1801.2,2,M-R2,1608.4,8,Fib 23.6%|Round|M-R1|Prev-Wk Hi|W-R1,1527.25,4,Prev-Wk Lo|W-S1|20 DMA,1626.66,1672.48,1584.27,2026-06-30
MANORG,565.3,37.6,451.93,536.82,617.18,702.07,371.57,286.68,206.32,592.68,615.27,655.78,552.17,529.58,415.9,462.73,495.62,528.52,569.22,635.0,601.4,340.1,347.75,489.06,633.2,570.1,532.3,367.05,600.0,550.0,527.7,490.09,602.9,640.51,598.03,5,W-Pivot|Round|Swing Hi,634.4,5,Prev-Wk Hi|Swing Hi|52W High,531.13,8,20 DMA|Fib 38.2%|W-S2|Prev-Mo Hi|M-R1,492.34,5,Vol POC|Fib 50%,546.5,576.58,523.16,2026-05-18
MANPASAND,9.5,0.84,18.37,22.23,29.47,33.33,11.13,7.27,0.03,10.68,11.42,12.88,9.22,8.48,38.88,61.95,78.15,94.35,114.4,130.0,128.5,14.5,25.3,11.68,12.15,9.95,25.6,14.5,10.0,5.0,8.66,7.83,10.34,11.17,11.13,3,M-S1,9.97,2,Prev-Wk Lo|Round,9.22,2,W-S1,7.27,2,M-S2,9.08,9.75,9.08,2019-09-23
MANSUKHIND,4.15,0.94,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,3.91,6.71,8.68,10.64,13.07,17.0,10.35,3.55,,10.82,0.35,0.35,0.35,0.35,5.0,0.0,3.21,2.27,5.09,6.03,6.71,3,Fib 61.8%,8.68,2,Fib 50%,0.35,29,M-Pivot|M-R1|M-R2|M-R3|M-S1|M-S2|M-S3|W-Pivot|W-R1|W-R2|W-S1|W-S2|52W Low|Prev-Mo Hi|Prev-Mo Lo|Prev-Wk Hi|Prev-Wk Lo,3.55,2,Swing Lo,3.68,4.43,2.27,1999-06-11
MANTRIHSG,8.5,1.0,7.95,9.4,12.3,13.75,5.05,3.6,0.7,7.78,8.82,9.63,6.97,5.93,5.22,7.16,8.53,9.89,11.57,14.3,14.25,2.75,4.0,12.27,8.6,6.75,10.85,6.5,10.0,5.0,7.5,6.5,9.5,10.5,8.56,3,Fib 50%|Prev-Wk Hi,9.4,3,M-R1,7.95,3,M-Pivot,7.16,3,Fib 61.8%,8.0,8.8,7.83,2000-02-29
MANUFGBEES,159.16,3.46,158.17,164.23,169.53,175.59,152.87,146.81,141.51,161.07,163.2,166.9,157.37,155.24,145.66,151.2,155.09,158.98,163.8,171.58,163.64,138.6,144.33,149.21,164.76,158.93,163.46,152.1,175.0,150.0,155.7,152.25,162.62,166.07,163.45,12,W-Pivot|W-R1|Prev-Mo Hi|Swing Hi|Fib 23.6%|M-R1|Prev-Wk Hi,170.9,6,M-R2|Swing Hi|52W High,151.44,14,Vol POC|Round|Fib 61.8%|Prev-Mo Lo|M-S1|200 DMA,157.06,10,Fib 50%|W-S2|W-S1|50 DMA|M-Pivot|20 DMA,157.43,160.2,152.25,2026-06-30
MANUGRAPH,16.23,1.46,15.08,17.33,19.37,21.62,13.04,10.79,8.75,16.08,18.14,19.7,14.52,12.46,11.61,13.15,14.23,15.3,16.64,25.3,23.65,9.65,12.75,17.39,17.65,14.03,17.11,12.82,20.0,15.0,14.77,13.3,17.69,19.16,17.28,7,Prev-Mo Hi|M-R1|Vol POC,18.14,2,W-R1,15.04,4,Round|M-Pivot,15.38,3,Fib 38.2%|20 DMA,15.5,16.67,14.81,2026-06-11
MANV30F,148.25,2.17,149.48,154.05,157.18,161.75,146.35,141.78,138.65,150.06,151.7,154.98,146.78,145.14,130.7,139.1,145.0,150.9,158.2,170.0,153.46,129.76,134.63,148.04,153.34,148.42,152.6,144.9,150.0,125.0,146.08,143.91,150.42,152.59,150.79,11,M-Pivot|Round|W-Pivot|Fib 38.2%|W-R1|Prev-Mo Hi,153.96,7,Prev-Wk Hi|Swing Hi|M-R1|W-R2,145.63,9,Prev-Mo Lo|Fib 50%|W-S2|M-S1|W-S1,138.88,4,M-S3|Fib 61.8%,147.16,148.9,143.91,2023-08-31
MANXT50,449.92,4.22,438.29,478.5,498.8,539.01,417.99,377.78,357.48,447.35,451.8,457.56,441.59,437.14,378.35,397.47,410.9,424.34,440.96,467.82,462.98,353.99,372.0,448.1,453.1,442.89,458.58,398.07,450.0,425.0,445.7,441.48,454.14,458.36,466.21,6,Swing Hi|Swing Hi|52W High,455.26,5,W-R1|Prev-Wk Hi|W-R2|Prev-Mo Hi,440.17,8,W-S2|M-Pivot|Fib 23.6%|W-S1|Prev-Wk Lo,447.73,5,W-Pivot|Vol POC,447.81,451.19,441.48,2023-08-31
MANYAVAR,408.3,11.59,429.85,453.9,499.45,523.5,384.3,360.25,314.7,412.17,421.83,431.07,402.93,393.27,435.16,518.35,576.77,635.2,707.49,824.35,804.0,329.2,389.65,356.12,421.4,402.5,475.4,405.8,425.0,400.0,396.71,385.11,419.89,431.49,423.0,5,Prev-Wk Hi|W-R1|50 DMA|Round,432.03,5,M-Pivot|W-R2|Fib 78.6%,403.72,6,Round|Prev-Wk Lo|W-S1|Prev-Mo Lo|20 DMA,386.98,5,M-S1|Swing Lo,402.5,411.78,397.66,2026-06-30
MAPMYINDIA,809.75,35.01,919.22,1027.43,1235.12,1343.33,711.53,603.32,395.63,859.87,885.73,930.82,814.78,788.92,1052.44,1254.55,1396.5,1538.45,1714.09,1998.0,1860.0,795.0,805.0,1039.33,904.95,834.0,1126.9,811.0,850.0,800.0,774.74,739.73,844.76,879.77,854.91,4,Round|20 DMA|W-Pivot,814.78,2,W-S1,796.78,8,W-S2|Swing Lo|52W Low|Round|Swing Lo,711.53,3,M-S1,792.24,820.25,784.83,2026-06-30
MARALOVER,56.61,3.72,42.68,49.94,55.07,62.33,37.55,30.29,25.16,52.64,62.28,67.1,47.82,38.18,43.58,51.02,56.24,61.47,67.93,78.38,77.44,34.11,36.57,62.13,57.46,43.0,47.8,35.41,60.0,50.0,52.89,49.17,60.33,64.05,62.05,8,Fib 38.2%|Vol POC|W-R1|M-R3,67.52,2,W-R2|Fib 23.6%,51.02,3,Fib 61.8%,56.24,2,Fib 50%,54.75,57.73,50.25,2026-05-13
MARATHON,400.7,14.04,483.28,506.47,551.18,574.37,438.57,415.38,370.67,405.33,413.77,422.43,396.67,388.23,454.15,521.54,568.88,616.21,674.78,769.45,737.0,368.3,370.0,411.27,414.0,396.9,528.0,460.1,425.0,400.0,386.66,372.62,414.74,428.78,411.04,11,W-Pivot|20 DMA|Vol POC|W-R1|Prev-Wk Hi|M-S2,438.57,3,M-S1,369.32,7,Swing Lo|52W Low|Swing Lo|M-S3,396.78,3,W-S1|Prev-Wk Lo,393.68,404.91,372.62,2026-06-30
MARDIACHEM,1.85,0.21,1.93,2.07,2.18,2.32,1.82,1.68,1.57,2.2,2.35,2.65,1.9,1.75,2.18,3.1,3.75,4.4,5.2,6.5,6.25,1.0,1.05,2.26,2.5,2.05,2.05,1.8,5.0,0.0,1.64,1.42,2.06,2.28,2.06,5,Prev-Mo Hi|Prev-Wk Lo|M-R1,2.19,5,Fib 78.6%|M-R2|W-Pivot,1.81,4,Prev-Mo Lo|M-S1,1.68,2,M-S2,1.74,1.91,1.78,2005-04-19
MARDIASTL,3.2,0.92,3.78,4.87,6.43,7.52,2.22,1.13,-0.43,4.88,6.67,9.98,1.57,-0.22,2.5,3.72,4.57,5.43,6.49,8.2,5.35,0.95,1.0,6.31,8.2,3.1,5.35,2.7,5.0,0.0,2.28,1.36,4.12,5.04,4.88,5,M-R1|W-Pivot,3.72,3,Fib 61.8%,2.22,3,M-S1,3.1,1,Prev-Wk Lo,2.74,3.48,2.19,2003-08-29
MARG,14.0,1.0,13.67,15.28,17.57,19.18,11.38,9.77,7.48,14.75,15.6,17.05,13.3,12.45,9.38,11.87,13.62,15.38,17.55,21.05,18.35,6.2,6.5,15.16,16.2,13.9,15.95,12.05,15.0,10.0,13.0,11.99,15.0,16.01,15.15,7,Round|Vol POC|M-R1,15.49,4,Fib 38.2%|W-R1,13.64,5,Fib 50%|M-Pivot,13.3,2,W-S1,13.5,14.3,13.44,2015-01-29
MARICO,836.25,17.28,810.37,860.13,898.57,948.33,771.93,722.17,683.73,821.9,836.8,847.8,810.9,796.0,724.14,750.79,769.5,788.21,811.37,848.8,832.95,690.2,690.3,753.58,832.9,807.0,848.8,760.6,850.0,800.0,818.97,801.69,853.53,870.81,850.72,10,W-R2|Swing Hi|52W High|Prev-Mo Hi|Round|M-R1,898.57,2,M-R2,813.18,11,Prev-Wk Lo|M-Pivot|W-S1|Fib 23.6%|50 DMA|20 DMA|W-Pivot,770.71,5,Fib 50%|M-S1,827.61,841.43,801.69,2026-06-30
MARICOIND,259.75,10.9,258.85,285.6,301.75,328.5,242.7,215.95,199.8,263.83,273.12,286.28,250.67,241.38,148.25,175.77,195.1,214.43,238.34,277.0,265.95,113.2,118.0,244.78,277.0,254.55,275.0,232.1,275.0,250.0,248.85,237.96,270.65,281.54,275.69,9,W-R1|Prev-Mo Hi|Round|Swing Hi|52W High|Prev-Wk Hi,264.89,4,W-Pivot|Swing Hi,258.85,3,M-Pivot,250.33,3,Round|W-S1,254.3,263.02,254.97,2005-06-13
MARINE,283.55,13.97,253.21,298.21,327.48,372.48,223.94,178.94,149.67,275.97,290.68,312.62,254.03,239.32,182.33,207.03,224.38,241.73,263.2,282.48,258.0,150.86,164.53,267.18,297.9,261.25,282.48,208.21,300.0,275.0,269.58,255.6,297.52,311.5,298.5,7,52W High|Prev-Wk Hi|M-R1|Round,290.68,2,W-R1,282.48,3,Swing Hi|Prev-Mo Hi,275.49,3,Round|W-Pivot,276.56,287.74,278.24,2026-06-30
MARKOLINES,180.58,5.36,164.51,179.03,191.01,205.53,152.53,138.01,126.03,174.3,178.09,182.59,169.8,166.01,143.71,153.18,159.82,166.47,174.7,179.0,176.5,131.65,132.0,160.56,178.8,170.51,176.5,150.0,200.0,175.0,175.22,169.87,185.94,191.29,188.0,2,52W High,191.01,2,M-R2,178.73,8,W-R1|Prev-Wk Hi|Swing Hi|M-R1,175.4,7,W-Pivot|Fib 23.6%|Round|Swing Hi|Prev-Mo Hi,177.9,182.19,176.05,2026-06-30
MARKSANS,272.81,11.49,230.53,280.06,313.93,363.46,196.66,147.13,113.26,261.46,270.11,284.15,247.42,238.77,181.11,201.6,216.0,230.4,248.21,266.5,264.4,155.0,156.0,243.22,275.5,252.81,264.4,181.0,275.0,250.0,261.32,249.84,284.3,295.78,275.83,4,Round|Prev-Wk Hi|52W High,282.11,4,M-R1|W-R2,264.19,7,W-Pivot|Swing Hi|Prev-Mo Hi|Swing Hi,250.13,6,W-S1|Fib 23.6%|Round|20 DMA|Prev-Wk Lo,267.07,276.26,260.23,2026-06-30
MARNITPOLY,3.65,0.3,1.73,1.92,2.28,2.47,1.37,1.18,0.82,3.03,3.47,3.68,2.82,2.38,2.68,3.93,4.8,5.67,6.75,8.0,7.75,1.1,1.4,2.49,3.25,2.6,2.1,1.55,5.0,0.0,3.35,3.06,3.95,4.24,3.93,3,Fib 61.8%,4.8,2,Fib 50%,3.47,2,W-R1,3.03,2,W-Pivot,3.5,3.74,3.42,1998-05-29
