date,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,FPI_flow_score,MF_flow_score,INSURANCE_flow_score,RETAIL_flow_score,FII_conviction,DII_conviction,PRO_conviction,CLIENT_conviction,Smart_Money_Score,Retail_Score,FII_DII_Divergence,Smart_Retail_Divergence,Market_Opportunity,Cash_Institutional_Score,Ensemble_Score,Market_Regime
2021-05-05,68.57,-100.0,-7.5,29.11,,,,,80.0,25.0,55.0,50.0,30.53,29.11,168.57,1.42,0.0,,-9.74,NEUTRAL
2021-05-06,66.83,-100.0,1.64,17.75,,,,,75.0,30.0,60.0,45.0,34.24,17.75,166.83,16.49,0.0,,-7.88,NEUTRAL
2021-05-07,60.83,-100.0,14.02,14.08,,,,,75.0,35.0,65.0,40.0,37.42,14.08,160.83,23.34,0.0,,-6.29,NEUTRAL
2021-05-10,51.7,-100.0,15.91,24.32,,,,,70.0,40.0,65.0,45.0,33.8,24.32,151.7,9.48,0.0,,-8.1,NEUTRAL
2021-05-11,43.01,-100.0,33.64,21.54,,,,,70.0,45.0,65.0,45.0,38.33,21.54,143.01,16.79,0.0,,-5.84,NEUTRAL
2021-05-12,36.35,-97.35,9.02,45.48,,,,,70.0,45.0,65.0,50.0,22.68,45.48,133.7,-22.8,0.0,,-13.0,NEUTRAL
2021-05-14,20.46,-90.53,30.91,51.54,,,,,65.0,45.0,70.0,55.0,25.68,51.54,110.99,-25.86,0.0,,-9.79,NEUTRAL
2021-05-17,26.06,-90.62,3.51,61.86,,,,,65.0,45.0,70.0,55.0,14.78,61.86,116.68,-47.08,0.0,,-15.26,DISTRIBUTION
2021-05-18,31.13,-88.12,-4.32,56.52,,,,,65.0,45.0,65.0,55.0,13.4,56.52,119.25,-43.12,0.0,,-15.33,DISTRIBUTION
2021-05-19,25.27,-85.89,-13.13,70.61,,,,,65.0,45.0,60.0,60.0,6.07,70.61,111.16,-64.54,0.0,,-18.44,DISTRIBUTION
2021-05-20,12.22,-77.64,-11.8,82.59,,,,,60.0,50.0,60.0,60.0,0.21,82.59,89.86,-82.38,0.0,,-19.3,DISTRIBUTION
2021-05-21,4.95,-79.84,-4.22,93.41,,,,,55.0,45.0,60.0,60.0,0.37,93.41,84.79,-93.04,0.0,,-19.78,DISTRIBUTION
2021-05-24,-9.9,-76.44,1.84,100.0,,,,,50.0,45.0,60.0,65.0,-4.03,100.0,66.54,-104.03,0.0,,-21.12,DISTRIBUTION
2021-05-25,-23.47,-73.84,25.2,100.0,,,,,45.0,50.0,65.0,65.0,0.87,100.0,50.37,-99.13,0.0,,-18.03,DISTRIBUTION
2021-05-26,-27.01,-75.15,28.34,100.0,,,,,45.0,50.0,65.0,70.0,0.66,100.0,48.14,-99.34,0.0,,-18.46,DISTRIBUTION
2021-05-27,-32.33,-79.1,39.89,100.0,,,,,45.0,50.0,65.0,70.0,3.78,100.0,46.77,-96.22,0.0,,-17.88,DISTRIBUTION
2021-05-28,-37.32,-90.92,39.99,100.0,,,,,40.0,45.0,65.0,70.0,1.34,100.0,53.6,-98.66,0.0,,-22.06,DISTRIBUTION
2021-05-31,-49.49,9.91,27.26,50.93,,,,,35.0,50.0,65.0,65.0,-11.12,50.93,-59.4,-62.05,0.0,,-3.08,NEUTRAL
2021-06-01,-38.93,12.17,30.16,30.78,,,,,40.0,50.0,70.0,60.0,-4.38,30.78,-51.1,-35.16,0.0,,0.85,NEUTRAL
2021-06-02,-47.59,13.78,23.79,46.12,,,,,35.0,50.0,65.0,65.0,-11.9,46.12,-61.37,-58.02,0.0,,-2.51,NEUTRAL
2021-06-03,-52.75,18.17,45.2,38.16,,,,,30.0,55.0,70.0,60.0,-3.77,38.16,-70.92,-41.93,0.0,,2.66,NEUTRAL
2021-06-04,-56.51,14.91,45.72,47.88,,,,,30.0,55.0,70.0,65.0,-5.4,47.88,-71.42,-53.28,0.0,,1.03,NEUTRAL
2021-06-07,-56.79,14.35,47.22,48.37,,,,,25.0,55.0,70.0,65.0,-4.78,48.37,-71.14,-53.15,0.0,,1.2,NEUTRAL
2021-06-08,-50.02,13.49,41.98,41.52,,,,,25.0,55.0,65.0,65.0,-4.02,41.52,-63.51,-45.54,0.0,,1.36,NEUTRAL
2021-06-09,-36.0,13.16,27.9,27.37,,,,,30.0,55.0,65.0,60.0,-4.05,27.37,-49.16,-31.42,0.0,,1.27,NEUTRAL
2021-06-10,-17.52,11.06,-1.42,16.17,,,,,35.0,55.0,60.0,60.0,-9.47,16.17,-28.58,-25.64,0.0,,-1.97,NEUTRAL
2021-06-11,-14.29,11.04,-4.5,12.66,,,,,35.0,55.0,60.0,60.0,-9.4,12.66,-25.33,-22.06,0.0,,-1.94,NEUTRAL
2021-06-14,-28.67,18.32,32.27,7.14,,,,,30.0,60.0,65.0,60.0,1.8,7.14,-46.99,-5.34,0.0,,5.48,NEUTRAL
2021-06-15,-32.91,21.02,35.18,8.86,,,,,30.0,65.0,65.0,60.0,1.14,8.86,-53.93,-7.72,0.0,,5.82,NEUTRAL
2021-06-16,-30.93,15.7,55.55,0.35,,,,,30.0,60.0,70.0,60.0,12.31,0.35,-46.63,11.96,0.0,,10.08,NEUTRAL
2021-06-17,-21.97,10.38,47.76,-3.73,,,,,30.0,55.0,70.0,60.0,12.9,-3.73,-32.35,16.63,0.48,,9.04,NEUTRAL
2021-06-18,-23.11,9.86,63.18,-10.19,,,,,30.0,55.0,70.0,60.0,20.04,-10.19,-32.97,30.23,2.04,,12.48,NEUTRAL
2021-06-21,-14.15,7.81,34.86,-6.22,,,,,30.0,55.0,65.0,60.0,10.36,-6.22,-21.96,16.58,0.64,,7.13,NEUTRAL
2021-06-22,-5.64,3.38,28.06,-10.52,,,,,35.0,50.0,60.0,60.0,11.21,-10.52,-9.02,21.73,1.18,,6.45,NEUTRAL
2021-06-23,0.49,-3.44,27.1,-11.61,,,,,35.0,50.0,60.0,60.0,13.8,-11.61,3.93,25.41,1.6,,6.04,NEUTRAL
2021-06-24,5.28,-14.7,21.33,-2.85,,,,,35.0,45.0,60.0,60.0,13.3,-2.85,19.98,16.15,0.38,,2.98,NEUTRAL
2021-06-25,0.82,-21.15,25.56,9.4,,,,,35.0,45.0,60.0,65.0,13.19,9.4,21.97,3.79,0.0,,1.31,NEUTRAL
2021-06-28,-2.64,-28.88,14.17,29.97,,,,,35.0,40.0,60.0,70.0,5.76,29.97,26.24,-24.21,0.0,,-4.34,NEUTRAL
2021-06-29,-18.16,-35.79,42.36,47.18,,,,,30.0,40.0,60.0,75.0,12.1,47.18,17.63,-35.08,0.0,,-2.9,NEUTRAL
2021-06-30,-16.45,-38.94,65.05,36.47,,,,,30.0,40.0,65.0,70.0,24.3,36.47,22.49,-12.17,0.0,,2.42,NEUTRAL
2021-07-01,-17.1,-42.94,49.5,49.54,,,,,30.0,35.0,60.0,75.0,16.2,49.54,25.84,-33.34,0.0,,-2.64,NEUTRAL
2021-07-02,-8.61,-46.33,45.86,42.25,,,,,35.0,30.0,60.0,70.0,18.62,42.25,37.72,-23.63,0.0,,-2.27,NEUTRAL
2021-07-05,-0.98,-53.14,26.19,48.56,,,,,40.0,25.0,55.0,75.0,12.6,48.56,52.16,-35.96,0.0,,-6.98,NEUTRAL
2021-07-06,8.33,-52.18,38.98,27.25,,,,,45.0,25.0,60.0,70.0,23.65,27.25,60.51,-3.6,0.0,,-1.22,NEUTRAL
2021-07-07,4.8,-56.17,26.44,43.51,,,,,40.0,20.0,55.0,75.0,15.62,43.51,60.97,-27.89,0.0,,-6.23,NEUTRAL
2021-07-08,-18.92,-52.57,77.98,48.1,,,,,35.0,20.0,60.0,75.0,29.53,48.1,33.65,-18.57,0.0,,1.62,NEUTRAL
2021-07-09,-20.25,-58.1,74.56,57.69,,,,,35.0,20.0,55.0,75.0,27.16,57.69,37.85,-30.53,0.0,,-0.95,NEUTRAL
2021-07-12,-10.32,-57.93,79.04,40.19,,,,,40.0,20.0,55.0,70.0,34.36,40.19,47.61,-5.83,0.0,,2.7,NEUTRAL
2021-07-13,3.09,-56.85,36.75,41.13,,,,,40.0,20.0,55.0,70.0,19.92,41.13,59.94,-21.21,0.0,,-4.25,NEUTRAL
2021-07-14,8.53,-54.16,21.44,38.07,,,,,45.0,20.0,55.0,65.0,14.98,38.07,62.69,-23.09,0.0,,-6.05,NEUTRAL
2021-07-15,17.28,-50.86,14.66,25.05,,,,,50.0,25.0,50.0,60.0,15.97,25.05,68.14,-9.08,0.0,,-4.73,NEUTRAL
2021-07-16,17.43,-53.71,31.83,19.26,,,,,50.0,25.0,55.0,60.0,24.63,19.26,71.14,5.37,0.0,,-1.11,NEUTRAL
2021-07-19,3.1,-50.96,90.67,5.9,,,,,50.0,25.0,60.0,60.0,46.88,5.9,54.06,40.98,0.0,,10.7,NEUTRAL
2021-07-20,-10.58,-51.13,100.0,17.25,,,,,45.0,25.0,65.0,60.0,44.71,17.25,40.55,27.46,0.0,,9.57,NEUTRAL
2021-07-22,-4.44,-44.54,80.16,13.55,,,,,45.0,25.0,65.0,60.0,37.86,13.55,40.1,24.31,0.0,,7.8,NEUTRAL
2021-07-23,-6.55,-31.85,54.2,15.96,,,,,45.0,30.0,60.0,60.0,23.83,15.96,25.3,7.87,0.0,,3.95,NEUTRAL
2021-07-26,1.83,-21.92,34.45,3.27,,,,,50.0,30.0,55.0,55.0,18.14,3.27,23.75,14.87,0.0,,3.59,NEUTRAL
2021-07-27,6.29,-16.43,42.4,-13.74,,,,,50.0,30.0,55.0,50.0,24.34,-13.74,22.72,38.08,3.34,,8.06,NEUTRAL
2021-07-28,20.42,-17.28,9.56,-15.22,,,,,55.0,30.0,50.0,50.0,14.99,-15.22,37.7,30.21,2.28,,3.18,NEUTRAL
2021-07-29,50.72,-21.43,-31.58,-31.97,,,,,60.0,30.0,45.0,50.0,9.57,-31.97,72.15,41.54,3.06,,-0.57,NEUTRAL
2021-07-30,56.16,-25.89,-22.82,-39.82,,,,,65.0,30.0,50.0,50.0,16.67,-39.82,82.05,56.49,6.64,,1.86,NEUTRAL
2021-08-02,58.73,-27.88,-29.16,-38.25,,,,,65.0,30.0,45.0,50.0,14.78,-38.25,86.61,53.03,5.65,,0.42,NEUTRAL
2021-08-03,66.65,-10.81,-44.83,-60.57,,,,,65.0,35.0,45.0,45.0,10.91,-60.57,77.46,71.48,6.61,,2.75,NEUTRAL
2021-08-04,60.95,-5.22,-55.66,-52.72,,,,,65.0,35.0,40.0,45.0,2.65,-52.72,66.17,55.37,1.4,,0.02,NEUTRAL
2021-08-05,58.74,-6.79,-45.77,-53.17,,,,,65.0,35.0,45.0,45.0,6.48,-53.17,65.53,59.65,3.45,,1.54,NEUTRAL
2021-08-06,66.65,-12.57,-54.56,-53.78,,,,,65.0,30.0,45.0,45.0,6.05,-53.78,79.22,59.83,3.25,,-0.12,NEUTRAL
2021-08-09,67.05,-2.26,-54.27,-65.52,,,,,65.0,35.0,45.0,40.0,6.39,-65.52,69.31,71.91,4.19,,2.63,NEUTRAL
2021-08-10,64.5,2.12,-59.3,-63.72,,,,,65.0,35.0,45.0,40.0,2.6,-63.72,62.38,66.32,1.66,,1.83,NEUTRAL
2021-08-11,48.1,-4.1,-17.91,-55.55,,,,,65.0,30.0,50.0,45.0,15.1,-55.55,52.2,70.65,8.39,,6.52,NEUTRAL
2021-08-12,52.92,-2.69,-30.42,-57.05,,,,,65.0,35.0,45.0,45.0,11.25,-57.05,55.61,68.3,6.42,,4.95,NEUTRAL
2021-08-13,58.41,-1.5,-35.99,-63.09,,,,,65.0,35.0,45.0,45.0,11.21,-63.09,59.91,74.3,7.07,,5.23,NEUTRAL
2021-08-16,60.87,2.94,-52.02,-62.53,,,,,70.0,35.0,40.0,45.0,4.42,-62.53,57.93,66.95,2.76,,2.94,NEUTRAL
2021-08-17,79.08,5.01,-88.02,-71.15,,,,,75.0,40.0,40.0,40.0,-4.47,-71.15,74.07,66.68,0.0,,-0.98,NEUTRAL
2021-08-18,93.91,-0.67,-90.26,-85.09,,,,,80.0,40.0,40.0,35.0,1.82,-85.09,94.58,86.91,1.55,,0.74,NEUTRAL
2021-08-20,78.7,-1.06,-47.4,-85.91,,,,,75.0,40.0,45.0,30.0,15.65,-85.91,79.76,101.56,13.44,,7.56,NEUTRAL
2021-08-23,88.16,-9.02,-47.3,-90.94,,,,,75.0,35.0,45.0,30.0,20.43,-90.94,97.18,111.37,18.58,,7.96,NEUTRAL
2021-08-24,100.0,-16.47,-72.27,-88.71,,,,,75.0,35.0,45.0,30.0,13.87,-88.71,116.47,102.58,12.3,,2.82,NEUTRAL
2021-08-25,100.0,-21.24,-87.05,-86.29,,,,,80.0,35.0,40.0,30.0,6.48,-86.29,121.24,92.77,5.59,,-2.07,NEUTRAL
2021-08-26,100.0,-19.17,-73.9,-100.0,,,,,80.0,35.0,45.0,25.0,13.05,-100.0,119.17,113.05,13.05,,1.73,NEUTRAL
2021-08-27,95.68,-16.92,-59.37,-89.02,,,,,80.0,35.0,45.0,25.0,18.16,-89.02,112.6,107.18,16.17,,4.85,NEUTRAL
2021-08-30,100.0,-13.37,-73.7,-93.35,,,,,80.0,35.0,40.0,20.0,13.15,-93.35,113.37,106.5,12.28,,3.23,NEUTRAL
2021-08-31,100.0,-3.47,-79.02,-100.0,,,,,80.0,40.0,40.0,20.0,10.49,-100.0,103.47,110.49,10.49,,4.38,NEUTRAL
2021-09-01,84.29,-19.31,-48.72,-77.24,,,,,75.0,35.0,45.0,25.0,17.79,-77.24,103.6,95.03,13.74,,4.07,NEUTRAL
2021-09-02,88.42,-33.33,-57.96,-66.24,,,,,75.0,30.0,45.0,30.0,15.23,-66.24,121.75,81.47,10.09,,-0.72,NEUTRAL
2021-09-03,84.55,-34.49,-51.43,-63.79,,,,,75.0,30.0,45.0,30.0,16.56,-63.79,119.04,80.35,10.56,,-0.34,NEUTRAL
2021-09-06,90.53,-36.43,-62.41,-65.94,,,,,75.0,30.0,45.0,30.0,14.06,-65.94,126.96,80.0,9.27,,-2.08,NEUTRAL
2021-09-07,87.32,-40.86,-52.95,-63.11,,,,,75.0,25.0,50.0,35.0,17.18,-63.11,128.18,80.29,10.84,,-1.62,NEUTRAL
2021-09-08,81.02,-47.22,-48.86,-51.13,,,,,70.0,20.0,50.0,40.0,16.08,-51.13,128.24,67.21,8.22,,-3.77,NEUTRAL
2021-09-09,68.78,-38.35,-39.91,-46.06,,,,,65.0,25.0,50.0,40.0,14.44,-46.06,107.13,60.5,6.65,,-2.37,NEUTRAL
2021-09-13,56.6,-38.18,-19.44,-39.0,,,,,60.0,25.0,55.0,45.0,18.58,-39.0,94.78,57.58,7.25,,-0.26,NEUTRAL
2021-09-14,47.74,-36.89,-14.83,-29.62,,,,,60.0,25.0,55.0,45.0,16.46,-29.62,84.63,46.08,4.88,,-0.99,NEUTRAL
2021-09-15,45.76,-30.54,-32.13,-23.49,,,,,55.0,30.0,55.0,45.0,6.81,-23.49,76.3,30.3,1.6,,-4.23,NEUTRAL
2021-09-16,37.37,-25.6,-24.63,-19.5,,,,,50.0,30.0,55.0,45.0,6.37,-19.5,62.97,25.87,1.24,,-3.22,NEUTRAL
2021-09-17,37.0,-15.15,-35.42,-22.48,,,,,50.0,35.0,50.0,45.0,0.79,-22.48,52.15,23.27,0.18,,-3.39,NEUTRAL
2021-09-20,26.06,-1.83,-20.75,-25.48,,,,,50.0,40.0,50.0,45.0,2.65,-25.48,27.89,28.13,0.68,,0.87,NEUTRAL
2021-09-21,13.33,-6.87,-19.23,-3.58,,,,,50.0,40.0,50.0,50.0,-2.95,-3.58,20.2,0.63,0.0,,-3.19,NEUTRAL
2021-09-22,0.29,-6.21,3.26,3.18,,,,,50.0,40.0,50.0,55.0,1.78,3.18,6.5,-1.4,0.0,,-0.66,NEUTRAL
2021-09-23,1.56,-1.46,-13.39,5.78,,,,,50.0,40.0,50.0,60.0,-5.92,5.78,3.02,-11.7,0.0,,-3.32,NEUTRAL
2021-09-24,-9.84,12.01,-21.96,14.98,,,,,45.0,45.0,45.0,65.0,-15.9,14.98,-21.85,-30.88,0.0,,-4.95,NEUTRAL
2021-09-27,-17.6,12.01,-24.28,27.12,,,,,45.0,45.0,45.0,70.0,-20.94,27.12,-29.61,-48.06,0.0,,-7.47,NEUTRAL
2021-09-28,-43.12,14.3,1.52,48.16,,,,,40.0,45.0,50.0,75.0,-20.8,48.16,-57.42,-68.96,0.0,,-6.82,NEUTRAL
2021-09-29,-70.74,2.85,17.89,87.7,,,,,35.0,40.0,55.0,80.0,-26.42,87.7,-73.59,-114.12,0.0,,-12.5,NEUTRAL
2021-09-30,-83.77,13.41,68.72,72.32,,,,,35.0,45.0,55.0,75.0,-7.52,72.32,-97.18,-79.84,0.0,,-0.41,NEUTRAL
2021-10-01,-91.43,15.78,82.29,74.79,,,,,30.0,45.0,60.0,75.0,-4.57,74.79,-107.21,-79.36,0.0,,1.66,NEUTRAL
2021-10-04,-89.65,21.16,75.1,71.82,,,,,30.0,45.0,60.0,75.0,-7.28,71.82,-110.81,-79.1,0.0,,1.65,NEUTRAL
2021-10-05,-92.38,24.01,70.94,76.04,,,,,30.0,45.0,60.0,75.0,-10.72,76.04,-116.39,-86.76,0.0,,0.64,NEUTRAL
2021-10-06,-95.18,34.55,81.01,67.86,,,,,30.0,50.0,60.0,70.0,-7.09,67.86,-129.73,-74.95,0.0,,5.09,NEUTRAL
2021-10-07,-78.65,29.22,62.11,58.55,,,,,35.0,50.0,55.0,65.0,-8.27,58.55,-107.87,-66.82,0.0,,3.17,NEUTRAL
2021-10-08,-67.66,27.39,46.8,52.31,,,,,35.0,50.0,50.0,65.0,-10.43,52.31,-95.05,-62.74,0.0,,1.63,NEUTRAL
2021-10-11,-59.51,24.66,32.23,50.26,,,,,40.0,45.0,45.0,65.0,-13.64,50.26,-84.17,-63.9,0.0,,-0.66,NEUTRAL
2021-10-12,-67.57,24.18,43.24,57.2,,,,,35.0,45.0,50.0,70.0,-12.16,57.2,-91.75,-69.36,0.0,,-0.04,NEUTRAL
2021-10-13,-61.77,21.22,48.69,48.85,,,,,40.0,45.0,50.0,65.0,-6.54,48.85,-82.99,-55.39,0.0,,2.03,NEUTRAL
2021-10-14,-55.3,17.82,29.93,51.5,,,,,45.0,45.0,45.0,65.0,-12.68,51.5,-73.12,-64.18,0.0,,-1.88,NEUTRAL
2021-10-18,-65.3,24.97,31.69,59.92,,,,,40.0,45.0,45.0,70.0,-16.8,59.92,-90.27,-76.72,0.0,,-2.16,NEUTRAL
2021-10-19,-55.84,21.95,17.82,55.43,,,,,40.0,45.0,45.0,70.0,-19.01,55.43,-77.79,-74.44,0.0,,-4.02,NEUTRAL
2021-10-20,-63.98,27.62,34.16,55.48,,,,,35.0,45.0,50.0,70.0,-14.91,55.48,-91.6,-70.39,0.0,,-0.55,NEUTRAL
2021-10-21,-75.55,28.46,50.18,64.58,,,,,30.0,45.0,55.0,70.0,-12.68,64.58,-104.01,-77.26,0.0,,0.78,NEUTRAL
2021-10-22,-83.86,25.99,73.75,68.06,,,,,25.0,45.0,60.0,70.0,-5.06,68.06,-109.85,-73.12,0.0,,3.97,NEUTRAL
2021-10-25,-81.22,19.14,76.27,68.71,,,,,25.0,40.0,65.0,70.0,-2.48,68.71,-100.36,-71.19,0.0,,3.54,NEUTRAL
2021-10-26,-81.6,20.07,75.86,69.35,,,,,20.0,40.0,65.0,70.0,-2.87,69.35,-101.67,-72.22,0.0,,3.58,NEUTRAL
2021-10-27,-78.88,22.49,67.41,68.15,,,,,20.0,40.0,65.0,70.0,-5.74,68.15,-101.37,-73.89,0.0,,2.75,NEUTRAL
2021-10-28,-66.94,41.43,75.03,33.4,,,,,20.0,45.0,65.0,65.0,4.05,33.4,-108.37,-29.35,0.0,,12.38,NEUTRAL
2021-10-29,-45.64,-100.0,64.92,100.0,,,,,25.0,40.0,65.0,70.0,9.64,100.0,54.36,-90.36,0.0,,-20.18,DISTRIBUTION
2021-11-01,-43.74,-100.0,62.08,100.0,,,,,30.0,40.0,65.0,70.0,9.17,100.0,56.26,-90.83,0.0,,-20.42,DISTRIBUTION
2021-11-02,-46.14,-100.0,59.16,100.0,,,,,30.0,45.0,65.0,70.0,6.51,100.0,53.86,-93.49,0.0,,-21.74,DISTRIBUTION
2021-11-03,-42.87,-100.0,61.59,100.0,,,,,30.0,45.0,65.0,70.0,9.36,100.0,57.13,-90.64,0.0,,-20.32,DISTRIBUTION
2021-11-08,-35.79,-100.0,31.76,100.0,,,,,35.0,40.0,60.0,75.0,-2.01,100.0,64.21,-102.01,0.0,,-26.0,DISTRIBUTION
2021-11-09,-55.45,-100.0,55.48,100.0,,,,,30.0,40.0,65.0,80.0,0.01,100.0,44.55,-99.99,0.0,,-25.0,DISTRIBUTION
2021-11-10,-60.26,-100.0,60.21,100.0,,,,,30.0,40.0,70.0,80.0,-0.02,100.0,39.74,-100.02,0.0,,-25.01,DISTRIBUTION
2021-11-11,-62.11,-94.66,73.47,100.0,,,,,25.0,45.0,75.0,75.0,5.68,100.0,32.55,-94.32,0.0,,-20.82,DISTRIBUTION
2021-11-12,-45.7,-95.39,45.72,100.0,,,,,30.0,40.0,70.0,70.0,0.01,100.0,49.69,-99.99,0.0,,-23.84,DISTRIBUTION
2021-11-15,-50.26,-93.76,57.31,100.0,,,,,25.0,40.0,70.0,75.0,3.53,100.0,43.5,-96.47,0.0,,-21.68,DISTRIBUTION
2021-11-16,-53.62,-91.73,64.46,100.0,,,,,20.0,40.0,70.0,80.0,5.42,100.0,38.11,-94.58,0.0,,-20.22,DISTRIBUTION
2021-11-17,-47.71,-93.45,60.74,98.1,,,,,20.0,40.0,70.0,80.0,6.52,98.1,45.74,-91.58,0.0,,-20.1,DISTRIBUTION
2021-11-18,-45.54,-97.0,45.05,100.0,,,,,25.0,35.0,65.0,85.0,-0.25,100.0,51.46,-100.25,0.0,,-24.38,DISTRIBUTION
2021-11-22,-32.6,-94.74,38.28,89.27,,,,,30.0,35.0,60.0,80.0,2.84,89.27,62.14,-86.43,0.0,,-22.26,DISTRIBUTION
2021-11-23,-12.26,-87.72,32.41,63.66,,,,,35.0,35.0,60.0,75.0,10.07,63.66,75.46,-53.59,0.0,,-16.9,DISTRIBUTION
2021-11-24,-4.85,-87.78,32.15,56.07,,,,,40.0,35.0,60.0,70.0,13.65,56.07,82.93,-42.42,0.0,,-15.12,DISTRIBUTION
2021-11-25,23.99,-87.16,-5.55,37.75,,,,,45.0,35.0,55.0,65.0,9.22,37.75,111.15,-28.53,0.0,,-17.18,DISTRIBUTION
2021-11-26,18.84,-86.31,26.98,31.86,,,,,45.0,35.0,60.0,65.0,22.91,31.86,105.15,-8.95,0.0,,-10.12,NEUTRAL
2021-11-29,41.53,-92.17,11.41,17.27,,,,,50.0,35.0,55.0,60.0,26.47,17.27,133.7,9.2,0.0,,-9.81,NEUTRAL
2021-11-30,65.64,-100.0,-7.13,17.19,,,,,55.0,30.0,50.0,60.0,29.26,17.19,165.64,12.07,0.0,,-10.37,NEUTRAL
2021-12-01,68.42,-18.57,-52.83,-45.09,,,,,55.0,30.0,45.0,55.0,7.8,-45.09,86.99,52.89,3.52,,-0.74,NEUTRAL
2021-12-02,69.23,-13.02,-53.13,-50.56,,,,,55.0,30.0,45.0,50.0,8.05,-50.56,82.25,58.61,4.07,,0.77,NEUTRAL
2021-12-03,71.88,-14.95,-61.83,-49.45,,,,,55.0,25.0,40.0,50.0,5.02,-49.45,86.83,54.47,2.48,,-1.23,NEUTRAL
2021-12-06,65.37,-13.76,-53.24,-46.32,,,,,55.0,30.0,40.0,50.0,6.07,-46.32,79.13,52.39,2.81,,-0.4,NEUTRAL
2021-12-07,75.73,-11.91,-57.79,-58.61,,,,,55.0,30.0,40.0,45.0,8.97,-58.61,87.64,67.58,5.26,,1.51,NEUTRAL
2021-12-08,87.51,-6.68,-81.41,-68.35,,,,,60.0,35.0,35.0,40.0,3.05,-68.35,94.19,71.4,2.08,,-0.15,NEUTRAL
2021-12-09,87.97,-11.68,-81.03,-65.96,,,,,60.0,35.0,35.0,40.0,3.47,-65.96,99.65,69.43,2.29,,-1.18,NEUTRAL
2021-12-10,82.57,-15.26,-90.63,-54.07,,,,,60.0,30.0,30.0,45.0,-4.03,-54.07,97.83,50.04,0.0,,-5.83,NEUTRAL
2021-12-13,63.72,-12.28,-56.55,-46.64,,,,,55.0,35.0,35.0,50.0,3.59,-46.64,76.0,50.23,1.67,,-1.27,NEUTRAL
2021-12-14,52.9,-9.54,-48.61,-38.8,,,,,55.0,35.0,40.0,50.0,2.14,-38.8,62.44,40.94,0.83,,-1.31,NEUTRAL
2021-12-15,47.07,-10.78,-32.93,-36.84,,,,,55.0,35.0,45.0,50.0,7.07,-36.84,57.85,43.91,2.6,,0.84,NEUTRAL
2021-12-16,47.22,-16.03,-28.8,-34.89,,,,,60.0,30.0,45.0,50.0,9.21,-34.89,63.25,44.1,3.21,,0.6,NEUTRAL
2021-12-17,46.25,-7.31,-20.65,-43.09,,,,,55.0,35.0,50.0,45.0,12.8,-43.09,53.56,55.89,5.52,,4.57,NEUTRAL
2021-12-20,40.21,-0.21,1.93,-49.11,,,,,50.0,40.0,55.0,45.0,21.07,-49.11,40.42,70.18,10.35,,10.48,NEUTRAL
2021-12-21,46.88,0.66,-24.35,-48.11,,,,,50.0,45.0,50.0,45.0,11.26,-48.11,46.22,59.37,5.42,,5.8,NEUTRAL
2021-12-22,49.03,3.75,-49.25,-43.79,,,,,50.0,45.0,45.0,50.0,-0.11,-43.79,45.28,43.68,0.0,,0.88,NEUTRAL
2021-12-23,33.11,7.35,-28.16,-34.76,,,,,50.0,50.0,45.0,50.0,2.47,-34.76,25.76,37.23,0.86,,3.07,NEUTRAL
2021-12-24,39.13,12.84,-50.19,-37.76,,,,,55.0,55.0,40.0,45.0,-5.53,-37.76,26.29,32.23,0.0,,0.44,NEUTRAL
2021-12-27,30.83,18.74,-51.36,-31.35,,,,,55.0,55.0,40.0,50.0,-10.26,-31.35,12.09,21.09,0.0,,-0.45,NEUTRAL
2021-12-28,15.97,40.64,-56.06,-26.87,,,,,55.0,60.0,40.0,50.0,-20.05,-26.87,-24.67,6.82,0.0,,0.13,NEUTRAL
2021-12-29,5.39,46.23,-43.27,-22.75,,,,,50.0,60.0,45.0,55.0,-18.94,-22.75,-40.84,3.81,0.0,,2.09,NEUTRAL
2021-12-30,5.94,49.07,-32.93,-29.18,,,,,50.0,65.0,45.0,55.0,-13.5,-29.18,-43.13,15.68,0.0,,5.52,NEUTRAL
2021-12-31,14.54,44.35,-39.21,-33.82,,,,,55.0,65.0,45.0,55.0,-12.34,-33.82,-29.81,21.48,0.0,,4.92,NEUTRAL
2022-01-03,21.47,44.87,-61.85,-34.01,,,,,60.0,65.0,40.0,55.0,-20.19,-34.01,-23.4,13.82,0.0,,1.12,NEUTRAL
2022-01-04,7.85,50.11,-36.37,-30.8,,,,,55.0,70.0,45.0,55.0,-14.26,-30.8,-42.26,16.54,0.0,,5.4,NEUTRAL
2022-01-05,3.62,45.39,-22.39,-27.63,,,,,50.0,65.0,50.0,60.0,-9.38,-27.63,-41.77,18.25,0.0,,6.66,NEUTRAL
2022-01-06,-6.61,44.68,-13.86,-18.17,,,,,50.0,60.0,50.0,60.0,-10.24,-18.17,-51.29,7.93,0.0,,6.05,NEUTRAL
2022-01-07,0.09,47.56,-10.23,-29.53,,,,,55.0,65.0,55.0,55.0,-5.07,-29.53,-47.47,24.46,0.0,,9.36,NEUTRAL
2022-01-10,8.06,46.59,-35.34,-29.08,,,,,55.0,65.0,50.0,55.0,-13.64,-29.08,-38.53,15.44,0.0,,4.83,NEUTRAL
