symbol,date,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,as_of_date,concall_score
VIVIANA,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Viviana Power Tech Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03,0.0
VIVIDHA,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,No key statement available as this is a clarification request.,2026-07-03,0.0
VIVIMEDLAB,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has made necessary adjustments in the financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
VIYASH,2026-06-25,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management is optimistic about the growth prospects of the company.,2026-07-03,1.6
VOEPL,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03,0.0
VOGL,2026-06-21,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
WANBURY,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
WEALTH,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the investor presentation.,2026-07-03,0.0
WEL,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
WEWORK,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the investor presentation.,2026-07-03,0.0
WINDLAS,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
WONDERLA,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
YESBANK,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
ZAGGLE,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
ZEELEARN,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03,0.0
ZIMLAB,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
ZYDUSWELL,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
