symbol,price,so9_degree,so9_nearest,so9_r1,so9_s1,all_resistance,all_support,computed_date
KMEW,2425.4,359.7,East,2474.9,2376.4,2474.9|2524.9|2575.4|2626.39|2677.89,2376.4|2327.9|2279.9|2232.41|2185.41,2026-07-15
KMSUGAR,27.96,6.79,East,27.96,22.92,27.96|33.5|39.54|46.07|53.11,22.92|18.38|17.74|14.35|13.78,2026-07-15
KNACK,205.29,194.03,West,219.87,205.29,219.87|234.95|250.52|266.6|283.18,205.29|191.21|177.63|164.56|151.98,2026-07-15
KNAGRI,206.9,204.12,Southwest,221.53,192.77,221.53|236.67|252.3|268.44|285.07,192.77|179.13|166.0|153.36|141.23,2026-07-15
KNRCON,129.02,19.57,East,140.63,117.91,140.63|152.74|165.35|178.45|192.06,117.91|107.3|97.19|87.59|78.48,2026-07-15
KOHINOOR,24.32,302.68,Southeast,29.5,20.87,29.5|35.18|41.36|48.05|55.23,20.87|19.64|16.55|15.46|12.73,2026-07-15
KOKUYOCMLN,86.73,11.32,East,96.29,77.67,96.29|106.36|116.92|127.98|139.54,77.67|69.1|61.04|53.48|46.42,2026-07-15
KOLTEPATIL,387.5,78.3,North,407.44,368.06,407.44|427.87|448.81|470.24|492.18,368.06|349.13|330.69|312.76|295.32,2026-07-15
KOTAKBANK,384.65,65.25,Northeast,404.51,365.29,404.51|424.87|445.74|467.1|488.96,365.29|346.43|328.06|310.2|292.84,2026-07-15
KOTARISUG,25.83,329.82,Southeast,31.16,25.83,31.16|36.99|43.33|50.16|57.49,25.83|21.0|19.52|16.67|15.35,2026-07-15
KOTHARIPET,130.79,33.54,Northeast,142.48,119.6,142.48|154.66|167.35|180.54|194.22,119.6|108.92|98.73|89.04|79.86,2026-07-15
KOTHARIPRO,68.99,190.08,West,77.55,60.93,77.55|86.6|96.16|106.21|116.77,60.93|53.38|46.32|39.77|33.71,2026-07-15
KOTIC,175.14,357.13,East,188.62,175.14,188.62|202.61|217.09|232.08|247.56,175.14|162.16|149.67|137.69|126.2,2026-07-15
KOVAI,5995.5,32.51,Northeast,5995.5,5918.32,5995.5|6073.18|6151.36|6230.04|6309.22,5918.32|5841.64|5765.46|5689.78|5614.6,2026-07-15
KPEL,329.75,163.62,West,329.75,311.84,329.75|348.16|367.07|386.48|406.39,311.84|294.43|277.52|261.11|245.2,2026-07-15
KPIGREEN,401.35,141.07,Northwest,401.35,381.57,401.35|421.63|442.42|463.7|485.48,381.57|362.28|343.5|325.22|307.43,2026-07-15
KPIL,1341.7,248.26,South,1378.58,1305.32,1378.58|1415.96|1453.84|1492.22|1531.1,1305.32|1269.44|1234.06|1199.18|1164.8,2026-07-15
KPITTECH,573.45,125.43,Northwest,597.65,573.45,597.65|622.34|647.54|673.24|699.43,573.45|549.75|526.56|503.86|481.66,2026-07-15
KPL,2654.9,49.63,Northeast,2706.68,2603.62,2706.68|2758.95|2811.73|2865.0|2918.78,2603.62|2552.85|2502.57|2452.8|2403.52,2026-07-15
KPRMILL,1107.2,4.43,East,1140.72,1107.2,1140.72|1174.75|1209.27|1244.3|1279.82,1107.2|1074.18|1041.65|1009.63|978.1,2026-07-15
KRBL,364.3,330.6,Southeast,383.64,345.46,383.64|403.47|423.81|444.65|465.98,345.46|327.13|309.29|291.95|275.12,2026-07-15
KREBSBIO,54.92,28.94,Northeast,62.58,47.76,62.58|70.74|79.4|88.56|98.22,47.76|41.1|34.94|29.28|24.12,2026-07-15
KRISHANA,139.0,97.17,North,151.04,139.0,151.04|163.58|176.62|190.16|204.2,139.0|127.46|116.42|105.88|95.84,2026-07-15
KRISHIVAL,399.75,133.87,Northwest,399.75,380.01,399.75|419.99|440.74|461.98|483.72,380.01|360.76|342.02|323.78|306.03,2026-07-15
KRISHNADEF,1304.8,156.96,Northwest,1341.17,1304.8,1341.17|1378.04|1415.42|1453.29|1491.66,1304.8|1268.93|1233.56|1198.68|1164.31,2026-07-15
KRITIKA,5.81,208.87,Southwest,8.47,4.37,8.47|11.63|15.29|19.45|24.11,4.37|3.65|2.53|1.99|1.19,2026-07-15
KRONOX,150.7,184.68,West,150.7,138.67,150.7|163.23|176.25|189.78|203.8,138.67|127.15|116.12|105.6|95.57,2026-07-15
KROSS,185.46,66.31,Northeast,199.33,172.09,199.33|213.7|228.57|243.93|259.8,172.09|159.22|146.85|134.99|123.62,2026-07-15
KRSNAA,563.15,86.54,North,587.13,539.67,587.13|611.61|636.59|662.07|688.05,539.67|516.69|494.21|472.23|450.75,2026-07-15
KRYSTAL,600.6,226.29,Southwest,625.36,576.34,625.36|650.61|676.37|702.63|729.39,576.34|552.59|529.33|506.57|484.31,2026-07-15
KSB,943.15,262.93,South,974.11,912.69,974.11|1005.57|1037.53|1069.99|1102.95,912.69|882.73|853.27|824.31|795.85,2026-07-15
KSCL,864.35,26.97,Northeast,864.35,835.2,864.35|894.0|924.15|954.8|985.95,835.2|806.55|778.4|750.75|723.6,2026-07-15
KSHINTL,875.5,60.99,Northeast,905.34,846.16,905.34|935.68|966.52|997.86|1029.69,846.16|817.32|788.98|761.14|733.81,2026-07-15
KSL,972.3,347.71,East,1003.73,941.37,1003.73|1035.66|1068.1|1101.03|1134.46,941.37|910.94|881.0|851.57|822.64,2026-07-15
KSOLVES,301.15,18.66,East,318.75,301.15,318.75|336.86|355.46|374.56|394.17,301.15|284.05|267.44|251.34|235.74,2026-07-15
KSR,28.7,19.3,East,34.31,23.59,34.31|40.41|47.02|54.13|61.74,23.59|18.99|17.16|14.88|13.27,2026-07-15
KTKBANK,278.95,261.32,South,295.9,262.5,295.9|313.35|331.31|349.76|368.71,262.5|246.55|231.09|216.14|201.69,2026-07-15
KUANTUM,76.94,273.88,South,85.96,68.42,85.96|95.48|105.5|116.03|127.05,68.42|60.4|52.88|45.85|39.33,2026-07-15
KWIL,32.46,80.53,North,38.41,27.01,38.41|44.85|51.8|59.25|67.2,27.01|22.07|17.62|14.46|13.67,2026-07-15
LAGNAM,81.99,324.87,Southeast,91.29,73.19,91.29|101.1|111.4|122.21|133.51,73.19|64.88|57.08|49.77|42.97,2026-07-15
LAHOTIOV,43.81,246.4,Southwest,50.68,43.81,50.68|58.05|65.92|74.29|83.15,43.81|37.44|31.57|26.2|21.33,2026-07-15
LAL,8.79,308.66,Southeast,12.0,6.43,12.0|15.72|19.93|24.65|29.86,6.43|6.08|4.14|3.86|2.36,2026-07-15
LALPATHLAB,1725.1,51.18,Northeast,1725.1,1683.82,1725.1|1766.88|1809.17|1851.95|1895.24,1683.82|1643.03|1602.75|1562.96|1523.68,2026-07-15
LAMBODHARA,113.81,255.27,South,124.73,113.81,124.73|136.15|148.06|160.48|173.4,113.81|103.39|93.47|84.06|75.14,2026-07-15
LANCORHOL,28.07,8.66,East,33.62,28.07,33.62|39.67|46.21|53.26|60.81,28.07|23.02|18.47|17.66|14.43,2026-07-15
LANDMARK,422.9,236.62,Southwest,443.71,402.59,443.71|465.03|486.84|509.16|531.97,402.59|382.77|363.46|344.64|326.33,2026-07-15
LANDSMILL,0.75,290.88,South,1.87,0.75,1.87|3.48|5.6|8.21|11.33,0.75|0.4|0.13|0.02,2026-07-15
LAOPALA,182.21,44.73,Northeast,195.96,168.96,195.96|210.21|224.96|240.2|255.95,168.96|156.21|143.96|132.22|120.97,2026-07-15
LASA,7.32,262.0,South,7.32,5.26,7.32|10.28|13.73|17.69|22.14,5.26|4.86|3.22|2.91|1.68,2026-07-15
LATENTVIEW,303.6,31.34,Northeast,321.27,286.43,321.27|339.45|358.12|377.3|396.97,286.43|269.75|253.58|237.9|222.73,2026-07-15
LAURUSLABS,1558.6,41.24,Northeast,1598.33,1558.6,1598.33|1638.56|1679.29|1720.52|1762.25,1558.6|1519.37|1480.64|1442.41|1404.68,2026-07-15
LAXMICOT,15.17,116.08,Northwest,15.17,13.0,15.17|19.31|23.96|29.1|34.75,13.0|11.53|9.64|8.38|6.79,2026-07-15
LAXMIDENTL,221.94,296.58,Southeast,237.09,221.94,237.09|252.74|268.88|285.53|302.68,221.94|207.29|193.14|179.5|166.35,2026-07-15
LCCINFOTEC,4.45,154.71,Northwest,6.81,4.45,6.81|9.67|13.03|16.89|21.25,4.45|3.57|2.59|1.93|1.23,2026-07-15
LEMERITE,22.92,276.75,South,27.96,22.92,27.96|33.49|39.53|46.07|53.11,22.92|22.21|18.38|17.75|14.35,2026-07-15
LEMONTREE,117.74,288.15,South,128.84,107.14,128.84|140.44|152.54|165.14|178.24,107.14|97.04|87.44|78.34|69.74,2026-07-15
LENSKART,539.15,354.53,East,562.62,539.15,562.62|586.59|611.06|636.03|661.5,539.15|516.18|493.71|471.74|450.27,2026-07-15
LEXUS,14.32,96.15,North,18.35,13.81,18.35|22.89|27.92|33.46|39.49,13.81|10.79|10.34|7.75|7.38,2026-07-15
LFIC,142.19,121.38,Northwest,154.36,130.52,154.36|167.04|180.21|193.89|208.06,130.52|119.34|108.67|98.49|88.82,2026-07-15
LGBBROSLTD,1584.3,99.59,North,1624.35,1584.3,1624.35|1664.91|1705.96|1747.51|1789.57,1584.3|1544.75|1505.69|1467.14|1429.09,2026-07-15
LGEINDIA,1543.5,6.73,East,1583.04,1504.46,1583.04|1623.07|1663.61|1704.65|1746.19,1504.46|1465.93|1427.89|1390.35|1353.31,2026-07-15
LGHL,211.34,231.76,Southwest,211.34,197.05,211.34|226.13|241.42|257.2|273.49,197.05|183.26|169.98|157.19|144.9,2026-07-15
LIBAS,11.1,14.7,East,14.68,11.1,14.68|18.76|23.34|28.43|34.01,11.1|10.04|8.02|7.12|5.44,2026-07-15
LIBERTSHOE,267.6,199.53,West,267.6,251.49,267.6|284.21|301.32|318.93|337.03,251.49|235.88|220.77|206.17|192.06,2026-07-15
LICHSGFIN,551.9,43.66,Northeast,575.64,528.66,575.64|599.89|624.63|649.87|675.61,528.66|505.91|483.67|461.93|440.69,2026-07-15
LICI,441.3,316.29,Southeast,441.3,420.54,441.3|462.56|484.31|506.57|529.33,420.54|400.29|380.53|361.27|342.51,2026-07-15
LIKHITHA,245.55,75.61,North,261.47,230.13,261.47|277.89|294.81|312.23|330.15,230.13|215.21|200.79|186.87|173.45,2026-07-15
LINC,113.73,254.6,South,113.73,103.32,113.73|124.64|136.06|147.97|160.39,103.32|93.4|83.99|75.07|66.66,2026-07-15
LINCOLN,610.45,262.31,South,635.41,585.99,635.41|660.86|686.82|713.28|740.24,585.99|562.04|538.58|515.62|493.16,2026-07-15
LINDEINDIA,7114.0,197.02,West,7198.59,7029.91,7198.59|7283.69|7369.28|7455.38|7541.97,7029.91|6946.31|6863.22|6780.62|6698.53,2026-07-15
LLOYDSENGG,90.82,50.39,Northeast,90.82,81.54,90.82|100.6|110.88|121.66|132.94,81.54|72.76|64.48|56.7|49.42,2026-07-15
LLOYDSENT,78.87,293.56,Southeast,78.87,70.24,78.87|88.0|97.63|107.76|118.39,70.24|62.11|54.48|47.35|40.72,2026-07-15
LLOYDSME,1827.1,269.03,South,1870.09,1827.1,1870.09|1913.59|1957.58|2002.08|2047.07,1827.1|1784.61|1742.61|1701.12|1660.12,2026-07-15
LMW,16326.0,94.18,North,16454.02,16326.0,16454.02|16582.55|16711.57|16841.09|16971.12,16326.0|16198.48|16071.45|15944.93|15818.91,2026-07-15
LODHA,1198.65,246.87,Southwest,1233.52,1164.28,1233.52|1268.89|1304.76|1341.14|1378.01,1164.28|1130.41|1097.04|1064.16|1031.79,2026-07-15
LORDSCHLO,135.4,69.51,North,147.29,124.01,147.29|159.67|172.56|185.94|199.83,124.01|113.13|102.74|92.86|83.47,2026-07-15
LOTUSDEV,144.46,138.45,Northwest,156.73,132.69,156.73|169.5|182.77|196.54|210.81,132.69|121.42|110.65|100.38|90.61,2026-07-15
LOTUSEYE,124.38,342.46,East,124.38,113.48,124.38|135.78|147.69|160.09|172.99,113.48|103.07|93.17|83.77|74.87,2026-07-15
LOVABLE,78.3,287.77,South,87.4,69.7,87.4|97.0|107.1|117.69|128.79,69.7|61.6|54.0|46.91|40.31,2026-07-15
LOYALTEX,210.0,223.45,Southwest,224.74,210.0,224.74|239.98|255.72|271.97|288.71,210.0|195.76|182.02|168.78|156.03,2026-07-15
LPDC,6.46,232.5,Southwest,9.25,6.04,9.25|12.54|16.33|20.63|25.42,6.04|4.17|3.84|2.38|2.13,2026-07-15
LT,3928.5,256.99,South,3928.5,3866.07,3928.5|3991.43|4054.86|4118.78|4183.21,3866.07|3804.14|3742.72|3681.79|3621.36,2026-07-15
LTF,324.7,138.5,Northwest,342.97,306.93,342.97|361.74|381.01|400.78|421.05,306.93|289.66|272.89|256.62|240.85,2026-07-15
LTFOODS,384.85,66.17,Northeast,384.85,365.48,384.85|404.72|425.09|445.95|467.32,365.48|346.61|328.25|310.38|293.01,2026-07-15
LTM,4124.3,174.73,West,4188.77,4124.3,4188.77|4253.74|4319.21|4385.18|4451.65,4124.3|4060.33|3996.86|3933.89|3871.42,2026-07-15
LTTS,3297.7,31.61,Northeast,3355.38,3297.7,3355.38|3413.55|3472.23|3531.4|3591.08,3297.7|3240.52|3183.85|3127.67|3072.0,2026-07-15
LUMAXIND,5403.0,45.92,Northeast,5476.76,5329.74,5476.76|5551.01|5625.77|5701.02|5776.78,5329.74|5256.99|5184.73|5112.98|5041.72,2026-07-15
LUMAXTECH,1461.8,177.03,West,1500.28,1423.82,1500.28|1539.27|1578.75|1618.73|1659.22,1423.82|1386.33|1349.35|1312.87|1276.88,2026-07-15
LUPIN,2492.6,121.67,Northwest,2492.6,2442.92,2492.6|2542.78|2593.45|2644.63|2696.3,2442.92|2393.75|2345.07|2296.9|2249.22,2026-07-15
LUXIND,1309.0,167.42,West,1345.43,1309.0,1345.43|1382.36|1419.79|1457.72|1496.15,1309.0|1273.07|1237.64|1202.71|1168.28,2026-07-15
LXCHEM,164.2,281.53,South,177.26,151.64,177.26|190.83|204.89|219.46|234.52,151.64|139.57|128.01|116.94|106.38,2026-07-15
LYPSAGEMS,4.63,162.31,West,7.03,4.63,7.03|9.93|13.34|17.24|21.64,4.63|3.42|2.73|1.82|1.33,2026-07-15
M&M,3160.4,174.14,West,3160.4,3104.43,3160.4|3216.87|3273.83|3331.3|3389.27,3104.43|3048.97|2994.0|2939.53|2885.56,2026-07-15
M&MFIN,332.7,178.21,West,351.19,332.7,351.19|370.18|389.67|409.66|430.15,332.7|314.71|297.22|280.23|263.74,2026-07-15
MAANALU,122.07,323.74,Southeast,122.07,111.27,122.07|133.37|145.17|157.47|170.26,111.27|100.97|91.17|81.88|73.08,2026-07-15
MACPOWER,1347.0,261.27,South,1383.95,1347.0,1383.95|1421.4|1459.35|1497.81|1536.76,1347.0|1310.55|1274.6|1239.15|1204.19,2026-07-15
MADHAV,35.22,123.24,Northwest,41.4,29.54,41.4|48.09|55.27|62.96|71.14,29.54|24.35|19.67|15.48|12.71,2026-07-15
MADHAVIPL,8.42,297.31,Southeast,11.57,6.75,11.57|15.22|19.38|24.03|29.18,6.75|5.77|4.4|3.62|2.55,2026-07-15
MADRASFERT,68.47,184.44,West,76.99,60.45,76.99|86.02|95.54|105.57|116.09,60.45|52.92|45.9|39.37|33.35,2026-07-15
MAFATIND,136.84,80.62,North,136.84,125.39,136.84|148.79|161.24|174.18|187.63,125.39|114.44|104.0|94.05|84.6,2026-07-15
MAGADSUGAR,517.9,271.33,South,540.91,495.39,540.91|564.41|588.42|612.93|637.94,495.39|473.39|451.88|430.87|410.36,2026-07-15
MAGNUM,19.6,211.89,Southwest,24.28,16.59,24.28|29.45|35.13|41.31|47.99,16.59|15.42|12.76|11.75|9.44,2026-07-15
MAHABANK,82.56,330.53,Southeast,91.9,82.56,91.9|101.73|112.07|122.91|134.24,82.56|73.72|65.39|57.55|50.21,2026-07-15
MAHAPEXLTD,44.19,251.56,South,51.09,37.79,51.09|58.49|66.38|74.78|83.68,37.79|31.89|26.5|21.6|17.2,2026-07-15
MAHASTEEL,881.65,79.67,North,911.59,852.21,911.59|942.04|972.98|1004.42|1036.36,852.21|823.26|794.82|766.88|739.44,2026-07-15
MAHEPC,120.73,312.79,Southeast,131.97,120.73,131.97|143.71|155.94|168.68|181.92,120.73|109.99|99.75|90.02|80.78,2026-07-15
MAHLIFE,378.6,37.38,Northeast,378.6,359.39,378.6|398.31|418.52|439.22|460.43,359.39|340.68|322.48|304.77|287.56,2026-07-15
MAHLOG,382.75,56.52,Northeast,402.56,382.75,402.56|422.88|443.69|465.01|486.82,382.75|363.44|344.62|326.31|308.49,2026-07-15
MAHSCOOTER,13250.0,334.56,Southeast,13250.0,13135.14,13250.0|13365.36|13481.22|13597.58|13714.43,13135.14|13020.78|12906.92|12793.57|12680.71,2026-07-15
MAHSEAMLES,591.85,194.03,West,616.43,567.77,616.43|641.51|667.08|693.16|719.74,567.77|544.19|521.12|498.54|476.46,2026-07-15
MAITHANALL,1034.8,165.3,West,1034.8,1002.88,1034.8|1067.22|1100.14|1133.55|1167.47,1002.88|971.46|940.55|910.13|880.21,2026-07-15
MAJESAUT,357.75,299.57,Southeast,357.75,339.09,357.75|376.91|396.58|416.74|437.41,339.09|320.92|303.26|286.09|269.43,2026-07-15
MALLCOM,1088.2,312.82,Southeast,1121.44,1055.46,1121.44|1155.18|1189.41|1224.15|1259.39,1055.46|1023.22|991.49|960.25|929.51,2026-07-15
MALUPAPER,30.61,50.87,Northeast,30.61,25.33,30.61|36.39|42.68|49.46|56.74,25.33|20.54|16.26|15.74|12.48,2026-07-15
MAMATA,387.7,79.22,North,387.7,368.26,387.7|407.64|428.08|449.02|470.46,368.26|349.32|330.88|312.94|295.5,2026-07-15
MANAKALUCO,37.32,154.62,Northwest,43.68,31.46,43.68|50.54|57.9|65.76|74.12,31.46|26.1|21.24|16.88|13.02,2026-07-15
MANAKCOAT,126.26,357.58,East,137.75,126.26,137.75|149.73|162.22|175.21|188.69,126.26|115.27|104.79|94.8|85.31,2026-07-15
MANAKSIA,58.44,71.03,North,66.33,58.44,66.33|74.73|83.62|93.02|102.91,58.44|51.05|44.15|37.76|31.86,2026-07-15
MANALIPETC,65.27,149.22,Northwest,73.6,57.44,73.6|82.43|91.76|101.59|111.91,57.44|50.11|43.28|36.95|31.13,2026-07-15
MANAPPURAM,331.75,173.52,West,331.75,313.79,331.75|350.21|369.18|388.64|408.61,313.79|296.32|279.36|262.89|246.93,2026-07-15
MANBA,136.79,80.23,North,148.74,136.79,148.74|161.18|174.13|187.57|201.52,136.79|125.34|114.4|103.95|94.01,2026-07-15
MANCREDIT,240.64,47.26,Northeast,256.4,225.38,256.4|272.67|289.43|306.69|324.45,225.38|210.61|196.35|182.59|169.33,2026-07-15
MANGALAM,27.97,6.96,East,33.51,22.93,33.51|39.55|46.09|53.12|60.66,22.93|18.39|17.74|14.35|13.77,2026-07-15
MANGLMCEM,965.4,327.76,Southeast,996.72,965.4,996.72|1028.54|1060.86|1093.68|1127.0,965.4|934.58|904.26|874.44|845.12,2026-07-15
MANINDS,562.45,83.89,North,586.42,538.98,586.42|610.88|635.85|661.31|687.28,538.98|516.02|493.55|471.59|450.12,2026-07-15
MANINFRA,105.09,180.24,West,115.59,95.09,115.59|126.59|138.09|150.1|162.6,95.09|85.59|76.59|68.08|60.08,2026-07-15
MANKIND,2507.5,148.49,Northwest,2557.82,2457.68,2557.82|2608.65|2659.97|2711.8|2764.12,2457.68|2408.35|2359.53|2311.2|2263.38,2026-07-15
MANOMAY,175.28,358.08,East,175.28,162.29,175.28|188.77|202.76|217.25|232.24,162.29|149.8|137.81|126.32|115.33,2026-07-15
MANORAMA,1627.3,196.17,West,1667.89,1627.3,1667.89|1708.98|1750.57|1792.66|1835.25,1627.3|1587.21|1547.62|1508.53|1469.94,2026-07-15
MANYAVAR,398.95,130.27,Northwest,398.95,379.23,398.95|419.17|439.9|461.12|482.84,379.23|360.0|341.28|323.06|305.33,2026-07-15
MAPMYINDIA,1184.9,211.03,Southwest,1219.57,1150.73,1219.57|1254.74|1290.42|1326.59|1363.26,1150.73|1117.06|1083.88|1051.21|1019.04,2026-07-15
MARATHON,412.15,189.27,West,432.7,392.1,432.7|453.75|475.3|497.36|519.91,392.1|372.55|353.5|334.94|316.89,2026-07-15
MARICO,846.75,332.81,Southeast,876.1,817.9,876.1|905.95|936.3|967.15|998.49,817.9|789.55|761.7|734.35|707.51,2026-07-15
MARINE,252.95,117.79,Northwest,269.1,237.3,269.1|285.76|302.91|320.57|338.72,237.3|222.14|207.49|193.33|179.68,2026-07-15
MARKOLINES,169.02,315.14,Southeast,182.27,156.27,182.27|196.02|210.27|225.02|240.27,156.27|144.02|132.27|121.02|110.27,2026-07-15
MARKSANS,269.3,208.87,Southwest,285.96,253.14,285.96|303.12|320.78|338.94|357.6,253.14|237.48|222.32|207.66|193.5,2026-07-15
MARSONS,119.51,302.77,Southeast,130.69,119.51,130.69|142.37|154.56|167.24|180.42,119.51|108.83|98.65|88.96|79.78,2026-07-15
MARUTI,13695.0,319.61,Southeast,13812.28,13578.22,13812.28|13930.05|14048.33|14167.1|14286.38,13578.22|13461.95|13346.17|13230.9|13116.12,2026-07-15
MASFIN,330.55,167.59,West,330.55,312.62,330.55|348.98|367.91|387.34|407.27,312.62|295.19|278.26|261.83|245.89,2026-07-15
MASTEK,1749.8,104.51,North,1749.8,1708.22,1749.8|1791.88|1834.46|1877.54|1921.12,1708.22|1667.14|1626.56|1586.48|1546.9,2026-07-15
MASTERTR,91.82,59.81,Northeast,101.65,91.82,101.65|111.98|122.82|134.15|145.98,91.82|82.49|73.66|65.32|57.49,2026-07-15
MATRIMONY,430.6,270.16,South,451.6,410.1,451.6|473.1|495.1|517.6|540.6,410.1|390.1|370.6|351.6|333.1,2026-07-15
MAXESTATES,445.05,332.32,Southeast,445.05,424.2,445.05|466.4|488.24|510.59|533.43,424.2|403.86|384.01|364.67|345.82,2026-07-15
MAXHEALTH,1106.2,1.73,East,1139.71,1073.19,1139.71|1173.72|1208.23|1243.24|1278.75,1073.19|1040.68|1008.67|977.16|946.15,2026-07-15
MAXIND,167.44,304.17,Southeast,180.63,154.75,180.63|194.32|208.51|223.2|238.39,154.75|142.56|130.87|119.68|108.99,2026-07-15
MAYURUNIQ,855.15,358.73,East,855.15,826.16,855.15|884.64|914.64|945.13|976.12,826.16|797.66|769.67|742.18|715.19,2026-07-15
MAZDOCK,2402.6,317.94,Southeast,2451.87,2353.83,2451.87|2501.63|2551.9|2602.67|2653.93,2353.83|2305.57|2257.8|2210.53|2163.77,2026-07-15
MBAPL,132.85,49.69,Northeast,144.63,121.57,144.63|156.9|169.68|182.95|196.73,121.57|110.8|100.52|90.75|81.47,2026-07-15
MBEL,337.7,202.79,Southwest,337.7,319.57,337.7|356.33|375.45|395.08|415.21,319.57|301.95|284.82|268.19|252.07,2026-07-15
MCCHRLS-B,709.0,247.87,South,709.0,682.62,709.0|735.88|763.25|791.13|819.51,682.62|656.75|631.37|606.49|582.11,2026-07-15
MCL,54.83,27.85,Northeast,62.48,54.83,62.48|70.64|79.29|88.45|98.1,54.83|47.68|41.02|34.87|29.21,2026-07-15
MCLOUD,29.61,34.47,Northeast,35.3,29.61,35.3|41.49|48.18|55.38|63.07,29.61|24.42|19.73|16.47|15.54,2026-07-15
MCX,2782.1,269.21,South,2835.1,2729.6,2835.1|2888.59|2942.59|2997.08|3052.08,2729.6|2677.61|2626.11|2575.12|2524.62,2026-07-15
MEDANTA,1328.1,214.76,Southwest,1364.79,1291.91,1364.79|1401.99|1439.68|1477.87|1516.57,1291.91|1256.21|1221.02|1186.33|1152.13,2026-07-15
MEDIASSIST,365.55,336.49,Southeast,365.55,346.68,365.55|384.92|404.79|425.16|446.03,346.68|328.31|310.44|293.07|276.2,2026-07-15
MEDICAMEQ,237.65,29.86,Northeast,253.32,222.48,253.32|269.48|286.15|303.31|320.98,222.48|207.82|193.65|179.99|166.82,2026-07-15
MEDICO,39.17,181.55,West,45.68,33.16,45.68|52.69|60.2|68.2|76.71,33.16|27.65|22.64|18.14|14.13,2026-07-15
MEDPLUS,821.75,254.91,South,821.75,793.33,821.75|850.67|880.08|910.0|940.41,793.33|765.42|738.0|711.09|684.67,2026-07-15
MEESHO,189.76,94.56,North,189.76,176.23,189.76|203.79|218.31|233.34|248.86,176.23|163.21|150.68|138.66|127.13,2026-07-15
MEGASTAR,366.45,340.72,East,366.45,347.56,366.45|385.84|405.74|426.13|447.02,347.56|329.16|311.27|293.88|276.99,2026-07-15
MENNPIS,73.94,242.79,Southwest,82.79,65.59,82.79|92.14|101.99|112.34|123.18,65.59|57.74|50.39|43.54|37.2,2026-07-15
MERCANTILE,25.07,316.26,Southeast,30.33,25.07,30.33|36.08|42.34|49.1|56.35,25.07|20.31|20.19|16.06|15.94,2026-07-15
METROBRAND,1072.6,270.1,South,1105.6,1072.6,1105.6|1139.1|1173.1|1207.6|1242.6,1072.6|1040.1|1008.1|976.6|945.6,2026-07-15
METROGLOBL,135.09,67.11,Northeast,146.96,123.72,146.96|159.34|172.21|185.58|199.45,123.72|112.84|102.47|92.6|83.23,2026-07-15
METROPOLIS,564.7,92.42,North,564.7,541.19,564.7|588.71|613.23|638.24|663.75,541.19|518.17|495.66|473.65|452.13,2026-07-15
MFML,19.88,217.57,Southwest,24.59,16.33,24.59|29.8|35.51|41.71|48.42,16.33|15.67|12.54|11.96|9.25,2026-07-15
MFSL,1631.8,206.2,Southwest,1672.45,1591.65,1672.45|1713.59|1755.24|1797.38|1840.03,1591.65|1552.01|1512.86|1474.22|1436.07,2026-07-15
MGL,1114.4,23.87,Northeast,1148.03,1081.27,1148.03|1182.17|1216.8|1251.93|1287.56,1081.27|1048.63|1016.5|984.87|953.74,2026-07-15
MHLXMIRU,136.42,77.38,North,148.35,136.42,148.35|160.78|173.71|187.14|201.07,136.42|124.99|114.06|103.63|93.7,2026-07-15
MHRIL,231.68,354.79,East,247.15,216.71,247.15|263.12|279.59|296.56|314.04,216.71|202.24|188.27|174.8|161.82,2026-07-15
MIDHANI,412.35,190.15,West,412.35,392.29,412.35|432.91|453.96|475.52|497.58,392.29|372.74|353.68|335.12|317.07,2026-07-15
MIDWESTLTD,1324.8,206.6,Southwest,1361.45,1288.65,1361.45|1398.6|1436.24|1474.39|1513.04,1288.65|1253.0|1217.86|1183.21|1149.06,2026-07-15
MINDACORP,704.35,232.13,Southwest,731.14,678.06,731.14|758.43|786.22|814.51|843.3,678.06|652.27|626.98|602.19|577.9,2026-07-15
MINDTECK,209.81,222.27,Southwest,209.81,195.58,209.81|224.54|239.78|255.51|271.75,195.58|181.84|168.61|155.87|143.64,2026-07-15
MIRZAINT,37.9,163.13,West,37.9,31.99,37.9|44.31|51.21|58.62|66.53,31.99|26.59|21.68|17.27|13.37,2026-07-15
MITTAL,0.92,307.65,Southeast,2.13,0.29,2.13|3.84|6.05|8.76|11.97,0.29|0.21|0.0,2026-07-15
MKPL,4.6,161.06,West,4.6,3.44,4.6|6.99|9.89|13.28|17.18,3.44|2.71|1.84|1.31|0.73,2026-07-15
MMFL,516.4,265.4,South,539.37,493.93,539.37|562.85|586.82|611.3|636.27,493.93|471.95|450.48|429.5|409.03,2026-07-15
MMP,281.7,276.11,South,298.73,281.7,298.73|316.27|334.3|352.84|371.87,281.7|265.17|249.13|233.6|218.56,2026-07-15
MMTC,64.95,145.65,Northwest,73.26,57.14,73.26|82.07|91.38|101.19|111.5,57.14|49.83|43.02|36.71|30.9,2026-07-15
MOBIKWIK,225.29,316.74,Southeast,240.55,225.29,240.55|256.31|272.57|289.33|306.59,225.29|210.53|196.27|182.51|169.25,2026-07-15
MODIRUBBER,130.19,28.81,Northeast,141.85,119.03,141.85|154.01|166.67|179.83|193.49,119.03|108.37|98.21|88.55|79.39,2026-07-15
