symbol,latest_date,dominant_type,score_30d,count_30d,count_90d,high_signal_30d
SUBEXLTD,2026-08-15,ANALYST_MEET,650,11,23,5
IOC,2026-08-15,PRESS_RELEASE,650,11,23,3
EUREKAFORB,2026-08-13,PRESS_RELEASE,650,11,21,3
CEINSYS,2026-08-15,ANALYST_MEET,649,10,25,6
JLHL,2026-08-07,ANALYST_MEET,647,9,21,6
VINCOFE,2026-08-14,PRESS_RELEASE,645,12,27,4
BALUFORGE,2026-08-17,PRESS_RELEASE,645,12,38,3
ANURAS,2026-08-15,PRESS_RELEASE,645,10,41,4
NTPCGREEN,2026-08-07,PRESS_RELEASE,645,12,25,1
PARKHOTELS,2026-08-17,ANALYST_MEET,645,9,25,6
HINDCOMPOS,2026-08-11,BOARD_OUTCOME,642,10,20,5
MANAKALUCO,2026-08-12,PRESS_RELEASE,641,11,14,4
DCMSIL,2026-08-15,ACQUISITION,640,8,22,7
JKPAPER,2026-08-12,PRESS_RELEASE,640,13,21,1
TCC,2026-08-04,PRESS_RELEASE,640,11,25,3
DEVX,2026-08-13,ANALYST_MEET,640,12,31,5
AQYLON,2026-08-10,MANAGEMENT_CHANGE,640,10,18,4
EPACK,2026-08-12,ANALYST_MEET,640,10,33,5
RGL,2026-08-13,ANALYST_MEET,640,10,27,5
INDHOTEL,2026-08-12,ANALYST_MEET,640,10,26,5
OBEROIRLTY,2026-08-17,ANALYST_MEET,639,9,42,5
PRESTIGE,2026-08-10,ANALYST_MEET,637,12,32,4
HINDUNILVR,2026-08-12,ANALYST_MEET,635,8,24,7
WIPRO,2026-08-14,PRESS_RELEASE,635,11,61,1
KESORAMIND,2026-08-07,BOARD_OUTCOME,635,11,20,4
BHARTIHEXA,2026-08-13,ANALYST_MEET,635,11,22,5
SHREECEM,2026-08-06,ANALYST_MEET,635,11,24,5
VHLTD,2026-08-14,ANALYST_MEET,635,11,28,5
MAMATA,2026-08-15,PRESS_RELEASE,635,14,41,2
LORDSCHLO,2026-08-13,PRESS_RELEASE,635,11,24,3
GUFICBIO,2026-08-17,PRESS_RELEASE,635,11,26,4
TRENT,2026-08-10,PRESS_RELEASE,635,11,27,3
ASTRAZEN,2026-08-15,PRESS_RELEASE,635,14,32,2
PATELRMART,2026-08-13,PRESS_RELEASE,632,12,28,2
VASCONEQ,2026-08-14,ANALYST_MEET,632,11,21,5
ASIANTILES,2026-08-17,PRESS_RELEASE,631,12,27,3
TATACOMM,2026-08-07,ANALYST_MEET,630,9,30,5
STOVEKRAFT,2026-08-13,ANALYST_MEET,630,9,16,5
LINC,2026-08-10,ANALYST_MEET,630,9,21,5
KELLTONTEC,2026-08-06,ANALYST_MEET,630,9,25,5
EMAMIPAP,2026-08-11,PRESS_RELEASE,630,12,19,2
SPAL,2026-08-17,ANALYST_MEET,630,12,26,5
ADOR,2026-08-13,PRESS_RELEASE,630,12,37,2
ARMANFIN,2026-08-13,ANALYST_MEET,630,9,26,5
EBGNG,2026-08-05,ANALYST_MEET,630,9,23,6
APLAPOLLO,2026-08-05,ANALYST_MEET,630,9,16,5
HIKAL,2026-08-12,ANALYST_MEET,630,9,29,5
OMAXAUTO,2026-07-31,MANAGEMENT_CHANGE,630,12,14,2
DISHTV,2026-08-13,PRESS_RELEASE,630,12,38,1
SDBL,2026-08-14,ANALYST_MEET,630,9,28,7
SUPRAJIT,2026-08-13,ANALYST_MEET,630,9,25,5
TAINWALCHM,2026-08-11,PRESS_RELEASE,630,12,22,2
SHK,2026-08-14,ANALYST_MEET,627,11,21,5
STEELCAS,2026-08-06,ANALYST_MEET,627,10,23,7
GOLDIAM,2026-08-12,PRESS_RELEASE,625,10,34,4
GOKEX,2026-08-17,ANALYST_MEET,625,10,22,5
RELAXO,2026-08-14,PRESS_RELEASE,625,10,28,4
SHILPAMED,2026-08-17,ANALYST_MEET,625,10,31,5
NOCIL,2026-08-10,ANALYST_MEET,625,10,21,5
TIMKEN,2026-08-11,PRESS_RELEASE,625,10,21,4
PRIVISCL,2026-08-11,ANALYST_MEET,625,10,24,6
PVSL,2026-08-12,PRESS_RELEASE,625,10,30,4
TCPLPACK,2026-08-17,PRESS_RELEASE,625,10,30,4
BIGBLOC,2026-08-17,PRESS_RELEASE,625,10,20,4
ANTHEM,2026-07-27,ANALYST_MEET,625,10,31,5
ETHOSLTD,2026-08-14,MANAGEMENT_CHANGE,625,11,23,3
NELCAST,2026-08-04,ANALYST_MEET,625,10,20,5
CERA,2026-08-12,ANALYST_MEET,625,10,24,5
JASH,2026-08-13,PRESS_RELEASE,625,10,24,4
GANECOS,2026-08-14,ANALYST_MEET,625,12,31,5
EMAMILTD,2026-08-10,PRESS_RELEASE,625,10,23,4
SIGMAADV,2026-08-17,PRESS_RELEASE,625,10,33,3
WINDLAS,2026-08-14,ANALYST_MEET,625,10,29,6
ASHOKA,2026-08-13,PRESS_RELEASE,622,9,27,5
ORIENTTECH,2026-08-14,ANALYST_MEET,622,10,19,5
INDSWFTLAB,2026-08-17,REGULATORY,620,14,28,4
RELIANCE,2026-08-17,PRESS_RELEASE,620,11,52,3
PURVA,2026-08-17,PRESS_RELEASE,620,11,31,4
STAR,2026-08-14,PRESS_RELEASE,620,11,30,4
IRIS,2026-08-14,PRESS_RELEASE,619,12,23,2
REPL,2026-08-17,MANAGEMENT_CHANGE,619,10,19,3
KRITINUT,2026-08-14,PRESS_RELEASE,615,12,17,1
PRAJIND,2026-08-14,REGULATORY,615,12,30,3
SYNCOMF,2026-08-13,OTHER,615,15,21,3
SAURASHCEM,2026-08-08,MANAGEMENT_CHANGE,615,11,20,2
INDOFARM,2026-08-17,ANALYST_MEET,615,9,19,6
GARFIBRES,2026-08-17,PRESS_RELEASE,615,12,33,1
VGL,2026-08-14,MANAGEMENT_CHANGE,615,10,21,3
SHAILY,2026-08-17,ANALYST_MEET,615,9,20,6
DAMCAPITAL,2026-08-14,PRESS_RELEASE,615,12,23,1
CHOLAFIN,2026-08-13,ANALYST_MEET,615,9,28,7
DPABHUSHAN,2026-08-17,PRESS_RELEASE,615,9,29,5
AWFIS,2026-08-14,ANALYST_MEET,615,10,31,4
ICICIGI,2026-08-12,PRESS_RELEASE,615,12,36,1
HUBTOWN,2026-08-10,ANALYST_MEET,615,9,21,6
NAVNETEDUL,2026-08-01,ANALYST_MEET,610,8,24,6
RBZJEWEL,2026-08-17,ANALYST_MEET,610,8,13,6
JKTYRE,2026-08-14,ANALYST_MEET,610,10,29,6
PUNJABCHEM,2026-08-05,ANALYST_MEET,610,10,23,5
SOLARA,2026-08-07,PRESS_RELEASE,610,11,26,3
QUICKHEAL,2026-08-11,MANAGEMENT_CHANGE,610,12,25,1
SERVOTECH,2026-07-28,ANALYST_MEET,610,10,20,4
KOTYARK,2026-08-13,PRESS_RELEASE,609,10,23,5
ZOTA,2026-08-15,PRESS_RELEASE,605,11,35,4
PIDILITIND,2026-08-12,PRESS_RELEASE,605,11,33,3
PYRAMID,2026-08-13,ANALYST_MEET,605,8,18,6
MOLDTKPAC,2026-08-07,ANALYST_MEET,605,8,13,6
FOSECOIND,2026-08-17,ANALYST_MEET,605,8,26,7
FOODSIN,2026-08-14,ANALYST_MEET,605,12,25,5
FINPIPE,2026-08-13,ANALYST_MEET,605,8,23,6
JYOTICNC,2026-08-17,ANALYST_MEET,605,8,21,6
SFL,2026-08-07,ANALYST_MEET,605,8,28,6
VIMTALABS,2026-07-28,ANALYST_MEET,605,8,21,6
KANPRPLA,2026-08-13,PRESS_RELEASE,605,11,22,4
ACUTAAS,2026-08-08,ANALYST_MEET,605,8,13,6
YATRA,2026-08-14,ANALYST_MEET,600,9,24,5
CRAMC,2026-08-13,ANALYST_MEET,600,9,24,5
PLATIND,2026-08-13,ANALYST_MEET,600,9,16,5
RESPONIND,2026-08-17,PRESS_RELEASE,600,12,32,2
INNOVACAP,2026-08-14,ANALYST_MEET,600,9,24,5
ENGINERSIN,2026-08-14,ANALYST_MEET,600,9,24,4
ROLLT,2026-08-17,PRESS_RELEASE,600,12,22,1
SBFC,2026-08-17,ANALYST_MEET,600,8,26,6
ORIENTCEM,2026-08-12,ANALYST_MEET,600,9,23,5
GICRE,2026-08-17,ANALYST_MEET,600,9,34,4
LICHSGFIN,2026-08-06,ANALYST_MEET,600,9,15,5
ONESOURCE,2026-07-31,ANALYST_MEET,600,9,15,4
TORNTPOWER,2026-08-11,ANALYST_MEET,600,9,26,6
NESTLEIND,2026-08-12,ANALYST_MEET,600,9,28,5
SPENCERS,2026-08-16,ANALYST_MEET,600,9,26,5
HNDFDS,2026-08-14,ANALYST_MEET,600,10,26,6
UNIECOM,2026-08-14,ANALYST_MEET,600,9,22,4
BUILDPRO,2026-08-12,ANALYST_MEET,600,9,23,5
MODIS,2026-08-13,ANALYST_MEET,600,9,27,5
LTTS,2026-08-17,ANALYST_MEET,599,9,37,4
SWANDEF,2026-08-12,PRESS_RELEASE,597,11,41,1
LXCHEM,2026-08-13,ANALYST_MEET,595,10,31,5
BALRAMCHIN,2026-08-12,ANALYST_MEET,595,9,25,5
SBILIFE,2026-08-14,ANALYST_MEET,595,10,23,5
MANINDS,2026-08-14,PRESS_RELEASE,595,10,37,4
HESTERBIO,2026-08-04,PRESS_RELEASE,595,10,21,4
IRCON,2026-08-17,MANAGEMENT_CHANGE,595,10,29,2
ATL,2026-08-13,ANALYST_MEET,595,10,33,4
PRUDENT,2026-08-01,ANALYST_MEET,595,10,23,5
BAJAJELEC,2026-08-12,ANALYST_MEET,595,10,30,4
TIL,2026-08-14,ANALYST_MEET,595,10,27,5
TITAGARH,2026-08-14,ANALYST_MEET,595,10,25,4
REMSONSIND,2026-08-14,MANAGEMENT_CHANGE,595,10,24,2
KSCL,2026-08-14,ANALYST_MEET,595,10,22,4
AEGISVOPAK,2026-08-14,ANALYST_MEET,590,11,35,5
ARKADE,2026-08-17,ANALYST_MEET,590,9,26,5
BALKRISIND,2026-08-05,REGULATORY,590,11,23,4
POLICYBZR,2026-08-14,ANALYST_MEET,590,8,21,6
CARERATING,2026-08-14,PRESS_RELEASE,590,9,31,4
WALCHANNAG,2026-08-13,REGULATORY,587,14,30,1
APTUS,2026-08-07,ANALYST_MEET,585,10,21,4
NAVKARCORP,2026-08-10,ANALYST_MEET,585,9,21,5
TIINDIA,2026-08-17,ANALYST_MEET,585,10,26,4
ENDURANCE,2026-08-14,ANALYST_MEET,585,12,28,4
REGAAL,2026-08-17,ANALYST_MEET,585,10,31,4
KSR,2026-08-06,PRESS_RELEASE,585,10,19,3
EIHOTEL,2026-08-17,ANALYST_MEET,585,10,24,5
RITCO,2026-08-15,PRESS_RELEASE,585,10,24,3
MARICO,2026-08-11,ANALYST_MEET,585,10,27,4
JYOTISTRUC,2026-08-14,REGULATORY,585,13,20,3
HALDER,2026-08-17,PRESS_RELEASE,585,10,22,3
63MOONS,2026-08-12,ACQUISITION,585,9,18,5
UCOBANK,2026-08-13,PRESS_RELEASE,584,9,21,3
HUHTAMAKI,2026-08-12,ANALYST_MEET,582,8,12,5
KANSAINER,2026-08-10,ANALYST_MEET,582,8,18,6
BAJAJHCARE,2026-08-12,PRESS_RELEASE,582,11,17,3
PAGEIND,2026-08-14,PRESS_RELEASE,580,10,25,4
HDFCBANK,2026-08-16,ANALYST_MEET,580,10,35,3
JBFIND,2026-08-14,MANAGEMENT_CHANGE,580,9,18,3
SUDARCOLOR,2026-08-17,PRESS_RELEASE,580,10,16,3
GREENPANEL,2026-08-15,ANALYST_MEET,580,10,24,5
PATINTLOG,2026-08-12,PRESS_RELEASE,580,9,25,4
NIBL,2026-08-14,PRESS_RELEASE,580,13,29,1
FIRSTCRY,2026-08-14,ANALYST_MEET,580,8,26,6
INDIQUBE,2026-08-13,ANALYST_MEET,580,10,38,5
PFC,2026-08-14,PRESS_RELEASE,575,11,31,2
KPEL,2026-08-12,ANALYST_MEET,575,8,22,5
KRISHIVAL,2026-08-13,PRESS_RELEASE,575,11,32,2
PGEL,2026-08-13,ANALYST_MEET,575,8,21,6
CLEDUCATE,2026-08-17,ANALYST_MEET,575,8,18,5
GENESYS,2026-08-17,PRESS_RELEASE,575,10,25,4
GRPLTD,2026-08-12,ANALYST_MEET,575,8,19,6
SYSTMTXC,2026-08-13,MANAGEMENT_CHANGE,575,11,15,2
ROSSARI,2026-08-06,ANALYST_MEET,575,9,31,4
TIIL,2026-08-17,ANALYST_MEET,575,8,20,5
ASHOKAMET,2026-08-14,MANAGEMENT_CHANGE,575,11,14,3
SINCLAIR,2026-08-12,PRESS_RELEASE,575,11,22,2
SAKAR,2026-08-03,ANALYST_MEET,575,8,15,5
JAIBALAJI,2026-08-17,ANALYST_MEET,575,8,16,5
HEALTHX,2026-08-17,ANALYST_MEET,575,8,22,5
TNPETRO,2026-08-11,PRESS_RELEASE,575,11,21,2
PITTIENG,2026-08-17,ANALYST_MEET,575,8,16,5
ELIN,2026-08-10,ANALYST_MEET,575,8,18,6
HARIOMPIPE,2026-08-14,MANAGEMENT_CHANGE,572,9,33,3
JINDRILL,2026-08-14,ANALYST_MEET,572,8,15,6
GRSE,2026-08-11,ANALYST_MEET,572,8,21,5
SEJALLTD,2026-08-11,ANALYST_MEET,572,8,23,5
NIRAJ,2026-08-15,PRESS_RELEASE,572,11,23,2
SHILCTECH,2026-08-14,ANALYST_MEET,570,9,19,5
CORDELIA,2026-08-12,ANALYST_MEET,570,9,12,5
TTL,2026-08-13,PRESS_RELEASE,570,12,33,1
E2E,2026-08-05,ANALYST_MEET,570,9,20,4
INSECTICID,2026-08-17,ANALYST_MEET,570,9,33,5
IOLCP,2026-08-13,PRESS_RELEASE,570,9,25,4
APOLLOHOSP,2026-08-13,PRESS_RELEASE,570,9,39,4
NGLFINE,2026-08-17,PRESS_RELEASE,570,10,20,3
AEROPLANE,2026-08-14,PRESS_RELEASE,570,9,10,4
SUPRIYA,2026-08-14,PRESS_RELEASE,570,9,24,4
KRBL,2026-08-17,ANALYST_MEET,570,9,18,4
ONIDA,2026-08-14,ANALYST_MEET,570,8,30,5
TEGA,2026-08-14,PRESS_RELEASE,570,9,28,4
CAPACITE,2026-08-12,ANALYST_MEET,570,9,30,5
DIVGIITTS,2026-08-12,ANALYST_MEET,570,9,31,5
GPTHEALTH,2026-08-07,ANALYST_MEET,570,9,21,5
TARACHAND,2026-08-10,ANALYST_MEET,570,9,29,5
VOLTAS,2026-08-14,ANALYST_MEET,570,9,29,5
SEPC,2026-08-14,MANAGEMENT_CHANGE,567,12,36,2
EXCELINDUS,2026-08-17,REGULATORY,566,10,25,5
SHAKTIPUMP,2026-08-07,ANALYST_MEET,565,10,25,4
AFIL,2026-08-06,PRESS_RELEASE,565,12,33,2
OSWALGREEN,2026-08-12,MANAGEMENT_CHANGE,565,10,30,3
VEEDOL,2026-08-15,MANAGEMENT_CHANGE,565,10,20,2
SINDHUTRAD,2026-08-14,MANAGEMENT_CHANGE,565,10,20,1
NPST,2026-08-14,ANALYST_MEET,565,10,29,5
AROGRANITE,2026-08-11,PRESS_RELEASE,565,10,12,1
SOLARINDS,2026-08-15,PRESS_RELEASE,565,11,20,2
BORANA,2026-08-12,MANAGEMENT_CHANGE,565,10,18,3
CUPID,2026-08-17,PRESS_RELEASE,565,10,20,1
AEGISLOG,2026-08-14,ANALYST_MEET,560,11,41,4
SRHHYPOLTD,2026-08-13,PRESS_RELEASE,560,11,21,2
VALECHAENG,2026-08-17,MANAGEMENT_CHANGE,560,9,23,3
GAEL,2026-08-13,PRESS_RELEASE,560,11,16,1
MANORG,2026-08-13,PRESS_RELEASE,560,9,26,3
PDMJEPAPER,2026-08-12,PRESS_RELEASE,560,11,27,1
GODREJIND,2026-08-14,PRESS_RELEASE,560,11,23,3
JUBLCPL,2026-08-12,PRESS_RELEASE,560,11,20,1
DCAL,2026-08-17,ANALYST_MEET,560,7,24,7
DCMSRIND,2026-08-14,ACQUISITION,560,8,24,6
ATGL,2026-08-14,ANALYST_MEET,559,8,24,4
MCL,2026-08-13,MANAGEMENT_CHANGE,555,12,26,1
BHARATSE,2026-08-05,MANAGEMENT_CHANGE,555,12,22,1
CPPLUS,2026-08-13,ANALYST_MEET,555,10,37,4
FRACTAL,2026-07-29,ANALYST_MEET,555,9,22,5
PROZONER,2026-08-14,PRESS_RELEASE,555,9,27,4
ACI,2026-08-07,ANALYST_MEET,550,7,24,6
LAXMIDENTL,2026-08-13,ANALYST_MEET,550,9,21,4
XELPMOC,2026-08-16,FUNDRAISE,550,9,27,4
AFSL,2026-08-15,MANAGEMENT_CHANGE,550,10,25,2
JINDWORLD,2026-08-10,PRESS_RELEASE,550,10,30,2
RELINFRA,2026-08-17,OTHER,550,16,32,1
CTE,2026-08-16,MANAGEMENT_CHANGE,550,10,28,2
BIRLACORPN,2026-08-14,ANALYST_MEET,550,10,28,4
AVALON,2026-08-12,ANALYST_MEET,550,7,12,6
MBLINFRA,2026-08-17,PRESS_RELEASE,550,9,13,3
INOXINDIA,2026-08-13,ANALYST_MEET,550,7,41,6
TRU,2026-08-15,MANAGEMENT_CHANGE,550,10,24,2
MIDWESTLTD,2026-08-13,ANALYST_MEET,547,9,23,4
SGIL,2026-08-14,ANALYST_MEET,547,9,18,4
PRAXIS,2026-08-12,MANAGEMENT_CHANGE,545,10,25,2
AJAXENGG,2026-08-13,ANALYST_MEET,545,8,23,5
PFS,2026-08-03,PRESS_RELEASE,545,8,18,4
COSMOFIRST,2026-08-14,ANALYST_MEET,545,8,30,5
PARACABLES,2026-08-17,ANALYST_MEET,545,8,28,4
PRABHA,2026-08-14,PRESS_RELEASE,545,11,28,2
AZAD,2026-08-14,ANALYST_MEET,545,8,15,5
CAMLINFINE,2026-08-17,ANALYST_MEET,545,8,29,5
NESCO,2026-08-11,ANALYST_MEET,545,9,30,4
RISHABH,2026-08-17,ANALYST_MEET,545,10,28,4
ECOSMOBLTY,2026-08-13,ANALYST_MEET,545,8,22,5
LGBBROSLTD,2026-08-13,PRESS_RELEASE,542,10,13,1
DHAMPURSUG,2026-08-03,PRESS_RELEASE,542,10,29,1
ABAN,2026-08-15,MANAGEMENT_CHANGE,540,8,13,4
EMAMIREAL,2026-08-14,MANAGEMENT_CHANGE,540,8,17,4
FCSSOFT,2026-08-14,PRESS_RELEASE,540,10,17,2
JISLDVREQS,2026-08-11,ANALYST_MEET,540,9,16,4
SICALLOG,2026-08-17,PRESS_RELEASE,540,12,30,1
GRANULES,2026-08-13,ANALYST_MEET,540,9,19,4
DHARMAJ,2026-08-08,MANAGEMENT_CHANGE,540,9,23,2
JKIPL,2026-08-17,PRESS_RELEASE,540,10,24,3
JISLJALEQS,2026-08-11,ANALYST_MEET,540,9,17,4
FINOPB,2026-08-15,ANALYST_MEET,540,9,27,4
INDOBORAX,2026-08-12,PRESS_RELEASE,537,11,33,3
CHEMPLASTS,2026-08-14,ANALYST_MEET,535,10,30,5
UYFINCORP,2026-08-12,MANAGEMENT_CHANGE,535,10,17,1
TEJASNET,2026-08-03,ANALYST_MEET,535,8,20,4
SAKHTISUG,2026-08-14,MANAGEMENT_CHANGE,535,10,17,1
FLUOROCHEM,2026-08-14,ANALYST_MEET,535,7,23,6
MOREPENLAB,2026-08-06,PRESS_RELEASE,535,10,26,2
FAZE3Q,2026-08-14,PRESS_RELEASE,535,10,23,1
SHIVALIK,2026-08-17,BOARD_OUTCOME,535,11,17,4
MANGLMCEM,2026-08-09,PRESS_RELEASE,535,10,18,1
CNL,2026-08-10,PRESS_RELEASE,535,10,19,2
VISAKAIND,2026-08-07,REGULATORY,534,11,21,4
ABB,2026-08-07,ANALYST_MEET,530,8,14,5
KRN,2026-08-13,PRESS_RELEASE,530,11,28,2
AGL,2026-08-17,ANALYST_MEET,530,8,17,5
MAITHANALL,2026-08-14,BOARD_OUTCOME,530,11,21,3
GAMMONIND,2026-08-13,PRESS_RELEASE,530,9,17,3
ANDHRAPAP,2026-08-14,PRESS_RELEASE,530,11,21,1
INDIGOPNTS,2026-08-15,ANALYST_MEET,530,9,24,4
CENTRALBK,2026-08-04,MANAGEMENT_CHANGE,527,10,43,1
SOBHA,2026-07-27,PRESS_RELEASE,525,9,22,4
GREENPOWER,2026-07-29,ANALYST_MEET,525,9,20,5
BCPL,2026-08-17,PRESS_RELEASE,525,10,21,3
MANORAMA,2026-08-14,ANALYST_MEET,525,9,20,4
CREST,2026-08-15,PRESS_RELEASE,525,10,22,1
SIRCA,2026-08-12,REGULATORY,525,12,21,2
SADBHIN,2026-08-13,PRESS_RELEASE,525,9,18,2
CPL,2026-08-17,ANALYST_MEET,520,7,7,5
TALBROAUTO,2026-08-14,ANALYST_MEET,520,7,28,5
RAIN,2026-08-12,PRESS_RELEASE,520,10,16,2
INGERRAND,2026-08-15,PRESS_RELEASE,520,10,18,2
FILATEX,2026-08-06,ANALYST_MEET,520,7,9,5
HPL,2026-08-17,ANALYST_MEET,520,7,24,5
SNOWMAN,2026-08-12,ANALYST_MEET,520,7,14,5
NFL,2026-08-14,PRESS_RELEASE,520,10,17,2
KAMATHOTEL,2026-08-14,ANALYST_MEET,520,7,11,5
AIAENG,2026-08-17,ANALYST_MEET,520,7,22,5
PAVNAIND,2026-08-15,BOARD_OUTCOME,520,10,16,4
VTL,2026-08-06,ANALYST_MEET,520,7,24,5
ZFCVINDIA,2026-08-12,ANALYST_MEET,520,10,31,4
SCHAND,2026-08-13,ANALYST_MEET,520,7,18,5
ITI,2026-08-17,PRESS_RELEASE,517,9,26,1
WHEELS,2026-08-12,ACQUISITION,515,8,26,4
CONTROLPR,2026-07-29,ANALYST_MEET,515,8,27,5
COROMANDEL,2026-07-31,ANALYST_MEET,515,8,21,5
CONCORDBIO,2026-08-07,ANALYST_MEET,515,8,31,5
ZIMLAB,2026-08-12,ANALYST_MEET,515,8,29,4
PNGSREVA,2026-08-06,ANALYST_MEET,515,8,24,5
PENIND,2026-08-14,ANALYST_MEET,515,8,22,4
DIVISLAB,2026-08-10,ANALYST_MEET,515,8,23,4
HINDOILEXP,2026-08-13,ANALYST_MEET,515,8,25,4
RADIANTCMS,2026-08-17,ANALYST_MEET,515,8,22,5
ISGEC,2026-08-12,ANALYST_MEET,515,8,26,4
EVEREADY,2026-08-14,ANALYST_MEET,515,8,26,4
STARCEMENT,2026-08-13,ANALYST_MEET,515,8,29,4
IGPL,2026-08-11,ANALYST_MEET,515,8,19,5
CCCL,2026-08-12,PRESS_RELEASE,515,11,24,2
SAIPARENT,2026-08-12,ANALYST_MEET,515,8,25,4
SAHYADRI,2026-08-17,REGULATORY,515,11,19,3
OMNI,2026-08-10,ANALYST_MEET,515,8,19,5
HDBFS,2026-08-14,ANALYST_MEET,515,7,25,5
PATANJALI,2026-08-17,ANALYST_MEET,515,8,26,5
GALAPREC,2026-08-11,ANALYST_MEET,515,8,20,5
GLOTTIS,2026-08-17,ANALYST_MEET,515,8,23,5
MANAKSTEEL,2026-08-12,PRESS_RELEASE,514,10,20,2
ROSSTECH,2026-08-07,PRESS_RELEASE,510,9,14,2
NINSYS,2026-08-17,MANAGEMENT_CHANGE,510,9,29,1
ROML,2026-08-14,PRESS_RELEASE,510,9,17,4
ELECTHERM,2026-08-15,PRESS_RELEASE,510,9,17,3
TASTYBITE,2026-08-14,REGULATORY,510,12,24,2
ONMOBILE,2026-08-13,PRESS_RELEASE,510,8,26,4
RVTH,2026-08-11,MANAGEMENT_CHANGE,510,9,19,1
OSWALSEEDS,2026-08-14,MANAGEMENT_CHANGE,510,9,15,1
CHOLAHLDNG,2026-08-17,ANALYST_MEET,510,9,16,4
SKFINDIA,2026-08-17,PRESS_RELEASE,510,9,23,3
KSL,2026-08-10,PRESS_RELEASE,507,11,26,1
S&SPOWER,2026-08-17,PRESS_RELEASE,507,9,17,2
AARVI,2026-08-17,PRESS_RELEASE,505,10,19,2
BLSE,2026-08-11,MANAGEMENT_CHANGE,505,9,15,2
ANUHPHR,2026-08-14,PRESS_RELEASE,505,10,37,1
MWL,2026-08-07,PRESS_RELEASE,505,10,37,1
HAPPSTMNDS,2026-08-04,PRESS_RELEASE,505,10,32,1
WSI,2026-08-10,PRESS_RELEASE,505,10,16,2
EPL,2026-08-12,ANALYST_MEET,505,8,16,4
PINELABS,2026-08-10,ANALYST_MEET,505,8,28,4
ELDEHSG,2026-08-13,ANALYST_MEET,505,7,21,5
DODLA,2026-08-01,ANALYST_MEET,505,7,19,5
VRLLOG,2026-08-10,ANALYST_MEET,505,7,12,6
ATALREAL,2026-08-17,BOARD_OUTCOME,500,8,17,4
INTLCONV,2026-08-15,PRESS_RELEASE,500,8,19,3
LTF,2026-08-13,ANALYST_MEET,497,7,34,4
KNRCON,2026-08-14,ANALYST_MEET,497,7,22,5
UNIONBANK,2026-08-06,ANALYST_MEET,495,6,31,6
NECLIFE,2026-08-15,PRESS_RELEASE,495,9,15,2
TMPV,2026-08-14,ANALYST_MEET,495,8,38,4
TFCILTD,2026-07-31,PRESS_RELEASE,495,10,15,2
CARBORUNIV,2026-08-14,ANALYST_MEET,495,8,21,4
ETERNAL,2026-07-31,PRESS_RELEASE,490,10,15,2
SAGCEM,2026-07-30,ANALYST_MEET,490,7,19,4
AGARWALEYE,2026-08-07,ANALYST_MEET,490,7,32,5
LINDEINDIA,2026-08-13,PRESS_RELEASE,490,10,24,2
ALLTIME,2026-08-13,ANALYST_MEET,490,7,20,5
NATCOPHARM,2026-08-16,ANALYST_MEET,490,7,22,5
POWERMECH,2026-08-18,ANALYST_MEET,490,7,22,5
GKSL,2026-08-14,REGULATORY,490,9,23,3
JAMNAAUTO,2026-08-08,PRESS_RELEASE,485,8,19,3
ARTNIRMAN,2026-08-15,MANAGEMENT_CHANGE,485,8,13,2
HECPROJECT,2026-08-15,PRESS_RELEASE,485,8,25,3
HINDWAREAP,2026-08-13,PRESS_RELEASE,485,8,29,3
KALYANIFRG,2026-08-13,ANALYST_MEET,485,8,24,4
FAIRCHEMOR,2026-07-30,ANALYST_MEET,485,8,14,4
WCIL,2026-08-17,ANALYST_MEET,485,8,16,4
SANDHAR,2026-08-12,ANALYST_MEET,485,8,31,3
RICOAUTO,2026-08-14,ANALYST_MEET,485,8,20,4
BOROLTD,2026-08-14,MANAGEMENT_CHANGE,485,8,16,2
AHLUCONT,2026-08-17,ANALYST_MEET,485,8,21,4
SUNTECK,2026-08-03,ANALYST_MEET,485,8,15,4
SOLARWORLD,2026-08-15,PRESS_RELEASE,485,8,26,3
TARMAT,2026-08-15,PRESS_RELEASE,481,9,14,3
SILGO,2026-08-14,PRESS_RELEASE,480,9,18,3
CAPITALSFB,2026-08-11,ANALYST_MEET,480,7,24,4
RELTD,2026-08-14,REGULATORY,480,12,38,1
AEROENTER,2026-08-15,PRESS_RELEASE,480,9,16,2
MARALOVER,2026-08-07,PRESS_RELEASE,480,9,15,1
WANBURY,2026-08-13,PRESS_RELEASE,480,8,24,2
MMFL,2026-08-17,PRESS_RELEASE,480,9,23,2
THANGAMAYL,2026-08-05,PRESS_RELEASE,480,9,19,2
VINDHYATEL,2026-08-14,MANAGEMENT_CHANGE,480,9,31,2
SWARAJ,2026-08-14,PRESS_RELEASE,480,9,21,1
BHARATGEAR,2026-08-14,PRESS_RELEASE,480,9,21,1
GENUSPOWER,2026-08-14,PRESS_RELEASE,480,9,22,3
OMINFRAL,2026-08-17,PRESS_RELEASE,479,8,15,3
UNIDT,2026-08-14,PRESS_RELEASE,477,9,36,2
NIBE,2026-08-15,MANAGEMENT_CHANGE,477,9,30,2
RSL,2026-08-14,REGULATORY,475,10,21,2
ORBTEXP,2026-08-14,PRESS_RELEASE,475,9,22,3
CAPLIPOINT,2026-08-12,ANALYST_MEET,475,7,13,5
THOMASCOTT,2026-08-18,ANALYST_MEET,475,7,18,5
INDOTECH,2026-08-17,PRESS_RELEASE,472,8,19,3
