event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2025-01-16,PLASTIBLEN,Plastiblends India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-16,RADHIKAJWE,Radhika Jeweltech Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-16,RELIANCE,Reliance Industries Limited,Financial Results,FINANCIAL_RESULTS,"Please note that a meeting of the Board of Directors of the Company is scheduled to be held on Thursday, January 16, 2025, inter alia, to consider and approve the standalone and consolidated unaudited financial results of the Company for the quarter and nine months ended December 31, 2024.",ENERGY
2025-01-16,SHEKHAWATI,Shekhawati Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-16,SHEMAROO,Shemaroo Entertainment Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",MEDIA
2025-01-16,SPENCERS,Spencer's Retail Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Un-audited Financial Results (Standalone and Consolidated) of the Company for the third quarter and nine months ended on December 31, 2024 pertaining to the Financial year 2024-25.",RETAIL
2025-01-16,SWSOLAR,Sterling and Wilson Renewable Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",INFRASTRUCTURE
2025-01-16,VISHWARAJ,Vishwaraj Sugar Industries Limited,Other business matters,OTHER,To consider other business matters,FMCG
2025-01-17,5PAISA,5Paisa Capital Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",FINANCIAL_SERVICES
2025-01-17,AETHER,Aether Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"Further to our original intimation for the captioned matter, having Ref. No.: AIL/SE/65/2024-25, dated January 1, 2025, for the Board Meeting, scheduled to be held on Friday, January 17, 2025, we herewith correct that the standalone and consolidated Financial Results will be  unaudited , as annexed.",CHEMICALS
2025-01-17,ATL,Allcargo Terminals Limited,Other business matters,OTHER,"To consider transactions involving the Company, which may include issuance of equity shares/ any other securities of the Company, through any or all of various permissible methods including but not limited by way of Preferential issue, Qualified institutions placement, subject to such regulatory/statutory approvals as may be required, including approval of the shareholders which shall be taken through requisite means as may be approved by the Board of Directors of the Company.",INFRASTRUCTURE
2025-01-17,ATLASCYCLE,Atlas Cycles (Haryana) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-17,CEWATER,Concord Enviro Systems Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and half year ended September 30, 2024",INFRASTRUCTURE
2025-01-17,DUCON,Ducon Infratechnologies Limited,Fund Raising,OTHER,To consider Fund Raising,OTHER
2025-01-17,GANESHHOU,GANESH HOUSING LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",REALTY
2025-01-17,ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-17,INDHOTEL,The Indian Hotels Company Limited,Financial Results,FINANCIAL_RESULTS,"Intimation of Board Meeting for adopting the Un-Audited (Reviewed) Financial Results for the Quarter / Nine Months ended December 31, 2024",HOSPITALITY
2025-01-17,JIOFIN,Jio Financial Services Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter ended December 31, 2024",FINANCIAL_SERVICES
2025-01-17,LANDSMILL,Landsmill Green Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-17,MAMATA,Mamata Machinery Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended September 30, 2024",CAPITAL_GOODS
2025-01-17,NBIFIN,N. B. I. Industrial Finance Company Limited,Other business matters,OTHER,"NBIFIN : 17-Jan-2025 :  The Company has informed the Exchange that a Board meeting to be held on January 08, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on January 17, 2025,  To consider other business matters",FINANCIAL_SERVICES
2025-01-17,NEXTMEDIA,Next Mediaworks Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Un-Audited financial results (Standalone and Consolidated) for the quarter and nine months' period ended December 31, 2024",MEDIA
2025-01-17,PONNIERODE,Ponni Sugars (Erode) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-17,RALLIS,Rallis India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-17,RKFORGE,Ramkrishna Forgings Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",AUTO
2025-01-17,SANATHAN,Sanathan Textiles Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended September 30, 2024",TEXTILES
2025-01-17,SBILIFE,SBI Life Insurance Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-17,SESHAPAPER,Seshasayee Paper and Boards Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-17,SPLPETRO,Supreme Petrochem Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-17,SRM,SRM Contractors Limited,Other business matters,OTHER,To consider acquisition of shares of an Indian Company which is an wholly owned subsidiary of an International Company.,INFRASTRUCTURE
2025-01-17,SSWL,Steel Strips Wheels Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period and nine months ended December 31, 2024 and other business matters",AUTO
2025-01-17,STLTECH,Sterlite Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-17,SWARAJENG,Swaraj Engines Limited,Financial Results,FINANCIAL_RESULTS,"Pursuant to Regulation 29(1)(a) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that the Meeting of the Board of Directors of Swaraj Engines Limited will be held on 17th January, 2025 (Friday), to inter alia, consider and approve the Unaudited Financial Results of the Company for the third quarter and nine-month period ended on 31st December, 2024.In terms of the Code of Conduct for Prevention of Insider Trading in Securities of Swaraj Engines Limited, the Trading Window has been closed from 1st January, 2025 to 19th January, 2025 (both days inclusive).              This intimation is also being uploaded on the Company s website at www.swarajenterprise.com.You are requested to kindly take note of the above.",CAPITAL_GOODS
2025-01-17,TECHM,Tech Mahindra Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",IT
2025-01-17,VINYLINDIA,Vinyl Chemicals (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-17,WIPRO,Wipro Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve, inter alia:a) the condensed audited standalone and consolidated financial results of the Company under lndAS for the quarter ending December 31, 2024.b) the condensed audited consolidated financial results of the Company under IFRS for the quarter ending December 31, 2024.c) declaration of interim dividend, if any, for the financial year 2024-25.",IT
2025-01-18,3PLAND,3P Land Holdings Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-18,ANZEN,Anzen India Energy Yield Plus Trust,Other business matters,OTHER,"To inter alia consider and approve the following: i. Unaudited Standalone Financial Information and Consolidated Financial Information of Anzen for the quarter and nine months ended December 31, 2024; ii. Declaration of Distribution to unitholders of Anzen for the quarter endedDecember 31, 2024; iii. Raising of capital by way of issuing units through institutional placement.",OTHER
2025-01-18,AVANTEL,Avantel Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",DEFENCE
2025-01-18,BLUECOAST,Blue Coast Hotels Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-18,CANFINHOME,Can Fin Homes Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-18,CHENNPETRO,Chennai Petroleum Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",METAL
2025-01-18,CONTROLPR,Control Print Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the un-Audited financial results for the quarter and nine months ended December 31, 2024",IT
2025-01-18,DAVANGERE,Davangere Sugar Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-18,DCMSHRIRAM,DCM Shriram Limited,Financial Results/Dividend/Fund Raising,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024, dividend and Fund Raising",DIVERSIFIED
2025-01-18,GULFPETRO,GP Petroleums Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2024 and other business matters.",ENERGY
2025-01-18,KOTAKBANK,Kotak Mahindra Bank Limited,Financial Results/Fund Raising,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and Fund Raising",BANKING
2025-01-18,MANINDS,Man Industries (India) Limited,Fund Raising,OTHER,To consider Fund Raising,METAL
2025-01-18,MGEL,Mangalam Global Enterprise Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",OTHER
2025-01-18,NETWEB,Netweb Technologies India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-18,POWERINDIA,Hitachi Energy India Limited,Fund Raising,OTHER,Please refer the attached file,CAPITAL_GOODS
2025-01-18,RBLBANK,RBL Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-18,SHIVAMAUTO,Shivam Autotech Limited,Fund Raising,OTHER,To consider Fund Raising,OTHER
2025-01-18,SIGACHI,Sigachi Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-18,VARDHACRLC,Vardhman Acrylics Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TEXTILES
2025-01-19,KSOLVES,Ksolves India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-20,AGI,AGI Greenpac Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",CHEMICALS
2025-01-20,APLAPOLLO,APL Apollo Tubes Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2024",METAL
2025-01-20,AURUM,Aurum PropTech Limited,Financial Results,FINANCIAL_RESULTS,"Meeting of the Board of Directors of Aurum PropTech Limited is scheduled to be held on Monday, January 20, 2025 at the Registered Office of the Company, inter alia, to consider and approve the unaudited financial results (Standalone & Consolidated) of the Company for the quarter and nine months ended December 31, 2024",IT
2025-01-20,CENTRALBK,Central Bank of India,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-20,DIXON,Dixon Technologies (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",REALTY
2025-01-20,IDBI,IDBI Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-20,INDOSTAR,IndoStar Capital Finance Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-20,IOB,Indian Overseas Bank,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TEXTILES
2025-01-20,IRFC,Indian Railway Finance Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-20,ISEC,ICICI Securities Limited,Financial Results,FINANCIAL_RESULTS,"To consider the proposal for approval of the unaudited financial results of the Company for the quarter and nine months ended December 31, 2024 at its Meeting to be held on Monday, January 20, 2025.",OTHER
2025-01-20,J&KBANK,The Jammu & Kashmir Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-20,KARURVYSYA,Karur Vysya Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-20,KRYSTAL,Krystal Integrated Services Limited,Financial Results/Fund Raising,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and Fund Raising",OTHER
2025-01-20,LTF,L&T Finance Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-20,MRPL,Mangalore Refinery and Petrochemicals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Standalone and Consolidated Unaudited Financial Results for the period ended December 31, 2024.",CHEMICALS
2025-01-20,NAZARA,Nazara Technologies Limited,Fund Raising/Other business matters,OTHER,"Nazara Technologies Limited informs the exchange about the Board Meeting to be held on Monday, January 20, 2025 to consider and approve the proposal of fund raising by way of preferential issue of equity shares and other related matters.",IT
2025-01-20,NEWGEN,Newgen Software Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-20,OBEROIRLTY,Oberoi Realty Limited,Financial Results/Dividend,FINANCIAL_RESULTS,To consider and approve the financial results for Q3FY25 and to consider and declared 3rd interim dividend for FY25,REALTY
2025-01-20,PAYTM,One 97 Communications Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited standalone and consolidated financial results of the Company for the quarter and nine months ended December 31, 2024",RETAIL
2025-01-20,RPEL,Raghav Productivity Enhancers Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-20,SHANTI,Shanti Overseas (India) Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",FMCG
2025-01-20,SHIRPUR-G,Shirpur Gold Refinery Limited,Other business matters,OTHER,Prior Intimation of the Eigth COC Meeting,OTHER
2025-01-20,SUNTECK,Sunteck Realty Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",REALTY
2025-01-20,SUPREMEIND,Supreme Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",REALTY
2025-01-20,VIDHIING,Vidhi Specialty Food Ingredients Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and dividend",CHEMICALS
2025-01-21,ABREL,Aditya Birla Real Estate Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",REALTY
2025-01-21,AGIIL,Agi Infra Limited,Other business matters,OTHER,"To fix record date for determining the entitlement of the shareholders for the purpose of Split / sub-division of the existing equity shares of the Company having face value of Rs. 10/- each, fully paid up into 2 (two) equity shares of face value of Rs. 5/- each, fully paid-up",REALTY
2025-01-21,CYBERMEDIA,Cyber Media (India) Limited,Fund Raising/Other business matters,OTHER,To consider Fund Raising and other business matters,OTHER
2025-01-21,CYIENTDLM,Cyient DLM Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-21,DALBHARAT,Dalmia Bharat Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",FMCG
2025-01-21,EIMCOELECO,Eimco Elecon (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-21,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-21,INDBANK,Indbank Merchant Banking Services Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-21,INDIACEM,The India Cements Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CEMENT
2025-01-21,INDIAMART,Indiamart Intermesh Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",RETAIL
2025-01-21,INDOCO,Indoco Remedies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",PHARMA
2025-01-21,JSFB,Jana Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-21,KEI,KEI Industries Limited,Dividend,DIVIDEND,"To consider proposal for Interim Dividendfor the financial year 2024-25 at its meeting scheduled on Tuesday, January 21, 2025",CAPITAL_GOODS
2025-01-21,KEI,KEI Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve, inter-alia, the Un-Audited Standalone and Consolidated Financial Results for the quarter and nine months ended on 31st December, 2024",CAPITAL_GOODS
2025-01-21,KEYFINSERV,Keynote Financial Services Limited,Other business matters,OTHER,"To give effect to the Cancellation and Extinguishment of 14,51,702 subscribed and fully paid-up equity shares of Rs.10/- each held by  Keynote Trust  pursuant to Selective Reduction of Share Capital in accordance with order of the Hon ble National Company Law Tribunal, Mumbai Bench (NCLT) vide order dated January 9, 2025.",FINANCIAL_SERVICES
2025-01-21,MANORAMA,Manorama Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-21,ONWARDTEC,Onward Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TEXTILES
2025-01-21,PANACHE,Panache Digilife Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-21,PNBHOUSING,PNB Housing Finance Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",FINANCIAL_SERVICES
2025-01-21,PRIMESECU,Prime Securities Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-21,RELIABLE,Reliable Data Services Limited,Other business matters,OTHER,To consider other business matters,FINANCIAL_SERVICES
2025-01-21,ROSSARI,Rossari Biotech Limited,Financial Results,FINANCIAL_RESULTS,"Unaudited Financial Results (Standalone And Consolidated) For The Quarter And Nine Months Ended December 31, 2024.",CHEMICALS
2025-01-21,SERVOTECH,Servotech Renewable Power System Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-21,SOUTHBANK,The South Indian Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-21,TANLA,Tanla Platforms Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and interim dividend, if any",IT
2025-01-21,TATATECH,Tata Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone and Consolidated Financial Results for the quarter and nine-months ended December 31, 2024",FMCG
2025-01-21,UCOBANK,UCO Bank,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-21,ULTRACEMCO,UltraTech Cement Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CEMENT
2025-01-22,20MICRONS,20 Microns Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",METAL
2025-01-22,ABHISHEK,Abhishek Corporation Limited,Other business matters,OTHER,To consider other business matters,OTHER
2025-01-22,ACCELYA,Accelya Solutions India Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and dividend",IT
2025-01-22,ADROITINFO,Adroit Infotech Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",CAPITAL_GOODS
2025-01-22,AKG,Akg Exim Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",OTHER
2025-01-22,ALLDIGI,Alldigi Tech Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-22,ASIL,Amit Spinning Industries Limited,Other business matters,OTHER,"To consider 1. Subject to approval of Shareholders, to approve the purchase of fabric business of Mahaalaxmi Texpro Limited (Related Party) pursuant to the provisions of Section 188 of the Companies Act, 2013.2.  Approval for sale / resale of machinery, equipment s, their parts, tools that are not useful to us out of the abovementioned Fabric business to outside party/ies.3. To fix day, date, time and place of ensuing Extra Ordinary General Meeting and approve notice for the same. 4. To consider any other business with the permission of chairman",OTHER
2025-01-22,BLBLIMITED,BLB Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-22,BPCL,Bharat Petroleum Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-22,BPCL,Bharat Petroleum Corporation Limited,Dividend,DIVIDEND,To consider dividend,CHEMICALS
2025-01-22,CIGNITITEC,Cigniti Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-22,CLCIND,CLC Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",OTHER
2025-01-22,COFORGE,Coforge Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and dividend",IT
2025-01-22,E2E,E2E Networks Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-22,ELECON,Elecon Engineering Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-22,GODIGIT,Go Digit General Insurance Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-22,GRAVITA,Gravita India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited financial results for the period ended December 31, 2024",METAL
2025-01-22,GUJAPOLLO,Gujarat Apollo Industries Limited,Fund Raising/Other business matters,OTHER,To consider Fund Raising and other business matters,CHEMICALS
2025-01-22,HDFCBANK,HDFC Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-22,HERITGFOOD,Heritage Foods Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-22,HINDUNILVR,Hindustan Unilever Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve Unaudited Standalone and Consolidated Financial Results for the quarter ended 31st December, 2024.",FMCG
2025-01-22,HUDCO,Housing & Urban Development Corporation Limited,Dividend/Fund Raising,DIVIDEND,"To consider dividend and Fund Raising- In continuation of our letter dated 3rd January, 2025, it is informed that Board will also consider matters relating to declaration of interim dividend and enhancement in existing borrowing plan for FY 2024-25.",REALTY
2025-01-22,HUDCO,Housing & Urban Development Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",REALTY
2025-01-22,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",PHARMA
2025-01-22,KAYNES,Kaynes Technology India Limited,Fund Raising/Other business matters,OTHER,"Intimation of Board Meeting of Kaynes Technology India Limited ( Company ) interms of Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 2015, as amended, to consider raising of funds.",CAPITAL_GOODS
2025-01-22,KRITIKA,Kritika Wires Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",METAL
2025-01-22,LXCHEM,Laxmi Organic Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",CHEMICALS
2025-01-22,MITTAL,Mittal Life Style Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TEXTILES
2025-01-22,MUTHOOTCAP,Muthoot Capital Services Limited,Fund Raising,OTHER,Intimation w.r.t Meeting of Debenture Issue and Allotment Committee of the Board of Directors to consider Fund Raising,FINANCIAL_SERVICES
2025-01-22,NIITMTS,NIIT Learning Systems Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2024, both Consolidated and Standalone.",HEALTHCARE
2025-01-22,NUVOCO,Nuvoco Vistas Corporation Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CEMENT
2025-01-22,PERSISTENT,Persistent Systems Limited,Other business matters,OTHER,Update on the Board Meeting,IT
2025-01-22,PERSISTENT,Persistent Systems Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the quarter and nine months ended December 31, 2024, dividend and other business matters",IT
2025-01-22,PGINVIT,POWERGRID Infrastructure Investment Trust,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",OTHER
2025-01-22,PIDILITIND,Pidilite Industries Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-22,POLYCAB,Polycab India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-22,RSSOFTWARE,R. S. Software (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Audited Financial Results for the period ended December 31, 2024",OTHER
2025-01-22,RTNPOWER,RattanIndia Power Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",POWER
2025-01-22,SHIVAMAUTO,Shivam Autotech Limited,Fund Raising,OTHER,To consider Fund Raising,OTHER
2025-01-22,SRGHFL,SRG Housing Finance Limited,Fund Raising,OTHER,To consider Fund Raising,FINANCIAL_SERVICES
2025-01-22,STEL,Stel Holdings Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-22,TAKE,Take Solutions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended September 30, 2024",OTHER
2025-01-22,TATACOMM,Tata Communications Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-22,TIPSMUSIC,Tips Music Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2024 and third interim dividend, if any",MEDIA
