symbol,date,announcement_type,governance_risk,governance_score,dividend_signal,capex_confirm,management_change,sentiment,sentiment_score,key_decision,processed_at,as_of_date
MINDACORP,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Minda Corporation has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:36,2026-07-03
MAHEPC,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,"Mr K. N. Vaidyanathan ceased as Other of the company w.e.f. Jun 30, 2026.",2026-07-03 05:35,2026-07-03
OPTIEMUS,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Optiemus Infracom Limited has informed the Exchange about Acquisition.,2026-07-03 05:34,2026-07-03
AUROPHARMA,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Aurobindo Pharma USA Inc. completed the acquisition.,2026-07-03 05:34,2026-07-03
PARKHOSPS,2026-06-30,CAPEX_EXPANSION,LOW,70,NONE,YES,NO,NEUTRAL,0,Capacity addition through capacity expansion.,2026-07-03 05:35,2026-07-03
BAGFILMS,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,B.A.G Live Entertainment Limited has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
IGIL,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,IGIL has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
ENERGYDEV,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Energydev has received a disclosure under SEBI Takeover Regulations regarding a potential acquisition.,2026-07-03 05:35,2026-07-03
RUSTOMJEE,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Keystone Realtors Limited has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
PRUDENT,2026-06-30,BOARD_OUTCOME,LOW,70,MAINTAIN,NO,NO,NEUTRAL,0,Board approved Q2 results and declared interim dividend of Rs 5 per share.,2026-07-03 05:35,2026-07-03
BALMLAWRIE,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,Mr. S has ceased to be a director of the company.,2026-07-03 05:35,2026-07-03
RAJOOENG,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,Change in Management,2026-07-03 05:30,2026-07-03
GPIL,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,GPIL has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
MMFL,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,MM Forgings Limited has informed the Exchange about Amalgamation/Merger.,2026-07-03 05:35,2026-07-03
IIFLCAPS,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,IIFLCAPS has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
DCAL,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Adimans Technologies LLP has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
VARROC,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,The company has made an acquisition under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
MBLINFRA,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Anjanee Kumar Lakhotia has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
ARTEMISMED,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Onkar Kanwar has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
PTL,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Onkar Kanwar has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:35,2026-07-03
MASFIN,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Allotted 15000 securities pursuant to Non Convertible Securities.,2026-07-03 05:34,2026-07-03
LODHA,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Lodha Developers Limited has allotted 30000 securities pursuant to Non Convertible Securities.,2026-07-03 05:34,2026-07-03
MUTHOOTCAP,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Allotted 15000 securities pursuant to Non Convertible Debentures.,2026-07-03 05:34,2026-07-03
APARINDS,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Apar Industries Limited has issued securities.,2026-07-03 05:34,2026-07-03
BHARATRAS,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,Director resignation,2026-07-03 05:30,2026-07-03
JHS,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,JHS Svendgaard Laboratories Limited has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:30,2026-07-03
RATEGAIN,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Disclosure of acquisition under SEBI Takeover Regulations submitted to the exchange.,2026-07-03 05:30,2026-07-03
SHAH,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,The Board approved the outcome of the Rights Issue Committee meeting.,2026-07-03 05:33,2026-07-03
MAPMYINDIA,2026-06-30,MANAGEMENT_CHANGE,LOW,70,NONE,NO,YES,NEUTRAL,0,"Appointment of Rohan Verma as Joint Managing Director w.e.f. July 01, 2026.",2026-07-03 05:33,2026-07-03
TNPL,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,Director resignation announced.,2026-07-03 05:33,2026-07-03
AXISCADES,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Jupiter Capital Private Ltd has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:33,2026-07-03
NTPC,2026-06-30,CAPEX_EXPANSION,LOW,70,NONE,YES,NO,NEUTRAL,0,Commencement of commercial production/operations at NTPC Limited.,2026-07-03 05:33,2026-07-03
ASIANPAINT,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,The promoters have submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:34,2026-07-03
WOCKPHARMA,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Wockhardt Limited has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:34,2026-07-03
JTEKTINDIA,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,JTEKT Column Systems Corporation has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:34,2026-07-03
BAFNAPH,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Bafna Pharmaceuticals has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:34,2026-07-03
TRIGYN,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,United Telecoms Limited has submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:34,2026-07-03
IRFC,2026-06-30,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,Change in Director(s) of the company.,2026-07-03 05:34,2026-07-03
REFEX,2026-06-30,BOARD_OUTCOME,LOW,70,MAINTAIN,NO,NO,NEUTRAL,0,Board approved Q2 results and declared interim dividend of Rs 5 per share.,2026-07-03 05:34,2026-07-03
INDOBORAX,2026-06-30,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Indo Borax & Chemicals Limited has informed the Exchange about Options to purchase securities.,2026-07-03 05:34,2026-07-03
SMLMAH,2026-06-30,MANAGEMENT_CHANGE,HIGH,20,NONE,NO,YES,NEUTRAL,0,Change in Auditors of the company.,2026-07-03 05:34,2026-07-03
HLEGLAS,2026-06-30,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Aalap Patel has submitted disclosure under SEBI Takeover Regulations.,2026-07-03 05:32,2026-07-03
HDFCBANK,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SIS,2026-06-29,BOARD_OUTCOME,LOW,70,NONE,NO,NO,POSITIVE,1,Board approved the buyback of equity shares of the company.,2026-07-03 05:55,2026-07-03
VGUARD,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Promoter submitted disclosure under SEBI Substantial Acquisition of Shares and Takeover Regulations.,2026-07-03 05:53,2026-07-03
LATENTVIEW,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Submission of disclosure under SEBI Substantial Acquisition of Shares and Takeovers Regulations.,2026-07-03 05:53,2026-07-03
JAYBARMARU,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,Company submitted disclosure regarding substantial acquisition of shares under SEBI Takeover Regs.,2026-07-03 05:54,2026-07-03
BHARATSE,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Suzuki Motor Corporation submitted a disclosure under SEBI Takeover Regulations.,2026-07-03 05:54,2026-07-03
SUPRAJIT,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Submission of disclosure under SEBI Substantial Acquisition of Shares and Takeovers Regulations.,2026-07-03 05:54,2026-07-03
SUPRIYA,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Submission of disclosure under SEBI Substantial Acquisition of Shares and Takeovers Regulations.,2026-07-03 05:54,2026-07-03
TEXINFRA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,Adventz Finance Private Limited submitted disclosure regarding substantial acquisition of shares.,2026-07-03 05:54,2026-07-03
CLEANMAX,2026-06-29,BOARD_OUTCOME,LOW,70,MAINTAIN,NO,NO,NEUTRAL,0,Board approved Q2 results and declared interim dividend of Rs 5 per share.,2026-07-03 05:55,2026-07-03
STANLEY,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ABCAPITAL,2026-06-29,FUNDRAISE,LOW,70,NONE,NO,NO,NEUTRAL,0,Aditya Birla Capital Limited has informed the Exchange regarding allotment of Non-Convertible Securities.,2026-07-03 05:55,2026-07-03
OIL,2026-06-29,BOARD_OUTCOME,LOW,70,MAINTAIN,NO,NO,NEUTRAL,0,Board approved Q2 results and declared interim dividend of Rs 5 per share.,2026-07-03 05:55,2026-07-03
MGEL,2026-06-29,MANAGEMENT_CHANGE,LOW,70,NONE,NO,YES,NEUTRAL,0,Appointment of Mrs. Reena Unmesh Wagh as Whole-Time Director (Executive Director).,2026-07-03 05:55,2026-07-03
SOUTHBANK,2026-06-29,CAPEX_EXPANSION,LOW,70,NONE,NO,NO,NEUTRAL,0,Opening of new branch.,2026-07-03 05:56,2026-07-03
BALKRISIND,2026-06-29,CAPEX_EXPANSION,LOW,70,NONE,YES,NO,NEUTRAL,0,Capacity addition through expansion.,2026-07-03 05:57,2026-07-03
LUMAXTECH,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,POSITIVE,1,Completed acquisition of remaining 15.97% equity stake in Lumax FAE Technologies Private Limited.,2026-07-03 05:57,2026-07-03
TRANSRAILL,2026-06-29,MANAGEMENT_CHANGE,LOW,70,NONE,NO,YES,POSITIVE,1,Board approved the re-appointment of Directors.,2026-07-03 05:57,2026-07-03
CEIGALL,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEGATIVE,-1,Resignation of a Director/KMP/SMP from the company.,2026-07-03 05:53,2026-07-03
EVERESTIND,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,Falak Investment Private Limited submitted disclosure regarding substantial acquisition of shares.,2026-07-03 05:53,2026-07-03
AXISBANK,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,The company informed the exchange regarding a change in its management.,2026-07-03 05:52,2026-07-03
ICICIBANK,2026-06-29,BOARD_OUTCOME,LOW,70,NONE,NO,NO,NEUTRAL,0,"Board meeting held on June 29, 2026; no specific decisions disclosed in the summary.",2026-07-03 05:52,2026-07-03
RELCHEMQ,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
GPTINFRA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
IONEXCHANG,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ROSSTECH,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ATCOM,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
JUNIPER,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEGATIVE,-1,Resignation of a Director/KMP/SMP from the company.,2026-07-03 05:51,2026-07-03
EPACKPEB,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SAIL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
CNL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
FAZE3Q,2026-06-29,FUNDRAISE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
RECLTD,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
KWIL,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SANOFICONR,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ORIENTPPR,2026-06-29,MANAGEMENT_CHANGE,LOW,70,NONE,NO,YES,NEUTRAL,0,"Appointment of Mr Yogendra K Varshney as a director effective June 29, 2026.",2026-07-03 05:52,2026-07-03
VEDL,2026-06-29,ACQUISITION,LOW,70,NONE,NO,NO,NEUTRAL,0,Submission of disclosure under SEBI Substantial Acquisition of Shares and Takeovers Regulations.,2026-07-03 05:52,2026-07-03
AFIL,2026-06-29,MANAGEMENT_CHANGE,HIGH,20,NONE,NO,YES,NEGATIVE,-1,The company has informed the exchange regarding a change in its statutory auditors.,2026-07-03 05:57,2026-07-03
BANDHANBNK,2026-06-29,MANAGEMENT_CHANGE,HIGH,20,NONE,NO,YES,NEGATIVE,-1,The company informed the exchange regarding the resignation of the Chief Financial Officer.,2026-07-03 05:57,2026-07-03
BANCOINDIA,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,YES,NEUTRAL,0,The company informed the exchange regarding a change in Senior Management Personnel (SMP).,2026-07-03 05:57,2026-07-03
EPIGRAL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
LIKHITHA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
YESBANK,2026-06-29,BOARD_OUTCOME,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
AWFIS,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
GABRIEL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
TREJHARA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
KRISHIVAL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SHRADHA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
KAUSHALYA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
EXXARO,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SMARTWORKS,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
INDIAMART,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
STLNETWORK,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
BIOCON,2026-06-29,FUNDRAISE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SERVOTECH,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
AURIONPRO,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VIKRAN,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VIPULLTD,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
SSDL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ANGELONE,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VLSFINANCE,2026-06-29,MANAGEMENT_CHANGE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VIJIFIN,2026-06-29,FUNDRAISE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
TRU,2026-06-29,FUNDRAISE,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
ICRA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
NARMADA,2026-06-29,BOARD_OUTCOME,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
MANORAMA,2026-06-29,BOARD_OUTCOME,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
NRBBEARING,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
CRAFTSMAN,2026-06-29,CAPEX_EXPANSION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
AAKASH,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
BANSALWIRE,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VETO,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
GODIGIT,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
STYLEBAAZA,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
TEXRAIL,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
AJOONI,2026-06-29,BOARD_OUTCOME,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
VHLTD,2026-06-29,BOARD_OUTCOME,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:59,2026-07-03
GPTHEALTH,2026-06-29,ACQUISITION,MEDIUM,50,NONE,NO,NO,NEUTRAL,0,,2026-07-03 05:49,2026-07-03
