symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
EIFFL,88.3,0,14.8073,2,1.0885,68.52,36.95,1,2026-06-30
EIHAHOTELS,60.3,1,2.1981,1,0.7964,15.03,22.58,0,2026-06-30
EIHOTEL,56.32,1,2.5387,1,0.7153,20.23,23.79,0,2026-06-30
EIMCOELECO,60.54,1,15.7027,2,0.876,22.14,23.52,0,2026-06-30
EKC,51.17,1,0.7818,1,0.6045,20.23,23.25,0,2026-06-30
ELANTAS,67.92,1,61.4908,1,0.8158,19.55,33.39,1,2026-06-30
ELCIDIN,28.97,2,-105.1571,0,-0.0901,4.7,34.26,1,2026-06-30
ELDEHSG,50.94,1,2.7693,1,0.6465,7.92,11.58,0,2026-06-30
ELECON,52.82,1,-3.1347,1,0.5285,11.64,20.66,0,2026-06-30
ELECTCAST,52.39,1,0.4584,1,0.6946,19.99,19.61,0,2026-06-30
ELECTHERM,57.55,1,-7.6367,0,0.56,28.17,35.45,1,2026-06-30
ELGIEQUIP,52.32,1,-2.6834,0,0.2793,5.31,33.59,1,2026-06-30
ELGIRUBCO,38.48,1,-0.3838,0,0.1005,17.61,15.54,0,2026-06-30
ELIN,39.19,1,-0.2362,1,0.2293,12.92,32.57,1,2026-06-30
ELIQUID,99.98,0,0.0313,2,0.9259,0.46,99.39,1,2026-06-30
ELITECON,30.52,1,0.0512,1,0.1185,20.56,22.7,0,2026-06-30
ELLEN,45.69,1,-1.4841,0,0.3514,15.66,19.36,0,2026-06-30
ELM250,55.15,1,0.014,1,0.6871,6.04,46.41,1,2026-06-30
ELPROINTL,78.1,0,-1.6607,1,0.8523,5.02,65.99,1,2026-06-30
EMAMILTD,49.77,1,2.38,1,0.7336,7.94,21.49,0,2026-06-30
EMAMIPAP,59.21,1,-0.1486,1,0.7886,6.83,17.1,0,2026-06-30
EMAMIREAL,66.22,1,2.9852,1,0.8691,67.22,41.29,1,2026-06-30
EMBDL,48.83,1,0.594,1,0.6395,18.0,15.9,0,2026-06-30
EMCURE,61.41,1,10.1165,1,0.8404,12.42,35.61,1,2026-06-30
EMIL,59.7,1,0.8787,2,0.8241,22.06,22.65,0,2026-06-30
EMKAY,50.93,1,-3.6213,0,0.2519,18.13,26.1,1,2026-06-30
EMMBI,62.64,1,0.8005,1,0.8309,27.08,33.65,1,2026-06-30
EMMVEE,62.36,1,-2.0326,1,0.8461,9.1,31.31,1,2026-06-30
EMSLIMITED,65.58,1,10.6666,1,0.8264,59.97,35.58,1,2026-06-30
EMUDHRA,38.34,1,-1.8756,1,0.1529,9.05,17.44,0,2026-06-30
EMULTIMQ,46.02,1,-0.1053,0,0.3626,5.94,15.04,0,2026-06-30
ENDURANCE,57.17,1,5.8489,1,0.7288,11.14,24.69,0,2026-06-30
ENERGY,49.62,1,-0.0334,1,0.5124,5.55,19.74,0,2026-06-30
ENERGYDEV,44.53,1,-0.0419,1,0.2714,6.32,21.49,0,2026-06-30
ENGINERSIN,48.8,1,0.3684,1,0.4846,17.03,13.32,0,2026-06-30
ENIFTY,53.72,1,0.0419,1,0.6613,6.32,20.33,0,2026-06-30
ENIL,36.63,1,-0.3432,0,0.0752,9.64,20.35,0,2026-06-30
ENRIN,54.0,1,-19.7243,0,0.5623,13.55,24.19,0,2026-06-30
ENTERO,56.16,1,12.5406,2,0.9609,11.05,14.36,0,2026-06-30
EPACK,48.93,1,1.1599,1,0.6033,12.53,19.16,0,2026-06-30
EPACKPEB,57.13,1,-1.6316,0,0.5964,42.88,36.14,1,2026-06-30
EPIGRAL,39.52,1,-1.7507,0,0.0641,8.65,23.79,0,2026-06-30
EPL,50.67,1,0.2058,1,0.5549,14.64,19.82,0,2026-06-30
EQUAL200,52.73,1,0.0037,1,0.6072,5.94,14.09,0,2026-06-30
EQUAL50,50.99,1,0.1963,1,0.5905,4.25,13.45,0,2026-06-30
EQUAL50ADD,51.7,1,0.2498,1,0.6153,4.43,10.77,0,2026-06-30
EQUITASBNK,54.97,1,-0.4301,0,0.5214,13.59,26.28,1,2026-06-30
ERIS,55.23,1,2.6055,1,0.7046,10.25,20.64,0,2026-06-30
ESABINDIA,35.93,1,13.988,2,0.3618,7.96,30.67,1,2026-06-30
ESAFSFB,62.93,1,0.2139,1,0.758,38.74,40.19,1,2026-06-30
ESCORTS,55.2,1,25.8261,1,0.8518,10.78,18.4,0,2026-06-30
ESENSEX,51.18,1,0.0216,1,0.5642,14.99,31.37,1,2026-06-30
ESG,51.82,1,0.0505,1,0.6174,5.97,16.42,0,2026-06-30
ESILVER,37.35,1,-2.2817,1,0.2142,22.41,28.62,1,2026-06-30
ESSARSHPNG,42.04,1,-0.0025,0,0.3434,9.77,13.11,0,2026-06-30
ESSENTIA,62.34,1,0.0219,1,0.7267,46.36,29.64,1,2026-06-30
ESTER,44.6,1,0.0766,1,0.4254,8.75,13.97,0,2026-06-30
ETERNAL,60.62,1,0.9078,2,0.8591,12.4,17.4,0,2026-06-30
ETHOSLTD,56.82,1,5.5283,2,0.8779,5.35,11.27,0,2026-06-30
EUREKAFORB,49.12,1,1.7815,1,0.6356,11.37,20.48,0,2026-06-30
EUROBOND,38.51,1,-1.3949,0,0.0909,13.06,14.94,0,2026-06-30
EUROPRATIK,60.98,1,1.0627,1,0.7942,16.09,24.29,0,2026-06-30
EUROTEXIND,61.22,1,0.5069,1,0.8644,46.76,28.02,1,2026-06-30
EVEREADY,67.55,1,1.424,1,0.7835,20.54,47.64,1,2026-06-30
EVERESTIND,80.24,0,16.6958,2,1.176,50.49,27.02,1,2026-06-30
EVIETF,54.5,1,-0.0175,0,0.6167,5.75,25.93,1,2026-06-30
EVINDIA,54.81,1,-0.0138,0,0.6216,5.8,17.25,0,2026-06-30
EXCEL,45.89,1,0.0,2,0.4435,20.57,13.45,0,2026-06-30
EXCELINDUS,41.92,1,-0.3889,1,0.3093,4.03,12.55,0,2026-06-30
EXCELSOFT,33.62,1,-0.464,1,0.1486,20.76,19.89,0,2026-06-30
EXICOM,60.23,1,-0.8205,1,0.7852,30.39,33.12,1,2026-06-30
EXIDEIND,53.81,1,-1.7913,1,0.3991,7.64,23.72,0,2026-06-30
EXPLEOSOL,40.33,1,-1.4603,0,0.2823,14.96,17.76,0,2026-06-30
EXXARO,48.44,1,-0.0065,0,0.4575,16.05,31.91,1,2026-06-30
FABTECH,53.58,1,0.7781,1,0.6831,13.75,26.28,1,2026-06-30
FACT,45.08,1,-6.0281,0,0.3237,15.68,18.72,0,2026-06-30
FAIRCHEMOR,70.05,0,6.0594,2,1.1578,15.32,31.35,1,2026-06-30
FAZE3Q,60.83,1,2.997,1,0.7683,21.01,27.28,1,2026-06-30
FCL,49.11,1,-0.9013,0,0.2406,23.43,29.34,1,2026-06-30
FCSSOFT,64.67,1,0.043,1,0.8153,54.85,24.2,0,2026-06-30
FDC,67.14,1,3.0367,2,1.0252,13.96,36.61,1,2026-06-30
FEDDERSHOL,67.15,1,0.507,1,0.8268,26.93,41.79,1,2026-06-30
FEDERALBNK,73.29,0,0.4314,2,0.8725,12.56,38.92,1,2026-06-30
FEDFINA,42.76,1,-1.3659,1,0.1949,13.08,17.13,0,2026-06-30
FERMENTA,63.36,1,2.857,1,0.7938,19.31,28.98,1,2026-06-30
FIBERWEB,48.0,1,0.5559,1,0.862,12.82,27.05,1,2026-06-30
FIEMIND,49.22,1,-10.7035,1,0.334,7.54,9.4,0,2026-06-30
FILATEX,56.0,1,-0.3541,0,0.4996,17.65,35.75,1,2026-06-30
FILATFASH,74.38,0,0.0115,2,1.0089,67.7,29.84,1,2026-06-30
FINCABLES,60.3,1,7.4137,1,0.8145,25.35,26.59,1,2026-06-30
FINEORG,66.44,1,36.1173,1,0.8331,20.84,30.71,1,2026-06-30
FINIETF,57.17,1,0.0953,1,0.7435,10.82,24.53,0,2026-06-30
FINKURVE,47.56,1,-0.0743,0,0.4892,21.24,19.77,0,2026-06-30
FINOPB,53.49,1,0.1809,1,0.5749,27.15,31.42,1,2026-06-30
FINPIPE,49.42,1,0.0817,1,0.5256,8.19,15.76,0,2026-06-30
FIRSTCRY,50.59,1,1.1684,2,0.7884,5.77,13.12,0,2026-06-30
FISCHER,70.03,0,0.7302,2,1.2205,26.33,16.36,0,2026-06-30
FIVESTAR,63.06,1,3.6114,1,0.7877,28.86,26.85,1,2026-06-30
FLAIR,30.61,1,-0.1821,0,0.0498,13.41,32.48,1,2026-06-30
FLEXIADD,42.75,1,-0.0132,0,0.2722,4.98,11.84,0,2026-06-30
FLEXITUFF,48.01,1,0.0055,1,0.427,6.85,24.81,0,2026-06-30
FLUOROCHEM,70.27,0,22.424,2,0.9308,14.55,24.16,0,2026-06-30
FMCGIETF,44.25,1,0.0414,1,0.4766,3.83,28.27,1,2026-06-30
FMGOETZE,49.4,1,1.0513,1,0.5478,13.09,17.21,0,2026-06-30
FMNL,56.85,1,0.0988,1,0.659,38.04,37.43,1,2026-06-30
FOCUS,52.73,1,-0.7528,0,0.2702,8.32,18.65,0,2026-06-30
FOODSIN,43.14,1,-0.0031,0,0.207,7.87,17.33,0,2026-06-30
FORCEMOT,49.9,1,98.7958,2,0.7475,11.07,10.51,0,2026-06-30
FORTIS,48.38,1,-3.4484,0,0.3795,7.87,14.53,0,2026-06-30
FOSECOIND,60.69,1,27.998,1,0.8146,17.92,30.51,1,2026-06-30
FRACTAL,37.95,1,-10.3357,0,0.0218,16.34,13.35,0,2026-06-30
FRONTSP,38.51,1,-8.3443,0,0.025,10.77,21.25,0,2026-06-30
FSL,34.02,1,-2.4061,0,0.033,17.5,16.87,0,2026-06-30
FUSION,59.24,1,2.1815,2,0.9617,17.12,22.83,0,2026-06-30
GABRIEL,63.19,1,15.1558,1,0.8082,33.95,31.94,1,2026-06-30
GAEL,61.48,1,0.5894,2,1.0966,7.36,20.77,0,2026-06-30
GAIL,56.55,1,-0.3127,0,0.6319,9.58,21.85,0,2026-06-30
GALAPREC,63.6,1,5.2464,1,0.7839,37.93,50.17,1,2026-06-30
GALAXYSURF,63.69,1,22.8105,1,0.7931,24.94,31.08,1,2026-06-30
GALLANTT,48.11,1,4.6332,1,0.5789,21.95,18.72,0,2026-06-30
GANDHAR,67.31,1,1.4639,2,0.9165,24.91,42.33,1,2026-06-30
GANDHITUBE,52.25,1,1.5276,2,0.9301,2.36,10.27,0,2026-06-30
GANECOS,42.29,1,0.8276,2,0.2796,6.12,33.73,1,2026-06-30
GANESHBE,50.18,1,-0.6805,0,0.4072,17.43,18.5,0,2026-06-30
GANESHCP,40.98,1,-1.3388,0,0.0942,12.13,20.83,0,2026-06-30
GANESHHOU,59.29,1,-3.6139,1,0.5696,9.59,24.5,0,2026-06-30
GANESHHOUC,46.78,1,3.666,1,0.453,8.2,19.33,0,2026-06-30
GANGAFORGE,48.18,1,0.0005,1,0.5138,17.73,22.3,0,2026-06-30
GANGESSECU,40.16,1,-0.2473,0,0.0235,5.62,28.59,1,2026-06-30
GARFIBRES,65.42,1,4.0051,2,0.8421,24.53,31.96,1,2026-06-30
GARUDA,54.83,1,1.2943,1,0.7479,16.32,20.18,0,2026-06-30
GATECH,33.27,1,-0.0045,0,-0.0002,13.77,18.69,0,2026-06-30
GATECHDVR,28.54,2,-0.004,0,-0.0981,13.08,27.07,1,2026-06-30
GATEWAY,47.87,1,-0.1956,0,0.4227,14.24,20.17,0,2026-06-30
GAYAHWS,29.62,2,-0.0146,0,-0.1228,11.83,15.05,0,2026-06-30
GCSL,59.86,1,-2.6462,1,0.7167,8.21,22.21,0,2026-06-30
GEECEE,58.73,1,-0.3747,1,0.7424,13.11,40.17,1,2026-06-30
GEEKAYWIRE,55.82,1,0.2761,1,0.717,25.61,21.58,0,2026-06-30
GEMAROMA,47.21,1,-0.631,1,0.3285,16.79,21.95,0,2026-06-30
GENCON,66.6,1,0.6817,2,1.013,19.73,23.05,0,2026-06-30
GENESYS,54.14,1,-2.6213,0,0.5142,40.7,45.12,1,2026-06-30
GENUSPAPER,39.02,1,-0.0124,0,0.1352,7.52,12.1,0,2026-06-30
GENUSPOWER,39.92,1,-1.6523,0,0.1264,16.66,23.87,0,2026-06-30
GEOJITFSL,57.05,1,-0.1169,0,0.6441,13.17,23.15,0,2026-06-30
GEPIL,59.17,1,3.0406,1,0.7014,34.34,45.45,1,2026-06-30
GESHIP,51.09,1,12.4143,1,0.6848,12.78,16.38,0,2026-06-30
GFLLIMITED,46.45,1,-0.1174,0,0.3193,7.26,17.5,0,2026-06-30
GHCL,44.8,1,0.7844,2,0.4417,8.55,21.56,0,2026-06-30
GHCLTEXTIL,59.89,1,0.0489,2,1.0128,9.48,21.53,0,2026-06-30
GICHSGFIN,42.64,1,-0.6252,0,0.3273,15.6,34.99,1,2026-06-30
GICL,19.32,2,-0.1549,1,0.2292,84.93,53.62,1,2026-06-30
GICRE,42.6,1,-0.4618,1,0.2983,12.51,17.02,0,2026-06-30
GILLANDERS,50.08,1,0.319,1,0.6239,6.8,23.27,0,2026-06-30
GILLETTE,44.63,1,-9.0042,0,0.3206,4.07,19.38,0,2026-06-30
GILT10BETA,53.71,1,0.044,1,0.7123,3.46,39.32,1,2026-06-30
GILT5BETA,54.49,1,0.0943,1,0.6932,3.87,39.61,1,2026-06-30
GILT5YBEES,75.7,0,0.0357,1,0.8368,2.7,45.37,1,2026-06-30
GINNIFILA,62.65,1,0.6824,2,0.9538,27.4,21.14,0,2026-06-30
GIPCL,50.29,1,-0.7423,0,0.3262,11.19,15.39,0,2026-06-30
GKENERGY,52.37,1,-0.7806,0,0.487,20.25,32.09,1,2026-06-30
GKSL,48.78,1,-0.1122,1,0.5104,6.76,27.24,1,2026-06-30
GKWLIMITED,45.84,1,-13.7024,0,0.2824,12.01,39.53,1,2026-06-30
GLAND,73.52,0,10.4173,2,1.2769,12.89,35.64,1,2026-06-30
GLAXO,68.56,1,30.7462,2,1.0009,18.32,30.31,1,2026-06-30
GLENMARK,49.54,1,7.2162,2,0.8625,3.92,20.5,0,2026-06-30
GLOBAL,48.13,1,-0.1372,0,0.3749,9.89,17.7,0,2026-06-30
GLOBALE,74.54,0,0.162,1,0.7641,45.8,32.85,1,2026-06-30
GLOBALVECT,48.76,1,1.0929,1,0.6597,7.44,19.71,0,2026-06-30
GLOBE,36.45,1,-0.0018,1,0.0994,6.44,50.51,1,2026-06-30
GLOBECIVIL,62.47,1,0.9183,1,0.7804,45.54,29.07,1,2026-06-30
GLOBUSSPR,55.65,1,6.2497,2,0.9777,8.39,19.36,0,2026-06-30
GLOSTERLTD,70.49,0,3.501,1,0.9218,15.11,47.01,1,2026-06-30
GLOTTIS,70.68,0,0.786,2,1.0262,26.28,27.37,1,2026-06-30
GMBREW,62.04,1,7.1439,2,1.0077,10.39,21.08,0,2026-06-30
GMDCLTD,36.02,1,-2.9159,1,0.2001,18.21,28.82,1,2026-06-30
GMMPFAUDLR,44.75,1,4.9577,1,0.5434,11.09,17.66,0,2026-06-30
GMRAIRPORT,70.23,0,0.3247,2,0.9073,15.96,27.18,1,2026-06-30
GMRP&UI,36.59,1,-0.5545,1,0.1697,14.6,14.88,0,2026-06-30
GNA,69.63,1,7.193,1,0.9303,29.06,34.73,1,2026-06-30
GNFC,56.55,1,0.3136,1,0.6291,22.77,33.25,1,2026-06-30
GNRL,64.83,1,2.4021,2,0.9659,31.31,32.49,1,2026-06-30
GOACARBON,46.02,1,-1.5642,0,0.3886,13.15,14.46,0,2026-06-30
GOCLCORP,55.78,1,-3.8352,0,0.4714,15.17,33.84,1,2026-06-30
GOCOLORS,60.48,1,-0.0384,1,0.707,22.38,29.13,1,2026-06-30
GODAVARIB,49.07,1,0.4954,2,0.6141,11.8,17.2,0,2026-06-30
GODFRYPHLP,40.44,1,-7.8778,0,-0.0054,5.97,12.82,0,2026-06-30
GODHA,46.14,1,-0.0087,0,0.4017,48.47,33.57,1,2026-06-30
GODIGIT,64.12,1,2.7242,2,0.9835,11.28,30.04,1,2026-06-30
GODREJAGRO,38.07,1,-1.1916,0,0.0795,5.46,17.23,0,2026-06-30
GODREJCP,45.46,1,1.5778,1,0.4251,5.75,13.37,0,2026-06-30
GODREJIND,66.52,1,10.3559,2,0.9633,18.26,45.28,1,2026-06-30
GODREJPROP,63.6,1,14.1388,2,0.9025,16.33,19.41,0,2026-06-30
GOKEX,77.65,0,15.3575,1,0.9151,39.61,32.37,1,2026-06-30
GOKUL,49.19,1,-0.0018,0,0.4869,9.21,38.73,1,2026-06-30
GOKULAGRO,31.55,1,-2.2028,0,-0.1056,13.27,18.19,0,2026-06-30
GOLD1,34.81,1,-0.758,1,0.1336,13.52,29.64,1,2026-06-30
GOLD360,33.91,1,-0.8127,0,0.0927,12.29,15.29,0,2026-06-30
GOLDADD,34.22,1,-0.9094,1,0.1273,13.64,25.41,1,2026-06-30
GOLDBEES,33.7,1,-0.7661,1,0.1241,13.49,24.83,0,2026-06-30
GOLDBETA,32.81,1,-0.7948,1,0.1196,13.51,25.06,1,2026-06-30
GOLDBND,35.02,1,-0.8967,1,0.1323,13.33,21.23,0,2026-06-30
GOLDCASE,34.04,1,-0.148,1,0.1266,13.71,15.99,0,2026-06-30
GOLDETF,33.1,1,-0.9069,1,0.1273,13.41,18.8,0,2026-06-30
GOLDETFADD,70.31,0,0.2647,2,1.0354,8.78,23.5,0,2026-06-30
GOLDIAM,50.4,1,-4.1238,0,0.4078,21.89,32.53,1,2026-06-30
GOLDIETF,34.92,1,-0.8028,1,0.1302,13.67,12.93,0,2026-06-30
GOLDSHARE,75.8,0,0.3489,2,1.0271,9.49,12.49,0,2026-06-30
GOLDTECH,68.99,1,1.3922,2,1.0633,40.7,30.43,1,2026-06-30
GOODLUCK,65.1,1,11.7777,2,0.9823,17.97,18.42,0,2026-06-30
GOODYEAR,53.24,1,3.3895,1,0.7118,7.42,40.2,1,2026-06-30
GOPAL,35.19,1,-0.6868,0,0.031,6.41,11.88,0,2026-06-30
GOYALALUM,48.05,1,0.0012,1,0.4441,8.04,13.12,0,2026-06-30
GPIL,30.54,1,-1.5425,0,-0.0958,11.61,16.47,0,2026-06-30
GPPL,42.93,1,-0.253,0,0.1087,5.16,11.64,0,2026-06-30
GPTHEALTH,55.05,1,-0.3391,1,0.5115,5.44,21.19,0,2026-06-30
GPTINFRA,70.64,0,1.7011,1,0.8628,27.99,30.49,1,2026-06-30
GRANDOAK,55.68,1,0.1995,1,0.5834,97.99,44.4,1,2026-06-30
GRANULES,64.94,1,1.4156,2,1.0435,9.19,26.26,1,2026-06-30
GRAPHITE,32.33,1,-3.5306,1,0.2094,22.06,28.4,1,2026-06-30
GRASIM,51.65,1,-13.1512,0,0.3826,4.19,15.45,0,2026-06-30
GRAUWEIL,60.66,1,-0.0205,1,0.9026,12.05,31.23,1,2026-06-30
GRAVISSHO,50.08,1,-0.0748,1,0.4582,7.24,46.63,1,2026-06-30
GRAVITA,45.58,1,-0.9293,0,0.4148,13.15,20.3,0,2026-06-30
GREAVESCOT,71.17,0,2.0095,2,0.9888,26.12,38.51,1,2026-06-30
GREENLAM,62.85,1,0.5468,1,0.7288,19.01,32.7,1,2026-06-30
GREENPANEL,46.42,1,0.6851,1,0.4304,7.17,12.48,0,2026-06-30
GREENPLY,62.5,1,-0.3741,0,0.6629,15.78,42.58,1,2026-06-30
GREENPOWER,34.02,1,-0.0799,0,-0.0765,10.05,19.43,0,2026-06-30
GRINDWELL,68.33,1,7.3863,1,0.8188,21.87,53.63,1,2026-06-30
GRINFRA,51.25,1,6.2939,1,0.6338,16.68,23.42,0,2026-06-30
GRMOVER,23.32,2,0.88,2,0.3482,93.58,49.61,1,2026-06-30
GROBTEA,49.13,1,0.7615,1,0.4623,7.21,34.51,1,2026-06-30
GROWW,56.68,1,0.5392,2,0.7661,10.01,18.39,0,2026-06-30
GROWWCAPM,52.03,1,-0.0026,0,0.6103,8.79,22.32,0,2026-06-30
GROWWCHEM,54.55,1,-0.0276,1,0.6642,5.36,16.7,0,2026-06-30
GROWWDEFNC,61.15,1,0.1934,2,0.8218,11.49,16.32,0,2026-06-30
GROWWEV,52.04,1,-0.0149,0,0.5361,5.42,10.95,0,2026-06-30
GROWWGOLD,30.85,1,-0.0644,1,0.1044,12.92,33.03,1,2026-06-30
GROWWHOSPI,73.05,0,0.0959,2,0.9093,8.01,32.22,1,2026-06-30
GROWWLIQID,100.0,0,0.0035,1,0.9176,0.44,57.56,1,2026-06-30
GROWWLOVOL,39.28,1,-0.0057,0,0.1856,3.89,19.25,0,2026-06-30
GROWWMC150,56.79,1,0.1906,1,0.7372,6.41,23.43,0,2026-06-30
GROWWMETAL,38.13,1,-0.0589,1,0.1598,9.4,16.74,0,2026-06-30
GROWWMOM50,53.11,1,0.0107,1,0.6141,7.97,27.59,1,2026-06-30
GROWWN200,49.94,1,0.0074,1,0.55,6.03,24.45,0,2026-06-30
GROWWNET,58.92,1,0.0261,1,0.7357,10.56,15.75,0,2026-06-30
GROWWNIFTY,53.37,1,0.0159,1,0.6488,6.2,10.9,0,2026-06-30
GROWWNXT50,52.96,1,0.0052,1,0.5945,6.62,16.11,0,2026-06-30
GROWWPOWER,50.41,1,-0.008,0,0.5352,6.2,20.26,0,2026-06-30
GROWWPSE,37.87,1,-0.0056,0,0.197,4.41,15.73,0,2026-06-30
GROWWPSUBK,50.67,1,-0.0711,0,0.5066,9.49,16.08,0,2026-06-30
GROWWRAIL,39.27,1,0.0191,1,0.2756,6.22,16.74,0,2026-06-30
GROWWRLTY,66.11,1,0.0471,2,0.8495,14.79,25.68,1,2026-06-30
GROWWSC250,63.06,1,0.0168,1,0.7717,9.28,16.04,0,2026-06-30
GROWWSLVR,37.27,1,-0.1839,1,0.2136,22.7,22.55,0,2026-06-30
GRPLTD,58.54,1,17.5836,1,0.7279,20.5,19.79,0,2026-06-30
GRSE,50.78,1,1.9714,1,0.5781,12.91,14.32,0,2026-06-30
GRWRHITECH,65.32,1,-25.5552,0,0.7269,22.88,43.51,1,2026-06-30
GSEC10ABSL,56.65,1,0.2573,1,0.8623,3.99,19.61,0,2026-06-30
GSEC10IETF,53.81,1,0.2074,1,0.6553,2.65,27.93,1,2026-06-30
GSEC10YEAR,60.73,1,0.0322,2,0.8954,3.38,30.67,1,2026-06-30
GSEC5IETF,76.64,0,0.0904,2,1.1159,3.55,28.99,1,2026-06-30
GSFC,41.22,1,-0.1041,0,0.2599,4.68,15.66,0,2026-06-30
GSLSU,30.33,1,-0.6014,0,0.0698,34.14,34.91,1,2026-06-30
GSPCROP,31.29,1,-7.1126,0,-0.0874,16.81,31.6,1,2026-06-30
GSPL,45.19,1,-0.2826,0,0.3559,22.76,38.83,1,2026-06-30
GSS,70.68,0,0.6102,1,0.8659,81.18,45.09,1,2026-06-30
GTECJAINX,86.14,0,2.1511,2,1.1689,112.96,27.41,1,2026-06-30
GTL,46.94,1,-0.1124,0,0.2716,19.06,22.56,0,2026-06-30
GTLINFRA,43.47,1,-0.0255,0,0.0868,17.41,29.34,1,2026-06-30
GTPL,40.02,1,-0.3378,1,0.1968,11.82,14.08,0,2026-06-30
GUFICBIO,70.06,0,1.0038,2,1.2411,14.5,41.45,1,2026-06-30
GUJALKALI,38.42,1,-1.3639,0,0.154,10.94,13.6,0,2026-06-30
GUJAPOLLO,33.92,1,-0.4559,0,0.0675,10.85,20.27,0,2026-06-30
GUJGASLTD,27.14,2,-7.8518,0,-0.0869,24.07,22.23,0,2026-06-30
GUJRAFFIA,47.62,1,-0.1826,1,0.3048,8.13,10.91,0,2026-06-30
GUJTHEM,54.45,1,-1.0286,1,0.6037,11.26,24.57,0,2026-06-30
GULFOILLUB,66.15,1,11.6356,1,0.7888,27.2,34.54,1,2026-06-30
GULFPETRO,66.18,1,0.4968,1,0.7693,40.18,39.31,1,2026-06-30
GULPOLY,41.55,1,-2.9236,0,0.169,20.12,26.34,1,2026-06-30
GVPIL,53.6,1,-24.033,0,0.3483,27.44,52.7,1,2026-06-30
GVPTECH,60.25,1,0.0695,1,0.791,19.73,29.67,1,2026-06-30
GVT&D,49.39,1,-36.3794,0,0.4045,18.17,26.84,1,2026-06-30
HAL,52.12,1,7.8143,1,0.6571,9.52,17.65,0,2026-06-30
HALDER,50.48,1,0.0896,1,0.4504,10.02,15.17,0,2026-06-30
HALEOSLABS,52.17,1,2.7183,2,0.9599,7.96,15.94,0,2026-06-30
HAPPSTMNDS,36.92,1,-0.7519,1,0.221,11.4,17.59,0,2026-06-30
HAPPYFORGE,66.22,1,13.5186,1,0.8471,21.87,31.89,1,2026-06-30
HARDWYN,45.0,1,-0.0811,0,0.2285,9.55,21.36,0,2026-06-30
HARIOMPIPE,52.25,1,-5.0262,0,0.3431,12.49,25.7,1,2026-06-30
HARRMALAYA,44.15,1,-0.45,0,0.3375,10.93,18.79,0,2026-06-30
HARSHA,53.67,1,-1.0782,0,0.5846,15.48,35.49,1,2026-06-30
HATHWAY,49.85,1,-0.0072,0,0.493,19.31,25.69,1,2026-06-30
HATSUN,50.05,1,2.6523,1,0.6907,4.37,13.24,0,2026-06-30
HAVELLS,43.71,1,1.9623,1,0.3948,5.95,23.21,0,2026-06-30
HAVISHA,39.16,1,-0.0029,1,0.3365,28.48,24.44,0,2026-06-30
HAWKINCOOK,78.77,0,47.6808,2,1.1293,10.43,41.6,1,2026-06-30
HBESD,63.09,1,0.4022,2,1.1855,11.12,44.21,1,2026-06-30
HBLENGINE,54.27,1,1.636,1,0.6952,10.95,11.62,0,2026-06-30
HBSL,65.31,1,1.4159,1,0.7807,51.5,28.78,1,2026-06-30
HCC,55.91,1,-0.0328,0,0.5884,30.25,30.34,1,2026-06-30
HCG,53.07,1,-2.6854,1,0.5785,8.01,15.27,0,2026-06-30
HCL-INSYS,43.27,1,-0.0584,0,0.1537,12.72,22.76,0,2026-06-30
HCLTECH,31.21,1,-3.125,0,0.0452,12.81,22.83,0,2026-06-30
HDBFS,72.59,0,8.6254,1,0.8616,27.13,31.43,1,2026-06-30
HDFCAMC,52.16,1,8.3591,1,0.6667,15.75,16.65,0,2026-06-30
HDFCBANK,60.06,1,3.8408,1,0.8125,11.19,19.39,0,2026-06-30
HDFCBSE500,52.52,1,0.0193,1,0.6161,7.96,39.52,1,2026-06-30
HDFCGOLD,33.91,1,-0.7992,1,0.1274,13.78,25.25,1,2026-06-30
HDFCGROWTH,41.99,1,-0.0825,0,0.1702,3.71,19.73,0,2026-06-30
HDFCLIFE,43.9,1,1.7655,1,0.4888,10.18,14.18,0,2026-06-30
HDFCLIQUID,100.0,0,0.0323,1,0.9232,0.47,32.04,1,2026-06-30
HDFCLOWVOL,55.15,1,0.024,1,0.7107,4.68,26.1,1,2026-06-30
HDFCMID150,57.11,1,0.0117,1,0.6999,6.76,15.13,0,2026-06-30
HDFCMOMENT,53.64,1,0.0464,1,0.6318,8.34,12.89,0,2026-06-30
HDFCNEXT50,53.25,1,-0.0208,0,0.5899,7.31,20.05,0,2026-06-30
HDFCNIF100,53.35,1,0.031,1,0.6447,6.41,30.78,1,2026-06-30
HDFCNIFBAN,62.97,1,0.1214,1,0.7166,11.32,22.52,0,2026-06-30
HDFCNIFIT,33.39,1,-0.1681,0,0.0453,14.69,20.11,0,2026-06-30
HDFCNIFTY,53.96,1,0.3994,1,0.667,5.92,9.19,0,2026-06-30
HDFCPSUBK,51.59,1,0.0012,1,0.5361,9.67,17.87,0,2026-06-30
HDFCPVTBAN,60.46,1,0.0424,1,0.6704,11.89,36.2,1,2026-06-30
HDFCQUAL,41.46,1,-0.083,0,0.1616,3.79,10.0,0,2026-06-30
HDFCSENSEX,54.78,1,0.1885,1,0.6763,7.3,18.19,0,2026-06-30
HDFCSILVER,37.9,1,-2.2215,1,0.2136,22.79,22.3,0,2026-06-30
