symbol,sector,close_now,as_of_date,price_score,ath_proximity_score,sector_flow_score,deal_score,corporate_score,base_score,market_regime,regime_multiplier,bull_run_score,label,trend_signal,driving_participant,ret_30d,ret_90d,ret_365d,vol_ratio
HDFCLIQUID,OTHER,1074.03,2026-08-17,53.22,50.0,42.21,50.0,50.0,49.25,NEUTRAL,0.9,44.32,WATCHLIST,UNKNOWN,RETAIL,0.43,1.25,4.77,2.088
IMAGICAA,HOSPITALITY,47.06,2026-08-17,48.23,58.98,39.46,50.0,50.0,49.25,NEUTRAL,0.9,44.32,WATCHLIST,UPTREND,MIXED,-1.45,8.88,-17.89,0.497
MOVALUE,OTHER,114.48,2026-08-17,53.22,50.0,42.21,50.0,50.0,49.25,NEUTRAL,0.9,44.32,WATCHLIST,UNKNOWN,RETAIL,0.84,-0.75,14.45,0.766
TEJASNET,TELECOM,522.85,2026-08-17,46.6,62.18,38.32,50.0,50.0,49.25,NEUTRAL,0.9,44.32,WATCHLIST,CONSOLIDATING,DII,-4.48,17.3,-13.01,0.591
SENSEXAXIS,OTHER,81.1,2026-08-17,53.17,50.0,42.21,50.0,50.0,49.23,NEUTRAL,0.9,44.31,WATCHLIST,UNKNOWN,RETAIL,1.48,,,0.915
LTGILTBEES,OTHER,30.05,2026-08-17,53.12,50.0,42.21,50.0,50.0,49.22,NEUTRAL,0.9,44.3,WATCHLIST,UNKNOWN,RETAIL,0.2,3.51,5.48,1.079
SETF10GILT,OTHER,266.01,2026-08-17,53.01,50.0,42.21,50.0,50.0,49.19,NEUTRAL,0.9,44.27,WATCHLIST,UNKNOWN,RETAIL,0.28,3.34,4.55,1.188
JKIL,INFRASTRUCTURE,509.65,2026-08-17,59.98,51.68,40.08,50.0,38.89,49.18,NEUTRAL,0.9,44.26,WATCHLIST,DOWNTREND,DII,4.11,3.21,-20.4,1.888
SALONA,TEXTILES,261.21,2026-08-17,51.84,63.26,38.69,50.0,38.89,49.18,NEUTRAL,0.9,44.26,WATCHLIST,DOWNTREND,RETAIL,1.66,-6.41,9.82,0.202
GODREJIND,REALTY,1223.0,2026-08-17,38.31,69.5,40.96,50.0,50.0,49.17,NEUTRAL,0.9,44.25,WATCHLIST,CONSOLIDATING,DII,-8.68,7.75,-3.7,2.024
MIDCAPADD,OTHER,23.55,2026-08-17,52.9,50.0,42.21,50.0,50.0,49.17,NEUTRAL,0.9,44.25,WATCHLIST,UNKNOWN,RETAIL,1.73,5.23,,0.061
SENSEXADD,OTHER,80.32,2026-08-17,52.87,50.0,42.21,50.0,50.0,49.16,NEUTRAL,0.9,44.24,WATCHLIST,UNKNOWN,RETAIL,1.01,4.14,-2.88,0.81
EMULTIMQ,OTHER,42.24,2026-08-17,52.83,50.0,42.21,50.0,50.0,49.15,NEUTRAL,0.9,44.24,WATCHLIST,UNKNOWN,RETAIL,2.0,0.07,3.38,0.25
SMALLIETF,OTHER,18.38,2026-08-17,52.8,50.0,42.21,50.0,50.0,49.14,NEUTRAL,0.9,44.23,WATCHLIST,UNKNOWN,RETAIL,1.38,,,0.96
LIQUIDADD,OTHER,1140.64,2026-08-17,52.78,50.0,42.21,50.0,50.0,49.14,NEUTRAL,0.9,44.23,WATCHLIST,UNKNOWN,RETAIL,0.42,1.23,4.84,1.665
LTGILTCASE,OTHER,30.62,2026-08-17,52.74,50.0,42.21,50.0,50.0,49.13,NEUTRAL,0.9,44.22,WATCHLIST,UNKNOWN,RETAIL,0.43,3.38,5.26,0.721
IITL,FINANCIAL_SERVICES,150.35,2026-08-17,64.6,39.22,38.17,50.0,50.0,49.13,NEUTRAL,0.9,44.22,WATCHLIST,STRONG_UPTREND,RETAIL,16.23,-7.98,,1.014
LIQUIDPLUS,OTHER,1099.21,2026-08-17,52.76,50.0,42.21,50.0,50.0,49.13,NEUTRAL,0.9,44.22,WATCHLIST,UNKNOWN,RETAIL,0.43,1.25,4.93,1.28
AIAENG,CAPITAL_GOODS,4383.6,2026-08-17,48.06,69.26,37.1,50.0,38.89,49.12,NEUTRAL,0.9,44.21,WATCHLIST,CONSOLIDATING,RETAIL,-8.28,13.67,44.21,0.859
GROWWGOLD,OTHER,14.93,2026-08-17,52.65,50.0,42.21,50.0,50.0,49.1,NEUTRAL,0.9,44.19,WATCHLIST,UNKNOWN,RETAIL,8.42,-2.23,-84.94,0.963
HDFCNIFTY,OTHER,274.89,2026-08-17,52.62,50.0,42.21,50.0,50.0,49.1,NEUTRAL,0.9,44.19,WATCHLIST,UNKNOWN,RETAIL,1.39,3.88,-0.44,0.371
EBBETF0430,OTHER,1611.52,2026-08-17,52.41,50.0,42.21,50.0,50.0,49.04,NEUTRAL,0.9,44.14,WATCHLIST,UNKNOWN,RETAIL,0.42,2.54,5.39,0.815
EBBETF0431,OTHER,1443.19,2026-08-17,52.42,50.0,42.21,50.0,50.0,49.05,NEUTRAL,0.9,44.14,WATCHLIST,UNKNOWN,RETAIL,0.54,3.1,5.7,0.557
PVTBANK,OTHER,27.5,2026-08-17,52.42,50.0,42.21,50.0,50.0,49.05,NEUTRAL,0.9,44.14,WATCHLIST,UNKNOWN,RETAIL,,,,6.564
LGBBROSLTD,AUTO,1602.8,2026-08-17,57.62,56.52,37.52,50.0,38.89,49.05,NEUTRAL,0.9,44.14,WATCHLIST,DOWNTREND,RETAIL,1.86,0.86,23.59,0.613
GSEC10YEAR,OTHER,30.61,2026-08-17,52.42,50.0,42.21,50.0,50.0,49.05,NEUTRAL,0.9,44.14,WATCHLIST,UNKNOWN,RETAIL,0.16,3.45,5.99,0.921
HEALTHCARE,OTHER,21.55,2026-08-17,52.36,50.0,42.21,50.0,50.0,49.03,NEUTRAL,0.9,44.13,WATCHLIST,UNKNOWN,RETAIL,0.84,7.05,,0.411
LIQGRWBEES,OTHER,1051.95,2026-08-17,52.36,50.0,42.21,50.0,50.0,49.03,NEUTRAL,0.9,44.13,WATCHLIST,UNKNOWN,RETAIL,0.4,1.18,4.64,1.485
MIDBANKADD,OTHER,17.34,2026-08-17,52.31,50.0,42.21,50.0,50.0,49.02,NEUTRAL,0.9,44.12,WATCHLIST,UNKNOWN,RETAIL,,,,3.606
SBISMLETF,OTHER,18.36,2026-08-17,52.33,50.0,42.21,50.0,50.0,49.02,NEUTRAL,0.9,44.12,WATCHLIST,UNKNOWN,RETAIL,0.88,,,1.4
KRISHIVAL,FMCG,408.3,2026-08-17,59.9,60.74,34.44,50.0,33.33,49.01,NEUTRAL,0.9,44.11,WATCHLIST,STRONG_UPTREND,RETAIL,2.39,10.82,,0.184
TBZ,FMCG,243.7,2026-08-17,55.58,64.82,34.44,47.09,38.89,49.0,NEUTRAL,0.9,44.1,WATCHLIST,UPTREND,RETAIL,-4.82,88.97,28.53,0.289
PURVA,REALTY,226.6,2026-08-17,54.29,48.6,40.96,50.0,50.0,48.98,NEUTRAL,0.9,44.08,WATCHLIST,STRONG_UPTREND,DII,0.46,6.33,-19.3,19.371
SBIVALETF,OTHER,14.91,2026-08-17,52.16,50.0,42.21,50.0,50.0,48.98,NEUTRAL,0.9,44.08,WATCHLIST,UNKNOWN,RETAIL,1.29,,,0.859
FEDFINA,FINANCIAL_SERVICES,152.0,2026-08-17,39.12,70.32,38.17,50.0,50.0,48.98,NEUTRAL,0.9,44.08,WATCHLIST,CONSOLIDATING,RETAIL,-5.82,0.28,10.71,0.633
SOUTHWEST,ENERGY,226.28,2026-08-17,45.74,64.56,35.62,50.0,50.0,48.97,NEUTRAL,0.9,44.07,WATCHLIST,INSUFFICIENT_DATA,DII,1.37,-5.1,,0.461
JINDRILL,ENERGY,586.2,2026-08-17,42.06,69.06,35.62,50.0,50.0,48.95,NEUTRAL,0.9,44.06,WATCHLIST,CONSOLIDATING,DII,-1.57,0.72,-3.81,0.486
DVL,DIVERSIFIED,265.92,2026-08-17,67.05,39.74,42.07,50.0,38.89,48.96,NEUTRAL,0.9,44.06,WATCHLIST,STRONG_UPTREND,DII,11.17,8.9,-21.5,0.401
HYBRIDETF,OTHER,10.17,2026-08-17,52.07,50.0,42.21,50.0,50.0,48.96,NEUTRAL,0.9,44.06,WATCHLIST,UNKNOWN,RETAIL,,,,2.226
EMMVEE,CAPITAL_GOODS,320.75,2026-08-17,37.94,72.66,37.1,50.0,50.0,48.94,NEUTRAL,0.9,44.05,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-12.21,24.32,,0.764
BLUEJET,PHARMA,593.2,2026-08-17,60.18,56.2,34.05,50.0,38.89,48.93,NEUTRAL,0.9,44.04,WATCHLIST,STRONG_UPTREND,RETAIL,0.86,37.83,-16.14,0.319
LOYALTEX,OTHER,221.0,2026-08-17,66.02,32.34,42.21,50.0,50.0,48.92,NEUTRAL,0.9,44.03,WATCHLIST,INSUFFICIENT_DATA,RETAIL,9.72,,,0.506
ENIFTY,OTHER,24.58,2026-08-17,51.88,50.0,42.21,50.0,50.0,48.91,NEUTRAL,0.9,44.02,WATCHLIST,UNKNOWN,RETAIL,1.36,3.63,,0.547
COMMOIETF,OTHER,100.24,2026-08-17,51.88,50.0,42.21,50.0,50.0,48.91,NEUTRAL,0.9,44.02,WATCHLIST,UNKNOWN,RETAIL,0.43,-3.58,13.82,2.617
TATAPOWER,POWER,381.5,2026-08-17,51.74,64.12,36.59,50.0,38.89,48.91,NEUTRAL,0.9,44.02,WATCHLIST,DOWNTREND,DII,1.17,-6.27,0.99,0.773
GROWWLIQID,OTHER,110.37,2026-08-17,51.89,50.0,42.21,50.0,50.0,48.91,NEUTRAL,0.9,44.02,WATCHLIST,UNKNOWN,RETAIL,0.41,1.18,4.65,1.059
DEEPAKFERT,CHEMICALS,1502.7,2026-08-17,43.09,78.78,32.75,50.0,38.89,48.91,NEUTRAL,0.9,44.02,WATCHLIST,CONSOLIDATING,RETAIL,-6.15,13.97,3.37,0.507
CIPLA,PHARMA,1431.5,2026-08-17,48.08,71.12,34.05,50.0,38.89,48.89,NEUTRAL,0.9,44.0,WATCHLIST,UPTREND,RETAIL,0.14,-0.04,-9.39,0.583
MSCI360,OTHER,10.3,2026-08-17,51.81,50.0,42.21,50.0,50.0,48.89,NEUTRAL,0.9,44.0,WATCHLIST,UNKNOWN,RETAIL,1.88,,,0.162
OMNI,CAPITAL_GOODS,564.45,2026-08-17,57.8,47.6,37.1,50.0,50.0,48.89,NEUTRAL,0.9,44.0,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-1.1,38.07,,0.188
BRIGADE,HOSPITALITY,593.7,2026-08-17,48.85,48.06,39.46,50.0,61.11,48.88,NEUTRAL,0.9,43.99,WATCHLIST,STRONG_UPTREND,MIXED,7.0,-13.74,-37.12,1.259
SENSEXETF,OTHER,80.32,2026-08-17,51.75,50.0,42.21,50.0,50.0,48.88,NEUTRAL,0.9,43.99,WATCHLIST,UNKNOWN,RETAIL,1.06,4.01,-2.83,0.506
PREMCO,TEXTILES,378.35,2026-08-17,49.69,56.06,38.69,50.0,50.0,48.87,NEUTRAL,0.9,43.98,WATCHLIST,INSUFFICIENT_DATA,RETAIL,1.89,-4.64,,0.34
SAMMAANCAP,FINANCIAL_SERVICES,153.33,2026-08-17,47.78,58.94,38.17,50.0,50.0,48.87,NEUTRAL,0.9,43.98,WATCHLIST,DOWNTREND,RETAIL,-6.11,7.47,29.47,1.1
GSEC5IETF,OTHER,66.33,2026-08-17,51.7,50.0,42.21,50.0,50.0,48.87,NEUTRAL,0.9,43.98,WATCHLIST,UNKNOWN,RETAIL,0.44,3.01,6.14,0.428
ITDC,CAPITAL_GOODS,698.3,2026-08-17,48.88,69.9,37.1,47.09,38.89,48.87,NEUTRAL,0.9,43.98,WATCHLIST,UPTREND,RETAIL,-7.54,27.35,31.09,0.117
LICNETFN50,OTHER,273.74,2026-08-17,51.69,50.0,42.21,50.0,50.0,48.86,NEUTRAL,0.9,43.97,WATCHLIST,UNKNOWN,RETAIL,1.24,4.22,-0.61,0.185
MAYURUNIQ,TEXTILES,732.2,2026-08-17,45.27,61.46,38.69,50.0,50.0,48.85,NEUTRAL,0.9,43.96,WATCHLIST,CONSOLIDATING,RETAIL,-10.94,16.52,37.68,1.017
CPPLUS,CAPITAL_GOODS,3343.1,2026-08-17,51.66,63.32,37.1,50.0,38.89,48.83,NEUTRAL,0.9,43.95,WATCHLIST,CONSOLIDATING,RETAIL,-12.02,35.66,160.57,2.927
MGL,ENERGY,1129.1,2026-08-17,52.36,63.88,35.62,50.0,38.89,48.82,NEUTRAL,0.9,43.94,WATCHLIST,STRONG_UPTREND,DII,1.44,3.82,-11.96,0.903
MERCANTILE,REALTY,24.5,2026-08-17,49.54,53.6,40.96,50.0,50.0,48.8,NEUTRAL,0.9,43.92,WATCHLIST,INSUFFICIENT_DATA,DII,0.62,-1.53,,0.563
PTL,AUTO,38.65,2026-08-17,37.21,76.6,37.52,50.0,44.44,48.79,NEUTRAL,0.9,43.91,WATCHLIST,DOWNTREND,RETAIL,-3.16,-3.06,-3.18,0.98
NIFTYADD,OTHER,256.83,2026-08-17,51.36,50.0,42.21,50.0,50.0,48.78,NEUTRAL,0.9,43.9,WATCHLIST,UNKNOWN,RETAIL,1.35,3.8,,0.411
ULTRAMAR,CHEMICALS,394.2,2026-08-17,49.5,72.98,32.75,47.09,38.89,48.77,NEUTRAL,0.9,43.89,WATCHLIST,INSUFFICIENT_DATA,RETAIL,2.46,-4.95,,0.434
HDFCSENSEX,OTHER,88.25,2026-08-17,51.33,50.0,42.21,50.0,50.0,48.77,NEUTRAL,0.9,43.89,WATCHLIST,UNKNOWN,RETAIL,0.78,3.8,-2.98,0.662
DIVIDEND,OTHER,35.91,2026-08-17,51.33,50.0,42.21,50.0,50.0,48.77,NEUTRAL,0.9,43.89,WATCHLIST,UNKNOWN,RETAIL,2.51,-0.22,,0.124
IOB,TEXTILES,33.66,2026-08-17,45.26,61.06,38.69,50.0,50.0,48.76,NEUTRAL,0.9,43.88,WATCHLIST,DOWNTREND,RETAIL,-0.38,-0.38,-11.84,0.511
SHIVATEX,TEXTILES,161.88,2026-08-17,55.22,48.56,38.69,50.0,50.0,48.76,NEUTRAL,0.9,43.88,WATCHLIST,DOWNTREND,RETAIL,9.87,-12.1,-10.85,0.304
CONS,OTHER,12.51,2026-08-17,51.14,50.0,42.21,50.0,50.0,48.73,NEUTRAL,0.9,43.86,WATCHLIST,UNKNOWN,RETAIL,4.25,7.11,-89.95,0.393
APCL,CEMENT,106.87,2026-08-17,58.08,43.66,39.87,50.0,50.0,48.73,NEUTRAL,0.9,43.86,WATCHLIST,DOWNTREND,DII,4.36,-6.91,,6.763
LIQUIDCASE,OTHER,115.49,2026-08-17,51.15,50.0,42.21,50.0,50.0,48.73,NEUTRAL,0.9,43.86,WATCHLIST,UNKNOWN,RETAIL,0.42,1.23,4.85,0.771
VALUEAXIS,OTHER,32.99,2026-08-17,51.15,50.0,42.21,50.0,50.0,48.73,NEUTRAL,0.9,43.86,WATCHLIST,UNKNOWN,RETAIL,0.95,,,0.812
OPTIEMUS,TELECOM,554.35,2026-08-17,49.82,55.5,38.32,50.0,50.0,48.72,NEUTRAL,0.9,43.85,WATCHLIST,UPTREND,DII,-4.95,33.42,-2.0,0.267
BLBLIMITED,FINANCIAL_SERVICES,16.03,2026-08-17,60.19,42.68,38.17,50.0,50.0,48.72,NEUTRAL,0.9,43.85,WATCHLIST,INSUFFICIENT_DATA,RETAIL,1.65,,1.84,4.486
EBBETF0433,OTHER,1316.39,2026-08-17,51.09,50.0,42.21,50.0,50.0,48.71,NEUTRAL,0.9,43.84,WATCHLIST,UNKNOWN,RETAIL,0.3,3.4,5.46,0.434
SHUKRAPHAR,OTHER,41.44,2026-08-17,51.05,50.0,42.21,50.0,50.0,48.7,NEUTRAL,0.9,43.83,WATCHLIST,UNKNOWN,RETAIL,,,,1.01
TPLPLASTEH,CHEMICALS,77.25,2026-08-17,48.38,71.04,32.75,50.0,38.89,48.69,NEUTRAL,0.9,43.82,WATCHLIST,UPTREND,RETAIL,-5.34,23.76,0.57,1.057
LAHOTIOV,TEXTILES,42.98,2026-08-17,46.19,59.48,38.69,50.0,50.0,48.68,NEUTRAL,0.9,43.81,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-1.65,-1.69,,1.816
TATASTEEL,METAL,186.0,2026-08-17,46.73,65.78,39.98,50.0,38.89,48.67,NEUTRAL,0.9,43.8,WATCHLIST,DOWNTREND,DII,0.27,-14.22,19.98,0.788
LIQUID1,OTHER,1118.52,2026-08-17,50.91,50.0,42.21,50.0,50.0,48.67,NEUTRAL,0.9,43.8,WATCHLIST,UNKNOWN,RETAIL,0.43,1.26,4.95,0.606
BANKADD,OTHER,59.26,2026-08-17,50.92,50.0,42.21,50.0,50.0,48.67,NEUTRAL,0.9,43.8,WATCHLIST,UNKNOWN,RETAIL,0.39,7.96,,0.274
IPRINGLTD,OTHER,134.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VADILENT,OTHER,10002.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ADVIKCA,OTHER,1.21,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MUKESHB,OTHER,147.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ALFREDHE,OTHER,3151.2,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VIRAT,OTHER,335.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SIMPLXREA,OTHER,130.11,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PBMPOLY,OTHER,63.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PANORAMA,OTHER,47.16,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PARNAXLAB,OTHER,119.65,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PANCHMAHQ,OTHER,315.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
OPTIFIN,OTHER,11.45,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ORIRAIL,OTHER,109.4,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PACIFICI,OTHER,139.77,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HRYNSHP,OTHER,101.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SUPTANERY,OTHER,6.83,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SUMEDHA,OTHER,45.01,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AXTEL,OTHER,418.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AUSTENG,OTHER,122.87,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SUNLOC,OTHER,68.3,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SUNRAKSHAK,OTHER,378.4,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SUNSHIEL,OTHER,1228.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ODYCORP,OTHER,7.15,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
EASTWEST,OTHER,2.45,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ONEGLOBAL,OTHER,565.3,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AVANCE,OTHER,0.9,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ONIXSOLAR,OTHER,375.4,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MEDICAPQ,OTHER,25.26,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
EBIX,OTHER,16.25,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ECORECO,OTHER,479.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SWARNSAR,OTHER,36.06,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SVGLOBAL,OTHER,143.61,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
NTCIND,OTHER,144.45,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SWISSMLTRY,OTHER,13.36,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TANAA,OTHER,300.95,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ASSAMENT,OTHER,850.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ASIANTNE,OTHER,9.73,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ARYAMAN,OTHER,599.9,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
GKB,OTHER,65.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TERAI,OTHER,124.6,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TGVSL,OTHER,106.54,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
JENBURPH,OTHER,1045.1,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VIRTUALG,OTHER,0.41,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VISACHROME,OTHER,38.41,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VISHAL,OTHER,18.12,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VIVOBIOT,OTHER,19.68,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VIJSOLX,OTHER,692.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ENKEIWHEL,OTHER,400.85,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MKEXIM,OTHER,53.91,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MLKFOOD,OTHER,81.44,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VASUPRADA,OTHER,96.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VEDAVAAG,OTHER,19.15,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VGCL,OTHER,60.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
EMPIND,OTHER,1102.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ISTLTD,OTHER,666.9,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TUTIALKA,OTHER,56.71,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ANDREWYU,OTHER,26.23,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AMARJOTHI,OTHER,162.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MINALIND,OTHER,2.06,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
